종목,월,방향,손절선(%),손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150선물인버스,10,위,-10.0,가능,최근 5년,5,0,-3.62,-0.72,40.0,0.958,51.08,3,5.46,-4.94,4.35,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,무손절,가능,전체,10,0,6.08,0.61,50.0,1.309,43.31,5,12.85,-5.3,5.85,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,무손절,가능,앞 절반,5,0,9.7,1.94,60.0,1.336,42.81,2,12.85,-5.3,7.33,0,0,7.8,아니오,2016-10-20,2020-10-20
KODEX 코스닥150선물인버스,10,위,무손절,가능,뒤 절반,5,0,-3.62,-0.72,40.0,0.958,51.08,3,5.46,-4.94,4.35,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,무손절,가능,최근 10년,10,0,6.08,0.61,50.0,1.309,43.31,5,12.85,-5.3,5.85,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 코스닥150선물인버스,10,위,무손절,가능,최근 5년,5,0,-3.62,-0.72,40.0,0.958,51.08,3,5.46,-4.94,4.35,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150선물인버스,11,아래,-3.0,가능,전체,10,0,-14.89,-1.49,30.0,0.643,60.88,7,2.43,-3.09,2.35,1,5,4.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-3.0,가능,앞 절반,5,0,-5.27,-1.05,40.0,0.622,61.67,3,2.43,-3.0,2.69,0,3,4.6,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-3.0,가능,뒤 절반,5,0,-9.62,-1.92,20.0,0.668,59.94,4,1.93,-3.09,2.17,1,2,4.0,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-3.0,가능,최근 10년,10,0,-14.89,-1.49,30.0,0.643,60.88,7,2.43,-3.09,2.35,1,5,4.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-3.0,가능,최근 5년,5,0,-9.62,-1.92,20.0,0.668,59.94,4,1.93,-3.09,2.17,1,2,4.0,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-4.0,가능,전체,10,0,-16.78,-1.68,30.0,0.588,62.95,7,2.43,-4.0,2.65,0,4,5.7,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-4.0,가능,앞 절반,5,0,-7.27,-1.45,40.0,0.508,66.3,3,2.43,-4.0,3.08,0,2,5.6,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-4.0,가능,뒤 절반,5,0,-9.51,-1.9,20.0,0.675,59.7,4,1.93,-4.0,2.48,0,2,5.8,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-4.0,가능,최근 10년,10,0,-16.78,-1.68,30.0,0.588,62.95,7,2.43,-4.0,2.65,0,4,5.7,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-4.0,가능,최근 5년,5,0,-9.51,-1.9,20.0,0.675,59.7,4,1.93,-4.0,2.48,0,2,5.8,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-5.0,가능,전체,10,0,-19.01,-1.9,30.0,0.535,65.13,7,2.43,-5.0,2.92,0,3,6.6,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-5.0,가능,앞 절반,5,0,-7.5,-1.5,40.0,0.498,66.75,3,2.43,-5.0,3.19,0,1,7.0,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-5.0,가능,뒤 절반,5,0,-11.51,-2.3,20.0,0.575,63.5,4,1.93,-5.0,2.93,0,2,6.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-5.0,가능,최근 10년,10,0,-19.01,-1.9,30.0,0.535,65.13,7,2.43,-5.0,2.92,0,3,6.6,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-5.0,가능,최근 5년,5,0,-11.51,-2.3,20.0,0.575,63.5,4,1.93,-5.0,2.93,0,2,6.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-6.0,가능,전체,10,0,-22.01,-2.2,30.0,0.477,67.69,7,2.43,-6.0,3.29,0,3,6.8,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-6.0,가능,앞 절반,5,0,-8.5,-1.7,40.0,0.457,68.61,3,2.43,-6.0,3.48,0,1,7.2,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-6.0,가능,뒤 절반,5,0,-13.51,-2.7,20.0,0.5,66.66,4,1.93,-6.0,3.4,0,2,6.4,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-6.0,가능,최근 10년,10,0,-22.01,-2.2,30.0,0.477,67.69,7,2.43,-6.0,3.29,0,3,6.8,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-6.0,가능,최근 5년,5,0,-13.51,-2.7,20.0,0.5,66.66,4,1.93,-6.0,3.4,0,2,6.4,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-7.0,가능,전체,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-7.0,가능,앞 절반,5,0,-8.05,-1.61,40.0,0.475,67.8,3,2.43,-5.55,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-7.0,가능,뒤 절반,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-7.0,가능,최근 10년,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-7.0,가능,최근 5년,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-8.0,가능,전체,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-8.0,가능,앞 절반,5,0,-8.05,-1.61,40.0,0.475,67.8,3,2.43,-5.55,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-8.0,가능,뒤 절반,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-8.0,가능,최근 10년,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-8.0,가능,최근 5년,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-9.0,가능,전체,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-9.0,가능,앞 절반,5,0,-8.05,-1.61,40.0,0.475,67.8,3,2.43,-5.55,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-9.0,가능,뒤 절반,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-9.0,가능,최근 10년,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-9.0,가능,최근 5년,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-10.0,가능,전체,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-10.0,가능,앞 절반,5,0,-8.05,-1.61,40.0,0.475,67.8,3,2.43,-5.55,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,-10.0,가능,뒤 절반,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-10.0,가능,최근 10년,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,-10.0,가능,최근 5년,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,무손절,가능,전체,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,무손절,가능,앞 절반,5,0,-8.05,-1.61,40.0,0.475,67.8,3,2.43,-5.55,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,아래,무손절,가능,뒤 절반,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,아래,무손절,가능,최근 10년,10,0,-13.27,-1.33,40.0,0.559,64.13,6,2.43,-5.94,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,아래,무손절,가능,최근 5년,5,0,-5.22,-1.04,40.0,0.665,60.04,3,2.23,-5.94,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-3.0,가능,전체,10,0,11.0,1.1,60.0,1.388,41.87,4,5.94,-3.0,3.45,0,2,6.9,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-3.0,가능,앞 절반,5,0,5.78,1.16,60.0,1.309,43.31,2,5.55,-3.0,3.92,0,2,6.6,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-3.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-3.0,가능,최근 10년,10,0,11.0,1.1,60.0,1.388,41.87,4,5.94,-3.0,3.45,0,2,6.9,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-3.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-4.0,가능,전체,10,0,10.53,1.05,60.0,1.327,42.98,4,5.94,-4.04,3.53,1,0,7.2,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-4.0,가능,앞 절반,5,0,5.31,1.06,60.0,1.214,45.18,2,5.55,-4.04,4.09,1,0,7.2,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-4.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-4.0,가능,최근 10년,10,0,10.53,1.05,60.0,1.327,42.98,4,5.94,-4.04,3.53,1,0,7.2,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-4.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-5.0,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-5.0,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-5.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-5.0,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-5.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-6.0,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-6.0,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-6.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-6.0,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-6.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-7.0,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-7.0,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-7.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-7.0,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-7.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-8.0,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-8.0,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-8.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-8.0,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-8.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-9.0,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-9.0,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-9.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-9.0,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-9.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-10.0,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-10.0,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,-10.0,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,-10.0,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,-10.0,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,무손절,가능,전체,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,무손절,가능,앞 절반,5,0,8.05,1.61,60.0,2.106,32.2,2,5.55,-2.43,3.35,0,0,7.4,아니오,2016-11-18,2020-11-20
KODEX 코스닥150선물인버스,11,위,무손절,가능,뒤 절반,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,11,위,무손절,가능,최근 10년,10,0,13.27,1.33,60.0,1.788,35.87,4,5.94,-2.43,3.18,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150선물인버스,11,위,무손절,가능,최근 5년,5,0,5.22,1.04,60.0,1.503,39.96,2,5.94,-2.23,3.38,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150선물인버스,12,아래,-3.0,가능,전체,10,0,25.73,2.57,80.0,1.322,43.06,2,9.42,-3.0,3.7,0,2,5.8,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-3.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-3.0,가능,뒤 절반,5,0,2.33,0.47,60.0,0.925,51.94,2,4.18,-3.0,3.32,0,2,5.8,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-3.0,가능,최근 10년,10,0,25.73,2.57,80.0,1.322,43.06,2,9.42,-3.0,3.7,0,2,5.8,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-3.0,가능,최근 5년,5,0,2.33,0.47,60.0,0.925,51.94,2,4.18,-3.0,3.32,0,2,5.8,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-4.0,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-4.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-4.0,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-4.0,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-4.0,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-5.0,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-5.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-5.0,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-5.0,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-5.0,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-6.0,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-6.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-6.0,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-6.0,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-6.0,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-7.0,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-7.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-7.0,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-7.0,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-7.0,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-8.0,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-8.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-8.0,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-8.0,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-8.0,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-9.0,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-9.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-9.0,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-9.0,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-9.0,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-10.0,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-10.0,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,-10.0,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-10.0,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,-10.0,가능,최근 5년,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,무손절,가능,전체,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,무손절,가능,앞 절반,5,0,23.4,4.68,100.0,,,0,9.42,1.63,2.95,0,0,5.8,아니오,2016-12-20,2020-12-18
KODEX 코스닥150선물인버스,12,아래,무손절,가능,뒤 절반,5,0,6.73,1.35,80.0,1.085,47.97,1,4.18,-2.02,2.36,0,0,6.2,아니오,2021-12-20,2025-12-19
KODEX 코스닥150선물인버스,12,아래,무손절,가능,최근 10년,10,0,30.14,3.01,90.0,1.772,36.08,1,9.42,-2.02,3.07,0,0,6.0,예,2016-12-20,2025-12-19
