종목,월,방향,손절선(%),구간,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150,3,아래,-6.0,최근 10년,10,3.19,0.32,50.0,1.153,46.45,4.82,-4.18,5,9.63,-6.0,5.64,0,3,7.0,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,아래,-6.0,최근 5년,5,5.08,1.02,40.0,2.123,32.02,8.66,-4.08,3,9.63,-6.0,7.39,0,2,7.0,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,아래,-7.0,전체,11,6.65,0.6,54.55,1.121,47.14,4.32,-3.85,5,9.63,-7.0,5.32,0,2,7.55,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,아래,-7.0,앞 절반,5,-1.45,-0.29,60.0,0.567,63.83,2.74,-4.83,2,3.62,-7.0,4.46,0,1,7.2,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,아래,-7.0,뒤 절반,6,8.1,1.35,50.0,1.845,35.15,5.9,-3.2,3,9.63,-7.0,6.25,0,1,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,아래,-7.0,최근 10년,10,4.83,0.48,50.0,1.251,44.43,4.82,-3.85,5,9.63,-7.0,5.59,0,2,7.4,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,아래,-7.0,최근 5년,5,7.72,1.54,40.0,2.708,26.97,8.66,-3.2,3,9.63,-7.0,6.97,0,1,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,아래,-8.0,전체,11,5.69,0.52,54.55,1.068,48.36,4.32,-4.04,5,9.63,-8.0,5.46,0,1,7.64,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,아래,-8.0,앞 절반,5,-2.45,-0.49,60.0,0.513,66.08,2.74,-5.33,2,3.62,-8.0,4.85,0,1,7.4,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,아래,-8.0,뒤 절반,6,8.14,1.36,50.0,1.851,35.07,5.9,-3.19,3,9.63,-6.97,6.25,0,0,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,아래,-8.0,최근 10년,10,3.86,0.39,50.0,1.191,45.64,4.82,-4.04,5,9.63,-8.0,5.74,0,1,7.5,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,아래,-8.0,최근 5년,5,7.75,1.55,40.0,2.717,26.9,8.66,-3.19,3,9.63,-6.97,6.96,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,아래,-9.0,전체,11,4.69,0.43,54.55,1.017,49.57,4.32,-4.24,5,9.63,-9.0,5.62,0,1,7.64,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,아래,-9.0,앞 절반,5,-3.45,-0.69,60.0,0.469,68.06,2.74,-5.83,2,3.62,-9.0,5.24,0,1,7.4,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,아래,-9.0,뒤 절반,6,8.14,1.36,50.0,1.851,35.07,5.9,-3.19,3,9.63,-6.97,6.25,0,0,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,아래,-9.0,최근 10년,10,2.86,0.29,50.0,1.135,46.84,4.82,-4.24,5,9.63,-9.0,5.91,0,1,7.5,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,아래,-9.0,최근 5년,5,7.75,1.55,40.0,2.717,26.9,8.66,-3.19,3,9.63,-6.97,6.96,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,아래,-10.0,전체,11,3.69,0.34,54.55,0.972,50.72,4.32,-4.44,5,9.63,-10.0,5.8,0,1,7.64,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,아래,-10.0,앞 절반,5,-4.45,-0.89,60.0,0.432,69.82,2.74,-6.33,2,3.62,-10.0,5.64,0,1,7.4,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,아래,-10.0,뒤 절반,6,8.14,1.36,50.0,1.851,35.07,5.9,-3.19,3,9.63,-6.97,6.25,0,0,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,아래,-10.0,최근 10년,10,1.86,0.19,50.0,1.084,47.99,4.82,-4.44,5,9.63,-10.0,6.09,0,1,7.5,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,아래,-10.0,최근 5년,5,7.75,1.55,40.0,2.717,26.9,8.66,-3.19,3,9.63,-6.97,6.96,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,아래,무손절,전체,11,-4.59,-0.42,54.55,0.708,58.55,4.32,-6.1,5,9.63,-18.28,7.55,0,0,7.91,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,아래,무손절,앞 절반,5,-12.73,-2.55,60.0,0.261,79.28,2.74,-10.47,2,3.62,-18.28,9.12,0,0,8.0,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,아래,무손절,뒤 절반,6,8.14,1.36,50.0,1.851,35.07,5.9,-3.19,3,9.63,-6.97,6.25,0,0,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,아래,무손절,최근 10년,10,-6.42,-0.64,50.0,0.789,55.88,4.82,-6.1,5,9.63,-18.28,7.92,0,0,7.8,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,아래,무손절,최근 5년,5,7.75,1.55,40.0,2.717,26.9,8.66,-3.19,3,9.63,-6.97,6.96,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-3.0,전체,11,-9.83,-0.89,36.36,0.97,50.77,3.05,-3.15,7,6.97,-6.62,3.76,2,4,5.36,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-3.0,앞 절반,5,-12.97,-2.59,20.0,0.68,59.51,2.66,-3.91,4,2.66,-6.62,3.33,1,3,4.2,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-3.0,뒤 절반,6,3.14,0.52,50.0,1.489,40.18,3.19,-2.14,3,6.97,-3.04,3.77,1,1,6.33,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-3.0,최근 10년,10,-6.83,-0.68,40.0,0.962,50.96,3.05,-3.17,6,6.97,-6.62,3.9,2,3,5.3,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-3.0,최근 5년,5,3.52,0.7,60.0,1.056,48.65,3.19,-3.02,2,6.97,-3.04,4.18,1,1,6.0,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-4.0,전체,11,-14.07,-1.28,36.36,0.813,55.14,3.05,-3.75,7,6.97,-6.62,4.1,3,2,6.18,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-4.0,앞 절반,5,-15.24,-3.05,20.0,0.594,62.74,2.66,-4.47,4,2.66,-6.62,3.66,3,0,5.6,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-4.0,뒤 절반,6,1.17,0.2,50.0,1.14,46.73,3.19,-2.79,3,6.97,-4.0,4.15,0,2,6.67,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-4.0,최근 10년,10,-12.24,-1.22,40.0,0.749,57.17,3.05,-4.08,6,6.97,-6.62,4.32,3,2,5.9,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-4.0,최근 5년,5,1.56,0.31,60.0,0.796,55.66,3.19,-4.0,2,6.97,-4.0,4.63,0,2,6.4,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-5.0,전체,11,-17.06,-1.55,36.36,0.73,57.79,3.05,-4.18,7,6.97,-6.62,4.32,2,3,6.27,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-5.0,앞 절반,5,-16.23,-3.25,20.0,0.563,63.99,2.66,-4.72,4,2.66,-6.62,3.75,2,1,5.8,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-5.0,뒤 절반,6,-0.83,-0.14,50.0,0.92,52.07,3.19,-3.46,3,6.97,-5.0,4.57,0,2,6.67,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-5.0,최근 10년,10,-15.23,-1.52,40.0,0.668,59.97,3.05,-4.57,6,6.97,-6.62,4.55,2,3,6.0,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-5.0,최근 5년,5,-0.44,-0.09,60.0,0.637,61.08,3.19,-5.0,2,6.97,-5.0,5.1,0,2,6.4,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-6.0,전체,11,-17.95,-1.63,36.36,0.709,58.52,3.05,-4.31,7,6.97,-6.62,4.5,2,2,6.91,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-6.0,앞 절반,5,-14.56,-2.91,20.0,0.618,61.82,2.66,-4.3,4,2.66,-6.62,3.73,1,1,5.8,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-6.0,뒤 절반,6,-3.39,-0.57,50.0,0.738,57.53,3.19,-4.32,3,6.97,-6.56,5.13,1,1,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-6.0,최근 10년,10,-16.12,-1.61,40.0,0.647,60.73,3.05,-4.72,6,6.97,-6.62,4.74,2,2,6.7,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-6.0,최근 5년,5,-3.01,-0.6,60.0,0.507,66.35,3.19,-6.28,2,6.97,-6.56,5.73,1,1,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-7.0,전체,11,-20.76,-1.89,36.36,0.648,60.67,3.05,-4.71,7,6.97,-7.0,4.79,0,4,6.91,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-7.0,앞 절반,5,-15.93,-3.19,20.0,0.572,63.62,2.66,-4.65,4,2.66,-7.0,4.04,0,2,5.8,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-7.0,뒤 절반,6,-4.83,-0.8,50.0,0.664,60.08,3.19,-4.79,3,6.97,-7.0,5.45,0,2,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-7.0,최근 10년,10,-18.93,-1.89,40.0,0.588,62.96,3.05,-5.19,6,6.97,-7.0,5.05,0,4,6.7,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-7.0,최근 5년,5,-4.44,-0.89,60.0,0.455,68.72,3.19,-7.0,2,6.97,-7.0,6.09,0,2,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-8.0,전체,11,1.52,0.14,45.45,1.263,44.19,6.1,-4.83,6,18.28,-8.0,7.74,0,3,7.45,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-8.0,앞 절반,5,8.35,1.67,40.0,2.494,28.62,10.47,-4.2,3,18.28,-8.0,10.03,0,1,7.0,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-8.0,뒤 절반,6,-6.83,-1.14,50.0,0.583,63.16,3.19,-5.46,3,6.97,-8.0,5.91,0,2,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-8.0,최근 10년,10,3.35,0.33,50.0,1.123,47.1,6.1,-5.43,5,18.28,-8.0,8.12,0,3,7.3,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-8.0,최근 5년,5,-6.44,-1.29,60.0,0.398,71.52,3.19,-8.0,2,6.97,-8.0,6.59,0,2,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-9.0,전체,11,-0.16,-0.01,45.45,1.194,45.58,6.1,-5.11,6,18.28,-9.0,7.92,0,2,7.55,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-9.0,앞 절반,5,7.35,1.47,40.0,2.311,30.21,10.47,-4.53,3,18.28,-9.0,10.28,0,1,7.2,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-9.0,뒤 절반,6,-7.51,-1.25,50.0,0.56,64.1,3.19,-5.69,3,6.97,-9.0,6.08,0,1,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-9.0,최근 10년,10,1.67,0.17,50.0,1.058,48.59,6.1,-5.77,5,18.28,-9.0,8.33,0,2,7.4,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-9.0,최근 5년,5,-7.12,-1.42,60.0,0.382,72.36,3.19,-8.34,2,6.97,-9.0,6.78,0,1,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,-10.0,전체,11,4.23,0.38,45.45,1.393,41.79,6.1,-4.38,6,18.28,-10.0,7.6,0,1,7.91,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,-10.0,앞 절반,5,12.73,2.55,40.0,3.827,20.72,10.47,-2.74,3,18.28,-3.62,9.12,0,0,8.0,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,-10.0,뒤 절반,6,-8.51,-1.42,50.0,0.529,65.4,3.19,-6.02,3,6.97,-10.0,6.34,0,1,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,-10.0,최근 10년,10,6.05,0.61,50.0,1.248,44.49,6.1,-4.89,5,18.28,-10.0,7.97,0,1,7.8,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,-10.0,최근 5년,5,-8.12,-1.62,60.0,0.36,73.51,3.19,-8.84,2,6.97,-10.0,7.07,0,1,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,3,위,무손절,전체,11,4.59,0.42,45.45,1.413,41.45,6.1,-4.32,6,18.28,-9.63,7.55,0,0,7.91,예,2016-03-18,2026-03-20
KODEX 코스닥150,3,위,무손절,앞 절반,5,12.73,2.55,40.0,3.827,20.72,10.47,-2.74,3,18.28,-3.62,9.12,0,0,8.0,아니오,2016-03-18,2020-03-20
KODEX 코스닥150,3,위,무손절,뒤 절반,6,-8.14,-1.36,50.0,0.54,64.93,3.19,-5.9,3,6.97,-9.63,6.25,0,0,7.83,아니오,2021-03-19,2026-03-20
KODEX 코스닥150,3,위,무손절,최근 10년,10,6.42,0.64,50.0,1.267,44.12,6.1,-4.82,5,18.28,-9.63,7.92,0,0,7.8,예,2017-03-20,2026-03-20
KODEX 코스닥150,3,위,무손절,최근 5년,5,-7.75,-1.55,60.0,0.368,73.1,3.19,-8.66,2,6.97,-9.63,6.96,0,0,7.8,아니오,2022-03-18,2026-03-20
KODEX 코스닥150,4,아래,-3.0,전체,11,17.17,1.56,81.82,0.848,54.13,2.59,-3.05,2,7.77,-3.1,2.93,1,1,6.27,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,아래,-3.0,앞 절반,5,9.52,1.9,100.0,,,1.9,,0,2.86,0.8,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,아래,-3.0,뒤 절반,6,7.65,1.28,66.67,1.127,47.02,3.44,-3.05,2,7.77,-3.1,4.06,1,1,6.0,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,아래,-3.0,최근 10년,10,15.51,1.55,80.0,0.885,53.04,2.7,-3.05,2,7.77,-3.1,3.08,1,1,6.2,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,아래,-3.0,최근 5년,5,-0.12,-0.02,60.0,0.654,60.46,2.0,-3.05,2,2.51,-3.1,2.81,1,1,5.6,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,아래,-4.0,전체,11,15.16,1.38,81.82,0.638,61.07,2.59,-4.06,2,7.77,-4.11,3.25,1,1,6.73,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,아래,-4.0,앞 절반,5,9.52,1.9,100.0,,,1.9,,0,2.86,0.8,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,아래,-4.0,뒤 절반,6,5.64,0.94,66.67,0.848,54.12,3.44,-4.06,2,7.77,-4.11,4.49,1,1,6.83,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,아래,-4.0,최근 10년,10,13.5,1.35,80.0,0.666,60.03,2.7,-4.06,2,7.77,-4.11,3.43,1,1,6.7,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,아래,-4.0,최근 5년,5,-2.13,-0.43,60.0,0.492,67.03,2.0,-4.06,2,2.51,-4.11,3.36,1,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,아래,-5.0,전체,11,14.41,1.31,81.82,0.584,63.14,2.59,-4.43,2,7.77,-5.0,3.39,0,1,6.73,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,아래,-5.0,앞 절반,5,9.52,1.9,100.0,,,1.9,,0,2.86,0.8,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,아래,-5.0,뒤 절반,6,4.89,0.82,66.67,0.776,56.3,3.44,-4.43,2,7.77,-5.0,4.68,0,1,6.83,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,아래,-5.0,최근 10년,10,12.75,1.27,80.0,0.61,62.12,2.7,-4.43,2,7.77,-5.0,3.57,0,1,6.7,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,아래,-5.0,최근 5년,5,-2.87,-0.57,60.0,0.45,68.94,2.0,-4.43,2,2.51,-5.0,3.58,0,1,6.6,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,아래,-6.0,전체,11,18.63,1.69,81.82,1.113,47.33,2.59,-2.32,2,7.77,-3.86,2.79,0,0,7.0,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,아래,-6.0,앞 절반,5,9.52,1.9,100.0,,,1.9,,0,2.86,0.8,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,아래,-6.0,뒤 절반,6,9.11,1.52,66.67,1.48,40.32,3.44,-2.32,2,7.77,-3.86,3.88,0,0,7.33,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,아래,-6.0,최근 10년,10,16.96,1.7,80.0,1.162,46.24,2.7,-2.32,2,7.77,-3.86,2.94,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,아래,-6.0,최근 5년,5,1.34,0.27,60.0,0.859,53.8,2.0,-2.32,2,2.51,-3.86,2.66,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,아래,-7.0,전체,11,18.63,1.69,81.82,1.113,47.33,2.59,-2.32,2,7.77,-3.86,2.79,0,0,7.0,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,아래,-7.0,앞 절반,5,9.52,1.9,100.0,,,1.9,,0,2.86,0.8,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,아래,-7.0,뒤 절반,6,9.11,1.52,66.67,1.48,40.32,3.44,-2.32,2,7.77,-3.86,3.88,0,0,7.33,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,아래,-7.0,최근 10년,10,16.96,1.7,80.0,1.162,46.24,2.7,-2.32,2,7.77,-3.86,2.94,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,아래,-7.0,최근 5년,5,1.34,0.27,60.0,0.859,53.8,2.0,-2.32,2,2.51,-3.86,2.66,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,아래,-8.0,전체,11,18.63,1.69,81.82,1.113,47.33,2.59,-2.32,2,7.77,-3.86,2.79,0,0,7.0,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,아래,-8.0,앞 절반,5,9.52,1.9,100.0,,,1.9,,0,2.86,0.8,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,아래,-8.0,뒤 절반,6,9.11,1.52,66.67,1.48,40.32,3.44,-2.32,2,7.77,-3.86,3.88,0,0,7.33,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,아래,-8.0,최근 10년,10,16.96,1.7,80.0,1.162,46.24,2.7,-2.32,2,7.77,-3.86,2.94,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,아래,-8.0,최근 5년,5,1.34,0.27,60.0,0.859,53.8,2.0,-2.32,2,2.51,-3.86,2.66,0,0,7.2,아니오,2022-04-20,2026-04-20
KODEX 코스닥150,4,아래,-9.0,전체,11,18.63,1.69,81.82,1.113,47.33,2.59,-2.32,2,7.77,-3.86,2.79,0,0,7.0,예,2016-04-20,2026-04-20
KODEX 코스닥150,4,아래,-9.0,앞 절반,5,9.52,1.9,100.0,,,1.9,,0,2.86,0.8,0.75,0,0,6.6,아니오,2016-04-20,2020-04-20
KODEX 코스닥150,4,아래,-9.0,뒤 절반,6,9.11,1.52,66.67,1.48,40.32,3.44,-2.32,2,7.77,-3.86,3.88,0,0,7.33,아니오,2021-04-20,2026-04-20
KODEX 코스닥150,4,아래,-9.0,최근 10년,10,16.96,1.7,80.0,1.162,46.24,2.7,-2.32,2,7.77,-3.86,2.94,0,0,7.0,예,2017-04-20,2026-04-20
KODEX 코스닥150,4,아래,-9.0,최근 5년,5,1.34,0.27,60.0,0.859,53.8,2.0,-2.32,2,2.51,-3.86,2.66,0,0,7.2,아니오,2022-04-20,2026-04-20
