종목,월,방향,손절선(%),구간,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 200,8,아래,-6.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,0.94,-2.02,7,1.71,-4.58,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,아래,-6.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,1.0,-2.33,6,1.71,-4.58,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,아래,-6.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,1.25,-1.83,2,1.71,-2.02,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,아래,-7.0,전체,24,-24.4,-1.02,41.67,0.512,66.12,1.41,-2.75,14,4.11,-7.43,2.81,1,1,7.71,예,2003-08-20,2026-08-20
KODEX 200,8,아래,-7.0,앞 절반,12,-14.92,-1.24,41.67,0.541,64.89,1.88,-3.47,7,4.11,-7.43,3.54,1,1,7.58,예,2003-08-20,2014-08-20
KODEX 200,8,아래,-7.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,0.94,-2.02,7,1.71,-4.58,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,아래,-7.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,1.0,-2.33,6,1.71,-4.58,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,아래,-7.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,1.25,-1.83,2,1.71,-2.02,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,아래,-8.0,전체,24,-25.97,-1.08,41.67,0.492,67.01,1.41,-2.86,14,4.11,-8.0,2.97,0,2,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,아래,-8.0,앞 절반,12,-16.49,-1.37,41.67,0.508,66.3,1.88,-3.7,7,4.11,-8.0,3.78,0,2,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,아래,-8.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,0.94,-2.02,7,1.71,-4.58,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,아래,-8.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,1.0,-2.33,6,1.71,-4.58,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,아래,-8.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,1.25,-1.83,2,1.71,-2.02,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,아래,-9.0,전체,24,-26.84,-1.12,41.67,0.482,67.48,1.41,-2.92,14,4.11,-8.59,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,아래,-9.0,앞 절반,12,-17.35,-1.45,41.67,0.492,67.03,1.88,-3.82,7,4.11,-8.59,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,아래,-9.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,0.94,-2.02,7,1.71,-4.58,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,아래,-9.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,1.0,-2.33,6,1.71,-4.58,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,아래,-9.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,1.25,-1.83,2,1.71,-2.02,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,아래,-10.0,전체,24,-26.84,-1.12,41.67,0.482,67.48,1.41,-2.92,14,4.11,-8.59,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,아래,-10.0,앞 절반,12,-17.35,-1.45,41.67,0.492,67.03,1.88,-3.82,7,4.11,-8.59,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,아래,-10.0,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,0.94,-2.02,7,1.71,-4.58,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,아래,-10.0,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,1.0,-2.33,6,1.71,-4.58,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,아래,-10.0,최근 5년,5,0.08,0.02,60.0,0.682,59.47,1.25,-1.83,2,1.71,-2.02,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,아래,무손절,전체,24,-26.84,-1.12,41.67,0.482,67.48,1.41,-2.92,14,4.11,-8.59,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,아래,무손절,앞 절반,12,-17.35,-1.45,41.67,0.492,67.03,1.88,-3.82,7,4.11,-8.59,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,아래,무손절,뒤 절반,12,-9.48,-0.79,41.67,0.463,68.35,0.94,-2.02,7,1.71,-4.58,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,아래,무손절,최근 10년,10,-9.99,-1.0,40.0,0.43,69.95,1.0,-2.33,6,1.71,-4.58,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,아래,무손절,최근 5년,5,0.08,0.02,60.0,0.682,59.47,1.25,-1.83,2,1.71,-2.02,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-3.0,전체,24,17.63,0.73,54.17,1.491,40.14,3.13,-2.1,11,8.59,-4.76,3.42,2,4,7.0,예,2003-08-20,2026-08-20
KODEX 200,8,위,-3.0,앞 절반,12,17.34,1.44,58.33,2.03,33.0,3.82,-1.88,5,8.59,-3.0,3.89,0,3,7.08,예,2003-08-20,2014-08-20
KODEX 200,8,위,-3.0,뒤 절반,12,0.29,0.02,50.0,1.021,49.48,2.33,-2.28,6,4.58,-4.76,2.87,2,1,6.92,예,2015-08-20,2026-08-20
KODEX 200,8,위,-3.0,최근 10년,10,3.97,0.4,60.0,0.93,51.8,2.33,-2.51,4,4.58,-4.76,2.98,2,0,7.3,예,2017-08-18,2026-08-20
KODEX 200,8,위,-3.0,최근 5년,5,-6.1,-1.22,40.0,0.563,63.98,1.83,-3.26,3,2.02,-4.76,2.99,2,0,6.6,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-4.0,전체,24,18.54,0.77,54.17,1.552,39.18,3.13,-2.02,11,8.59,-4.76,3.41,1,2,7.33,예,2003-08-20,2026-08-20
KODEX 200,8,위,-4.0,앞 절반,12,17.46,1.46,58.33,2.057,32.71,3.82,-1.86,5,8.59,-4.0,3.91,0,1,7.58,예,2003-08-20,2014-08-20
KODEX 200,8,위,-4.0,뒤 절반,12,1.08,0.09,50.0,1.083,48.0,2.33,-2.15,6,4.58,-4.76,2.84,1,1,7.08,예,2015-08-20,2026-08-20
KODEX 200,8,위,-4.0,최근 10년,10,5.76,0.58,60.0,1.132,46.9,2.33,-2.06,4,4.58,-4.76,2.78,1,0,7.5,예,2017-08-18,2026-08-20
KODEX 200,8,위,-4.0,최근 5년,5,-4.32,-0.86,40.0,0.689,59.2,1.83,-2.66,3,2.02,-4.76,2.78,1,0,7.0,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-5.0,전체,24,17.19,0.72,54.17,1.464,40.59,3.13,-2.14,11,8.59,-5.0,3.5,0,2,7.42,예,2003-08-20,2026-08-20
KODEX 200,8,위,-5.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,3.82,-1.88,5,8.59,-4.11,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,위,-5.0,뒤 절반,12,-0.16,-0.01,50.0,0.989,50.28,2.33,-2.36,6,4.58,-5.0,3.02,0,2,7.08,예,2015-08-20,2026-08-20
KODEX 200,8,위,-5.0,최근 10년,10,5.52,0.55,60.0,1.101,47.6,2.33,-2.12,4,4.58,-5.0,2.83,0,1,7.5,예,2017-08-18,2026-08-20
KODEX 200,8,위,-5.0,최근 5년,5,-4.55,-0.91,40.0,0.669,59.9,1.83,-2.74,3,2.02,-5.0,2.87,0,1,7.0,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-6.0,전체,24,15.19,0.63,54.17,1.349,42.57,3.13,-2.32,11,8.59,-6.0,3.65,0,2,7.42,예,2003-08-20,2026-08-20
KODEX 200,8,위,-6.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,3.82,-1.88,5,8.59,-4.11,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,위,-6.0,뒤 절반,12,-2.16,-0.18,50.0,0.866,53.58,2.33,-2.69,6,4.58,-6.0,3.33,0,2,7.08,예,2015-08-20,2026-08-20
KODEX 200,8,위,-6.0,최근 10년,10,4.52,0.45,60.0,0.985,50.39,2.33,-2.37,4,4.58,-6.0,3.05,0,1,7.5,예,2017-08-18,2026-08-20
KODEX 200,8,위,-6.0,최근 5년,5,-5.55,-1.11,40.0,0.597,62.63,1.83,-3.07,3,2.02,-6.0,3.23,0,1,7.0,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-7.0,전체,24,26.84,1.12,58.33,2.075,32.52,2.92,-1.41,10,8.59,-4.11,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,위,-7.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,3.82,-1.88,5,8.59,-4.11,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,위,-7.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,2.02,-0.94,5,4.58,-1.71,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,위,-7.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,2.33,-1.0,4,4.58,-1.71,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,위,-7.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,1.83,-1.25,3,2.02,-1.71,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-8.0,전체,24,26.84,1.12,58.33,2.075,32.52,2.92,-1.41,10,8.59,-4.11,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,위,-8.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,3.82,-1.88,5,8.59,-4.11,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,위,-8.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,2.02,-0.94,5,4.58,-1.71,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,위,-8.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,2.33,-1.0,4,4.58,-1.71,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,위,-8.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,1.83,-1.25,3,2.02,-1.71,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-9.0,전체,24,26.84,1.12,58.33,2.075,32.52,2.92,-1.41,10,8.59,-4.11,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,위,-9.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,3.82,-1.88,5,8.59,-4.11,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,위,-9.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,2.02,-0.94,5,4.58,-1.71,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,위,-9.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,2.33,-1.0,4,4.58,-1.71,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,위,-9.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,1.83,-1.25,3,2.02,-1.71,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,-10.0,전체,24,26.84,1.12,58.33,2.075,32.52,2.92,-1.41,10,8.59,-4.11,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,위,-10.0,앞 절반,12,17.35,1.45,58.33,2.033,32.97,3.82,-1.88,5,8.59,-4.11,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,위,-10.0,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,2.02,-0.94,5,4.58,-1.71,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,위,-10.0,최근 10년,10,9.99,1.0,60.0,2.328,30.05,2.33,-1.0,4,4.58,-1.71,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,위,-10.0,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,1.83,-1.25,3,2.02,-1.71,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,8,위,무손절,전체,24,26.84,1.12,58.33,2.075,32.52,2.92,-1.41,10,8.59,-4.11,3.06,0,0,7.79,예,2003-08-20,2026-08-20
KODEX 200,8,위,무손절,앞 절반,12,17.35,1.45,58.33,2.033,32.97,3.82,-1.88,5,8.59,-4.11,3.92,0,0,7.75,예,2003-08-20,2014-08-20
KODEX 200,8,위,무손절,뒤 절반,12,9.48,0.79,58.33,2.159,31.65,2.02,-0.94,5,4.58,-1.71,1.98,0,0,7.83,예,2015-08-20,2026-08-20
KODEX 200,8,위,무손절,최근 10년,10,9.99,1.0,60.0,2.328,30.05,2.33,-1.0,4,4.58,-1.71,2.11,0,0,7.9,예,2017-08-18,2026-08-20
KODEX 200,8,위,무손절,최근 5년,5,-0.08,-0.02,40.0,1.467,40.53,1.83,-1.25,3,2.02,-1.71,1.75,0,0,7.8,아니오,2022-08-19,2026-08-20
KODEX 200,9,아래,-3.0,전체,23,22.25,0.97,60.87,1.761,36.22,2.5,-1.42,9,8.09,-3.0,2.74,0,2,6.26,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-3.0,앞 절반,11,5.95,0.54,54.55,1.469,40.51,2.29,-1.56,5,6.71,-3.0,2.78,0,1,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-3.0,뒤 절반,12,16.3,1.36,66.67,2.132,31.93,2.66,-1.25,4,8.09,-3.0,2.77,0,1,6.17,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-3.0,최근 10년,10,11.85,1.19,60.0,2.25,30.77,2.81,-1.25,4,8.09,-3.0,3.02,0,1,6.1,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-3.0,최근 5년,5,9.97,1.99,60.0,2.672,27.23,4.43,-1.66,2,8.09,-3.0,4.14,0,1,6.0,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,-4.0,전체,23,22.53,0.98,60.87,1.8,35.71,2.5,-1.39,9,8.09,-4.0,2.75,0,1,6.3,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-4.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-4.0,뒤 절반,12,15.3,1.27,66.67,1.776,36.02,2.66,-1.5,4,8.09,-4.0,2.92,0,1,6.25,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-4.0,최근 10년,10,10.85,1.09,60.0,1.874,34.79,2.81,-1.5,4,8.09,-4.0,3.19,0,1,6.2,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-4.0,최근 5년,5,8.97,1.79,60.0,2.053,32.75,4.43,-2.16,2,8.09,-4.0,4.46,0,1,6.2,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,-5.0,전체,23,25.93,1.13,60.87,2.474,28.79,2.5,-1.01,9,8.09,-2.25,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-5.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-5.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,2.66,-0.65,4,8.09,-1.14,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-5.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,2.81,-0.65,4,8.09,-1.14,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-5.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,4.43,-0.45,2,8.09,-0.59,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,-6.0,전체,23,25.93,1.13,60.87,2.474,28.79,2.5,-1.01,9,8.09,-2.25,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-6.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-6.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,2.66,-0.65,4,8.09,-1.14,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-6.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,2.81,-0.65,4,8.09,-1.14,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-6.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,4.43,-0.45,2,8.09,-0.59,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,-7.0,전체,23,25.93,1.13,60.87,2.474,28.79,2.5,-1.01,9,8.09,-2.25,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-7.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-7.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,2.66,-0.65,4,8.09,-1.14,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-7.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,2.81,-0.65,4,8.09,-1.14,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-7.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,4.43,-0.45,2,8.09,-0.59,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,-8.0,전체,23,25.93,1.13,60.87,2.474,28.79,2.5,-1.01,9,8.09,-2.25,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-8.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-8.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,2.66,-0.65,4,8.09,-1.14,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-8.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,2.81,-0.65,4,8.09,-1.14,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-8.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,4.43,-0.45,2,8.09,-0.59,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,-9.0,전체,23,25.93,1.13,60.87,2.474,28.79,2.5,-1.01,9,8.09,-2.25,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-9.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-9.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,2.66,-0.65,4,8.09,-1.14,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-9.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,2.81,-0.65,4,8.09,-1.14,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-9.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,4.43,-0.45,2,8.09,-0.59,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,-10.0,전체,23,25.93,1.13,60.87,2.474,28.79,2.5,-1.01,9,8.09,-2.25,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,아래,-10.0,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,-10.0,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,2.66,-0.65,4,8.09,-1.14,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,아래,-10.0,최근 10년,10,14.26,1.43,60.0,4.342,18.72,2.81,-0.65,4,8.09,-1.14,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,아래,-10.0,최근 5년,5,12.38,2.48,60.0,9.738,9.31,4.43,-0.45,2,8.09,-0.59,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,아래,무손절,전체,23,25.93,1.13,60.87,2.474,28.79,2.5,-1.01,9,8.09,-2.25,2.55,0,0,6.35,예,2003-09-19,2025-09-19
KODEX 200,9,아래,무손절,앞 절반,11,7.23,0.66,54.55,1.757,36.27,2.29,-1.3,5,6.71,-2.25,2.64,0,0,6.36,예,2003-09-19,2013-09-17
KODEX 200,9,아래,무손절,뒤 절반,12,18.7,1.56,66.67,4.116,19.55,2.66,-0.65,4,8.09,-1.14,2.5,0,0,6.33,예,2014-09-19,2025-09-19
KODEX 200,9,아래,무손절,최근 10년,10,14.26,1.43,60.0,4.342,18.72,2.81,-0.65,4,8.09,-1.14,2.73,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 200,9,아래,무손절,최근 5년,5,12.38,2.48,60.0,9.738,9.31,4.43,-0.45,2,8.09,-0.59,3.51,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,-3.0,전체,23,-26.37,-1.15,39.13,0.399,71.47,1.01,-2.53,14,2.25,-6.53,2.2,1,8,5.17,예,2003-09-19,2025-09-19
KODEX 200,9,위,-3.0,앞 절반,11,-10.24,-0.93,45.45,0.467,68.17,1.3,-2.79,6,2.25,-6.53,2.71,1,3,5.09,예,2003-09-19,2013-09-17
KODEX 200,9,위,-3.0,뒤 절반,12,-16.13,-1.34,33.33,0.276,78.35,0.65,-2.34,8,1.14,-3.0,1.71,0,5,5.25,예,2014-09-19,2025-09-19
KODEX 200,9,위,-3.0,최근 10년,10,-10.66,-1.07,40.0,0.293,77.34,0.65,-2.21,6,1.14,-3.0,1.75,0,4,5.1,예,2016-09-20,2025-09-19
KODEX 200,9,위,-3.0,최근 5년,5,-8.09,-1.62,40.0,0.152,86.83,0.45,-3.0,3,0.59,-3.0,1.89,0,3,5.0,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,-4.0,전체,23,-34.15,-1.48,39.13,0.327,75.33,1.01,-3.09,14,2.25,-6.53,2.61,5,2,5.52,예,2003-09-19,2025-09-19
KODEX 200,9,위,-4.0,앞 절반,11,-15.3,-1.39,45.45,0.358,73.61,1.3,-3.64,6,2.25,-6.53,3.22,3,1,5.36,예,2003-09-19,2013-09-17
KODEX 200,9,위,-4.0,뒤 절반,12,-18.85,-1.57,33.33,0.241,80.56,0.65,-2.68,8,1.14,-4.44,2.04,2,1,5.67,예,2014-09-19,2025-09-19
KODEX 200,9,위,-4.0,최근 10년,10,-12.29,-1.23,40.0,0.261,79.32,0.65,-2.48,6,1.14,-4.44,2.04,1,1,5.5,예,2016-09-20,2025-09-19
KODEX 200,9,위,-4.0,최근 5년,5,-8.72,-1.74,40.0,0.142,87.59,0.45,-3.21,3,0.59,-4.44,2.17,1,0,5.6,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,-5.0,전체,23,-30.87,-1.34,39.13,0.354,73.84,1.01,-2.86,14,2.25,-6.53,2.64,2,3,5.61,예,2003-09-19,2025-09-19
KODEX 200,9,위,-5.0,앞 절반,11,-12.57,-1.14,45.45,0.41,70.93,1.3,-3.18,6,2.25,-6.53,3.22,2,1,5.45,예,2003-09-19,2013-09-17
KODEX 200,9,위,-5.0,뒤 절반,12,-18.3,-1.53,33.33,0.248,80.15,0.65,-2.61,8,1.14,-5.0,2.11,0,2,5.75,예,2014-09-19,2025-09-19
KODEX 200,9,위,-5.0,최근 10년,10,-13.86,-1.39,40.0,0.236,80.91,0.65,-2.74,6,1.14,-5.0,2.3,0,2,5.6,예,2016-09-20,2025-09-19
KODEX 200,9,위,-5.0,최근 5년,5,-9.29,-1.86,40.0,0.134,88.2,0.45,-3.4,3,0.59,-5.0,2.35,0,1,5.6,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,-6.0,전체,23,-30.18,-1.31,39.13,0.361,73.5,1.01,-2.81,14,2.25,-6.53,2.67,2,2,5.87,예,2003-09-19,2025-09-19
KODEX 200,9,위,-6.0,앞 절반,11,-13.57,-1.23,45.45,0.389,71.97,1.3,-3.35,6,2.25,-6.53,3.35,2,1,5.64,예,2003-09-19,2013-09-17
KODEX 200,9,위,-6.0,뒤 절반,12,-16.61,-1.38,33.33,0.269,78.77,0.65,-2.4,8,1.14,-6.0,2.03,0,1,6.08,예,2014-09-19,2025-09-19
KODEX 200,9,위,-6.0,최근 10년,10,-12.17,-1.22,40.0,0.263,79.18,0.65,-2.46,6,1.14,-6.0,2.19,0,1,6.0,예,2016-09-20,2025-09-19
KODEX 200,9,위,-6.0,최근 5년,5,-10.29,-2.06,40.0,0.122,89.14,0.45,-3.73,3,0.59,-6.0,2.7,0,1,5.8,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,-7.0,전체,23,-28.75,-1.25,39.13,0.374,72.77,1.01,-2.7,14,2.25,-7.0,2.71,0,3,6.0,예,2003-09-19,2025-09-19
KODEX 200,9,위,-7.0,앞 절반,11,-11.13,-1.01,45.45,0.443,69.3,1.3,-2.94,6,2.25,-7.0,3.24,0,2,5.82,예,2003-09-19,2013-09-17
KODEX 200,9,위,-7.0,뒤 절반,12,-17.61,-1.47,33.33,0.256,79.61,0.65,-2.52,8,1.14,-7.0,2.24,0,1,6.17,예,2014-09-19,2025-09-19
KODEX 200,9,위,-7.0,최근 10년,10,-13.17,-1.32,40.0,0.246,80.24,0.65,-2.63,6,1.14,-7.0,2.44,0,1,6.1,예,2016-09-20,2025-09-19
KODEX 200,9,위,-7.0,최근 5년,5,-11.29,-2.26,40.0,0.112,89.94,0.45,-4.07,3,0.59,-7.0,3.08,0,1,6.0,아니오,2021-09-17,2025-09-19
KODEX 200,9,위,-8.0,전체,23,-30.45,-1.32,39.13,0.358,73.64,1.01,-2.83,14,2.25,-8.0,2.88,0,2,6.04,예,2003-09-19,2025-09-19
KODEX 200,9,위,-8.0,앞 절반,11,-11.84,-1.08,45.45,0.426,70.13,1.3,-3.06,6,2.25,-8.0,3.38,0,1,5.91,예,2003-09-19,2013-09-17
KODEX 200,9,위,-8.0,뒤 절반,12,-18.61,-1.55,33.33,0.244,80.38,0.65,-2.65,8,1.14,-8.0,2.47,0,1,6.17,예,2014-09-19,2025-09-19
KODEX 200,9,위,-8.0,최근 10년,10,-14.17,-1.42,40.0,0.232,81.2,0.65,-2.79,6,1.14,-8.0,2.71,0,1,6.1,예,2016-09-20,2025-09-19
KODEX 200,9,위,-8.0,최근 5년,5,-12.29,-2.46,40.0,0.103,90.63,0.45,-4.4,3,0.59,-8.0,3.47,0,1,6.0,아니오,2021-09-17,2025-09-19
