종목,테스트,파라미터,시작연도,방향,시대 구간,구간,표본,거는 방향,적중률(%),방향 기대값(%),합산 수익률(%),기준선(%),기준선 대비 차이(%p),1차 판정
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,3일,41,위,75.61,2.64,108.2,53.31,22.3,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,1주,41,위,68.29,3.92,160.84,54.73,13.57,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,2주,41,위,70.73,4.19,171.87,55.0,15.73,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,폭락,전체,1개월,41,위,70.73,4.11,168.46,55.99,14.74,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,1일,75,위,68.0,1.07,80.37,49.45,18.55,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,2일,75,위,62.67,1.83,137.28,49.79,12.87,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,3일,75,위,66.67,1.37,102.94,49.71,16.96,후보
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,1주,75,위,57.33,1.67,125.43,49.83,7.51,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,2주,75,위,56.0,2.33,174.73,49.9,6.1,제외
KODEX 200,테스트 A(역대급 등락),K=20,2008,역방향 전체,전체,1개월,74,위,59.46,0.89,66.19,49.95,9.51,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,1일,6,아래,66.67,2.09,12.53,46.02,20.65,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,2일,6,아래,66.67,2.08,12.5,46.7,19.96,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,3일,6,아래,66.67,-0.92,-5.52,46.38,20.29,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,1주,6,위,66.67,2.47,14.84,54.43,12.24,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,2주,6,위,100.0,7.9,47.4,54.19,45.81,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,전체,1개월,6,위,66.67,9.05,54.32,54.94,11.72,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,1일,8,위,75.0,1.93,15.43,52.97,22.03,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,2일,8,위,75.0,3.14,25.15,52.83,22.17,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,3일,8,위,87.5,4.43,35.47,53.1,34.4,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,1주,8,위,75.0,6.31,50.45,54.43,20.57,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,2주,8,위,62.5,6.52,52.19,54.19,8.31,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,전체,1개월,8,위,62.5,3.29,26.36,54.94,7.56,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,1일,14,위,71.43,2.0,27.95,49.49,21.93,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,2일,14,위,71.43,2.69,37.65,49.77,21.66,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,3일,14,위,78.57,2.14,29.95,49.74,28.83,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,1주,14,위,57.14,2.54,35.6,49.82,7.32,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,2주,14,아래,64.29,-0.34,-4.79,49.91,14.38,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,전체,1개월,14,위,50.0,-2.0,-27.96,49.95,0.05,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,1일,14,아래,71.43,1.48,20.66,46.02,25.41,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,2일,14,아래,50.0,0.75,10.51,46.7,3.3,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,3일,14,아래,57.14,-1.43,-20.06,46.38,10.77,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,1주,14,위,64.29,2.68,37.47,54.43,9.86,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,2주,14,위,85.71,4.73,66.26,54.19,31.53,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,1개월,14,위,78.57,8.85,123.83,54.94,23.63,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,1일,13,위,76.92,2.3,29.94,52.97,23.95,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,2일,13,위,84.62,3.77,49.06,52.83,31.79,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,3일,13,위,84.62,3.32,43.2,53.1,31.51,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,1주,13,위,61.54,3.88,50.4,54.43,7.11,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,2주,13,위,69.23,4.73,61.5,54.19,15.04,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,1개월,13,위,69.23,3.37,43.81,54.94,14.29,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,1일,27,위,74.07,1.87,50.6,49.49,24.58,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2일,27,위,66.67,2.21,59.57,49.77,16.9,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,3일,27,위,70.37,0.86,23.15,49.74,20.63,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,1주,27,아래,51.85,-0.48,-12.93,49.82,2.03,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,2주,27,아래,59.26,0.18,4.76,49.91,9.35,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,1개월,27,아래,55.56,2.96,80.03,49.95,5.61,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,1일,22,아래,63.64,0.99,21.72,46.02,17.62,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,2일,22,아래,59.09,1.18,25.93,46.7,12.39,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,3일,22,아래,68.18,0.46,10.08,46.38,21.8,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,1주,22,아래,45.45,-1.3,-28.57,45.21,0.25,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,2주,22,위,68.18,0.76,16.7,54.19,13.99,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,1개월,21,위,66.67,6.22,130.71,54.94,11.72,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,1일,25,위,64.0,1.67,41.82,52.97,11.03,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,2일,25,위,76.0,4.38,109.39,52.83,23.17,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,3일,25,위,80.0,3.52,87.88,53.1,26.9,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,1주,25,위,72.0,5.0,124.98,54.43,17.57,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,2주,25,위,76.0,6.65,166.14,54.19,21.81,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,1개월,25,위,80.0,7.2,179.88,54.94,25.06,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,1일,47,위,63.83,1.35,63.54,49.49,14.34,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,2일,47,위,68.09,2.88,135.32,49.77,18.32,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,3일,47,위,74.47,2.08,97.96,49.74,24.73,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,1주,47,위,59.57,2.05,96.41,49.82,9.76,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,2주,47,위,55.32,3.18,149.44,49.91,5.41,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,1개월,46,위,58.7,1.07,49.18,49.95,8.75,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1일,1,아래,100.0,1.08,1.08,46.86,53.14,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,2일,1,위,100.0,1.76,1.76,51.65,48.35,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,3일,1,위,100.0,1.85,1.85,51.6,48.4,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1주,1,아래,100.0,3.48,3.48,47.04,52.96,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,2주,1,위,100.0,4.74,4.74,53.05,46.95,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1개월,1,위,100.0,11.45,11.45,52.82,47.18,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1일,1,아래,100.0,1.8,1.8,46.86,53.14,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,2일,1,위,100.0,1.87,1.87,51.65,48.35,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,3일,1,위,100.0,0.73,0.73,51.6,48.4,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1주,1,위,100.0,2.34,2.34,52.46,47.54,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,2주,1,위,100.0,7.07,7.07,53.05,46.95,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1개월,1,위,100.0,7.36,7.36,52.82,47.18,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,1일,2,위,50.0,-0.36,-0.72,49.37,0.63,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2일,2,위,50.0,0.05,0.11,49.8,0.2,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,3일,2,위,50.0,-0.56,-1.12,49.73,0.27,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,1주,2,위,100.0,2.91,5.82,49.75,50.25,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2주,2,위,50.0,1.17,2.34,49.89,0.11,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,1개월,2,위,50.0,-2.05,-4.09,49.93,0.07,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1일,2,아래,50.0,0.22,0.44,46.86,3.14,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2일,2,아래,50.0,-0.18,-0.36,47.95,2.05,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,3일,2,아래,50.0,2.79,5.58,47.86,2.14,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1주,2,아래,100.0,4.59,9.18,47.04,52.96,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2주,2,아래,50.0,-1.6,-3.19,46.73,3.27,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,1개월,2,아래,50.0,-4.91,-9.83,47.04,2.96,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,1일,4,아래,75.0,0.65,2.59,46.86,28.14,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2일,4,위,100.0,3.13,12.52,51.65,48.35,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,3일,4,위,100.0,2.54,10.15,51.6,48.4,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,1주,4,위,75.0,2.3,9.18,52.46,22.54,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,2주,4,위,75.0,3.85,15.4,53.05,21.95,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,1개월,4,위,100.0,5.94,23.74,52.82,47.18,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,1일,6,아래,66.67,0.36,2.15,49.37,17.3,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2일,6,위,83.33,2.03,12.16,49.8,33.54,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,3일,6,위,83.33,2.62,15.73,49.73,33.6,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,1주,6,위,83.33,3.06,18.37,49.75,33.58,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,2주,6,위,66.67,2.04,12.21,49.89,16.78,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,1개월,6,위,83.33,2.32,13.92,49.93,33.4,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1일,6,아래,66.67,2.09,12.53,44.87,21.79,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,2일,6,아래,66.67,2.08,12.5,45.02,21.65,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,3일,6,아래,66.67,-0.92,-5.52,44.38,22.29,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1주,6,위,66.67,2.47,14.84,57.1,9.57,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,2주,6,위,100.0,7.9,47.4,55.74,44.26,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,1개월,6,위,66.67,9.05,54.32,57.85,8.82,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1일,8,위,75.0,1.93,15.43,54.46,20.54,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2일,8,위,75.0,3.14,25.15,54.43,20.57,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,3일,8,위,87.5,4.43,35.47,55.13,32.37,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1주,8,위,75.0,6.31,50.45,57.1,17.9,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,2주,8,위,62.5,6.52,52.19,55.74,6.76,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,1개월,8,위,62.5,3.29,26.36,57.85,4.65,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,1일,14,위,71.43,2.0,27.95,49.66,21.76,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2일,14,위,71.43,2.69,37.65,49.73,21.7,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,3일,14,위,78.57,2.14,29.95,49.76,28.82,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,1주,14,위,57.14,2.54,35.6,49.91,7.23,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,2주,14,아래,64.29,-0.34,-4.79,49.94,14.35,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,1개월,14,위,50.0,-2.0,-27.96,49.97,0.03,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1일,13,아래,69.23,1.51,19.58,44.87,24.36,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,2일,13,아래,53.85,0.94,12.27,45.02,8.82,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,3일,13,아래,61.54,-1.4,-18.21,44.38,17.16,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1주,13,위,69.23,3.15,40.95,57.1,12.13,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,2주,13,위,84.62,4.73,61.52,55.74,28.88,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,1개월,13,위,76.92,8.64,112.38,57.85,19.07,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1일,12,위,83.33,2.65,31.75,54.46,28.88,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2일,12,위,83.33,3.93,47.19,54.43,28.9,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3일,12,위,83.33,3.54,42.47,55.13,28.2,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1주,12,위,58.33,4.01,48.06,57.1,1.23,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,2주,12,위,66.67,4.54,54.42,55.74,10.93,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,1개월,12,위,66.67,3.04,36.44,57.85,8.82,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,1일,25,위,76.0,2.05,51.32,49.66,26.34,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2일,25,위,68.0,2.38,59.46,49.73,18.27,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,3일,25,위,72.0,0.97,24.27,49.76,22.24,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,1주,25,아래,56.0,-0.28,-7.11,49.91,6.09,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,2주,25,아래,60.0,0.28,7.1,49.94,10.06,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,1개월,25,아래,56.0,3.04,75.94,49.97,6.03,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,1일,20,아래,65.0,1.06,21.28,44.87,20.13,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,2일,20,아래,60.0,1.31,26.29,45.02,14.98,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,3일,20,아래,70.0,0.22,4.5,44.38,25.62,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,1주,20,위,60.0,1.89,37.76,57.1,2.9,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,2주,20,위,70.0,0.68,13.51,55.74,14.26,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,1개월,19,위,68.42,6.36,120.88,57.85,10.57,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1일,21,위,71.43,2.11,44.41,54.46,16.97,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,2일,21,위,71.43,4.61,96.86,54.43,17.0,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,3일,21,위,76.19,3.7,77.73,55.13,21.06,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1주,21,위,71.43,5.51,115.8,57.1,14.33,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,2주,21,위,76.19,7.18,150.73,55.74,20.45,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,1개월,21,위,76.19,7.44,156.14,57.85,18.34,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,1일,41,위,68.29,1.6,65.69,49.66,18.63,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,2일,41,위,65.85,3.0,123.15,49.73,16.13,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,3일,41,위,73.17,2.01,82.23,49.76,23.42,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,1주,41,위,56.1,1.9,78.04,49.91,6.19,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,2주,41,위,53.66,3.35,137.23,49.94,3.72,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,1개월,40,위,55.0,0.88,35.26,49.97,5.03,제외
