종목,테스트,파라미터,시작연도,방향,시대 구간,사건,구간,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%)
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3,1주,12,0,12,4.01,4.6,58.33,41.67,14.85,-4.72,6.82
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3,2주,12,0,12,4.54,3.66,66.67,33.33,24.08,-12.08,11.72
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,3,1개월,12,0,12,3.04,3.91,66.67,33.33,26.56,-19.77,13.26
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,5,1일,25,0,25,2.05,1.97,76.0,24.0,10.11,-12.46,5.19
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,5,2일,25,0,25,2.38,2.91,68.0,32.0,10.09,-8.4,4.71
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,5,3일,25,0,25,0.97,0.66,72.0,28.0,13.74,-8.76,5.14
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,5,1주,25,0,25,0.28,-0.62,44.0,56.0,14.85,-9.55,7.21
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,5,2주,25,0,25,-0.28,-2.07,40.0,60.0,24.08,-12.77,9.9
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,5,1개월,25,0,25,-3.04,-5.12,44.0,56.0,26.56,-36.86,13.68
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,1일,20,0,20,-1.06,-0.49,35.0,65.0,7.57,-8.93,4.0
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,2일,20,0,20,-1.31,-1.25,40.0,60.0,9.81,-10.83,4.61
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,3일,20,0,20,-0.22,-0.73,30.0,70.0,9.99,-10.8,5.68
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,1주,20,0,20,1.89,0.8,60.0,40.0,13.11,-9.86,6.34
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,2주,20,0,20,0.68,1.6,70.0,30.0,12.77,-24.93,9.71
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,5,1개월,20,1,19,6.36,5.98,68.42,31.58,36.86,-23.42,13.28
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,5,1일,21,0,21,2.11,3.06,71.43,28.57,10.11,-12.46,6.0
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,5,2일,21,0,21,4.61,5.11,71.43,28.57,21.44,-8.4,6.68
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,5,3일,21,0,21,3.7,3.59,76.19,23.81,13.74,-6.07,5.38
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,5,1주,21,0,21,5.51,5.25,71.43,28.57,16.4,-4.72,6.46
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,5,2주,21,0,21,7.18,5.96,76.19,23.81,24.08,-12.08,10.37
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,5,1개월,21,0,21,7.44,7.61,76.19,23.81,26.56,-19.77,12.25
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,6,1일,41,0,41,1.6,1.81,68.29,31.71,10.11,-12.46,5.09
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,6,2일,41,0,41,3.0,2.81,65.85,34.15,21.44,-9.81,5.93
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,6,3일,41,0,41,2.01,1.29,73.17,26.83,13.74,-9.99,5.74
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,6,1주,41,0,41,1.9,2.89,56.1,43.9,16.4,-13.11,7.35
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,6,2주,41,0,41,3.35,0.95,53.66,46.34,24.93,-12.77,10.69
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,6,1개월,41,1,40,0.88,1.94,55.0,45.0,26.56,-36.86,14.39
