대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스피 종합지수,24일 → 말일+1,24,1,앞 절반,280,0,280,0.57,0.33,52.5,47.5,15.48,-12.91,4.11,3.53,2.7,147,133,6608,0,6608,0.6,0.21,52.01,47.84,41.04,-29.25,5.81,4.55,3.7,3437,3161,-0.03,0.12,0.49,-0.34,0.961,0.6623,0.8452,0.8901,,False,예
코스피 종합지수,24일 → 말일+1,24,1,뒤 절반,280,0,280,0.63,0.59,61.43,38.57,20.27,-7.47,2.99,2.3,2.03,172,108,5738,0,5738,0.66,0.63,59.55,40.43,32.54,-24.64,4.09,2.95,2.7,3417,2320,-0.03,-0.04,1.88,-1.86,0.8631,0.7852,0.5465,0.5485,,False,예
코스피 종합지수,24일 → 말일+1,24,1,최근 10년,120,0,120,0.11,0.11,52.5,47.5,11.99,-6.47,2.73,2.07,2.05,63,57,2444,0,2444,0.4,0.22,53.23,46.77,32.54,-24.64,4.46,3.15,2.74,1301,1143,-0.28,-0.11,-0.73,0.73,0.4575,0.6903,0.9401,0.9401,,False,예
코스피 종합지수,24일 → 말일+1,24,1,최근 5년,60,0,60,0.04,-0.11,48.33,51.67,11.99,-6.47,3.16,2.45,2.22,29,31,1215,0,1215,0.59,0.05,50.7,49.3,32.54,-24.64,5.32,4.11,3.03,616,599,-0.55,-0.16,-2.37,2.37,0.4026,0.7203,0.7942,0.7942,,True,예
코스피 종합지수,24일 → 말일+2,24,2,앞 절반,280,0,280,0.66,0.31,52.14,47.86,16.33,-16.37,4.53,3.96,2.93,146,134,6608,0,6608,0.68,0.28,52.65,47.29,42.73,-32.19,6.04,4.76,3.87,3479,3125,-0.02,0.02,-0.51,0.57,0.996,0.9371,0.9011,0.9011,,False,예
코스피 종합지수,24일 → 말일+2,24,2,뒤 절반,280,0,280,0.68,0.47,58.21,41.79,22.86,-14.68,3.52,2.75,2.2,163,117,5738,0,5738,0.73,0.61,58.75,41.25,41.09,-23.42,4.47,3.23,2.83,3371,2367,-0.05,-0.14,-0.53,0.53,0.8152,0.4735,0.7812,0.7812,,False,예
코스피 종합지수,24일 → 말일+2,24,2,최근 10년,120,0,120,0.24,-0.05,48.33,51.67,14.04,-14.68,3.6,2.79,2.15,58,62,2444,0,2444,0.55,0.21,53.52,46.48,41.09,-23.42,5.01,3.5,2.86,1308,1136,-0.31,-0.26,-5.19,5.19,0.4855,0.3257,0.2677,0.2677,,True,예
코스피 종합지수,24일 → 말일+2,24,2,최근 5년,60,0,60,0.09,-0.01,50.0,50.0,14.04,-14.68,4.46,3.09,2.91,30,30,1215,0,1215,0.69,0.18,52.26,47.74,41.09,-23.42,6.15,4.48,3.46,635,580,-0.6,-0.18,-2.26,2.26,0.4256,0.6813,0.7852,0.7852,,False,예
코스피 종합지수,24일 → 말일+3,24,3,앞 절반,280,0,280,0.79,0.35,52.14,47.86,17.67,-15.93,5.02,4.39,3.14,146,134,6608,0,6608,0.79,0.25,52.06,47.88,41.97,-31.75,6.41,5.2,4.0,3440,3164,-0.0,0.11,0.08,-0.02,0.967,0.7473,0.957,0.954,,False,예
코스피 종합지수,24일 → 말일+3,24,3,뒤 절반,280,0,280,0.77,0.57,57.14,42.86,25.86,-11.5,3.71,3.01,2.21,160,120,5738,0,5738,0.81,0.61,57.95,42.05,43.1,-20.54,4.61,3.48,2.87,3325,2413,-0.04,-0.04,-0.8,0.8,0.8781,0.8082,0.7572,0.7572,,False,예
코스피 종합지수,24일 → 말일+3,24,3,최근 10년,120,0,120,0.45,-0.1,48.33,51.67,15.67,-11.5,3.63,3.09,2.02,58,62,2444,0,2444,0.75,0.25,53.6,46.4,43.1,-20.54,5.17,3.84,2.82,1310,1134,-0.3,-0.36,-5.27,5.27,0.5015,0.2478,0.2567,0.2567,,True,예
코스피 종합지수,24일 → 말일+3,24,3,최근 5년,60,0,60,0.39,-0.32,46.67,53.33,15.67,-11.5,4.29,3.57,2.39,28,32,1215,0,1215,0.99,0.35,53.91,46.09,43.1,-20.54,6.25,4.71,3.36,655,560,-0.6,-0.67,-7.24,7.24,0.4476,0.2108,0.2717,0.2717,,True,예
코스피 종합지수,25일 → 말일-3,25,-3,앞 절반,199,0,199,-0.12,-0.12,45.73,54.27,9.37,-9.7,2.0,1.35,1.35,91,108,4916,0,4916,-0.21,-0.37,44.87,55.0,32.18,-23.35,4.97,3.61,3.33,2206,2704,0.09,0.26,0.85,-0.73,0.8032,0.3157,0.8372,0.8901,,False,예
코스피 종합지수,25일 → 말일-3,25,-3,뒤 절반,200,0,200,0.16,0.22,58.5,41.0,6.44,-9.97,1.65,1.06,1.12,117,82,5196,0,5196,0.24,0.39,55.95,44.03,26.38,-30.6,4.35,2.79,3.01,2907,2288,-0.08,-0.17,2.55,-3.03,0.8002,0.4416,0.4496,0.3776,,False,예
코스피 종합지수,25일 → 말일-3,25,-3,최근 10년,76,0,76,-0.01,0.18,56.58,43.42,2.57,-9.97,1.69,0.92,1.23,43,33,1964,0,1964,0.47,0.36,56.36,43.64,26.38,-27.46,4.18,2.77,2.48,1107,857,-0.49,-0.18,0.21,-0.21,0.3177,0.5954,1.0,1.0,,True,예
코스피 종합지수,25일 → 말일-3,25,-3,최근 5년,38,0,38,0.03,0.42,65.79,34.21,2.55,-9.97,2.12,1.01,1.84,25,13,975,0,975,0.75,0.49,57.95,42.05,26.38,-27.46,5.0,3.43,2.94,565,410,-0.72,-0.07,7.84,-7.84,0.3197,0.8631,0.3816,0.3816,,False,예
코스피 종합지수,25일 → 말일-2,25,-2,앞 절반,254,0,254,-0.01,-0.12,47.24,52.76,10.28,-7.63,2.41,1.82,1.66,120,134,5839,0,5839,-0.14,-0.32,46.19,53.72,34.54,-22.07,5.16,3.8,3.52,2697,3137,0.12,0.2,1.05,-0.97,0.6693,0.4565,0.7433,0.7902,,False,예
코스피 종합지수,25일 → 말일-2,25,-2,뒤 절반,255,0,255,0.13,0.13,57.25,42.75,5.91,-15.36,1.94,1.2,1.3,146,109,4831,0,4831,0.29,0.36,57.11,42.89,26.88,-32.69,4.13,2.59,2.77,2759,2072,-0.16,-0.23,0.14,-0.14,0.5445,0.1838,1.0,1.0,,False,예
코스피 종합지수,25일 → 말일-2,25,-2,최근 10년,110,0,110,-0.03,0.11,55.45,44.55,4.85,-15.36,2.2,1.13,1.47,61,49,2084,0,2084,0.38,0.28,55.81,44.19,26.88,-31.8,4.5,2.87,2.77,1163,921,-0.41,-0.17,-0.35,0.35,0.3037,0.3906,1.0,1.0,,True,예
코스피 종합지수,25일 → 말일-2,25,-2,최근 5년,55,0,55,-0.02,0.26,58.18,41.82,4.85,-15.36,2.92,1.51,2.15,32,23,1035,0,1035,0.61,0.42,55.56,44.44,26.88,-31.8,5.45,3.68,3.24,575,460,-0.62,-0.16,2.63,-2.63,0.3956,0.7423,0.7952,0.7952,,True,예
코스피 종합지수,25일 → 말일-1,25,-1,앞 절반,268,0,268,0.17,0.06,51.49,48.51,10.56,-11.56,3.1,2.31,2.11,138,130,6122,0,6122,0.09,-0.07,49.02,50.93,44.84,-25.88,5.56,4.04,3.7,3001,3118,0.07,0.14,2.47,-2.42,0.8032,0.5165,0.4316,0.4306,,False,예
코스피 종합지수,25일 → 말일-1,25,-1,뒤 절반,268,0,268,0.22,0.18,53.36,46.64,15.55,-16.4,2.5,1.73,1.5,143,125,5106,0,5106,0.38,0.41,56.87,43.13,27.83,-32.64,4.04,2.68,2.66,2904,2202,-0.15,-0.23,-3.52,3.52,0.5335,0.2018,0.2218,0.2218,,False,예
코스피 종합지수,25일 → 말일-1,25,-1,최근 10년,117,0,117,-0.13,0.1,51.28,48.72,4.96,-16.4,2.46,1.39,1.73,60,57,2204,0,2204,0.31,0.29,54.58,45.42,27.83,-32.64,4.66,2.96,2.88,1203,1001,-0.44,-0.19,-3.3,3.3,0.3037,0.5285,0.5195,0.5195,,True,예
코스피 종합지수,25일 → 말일-1,25,-1,최근 5년,58,0,58,-0.17,0.32,53.45,46.55,4.96,-16.4,3.2,1.77,2.4,31,27,1095,0,1095,0.47,0.37,53.61,46.39,27.83,-32.64,5.74,3.88,3.47,587,508,-0.64,-0.05,-0.16,0.16,0.3766,0.982,1.0,1.0,,True,예
코스피 종합지수,25일 → 말일,25,0,앞 절반,277,0,277,0.43,0.11,53.43,46.21,13.81,-14.16,3.46,2.7,2.2,148,128,6366,0,6366,0.33,0.12,51.45,48.48,47.18,-27.14,5.77,4.23,3.8,3275,3086,0.09,-0.01,1.98,-2.27,0.7682,0.9481,0.5055,0.4745,,False,예
코스피 종합지수,25일 → 말일,25,0,뒤 절반,278,0,278,0.36,0.26,55.76,44.24,18.57,-10.45,2.69,1.96,1.66,155,123,5419,0,5419,0.49,0.45,56.97,43.03,26.15,-22.69,3.93,2.81,2.57,3087,2332,-0.14,-0.18,-1.21,1.21,0.5614,0.3357,0.6763,0.6763,,False,예
코스피 종합지수,25일 → 말일,25,0,최근 10년,120,0,120,-0.19,-0.13,48.33,51.67,8.01,-10.45,2.49,1.66,1.92,58,62,2324,0,2324,0.24,0.11,51.46,48.54,26.15,-20.57,4.41,3.11,2.8,1196,1128,-0.43,-0.24,-3.13,3.13,0.2937,0.4645,0.5754,0.5754,,False,예
코스피 종합지수,25일 → 말일,25,0,최근 5년,60,0,60,-0.11,-0.13,48.33,51.67,8.01,-10.45,2.89,2.1,2.19,29,31,1155,0,1155,0.51,0.17,51.6,48.4,26.15,-20.57,5.27,4.0,3.22,596,559,-0.62,-0.3,-3.27,3.27,0.3596,0.5744,0.6154,0.6154,,False,예
코스피 종합지수,25일 → 말일+1,25,1,앞 절반,280,0,280,0.72,0.24,53.21,46.79,12.96,-10.86,3.83,3.38,2.3,149,131,6608,0,6608,0.6,0.21,52.01,47.84,41.04,-29.25,5.81,4.55,3.7,3437,3161,0.13,0.03,1.2,-1.05,0.6833,0.8901,0.6763,0.7073,,False,예
코스피 종합지수,25일 → 말일+1,25,1,뒤 절반,280,0,280,0.54,0.58,62.86,37.14,20.27,-7.47,2.97,2.13,2.14,176,104,5739,0,5739,0.66,0.64,59.56,40.43,32.54,-24.64,4.09,2.95,2.7,3418,2320,-0.12,-0.05,3.3,-3.28,0.6414,0.8282,0.2747,0.2737,,False,예
코스피 종합지수,25일 → 말일+1,25,1,최근 10년,120,0,120,-0.02,0.21,52.5,47.5,11.99,-7.02,2.74,1.91,2.16,63,57,2444,0,2444,0.4,0.22,53.23,46.77,32.54,-24.64,4.46,3.15,2.74,1301,1143,-0.42,-0.01,-0.73,0.73,0.2897,0.9351,0.9401,0.9401,,True,예
코스피 종합지수,25일 → 말일+1,25,1,최근 5년,60,0,60,-0.02,0.21,51.67,48.33,11.99,-7.02,3.29,2.35,2.56,31,29,1215,0,1215,0.59,0.05,50.7,49.3,32.54,-24.64,5.32,4.11,3.03,616,599,-0.61,0.16,0.97,-0.97,0.3487,0.8252,0.9001,0.9001,,True,예
코스피 종합지수,25일 → 말일+2,25,2,앞 절반,280,0,280,0.81,0.31,53.57,46.43,13.8,-14.27,4.23,3.73,2.56,150,130,6608,0,6608,0.68,0.28,52.65,47.29,42.73,-32.19,6.04,4.76,3.87,3479,3125,0.14,0.03,0.92,-0.86,0.6394,0.9071,0.7682,0.7682,,False,예
코스피 종합지수,25일 → 말일+2,25,2,뒤 절반,280,0,280,0.6,0.63,60.36,39.64,22.86,-16.28,3.54,2.53,2.34,169,111,5739,0,5739,0.73,0.6,58.74,41.26,41.09,-23.42,4.47,3.23,2.83,3371,2368,-0.13,0.03,1.62,-1.62,0.6384,0.9191,0.5754,0.5754,,False,예
코스피 종합지수,25일 → 말일+2,25,2,최근 10년,120,0,120,0.11,0.07,51.67,48.33,14.04,-16.28,3.69,2.44,2.38,62,58,2444,0,2444,0.55,0.21,53.52,46.48,41.09,-23.42,5.01,3.5,2.86,1308,1136,-0.44,-0.14,-1.85,1.85,0.3157,0.5794,0.7003,0.7003,,False,예
코스피 종합지수,25일 → 말일+2,25,2,최근 5년,60,0,60,0.04,0.14,51.67,48.33,14.04,-16.28,4.73,3.0,3.13,31,29,1215,0,1215,0.69,0.18,52.26,47.74,41.09,-23.42,6.15,4.48,3.46,635,580,-0.65,-0.04,-0.6,0.6,0.3666,0.8911,1.0,1.0,,False,예
코스피 종합지수,25일 → 말일+3,25,3,앞 절반,280,0,280,0.94,0.41,54.29,45.71,15.66,-15.93,4.74,4.17,2.89,152,128,6608,0,6608,0.79,0.25,52.06,47.88,41.97,-31.75,6.41,5.2,4.0,3440,3164,0.15,0.17,2.23,-2.17,0.6364,0.6513,0.4376,0.4366,,False,예
코스피 종합지수,25일 → 말일+3,25,3,뒤 절반,280,0,280,0.69,0.55,58.93,41.07,25.86,-10.51,3.69,2.79,2.33,165,115,5739,0,5739,0.81,0.61,57.94,42.06,43.1,-20.54,4.61,3.48,2.87,3325,2414,-0.12,-0.06,0.99,-0.99,0.7093,0.8322,0.7572,0.7572,,False,예
코스피 종합지수,25일 → 말일+3,25,3,최근 10년,120,0,120,0.31,0.14,51.67,48.33,15.67,-9.93,3.61,2.73,2.27,62,58,2444,0,2444,0.75,0.25,53.6,46.4,43.1,-20.54,5.17,3.84,2.82,1310,1134,-0.43,-0.11,-1.93,1.93,0.3377,0.6923,0.6993,0.6993,,False,예
코스피 종합지수,25일 → 말일+3,25,3,최근 5년,60,0,60,0.33,0.14,53.33,46.67,15.67,-9.93,4.42,3.13,2.86,32,28,1215,0,1215,0.99,0.35,53.91,46.09,43.1,-20.54,6.25,4.71,3.36,655,560,-0.66,-0.2,-0.58,0.58,0.4106,0.6783,1.0,1.0,,False,예
KODEX 코스닥150,15일 → 말일-3,15,-3,앞 절반,65,0,65,-0.36,0.51,53.85,46.15,8.23,-10.76,3.86,2.59,3.81,35,30,1054,0,1054,-0.38,-0.02,49.43,50.0,17.32,-17.8,4.42,2.89,3.62,521,527,0.02,0.53,4.42,-3.85,0.991,0.2757,0.5195,0.6074,,True,예
KODEX 코스닥150,15일 → 말일-3,15,-3,뒤 절반,66,0,66,-0.11,-0.31,48.48,51.52,19.35,-17.43,5.45,3.97,3.95,32,34,1070,0,1070,0.22,0.08,50.84,48.6,22.44,-28.75,5.47,3.99,3.73,544,520,-0.33,-0.39,-2.36,2.92,0.6204,0.4006,0.7033,0.6963,,False,예
KODEX 코스닥150,15일 → 말일-3,15,-3,최근 10년,120,0,120,-0.25,-0.03,50.0,50.0,19.35,-17.43,4.84,3.41,3.9,60,60,1968,0,1968,0.03,0.1,51.12,48.37,22.44,-28.75,5.1,3.59,3.74,1006,952,-0.27,-0.13,-1.12,1.63,0.5624,0.6873,0.8352,0.7672,,False,예
KODEX 코스닥150,15일 → 말일-3,15,-3,최근 5년,60,0,60,-0.2,-0.54,46.67,53.33,19.35,-17.43,5.69,4.32,4.15,28,32,979,0,979,0.17,0.04,50.15,49.23,22.44,-28.75,5.7,4.23,3.96,491,482,-0.37,-0.58,-3.49,4.1,0.6044,0.3506,0.5914,0.5934,,False,예
KODEX 코스닥150,15일 → 말일-2,15,-2,앞 절반,65,0,65,-0.2,0.16,53.85,43.08,8.97,-10.94,4.32,3.01,4.23,35,28,1118,0,1118,-0.21,0.05,50.45,48.93,19.42,-20.03,4.61,3.14,3.66,564,547,0.01,0.11,3.4,-5.85,0.984,0.8212,0.5974,0.3536,,True,예
KODEX 코스닥150,15일 → 말일-2,15,-2,뒤 절반,66,0,66,-0.51,0.05,50.0,50.0,28.28,-22.45,6.53,3.94,4.95,33,33,1135,0,1135,-0.22,-0.21,47.58,52.07,31.61,-33.08,6.33,4.2,4.26,540,591,-0.29,0.25,2.42,-2.07,0.6863,0.6084,0.7093,0.8012,,False,예
KODEX 코스닥150,15일 → 말일-2,15,-2,최근 10년,120,0,120,-0.4,0.17,51.67,47.5,28.28,-22.45,5.69,3.55,4.7,62,57,2088,0,2088,-0.14,0.04,50.19,49.47,31.61,-33.08,5.7,3.78,4.12,1048,1033,-0.26,0.13,1.48,-1.97,0.6114,0.7732,0.7762,0.7053,,True,예
KODEX 코스닥150,15일 → 말일-2,15,-2,최근 5년,60,0,60,-0.58,-0.28,48.33,51.67,28.28,-22.45,6.81,4.24,5.08,29,31,1039,0,1039,-0.22,-0.21,47.74,51.97,31.61,-33.08,6.58,4.43,4.49,496,540,-0.36,-0.07,0.6,-0.31,0.6124,0.9141,1.0,1.0,,False,예
KODEX 코스닥150,15일 → 말일-1,15,-1,앞 절반,65,0,65,0.03,0.38,53.85,46.15,7.59,-10.72,4.25,3.27,3.75,35,30,1182,0,1182,0.01,0.07,50.25,49.49,21.47,-18.22,4.54,3.4,3.44,594,585,0.02,0.31,3.59,-3.34,0.96,0.4675,0.5934,0.6973,,False,예
KODEX 코스닥150,15일 → 말일-1,15,-1,뒤 절반,66,0,66,-0.27,0.52,51.52,48.48,32.04,-26.07,7.06,4.48,5.31,34,32,1200,0,1200,0.04,0.17,51.5,48.17,35.46,-36.21,6.69,4.27,4.49,618,578,-0.3,0.35,0.02,0.32,0.6913,0.5325,1.0,1.0,,True,예
KODEX 코스닥150,15일 → 말일-1,15,-1,최근 10년,120,0,120,-0.19,0.39,52.5,47.5,32.04,-26.07,5.99,3.93,4.74,63,57,2208,0,2208,0.07,0.15,51.36,48.32,35.46,-36.21,5.89,3.99,4.09,1134,1067,-0.26,0.24,1.14,-0.82,0.6404,0.4895,0.7792,0.8392,,True,예
KODEX 코스닥150,15일 → 말일-1,15,-1,최근 5년,60,0,60,-0.31,-0.32,50.0,50.0,32.04,-26.07,7.34,4.79,5.42,30,30,1099,0,1099,0.06,0.17,51.14,48.68,35.46,-36.21,6.93,4.52,4.63,562,535,-0.37,-0.49,-1.14,1.32,0.6434,0.5804,0.8791,0.8791,,False,예
KODEX 코스닥150,15일 → 말일,15,0,앞 절반,65,0,65,0.01,0.64,52.31,46.15,10.93,-9.47,4.91,3.85,4.34,34,30,1246,0,1246,0.05,0.02,50.0,49.44,28.6,-19.99,4.89,3.69,3.62,623,616,-0.04,0.62,2.31,-3.28,0.9331,0.2498,0.8112,0.7303,,False,예
KODEX 코스닥150,15일 → 말일,15,0,뒤 절반,66,0,66,-0.23,-0.53,46.97,53.03,29.42,-15.65,6.76,5.1,4.94,31,35,1265,0,1265,0.1,0.26,51.78,47.98,32.77,-27.22,6.23,4.29,4.43,655,607,-0.32,-0.79,-4.81,5.05,0.6703,0.2498,0.4236,0.4236,,False,예
KODEX 코스닥150,15일 → 말일,15,0,최근 10년,120,0,120,-0.22,-0.12,49.17,50.0,29.42,-15.65,6.06,4.54,4.9,59,60,2328,0,2328,0.07,0.12,50.9,48.75,32.77,-27.22,5.77,4.14,4.18,1185,1135,-0.28,-0.25,-1.74,1.25,0.5664,0.6623,0.7872,0.8641,,False,예
KODEX 코스닥150,15일 → 말일,15,0,최근 5년,60,0,60,-0.26,-0.86,45.0,55.0,29.42,-15.65,7.0,5.49,4.96,27,33,1159,0,1159,0.13,0.26,51.94,47.8,32.77,-27.22,6.43,4.44,4.56,602,554,-0.38,-1.12,-6.94,7.2,0.6054,0.1159,0.2717,0.2737,,False,예
KODEX 코스닥150,15일 → 말일+1,15,1,앞 절반,65,0,65,0.53,0.54,55.38,43.08,9.3,-9.05,4.76,4.08,4.01,36,28,1310,0,1310,0.56,0.18,51.37,48.09,23.89,-19.89,4.77,4.09,3.21,673,630,-0.02,0.35,4.01,-5.01,0.956,0.7423,0.6124,0.4505,,False,예
KODEX 코스닥150,15일 → 말일+1,15,1,뒤 절반,66,0,66,-0.21,0.05,53.03,46.97,21.81,-13.07,6.22,4.46,5.48,35,31,1330,0,1330,0.16,0.42,53.68,45.86,24.97,-24.99,5.76,4.1,4.45,714,610,-0.37,-0.37,-0.65,1.11,0.6004,0.5604,1.0,0.8961,,True,예
KODEX 코스닥150,15일 → 말일+1,15,1,최근 10년,120,0,120,0.05,0.49,54.17,45.0,21.81,-13.07,5.67,4.31,5.07,65,54,2448,0,2448,0.35,0.31,52.49,47.02,24.97,-24.99,5.44,4.23,3.98,1285,1151,-0.29,0.19,1.67,-2.02,0.5524,0.7043,0.7223,0.6523,,False,예
KODEX 코스닥150,15일 → 말일+1,15,1,최근 5년,60,0,60,-0.25,0.04,51.67,48.33,21.81,-13.07,6.36,4.64,5.49,31,29,1219,0,1219,0.16,0.31,52.5,47.01,24.97,-24.99,5.87,4.29,4.44,640,573,-0.42,-0.27,-0.84,1.33,0.6044,0.7602,1.0,0.8951,,True,예
KODEX 코스닥150,15일 → 말일+2,15,2,앞 절반,65,0,65,0.69,0.54,52.31,47.69,11.35,-9.86,5.26,4.91,3.94,34,31,1310,0,1310,0.7,0.43,52.82,46.87,27.15,-14.99,5.08,4.41,3.48,692,614,-0.01,0.1,-0.52,0.82,0.982,0.9111,1.0,0.9131,,False,예
KODEX 코스닥150,15일 → 말일+2,15,2,뒤 절반,66,0,66,-0.39,-0.01,50.0,50.0,27.18,-15.39,6.86,4.85,5.63,33,33,1330,0,1330,0.01,0.25,52.11,47.29,30.47,-19.82,6.4,4.45,4.88,693,629,-0.4,-0.26,-2.11,2.71,0.6164,0.6673,0.7972,0.7103,,False,예
KODEX 코스닥150,15일 → 말일+2,15,2,최근 10년,120,0,120,-0.02,0.25,50.83,49.17,27.18,-15.39,6.27,4.9,5.11,61,59,2448,0,2448,0.28,0.25,51.72,47.88,30.47,-19.82,5.97,4.59,4.37,1266,1172,-0.31,-0.0,-0.88,1.29,0.5794,0.994,0.9161,0.8482,,True,예
KODEX 코스닥150,15일 → 말일+2,15,2,최근 5년,60,0,60,-0.45,-0.27,48.33,51.67,27.18,-15.39,7.07,5.13,5.67,29,31,1219,0,1219,-0.0,0.21,51.6,47.99,30.47,-19.82,6.58,4.64,5.0,629,585,-0.44,-0.48,-3.27,3.68,0.6254,0.5205,0.6943,0.6873,,False,예
KODEX 코스닥150,15일 → 말일+3,15,3,앞 절반,65,0,65,0.63,0.79,55.38,44.62,10.39,-17.42,5.85,4.92,4.69,36,29,1310,0,1310,0.6,0.61,54.12,45.65,27.98,-21.05,5.56,4.49,4.01,709,598,0.03,0.17,1.26,-1.03,0.975,0.8601,0.8891,0.8911,,False,예
KODEX 코스닥150,15일 → 말일+3,15,3,뒤 절반,65,0,65,-0.04,0.52,52.31,47.69,26.52,-18.28,7.06,5.0,5.56,34,31,1309,0,1309,0.13,0.48,54.24,45.68,29.79,-19.42,6.55,4.57,5.15,710,598,-0.16,0.04,-1.93,2.01,0.8472,0.958,0.8152,0.8122,,True,예
KODEX 코스닥150,15일 → 말일+3,15,3,최근 10년,119,0,119,0.13,0.52,52.94,47.06,26.52,-18.28,6.63,5.04,5.38,63,56,2428,0,2428,0.35,0.52,53.79,46.09,29.79,-21.05,6.3,4.73,4.77,1306,1119,-0.21,0.01,-0.85,0.97,0.7313,0.99,0.9241,0.9201,,False,예
KODEX 코스닥150,15일 → 말일+3,15,3,최근 5년,59,0,59,-0.12,0.04,50.85,49.15,26.52,-18.28,7.26,5.21,5.63,30,29,1199,0,1199,0.18,0.44,53.46,46.46,29.79,-19.42,6.8,4.87,5.2,641,557,-0.31,-0.41,-2.61,2.7,0.7233,0.6533,0.7882,0.7862,,True,예
KODEX 코스닥150,16일 → 말일-3,16,-3,앞 절반,65,0,65,-0.59,0.05,50.77,49.23,6.43,-10.54,3.67,2.31,3.59,33,32,1054,0,1054,-0.39,-0.04,49.34,50.09,17.32,-17.8,4.42,2.9,3.62,520,528,-0.21,0.1,1.43,-0.86,0.6733,0.7922,0.9141,1.0,,True,예
KODEX 코스닥150,16일 → 말일-3,16,-3,뒤 절반,66,0,66,-0.12,-0.32,48.48,51.52,18.38,-12.78,4.92,3.62,3.64,32,34,1069,0,1069,0.21,0.07,50.8,48.64,22.44,-28.75,5.47,3.99,3.73,543,520,-0.33,-0.39,-2.31,2.87,0.5544,0.3636,0.6943,0.5834,,False,예
KODEX 코스닥150,16일 → 말일-3,16,-3,최근 10년,120,0,120,-0.37,-0.3,48.33,51.67,18.38,-12.78,4.47,3.14,3.65,58,62,1968,0,1968,0.03,0.1,51.12,48.37,22.44,-28.75,5.1,3.59,3.74,1006,952,-0.4,-0.41,-2.78,3.29,0.3776,0.2757,0.5594,0.4965,,False,예
KODEX 코스닥150,16일 → 말일-3,16,-3,최근 5년,60,0,60,-0.17,-0.65,46.67,53.33,18.38,-12.78,5.15,4.0,3.81,28,32,979,0,979,0.17,0.04,50.15,49.23,22.44,-28.75,5.7,4.23,3.96,491,482,-0.33,-0.69,-3.49,4.1,0.6314,0.2577,0.5914,0.5934,,False,예
KODEX 코스닥150,16일 → 말일-2,16,-2,앞 절반,65,0,65,-0.43,0.16,53.85,41.54,7.31,-11.22,4.12,2.62,4.43,35,27,1118,0,1118,-0.22,0.05,50.36,49.02,19.42,-20.03,4.61,3.14,3.67,563,548,-0.21,0.11,3.49,-7.48,0.6823,0.8412,0.5974,0.2428,,True,예
KODEX 코스닥150,16일 → 말일-2,16,-2,뒤 절반,66,0,66,-0.52,0.31,51.52,46.97,27.24,-18.08,6.08,3.65,5.11,34,31,1134,0,1134,-0.22,-0.21,47.53,52.12,31.61,-33.08,6.33,4.21,4.26,539,591,-0.3,0.52,3.98,-5.15,0.6583,0.3467,0.6304,0.4545,,True,예
KODEX 코스닥150,16일 → 말일-2,16,-2,최근 10년,120,0,120,-0.52,0.31,52.5,45.0,27.24,-18.08,5.35,3.23,4.94,63,54,2088,0,2088,-0.14,0.04,50.19,49.47,31.61,-33.08,5.7,3.78,4.12,1048,1033,-0.38,0.27,2.31,-4.47,0.4515,0.5055,0.6284,0.3387,,True,예
KODEX 코스닥150,16일 → 말일-2,16,-2,최근 5년,60,0,60,-0.55,0.14,50.0,48.33,27.24,-18.08,6.34,3.98,5.25,30,29,1039,0,1039,-0.22,-0.21,47.74,51.97,31.61,-33.08,6.58,4.43,4.49,496,540,-0.33,0.35,2.26,-3.64,0.6284,0.5864,0.8062,0.6024,,False,예
KODEX 코스닥150,16일 → 말일-1,16,-1,앞 절반,65,0,65,-0.2,0.24,52.31,47.69,8.41,-10.43,4.21,3.01,3.72,34,31,1182,0,1182,0.0,0.05,50.17,49.58,21.47,-18.22,4.54,3.4,3.44,593,586,-0.2,0.19,2.14,-1.88,0.6464,0.6763,0.8082,0.8122,,True,예
KODEX 코스닥150,16일 → 말일-1,16,-1,뒤 절반,66,0,66,-0.28,0.01,50.0,50.0,30.96,-21.91,6.61,4.3,4.86,33,33,1199,0,1199,0.03,0.17,51.46,48.21,35.46,-36.21,6.69,4.27,4.49,617,578,-0.32,-0.15,-1.46,1.79,0.7223,0.8651,0.8921,0.7822,,False,예
KODEX 코스닥150,16일 → 말일-1,16,-1,최근 10년,120,0,120,-0.31,0.2,50.83,49.17,30.96,-21.91,5.71,3.75,4.51,61,59,2208,0,2208,0.07,0.15,51.36,48.32,35.46,-36.21,5.89,3.99,4.09,1134,1067,-0.39,0.05,-0.53,0.84,0.4765,0.7982,1.0,0.9261,,True,예
