대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 인버스,20일 → 말일,20,0,최근 5년,60,0,60,-0.38,-0.37,48.33,51.67,14.13,-17.08,4.64,2.99,3.52,29,31,1159,0,1159,-0.81,-0.34,44.61,54.18,17.87,-24.02,5.2,3.18,4.11,517,628,0.43,-0.02,3.73,-2.52,0.4935,0.9471,0.5844,0.7802,,False,예
KODEX 인버스,20일 → 말일+1,20,1,앞 절반,102,0,102,-0.51,-0.74,40.2,59.8,6.72,-7.89,2.63,1.98,2.18,41,61,2082,0,2082,-0.57,-0.6,38.28,60.13,15.85,-13.2,2.73,1.98,2.21,797,1252,0.06,-0.14,1.92,-0.33,0.8202,0.5824,0.7582,1.0,,False,예
KODEX 인버스,20일 → 말일+1,20,1,뒤 절반,102,0,102,-0.27,0.0,49.02,49.02,9.33,-21.18,4.12,2.62,3.17,50,50,2066,0,2066,-0.54,-0.24,46.22,52.66,23.62,-27.78,4.78,2.96,3.61,955,1088,0.27,0.24,2.8,-3.64,0.5684,0.5325,0.6034,0.4795,,False,예
KODEX 인버스,20일 → 말일+1,20,1,최근 10년,120,0,120,-0.34,-0.32,45.83,52.5,9.33,-21.18,3.85,2.49,2.82,55,63,2448,0,2448,-0.57,-0.39,43.79,54.94,23.62,-27.78,4.46,2.79,3.27,1072,1345,0.23,0.08,2.04,-2.44,0.5994,0.8312,0.7852,0.7123,,False,예
KODEX 인버스,20일 → 말일+1,20,1,최근 5년,60,0,60,-0.38,0.05,50.0,48.33,7.92,-21.18,4.58,2.72,3.6,30,29,1219,0,1219,-0.77,-0.23,46.68,52.34,23.62,-27.78,5.27,3.07,4.22,569,638,0.39,0.28,3.32,-4.0,0.5774,0.5594,0.6783,0.5944,,False,예
KODEX 인버스,20일 → 말일+2,20,2,앞 절반,102,0,102,-0.38,-0.55,42.16,55.88,8.15,-7.07,2.88,2.21,2.35,43,57,2082,0,2082,-0.46,-0.52,41.02,57.93,16.88,-12.54,2.96,2.2,2.35,854,1206,0.07,-0.04,1.14,-2.04,0.7972,0.9361,0.8392,0.7033,,False,예
KODEX 인버스,20일 → 말일+2,20,2,뒤 절반,102,0,102,-0.44,-0.22,46.08,52.94,16.53,-21.09,5.05,3.19,3.61,47,54,2066,0,2066,-0.78,-0.39,44.53,54.45,22.45,-32.48,5.23,3.04,3.91,920,1125,0.34,0.17,1.55,-1.51,0.5095,0.7143,0.8232,0.8262,,False,예
KODEX 인버스,20일 → 말일+2,20,2,최근 10년,120,0,120,-0.46,-0.28,44.17,54.17,16.53,-21.09,4.71,3.0,3.29,53,65,2448,0,2448,-0.73,-0.37,44.12,54.74,22.45,-32.48,4.9,2.85,3.62,1080,1340,0.27,0.08,0.05,-0.57,0.5624,0.8561,1.0,1.0,,False,예
KODEX 인버스,20일 → 말일+2,20,2,최근 5년,60,0,60,-0.42,-0.28,46.67,51.67,16.53,-21.09,5.89,3.77,4.22,28,31,1219,0,1219,-0.89,-0.37,45.61,53.32,22.45,-32.48,5.96,3.4,4.58,556,650,0.47,0.09,1.06,-1.66,0.5604,0.9371,0.8951,0.9051,,False,예
KODEX 인버스,20일 → 말일+3,20,3,앞 절반,101,0,101,-0.24,-0.45,46.53,52.48,5.97,-7.42,2.88,2.2,2.42,47,53,2062,0,2062,-0.32,-0.41,43.36,55.58,22.26,-10.95,3.1,2.39,2.43,894,1146,0.07,-0.04,3.18,-3.1,0.7433,0.8851,0.5355,0.5385,,False,예
KODEX 인버스,20일 → 말일+3,20,3,뒤 절반,102,0,102,-0.74,0.04,50.0,49.02,14.93,-19.64,5.11,2.8,4.36,51,50,2063,0,2063,-0.96,-0.34,44.55,53.9,19.23,-33.91,5.44,3.02,4.28,919,1112,0.22,0.38,5.45,-4.88,0.6593,0.2737,0.2667,0.3107,,False,예
KODEX 인버스,20일 → 말일+3,20,3,최근 10년,119,0,119,-0.75,-0.14,47.9,51.26,14.93,-19.64,4.82,2.66,3.95,57,61,2428,0,2428,-0.96,-0.38,43.57,54.78,19.23,-33.91,5.15,2.83,4.0,1058,1330,0.21,0.24,4.32,-3.52,0.7203,0.5025,0.4076,0.5245,,False,예
KODEX 인버스,20일 → 말일+3,20,3,최근 5년,59,0,59,-0.85,0.32,50.85,47.46,14.93,-19.64,5.93,3.1,5.12,30,28,1199,0,1199,-1.22,-0.34,44.2,54.05,19.23,-33.91,6.27,3.34,4.98,530,648,0.36,0.66,6.64,-6.59,0.7023,0.1738,0.3307,0.3277,,True,예
KODEX 인버스,21일 → 말일-3,21,-3,앞 절반,101,0,101,-0.1,-0.31,40.59,57.43,5.52,-3.39,1.68,1.47,1.21,41,58,1661,0,1661,-0.25,-0.51,40.4,57.86,22.67,-12.32,2.78,2.18,1.95,671,961,0.15,0.2,0.2,-0.43,0.5824,0.4895,1.0,0.9131,,False,예
KODEX 인버스,21일 → 말일-3,21,-3,뒤 절반,102,0,102,-0.09,-0.22,40.2,54.9,11.33,-8.03,2.38,1.92,1.57,41,56,1677,0,1677,-0.51,-0.33,42.52,55.4,33.55,-22.93,4.58,2.85,3.11,713,929,0.42,0.12,-2.32,-0.49,0.3367,0.6803,0.6793,1.0,,False,예
KODEX 인버스,21일 → 말일-3,21,-3,최근 10년,119,0,119,-0.12,-0.23,41.18,54.62,11.33,-8.03,2.24,1.72,1.52,49,65,1968,0,1968,-0.53,-0.36,41.62,56.25,33.55,-22.93,4.27,2.62,2.88,819,1107,0.41,0.13,-0.44,-1.63,0.2587,0.5325,1.0,0.6973,,False,예
KODEX 인버스,21일 → 말일-3,21,-3,최근 5년,60,0,60,-0.08,-0.16,38.33,55.0,11.33,-4.47,2.47,2.02,1.55,23,33,979,0,979,-0.8,-0.45,40.35,57.71,33.55,-22.93,5.22,3.19,3.62,395,565,0.72,0.28,-2.01,-2.71,0.2877,0.4076,0.8152,0.7153,,False,예
KODEX 인버스,21일 → 말일-2,21,-2,앞 절반,101,0,101,-0.2,-0.31,40.59,59.41,6.9,-5.42,1.95,1.56,1.41,41,60,1761,0,1761,-0.36,-0.43,39.58,59.4,18.95,-13.75,2.62,1.97,1.92,697,1046,0.16,0.12,1.01,0.01,0.6194,0.5335,0.9011,1.0,,False,예
KODEX 인버스,21일 → 말일-2,21,-2,뒤 절반,102,0,102,-0.03,-0.24,42.16,56.86,18.17,-10.1,3.28,2.54,1.94,43,58,1779,0,1779,-0.41,-0.31,43.79,54.75,41.75,-23.16,5.01,3.14,3.26,779,974,0.38,0.06,-1.63,2.11,0.3936,0.8202,0.7792,0.6873,,False,예
KODEX 인버스,21일 → 말일-2,21,-2,최근 10년,119,0,119,-0.09,-0.22,42.02,57.14,18.17,-10.1,3.07,2.27,1.82,50,68,2088,0,2088,-0.46,-0.34,42.05,56.47,41.75,-23.16,4.67,2.9,2.97,878,1179,0.37,0.12,-0.03,0.68,0.3976,0.5125,1.0,0.9301,,False,예
KODEX 인버스,21일 → 말일-2,21,-2,최근 5년,60,0,60,0.0,-0.29,41.67,56.67,18.17,-6.62,3.65,2.85,2.09,25,34,1039,0,1039,-0.65,-0.47,42.35,55.82,41.75,-23.16,5.8,3.54,3.84,440,580,0.65,0.18,-0.68,0.84,0.3317,0.6883,1.0,0.8911,,True,예
KODEX 인버스,21일 → 말일-1,21,-1,앞 절반,102,0,102,-0.36,-0.47,37.25,59.8,6.28,-6.36,2.09,1.7,1.66,38,61,1880,0,1880,-0.49,-0.48,38.67,59.47,17.78,-14.19,2.51,1.82,2.01,727,1118,0.13,0.01,-1.42,0.34,0.5814,0.9061,0.8422,1.0,,False,예
KODEX 인버스,21일 → 말일-1,21,-1,뒤 절반,102,0,102,-0.05,-0.43,41.18,57.84,20.77,-9.81,3.8,3.06,2.27,42,59,1864,0,1864,-0.42,-0.37,43.78,54.83,44.88,-24.73,5.31,3.34,3.44,816,1022,0.37,-0.07,-2.6,3.01,0.3986,0.9321,0.6833,0.6354,,False,예
KODEX 인버스,21일 → 말일-1,21,-1,최근 10년,120,0,120,-0.11,-0.45,40.0,59.17,20.77,-9.81,3.54,2.81,2.09,48,71,2208,0,2208,-0.45,-0.42,41.76,56.79,44.88,-24.73,4.92,3.09,3.06,922,1254,0.34,-0.03,-1.76,2.37,0.4416,0.9301,0.7003,0.5514,,False,예
KODEX 인버스,21일 → 말일-1,21,-1,최근 5년,60,0,60,0.07,-0.39,40.0,58.33,20.77,-9.32,4.37,3.71,2.42,24,35,1099,0,1099,-0.54,-0.57,43.04,55.41,44.88,-24.73,6.19,3.89,3.98,473,609,0.61,0.18,-3.04,2.92,0.4196,0.7892,0.6963,0.6843,,True,예
KODEX 인버스,21일 → 말일,21,0,앞 절반,102,0,102,-0.32,-0.36,46.08,52.94,7.69,-8.0,2.26,1.52,1.93,47,54,1981,0,1981,-0.43,-0.4,41.14,57.65,15.71,-13.2,2.51,1.78,2.02,815,1142,0.11,0.04,4.94,-4.71,0.6583,0.9101,0.3487,0.3447,,False,예
KODEX 인버스,21일 → 말일,21,0,뒤 절반,102,0,102,-0.09,-0.34,46.08,53.92,14.13,-11.4,3.74,2.8,2.56,47,55,1965,0,1965,-0.48,-0.24,46.67,52.11,17.87,-24.02,4.73,3.02,3.63,917,1024,0.39,-0.1,-0.59,1.81,0.3616,0.7942,1.0,0.8511,,False,예
KODEX 인버스,21일 → 말일,21,0,최근 10년,120,0,120,-0.13,-0.39,45.83,54.17,14.13,-11.4,3.49,2.54,2.39,55,65,2328,0,2328,-0.48,-0.33,44.72,54.04,17.87,-24.02,4.4,2.82,3.22,1041,1258,0.35,-0.06,1.12,0.13,0.3447,0.7822,0.8182,1.0,,False,예
KODEX 인버스,21일 → 말일,21,0,최근 5년,60,0,60,-0.18,-0.43,45.0,55.0,14.13,-9.08,3.96,3.02,2.8,27,33,1159,0,1159,-0.81,-0.34,44.61,54.18,17.87,-24.02,5.2,3.18,4.11,517,628,0.63,-0.08,0.39,0.82,0.3137,0.8392,1.0,0.8771,,False,예
KODEX 인버스,21일 → 말일+1,21,1,앞 절반,102,0,102,-0.46,-0.83,37.25,59.8,7.62,-7.89,2.61,2.14,2.1,38,61,2082,0,2082,-0.57,-0.6,38.28,60.13,15.85,-13.2,2.73,1.98,2.21,797,1252,0.11,-0.23,-1.03,-0.33,0.6743,0.4316,0.8442,1.0,,False,예
KODEX 인버스,21일 → 말일+1,21,1,뒤 절반,102,0,102,-0.18,-0.1,48.04,50.98,7.92,-13.58,3.59,2.55,2.76,49,52,2066,0,2066,-0.54,-0.24,46.22,52.66,23.62,-27.78,4.78,2.96,3.61,955,1088,0.35,0.14,1.81,-1.68,0.4695,0.6553,0.7293,0.7253,,False,예
KODEX 인버스,21일 → 말일+1,21,1,최근 10년,120,0,120,-0.26,-0.3,45.83,53.33,7.92,-13.58,3.37,2.4,2.55,55,64,2448,0,2448,-0.57,-0.39,43.79,54.94,23.62,-27.78,4.46,2.79,3.27,1072,1345,0.31,0.09,2.04,-1.61,0.4685,0.8022,0.7852,0.8621,,False,예
KODEX 인버스,21일 → 말일+1,21,1,최근 5년,60,0,60,-0.19,0.23,50.0,50.0,7.92,-13.58,3.91,2.74,3.12,30,30,1219,0,1219,-0.77,-0.23,46.68,52.34,23.62,-27.78,5.27,3.07,4.22,569,638,0.59,0.45,3.32,-2.34,0.3826,0.3586,0.6783,0.7892,,False,예
KODEX 인버스,21일 → 말일+2,21,2,앞 절반,102,0,102,-0.33,-0.62,44.12,55.88,9.06,-7.07,2.83,2.15,2.29,45,57,2082,0,2082,-0.46,-0.52,41.02,57.93,16.88,-12.54,2.96,2.2,2.35,854,1206,0.12,-0.11,3.1,-2.04,0.6503,0.7522,0.5415,0.6953,,False,예
KODEX 인버스,21일 → 말일+2,21,2,뒤 절반,102,0,102,-0.36,-0.13,48.04,51.96,16.53,-15.28,4.58,2.89,3.37,49,53,2066,0,2066,-0.78,-0.39,44.53,54.45,22.45,-32.48,5.23,3.04,3.91,920,1125,0.41,0.27,3.51,-2.49,0.4246,0.5025,0.5275,0.6893,,False,예
KODEX 인버스,21일 → 말일+2,21,2,최근 10년,120,0,120,-0.38,-0.17,47.5,52.5,16.53,-15.28,4.29,2.69,3.15,57,63,2448,0,2448,-0.73,-0.37,44.12,54.74,22.45,-32.48,4.9,2.85,3.62,1080,1340,0.35,0.2,3.38,-2.24,0.4346,0.5804,0.5115,0.7103,,False,예
KODEX 인버스,21일 → 말일+2,21,2,최근 5년,60,0,60,-0.23,-0.17,48.33,51.67,16.53,-15.28,5.32,3.56,3.78,29,31,1219,0,1219,-0.89,-0.37,45.61,53.32,22.45,-32.48,5.96,3.4,4.58,556,650,0.66,0.2,2.72,-1.66,0.4006,0.7373,0.7063,0.9051,,False,예
KODEX 인버스,21일 → 말일+3,21,3,앞 절반,101,0,101,-0.2,-0.5,42.57,56.44,6.61,-6.79,2.79,2.37,2.14,43,57,2061,0,2061,-0.32,-0.41,43.33,55.6,22.26,-10.95,3.1,2.39,2.43,893,1146,0.12,-0.08,-0.75,0.83,0.6763,0.7483,0.9241,0.9041,,False,예
KODEX 인버스,21일 → 말일+3,21,3,뒤 절반,102,0,102,-0.67,0.12,51.96,48.04,14.93,-17.07,4.63,2.5,4.1,53,49,2063,0,2063,-0.96,-0.34,44.5,53.95,19.23,-33.91,5.44,3.02,4.28,918,1113,0.29,0.46,7.46,-5.91,0.5475,0.2078,0.1439,0.2428,,True,예
KODEX 인버스,21일 → 말일+3,21,3,최근 10년,119,0,119,-0.68,0.08,50.42,49.58,14.93,-17.07,4.38,2.39,3.81,60,59,2428,0,2428,-0.96,-0.38,43.57,54.78,19.23,-33.91,5.15,2.83,4.0,1058,1330,0.28,0.47,6.85,-5.2,0.6354,0.1628,0.1608,0.2957,,True,예
KODEX 인버스,21일 → 말일+3,21,3,최근 5년,59,0,59,-0.69,0.12,52.54,47.46,14.93,-17.07,5.32,2.86,4.62,31,28,1199,0,1199,-1.22,-0.34,44.2,54.05,19.23,-33.91,6.27,3.34,4.98,530,648,0.53,0.46,8.34,-6.59,0.5275,0.3177,0.2238,0.3277,,True,예
KODEX 인버스,22일 → 말일-3,22,-3,앞 절반,99,0,99,-0.02,0.06,50.51,46.46,3.24,-3.68,1.39,1.04,1.18,50,46,1629,0,1629,-0.25,-0.51,40.21,58.01,22.67,-12.32,2.8,2.2,1.96,655,945,0.23,0.58,10.3,-11.55,0.4386,0.03,0.033,0.019,,True,예
KODEX 인버스,22일 → 말일-3,22,-3,뒤 절반,100,0,100,-0.1,-0.03,44.0,50.0,11.43,-8.03,2.36,1.7,1.7,44,50,1693,0,1693,-0.51,-0.34,42.35,55.58,33.55,-22.93,4.56,2.85,3.09,717,941,0.41,0.3,1.65,-5.58,0.3756,0.2408,0.7712,0.2488,,False,예
KODEX 인버스,22일 → 말일-3,22,-3,최근 10년,115,0,115,-0.09,0.0,46.09,46.96,11.43,-8.03,2.23,1.5,1.67,53,54,1968,0,1968,-0.53,-0.36,41.62,56.25,33.55,-22.93,4.27,2.62,2.88,819,1107,0.44,0.36,4.47,-9.29,0.2298,0.1588,0.3017,0.042,,False,예
KODEX 인버스,22일 → 말일-3,22,-3,최근 5년,57,0,57,-0.01,-0.29,42.11,54.39,11.43,-3.36,2.42,1.88,1.48,24,31,979,0,979,-0.8,-0.45,40.35,57.71,33.55,-22.93,5.22,3.19,3.62,395,565,0.79,0.16,1.76,-3.33,0.2557,0.6394,0.8971,0.6963,,False,예
KODEX 인버스,22일 → 말일-2,22,-2,앞 절반,101,0,101,-0.16,-0.17,45.54,52.48,3.25,-6.6,1.65,1.17,1.31,46,53,1761,0,1761,-0.36,-0.44,39.52,59.45,18.95,-13.75,2.62,1.97,1.92,696,1047,0.21,0.27,6.02,-6.98,0.4585,0.2218,0.2428,0.1778,,False,예
KODEX 인버스,22일 → 말일-2,22,-2,뒤 절반,102,0,102,-0.01,-0.04,46.08,50.0,18.27,-10.1,3.24,2.26,2.11,47,51,1778,0,1778,-0.41,-0.31,43.81,54.72,41.75,-23.16,5.01,3.14,3.26,779,973,0.4,0.27,2.27,-4.72,0.4166,0.3477,0.6454,0.3237,,False,예
KODEX 인버스,22일 → 말일-2,22,-2,최근 10년,119,0,119,-0.05,0.0,47.06,49.58,18.27,-10.1,3.03,1.98,1.98,56,59,2088,0,2088,-0.46,-0.34,42.05,56.47,41.75,-23.16,4.67,2.9,2.97,878,1179,0.4,0.34,5.01,-6.89,0.3497,0.1628,0.3017,0.1369,,False,예
KODEX 인버스,22일 → 말일-2,22,-2,최근 5년,60,0,60,0.07,-0.36,43.33,51.67,18.27,-5.81,3.56,2.7,2.14,26,31,1039,0,1039,-0.65,-0.47,42.35,55.82,41.75,-23.16,5.8,3.54,3.84,440,580,0.71,0.11,0.98,-4.16,0.2897,0.7802,0.8711,0.5924,,True,예
KODEX 인버스,22일 → 말일-1,22,-1,앞 절반,102,0,102,-0.31,-0.38,41.18,57.84,6.28,-7.52,1.88,1.34,1.5,42,59,1880,0,1880,-0.49,-0.48,38.67,59.47,17.78,-14.19,2.51,1.82,2.01,727,1118,0.18,0.1,2.51,-1.62,0.4945,0.6354,0.6354,0.7812,,False,예
KODEX 인버스,22일 → 말일-1,22,-1,뒤 절반,102,0,102,-0.03,-0.35,45.1,54.9,20.88,-9.81,3.77,2.74,2.3,46,56,1863,0,1863,-0.42,-0.37,43.75,54.86,44.88,-24.73,5.31,3.34,3.44,815,1022,0.39,0.02,1.35,0.04,0.4476,0.8841,0.8372,1.0,,False,예
KODEX 인버스,22일 → 말일-1,22,-1,최근 10년,120,0,120,-0.08,-0.39,43.33,56.67,20.88,-9.81,3.51,2.54,2.08,52,68,2208,0,2208,-0.45,-0.42,41.76,56.79,44.88,-24.73,4.92,3.09,3.06,922,1254,0.37,0.03,1.58,-0.13,0.4016,0.8761,0.7742,1.0,,False,예
KODEX 인버스,22일 → 말일-1,22,-1,최근 5년,60,0,60,0.13,-0.41,45.0,55.0,20.88,-9.32,4.26,3.2,2.37,27,33,1099,0,1099,-0.54,-0.57,43.04,55.41,44.88,-24.73,6.19,3.89,3.98,473,609,0.67,0.16,1.96,-0.41,0.3746,0.8212,0.8052,1.0,,True,예
KODEX 인버스,22일 → 말일,22,0,앞 절반,102,0,102,-0.28,-0.28,44.12,55.88,5.03,-9.15,2.06,1.47,1.66,45,57,1981,0,1981,-0.43,-0.4,41.09,57.7,15.71,-13.2,2.51,1.78,2.02,814,1143,0.16,0.13,3.03,-1.82,0.5704,0.6334,0.5954,0.7532,,False,예
KODEX 인버스,22일 → 말일,22,0,뒤 절반,102,0,102,-0.07,-0.37,45.1,53.92,14.13,-11.4,3.73,2.83,2.5,46,55,1964,0,1964,-0.48,-0.24,46.64,52.14,17.87,-24.02,4.74,3.02,3.63,916,1024,0.41,-0.13,-1.54,1.78,0.3497,0.6943,0.8392,0.7433,,False,예
KODEX 인버스,22일 → 말일,22,0,최근 10년,120,0,120,-0.09,-0.37,44.17,55.0,14.13,-11.4,3.48,2.62,2.27,53,66,2328,0,2328,-0.48,-0.33,44.72,54.04,17.87,-24.02,4.4,2.82,3.22,1041,1258,0.38,-0.04,-0.55,0.96,0.2937,0.8292,0.9031,0.8422,,False,예
KODEX 인버스,22일 → 말일,22,0,최근 5년,60,0,60,-0.12,-0.42,43.33,55.0,14.13,-9.0,3.86,3.01,2.58,26,33,1159,0,1159,-0.81,-0.34,44.61,54.18,17.87,-24.02,5.2,3.18,4.11,517,628,0.7,-0.08,-1.27,0.82,0.2697,0.8472,0.8811,0.8771,,False,예
KODEX 인버스,22일 → 말일+1,22,1,앞 절반,102,0,102,-0.42,-0.28,41.18,55.88,4.56,-9.04,2.32,1.68,1.99,42,57,2082,0,2082,-0.57,-0.6,38.28,60.13,15.85,-13.2,2.73,1.98,2.21,797,1252,0.15,0.32,2.9,-4.25,0.5644,0.2657,0.6074,0.4106,,False,예
KODEX 인버스,22일 → 말일+1,22,1,뒤 절반,102,0,102,-0.16,-0.1,46.08,51.96,8.8,-13.5,3.59,2.6,2.61,47,53,2065,0,2065,-0.54,-0.24,46.2,52.69,23.62,-27.78,4.78,2.96,3.61,954,1088,0.38,0.14,-0.12,-0.73,0.4216,0.6633,1.0,0.9211,,False,예
KODEX 인버스,22일 → 말일+1,22,1,최근 10년,120,0,120,-0.22,-0.14,45.0,53.33,8.8,-13.5,3.37,2.39,2.44,54,64,2448,0,2448,-0.57,-0.39,43.79,54.94,23.62,-27.78,4.46,2.79,3.27,1072,1345,0.35,0.26,1.21,-1.61,0.4136,0.4725,0.9231,0.8621,,False,예
KODEX 인버스,22일 → 말일+1,22,1,최근 5년,60,0,60,-0.13,-0.06,46.67,50.0,8.8,-13.5,3.74,2.76,2.82,28,30,1219,0,1219,-0.77,-0.23,46.68,52.34,23.62,-27.78,5.27,3.07,4.22,569,638,0.65,0.17,-0.01,-2.34,0.3307,0.7083,1.0,0.7892,,False,예
KODEX 인버스,22일 → 말일+2,22,2,앞 절반,102,0,102,-0.29,-0.32,44.12,54.9,6.14,-8.23,2.6,1.99,2.13,45,56,2082,0,2082,-0.46,-0.52,41.02,57.93,16.88,-12.54,2.96,2.2,2.35,854,1206,0.17,0.19,3.1,-3.02,0.5604,0.4895,0.5365,0.5964,,False,예
KODEX 인버스,22일 → 말일+2,22,2,뒤 절반,102,0,102,-0.34,-0.22,47.06,52.94,17.49,-15.1,4.55,2.92,3.23,48,54,2065,0,2065,-0.78,-0.4,44.5,54.48,22.45,-32.48,5.23,3.04,3.91,919,1125,0.44,0.18,2.56,-1.54,0.4086,0.7093,0.6833,0.8332,,False,예
KODEX 인버스,22일 → 말일+2,22,2,최근 10년,120,0,120,-0.34,-0.2,46.67,53.33,17.49,-15.1,4.26,2.7,3.0,56,64,2448,0,2448,-0.73,-0.37,44.12,54.74,22.45,-32.48,4.9,2.85,3.62,1080,1340,0.39,0.17,2.55,-1.41,0.3986,0.6513,0.6304,0.8472,,False,예
KODEX 인버스,22일 → 말일+2,22,2,최근 5년,60,0,60,-0.17,-0.22,46.67,53.33,17.49,-15.1,5.16,3.53,3.42,28,32,1219,0,1219,-0.89,-0.37,45.61,53.32,22.45,-32.48,5.96,3.4,4.58,556,650,0.72,0.16,1.06,0.01,0.3606,0.8192,0.8951,1.0,,False,예
KODEX 인버스,22일 → 말일+3,22,3,앞 절반,101,0,101,-0.15,-0.33,46.53,52.48,6.97,-6.56,2.66,2.11,2.16,47,53,2061,0,2061,-0.32,-0.41,43.33,55.6,22.26,-10.95,3.1,2.38,2.43,893,1146,0.17,0.08,3.21,-3.13,0.5365,0.8581,0.5385,0.5465,,False,예
KODEX 인버스,22일 → 말일+3,22,3,뒤 절반,102,0,102,-0.65,-0.14,48.04,50.0,13.79,-16.89,4.56,2.65,3.86,49,51,2063,0,2063,-0.97,-0.35,44.45,54.0,19.23,-33.91,5.44,3.02,4.28,917,1114,0.31,0.21,3.59,-4.0,0.5435,0.5255,0.4835,0.4226,,False,예
KODEX 인버스,22일 → 말일+3,22,3,최근 10년,119,0,119,-0.65,-0.28,47.9,50.42,13.79,-16.89,4.31,2.47,3.63,57,60,2428,0,2428,-0.96,-0.38,43.57,54.78,19.23,-33.91,5.15,2.83,4.0,1058,1330,0.31,0.11,4.32,-4.36,0.5824,0.7622,0.4076,0.3936,,False,예
KODEX 인버스,22일 → 말일+3,22,3,최근 5년,59,0,59,-0.63,0.0,49.15,49.15,13.79,-16.89,5.09,2.93,4.22,29,29,1199,0,1199,-1.22,-0.34,44.2,54.05,19.23,-33.91,6.27,3.34,4.98,530,648,0.58,0.34,4.95,-4.89,0.4885,0.4665,0.4815,0.4635,,False,예
KODEX 인버스,23일 → 말일-3,23,-3,앞 절반,95,0,95,-0.08,-0.07,45.26,51.58,2.92,-3.77,1.19,0.91,0.96,43,49,1629,0,1629,-0.25,-0.51,40.21,58.01,22.67,-12.32,2.8,2.2,1.96,655,945,0.17,0.45,5.05,-6.43,0.5954,0.1039,0.3287,0.2268,,False,예
KODEX 인버스,23일 → 말일-3,23,-3,뒤 절반,96,0,96,-0.2,-0.11,43.75,54.17,16.57,-12.97,2.85,1.63,1.68,42,52,1692,0,1692,-0.51,-0.34,42.38,55.56,33.55,-22.93,4.57,2.85,3.09,717,940,0.31,0.22,1.37,-1.39,0.4995,0.3806,0.8412,0.8432,,False,예
KODEX 인버스,23일 → 말일-3,23,-3,최근 10년,110,0,110,-0.17,-0.08,45.45,51.82,16.57,-12.97,2.68,1.47,1.62,50,57,1968,0,1968,-0.53,-0.36,41.62,56.25,33.55,-22.93,4.27,2.62,2.88,819,1107,0.36,0.28,3.84,-4.43,0.3317,0.2278,0.3996,0.3626,,False,예
KODEX 인버스,23일 → 말일-3,23,-3,최근 5년,55,0,55,-0.11,-0.12,41.82,56.36,16.57,-9.43,3.06,1.84,1.56,23,31,979,0,979,-0.8,-0.45,40.35,57.71,33.55,-22.93,5.22,3.19,3.62,395,565,0.69,0.33,1.47,-1.35,0.3197,0.3526,0.8981,0.9001,,False,예
KODEX 인버스,23일 → 말일-2,23,-2,앞 절반,101,0,101,-0.2,-0.13,41.58,54.46,3.25,-4.97,1.45,1.09,1.2,42,55,1761,0,1761,-0.37,-0.44,39.47,59.51,18.95,-13.75,2.62,1.97,1.92,695,1048,0.17,0.3,2.12,-5.06,0.5245,0.1638,0.7103,0.3267,,False,예
KODEX 인버스,23일 → 말일-2,23,-2,뒤 절반,101,0,101,-0.13,-0.11,45.54,52.48,23.73,-14.92,3.51,1.98,1.96,46,53,1777,0,1777,-0.41,-0.31,43.84,54.7,41.75,-23.16,5.01,3.14,3.26,779,972,0.28,0.2,1.71,-2.22,0.5634,0.4605,0.7403,0.6603,,False,예
KODEX 인버스,23일 → 말일-2,23,-2,최근 10년,118,0,118,-0.13,-0.04,47.46,50.0,23.73,-14.92,3.27,1.7,1.88,56,59,2088,0,2088,-0.46,-0.34,42.05,56.47,41.75,-23.16,4.67,2.9,2.97,878,1179,0.33,0.3,5.41,-6.47,0.4615,0.1988,0.2498,0.1608,,False,예
KODEX 인버스,23일 → 말일-2,23,-2,최근 5년,59,0,59,-0.04,-0.37,45.76,54.24,23.73,-6.62,3.9,2.26,1.99,27,32,1039,0,1039,-0.65,-0.47,42.35,55.82,41.75,-23.16,5.8,3.54,3.84,440,580,0.6,0.1,3.41,-1.59,0.3716,0.7992,0.5824,0.8761,,False,예
KODEX 인버스,23일 → 말일-1,23,-1,앞 절반,102,0,102,-0.34,-0.3,42.16,55.88,6.28,-5.47,1.84,1.25,1.55,43,57,1880,0,1880,-0.49,-0.48,38.67,59.47,17.78,-14.19,2.51,1.81,2.01,727,1118,0.15,0.18,3.49,-3.59,0.5664,0.4555,0.5315,0.4555,,False,예
KODEX 인버스,23일 → 말일-1,23,-1,뒤 절반,102,0,102,-0.16,-0.32,42.16,56.86,26.46,-14.65,3.95,2.55,2.17,43,58,1862,0,1862,-0.43,-0.37,43.72,54.89,44.88,-24.73,5.31,3.34,3.44,814,1022,0.26,0.05,-1.56,1.98,0.6044,0.7952,0.7652,0.6913,,False,예
