종목,만기월,방향,손절선(%),진입일,진입가,청산 목표일,청산일,보유일,청산가,수익률(%),청산 사유
SPY,12,위,-1.5,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-1.5,2002.12.20,89.99,2002.12.27,2002.12.27,4,88.6401,-1.5,장중손절
SPY,12,위,-1.5,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-1.5,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-1.5,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-1.5,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-1.5,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-1.5,2008.12.19,88.19,2008.12.26,2008.12.22,1,86.8671,-1.5,장중손절
SPY,12,위,-1.5,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-1.5,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-1.5,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-1.5,2012.12.21,142.79,2012.12.28,2012.12.27,3,140.6481,-1.5,장중손절
SPY,12,위,-1.5,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-1.5,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-1.5,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-1.5,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-1.5,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-1.5,2018.12.21,240.7,2018.12.28,2018.12.24,1,237.0895,-1.5,장중손절
SPY,12,위,-1.5,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-1.5,2020.12.18,369.18,2020.12.25,2020.12.21,1,363.6423,-1.5,장중손절
SPY,12,위,-1.5,2021.12.17,459.87,2021.12.24,2021.12.20,1,452.9719,-1.5,장중손절
SPY,12,위,-1.5,2022.12.16,383.27,2022.12.23,2022.12.22,4,377.5209,-1.5,장중손절
SPY,12,위,-1.5,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-1.5,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-1.5,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-2,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-2,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-2,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-2,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-2,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-2,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-2,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-2,2000.12.15,130.9688,2000.12.22,2000.12.20,3,128.3494,-2,장중손절
SPY,12,위,-2,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-2,2002.12.20,89.99,2002.12.27,2002.12.27,4,88.1902,-2,장중손절
SPY,12,위,-2,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-2,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-2,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-2,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-2,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-2,2008.12.19,88.19,2008.12.26,2008.12.22,1,86.4262,-2,장중손절
SPY,12,위,-2,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-2,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-2,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-2,2012.12.21,142.79,2012.12.28,2012.12.27,3,139.9342,-2,장중손절
SPY,12,위,-2,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-2,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-2,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-2,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-2,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-2,2018.12.21,240.7,2018.12.28,2018.12.24,1,235.886,-2,장중손절
SPY,12,위,-2,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-2,2020.12.18,369.18,2020.12.25,2020.12.24,4,369,-0.05,기한청산
SPY,12,위,-2,2021.12.17,459.87,2021.12.24,2021.12.23,4,470.6,2.33,기한청산
SPY,12,위,-2,2022.12.16,383.27,2022.12.23,2022.12.22,4,375.6046,-2,장중손절
SPY,12,위,-2,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-2,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-2,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-2.5,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-2.5,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-2.5,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-2.5,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-2.5,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-2.5,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-2.5,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-2.5,2000.12.15,130.9688,2000.12.22,2000.12.20,3,127.6946,-2.5,장중손절
SPY,12,위,-2.5,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-2.5,2002.12.20,89.99,2002.12.27,2002.12.27,4,87.7402,-2.5,장중손절
SPY,12,위,-2.5,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-2.5,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-2.5,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-2.5,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-2.5,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-2.5,2008.12.19,88.19,2008.12.26,2008.12.22,1,85.9852,-2.5,장중손절
SPY,12,위,-2.5,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-2.5,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-2.5,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-2.5,2012.12.21,142.79,2012.12.28,2012.12.28,4,140.03,-1.93,기한청산
SPY,12,위,-2.5,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-2.5,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-2.5,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-2.5,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-2.5,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-2.5,2018.12.21,240.7,2018.12.28,2018.12.24,1,234.6825,-2.5,장중손절
SPY,12,위,-2.5,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-2.5,2020.12.18,369.18,2020.12.25,2020.12.24,4,369,-0.05,기한청산
SPY,12,위,-2.5,2021.12.17,459.87,2021.12.24,2021.12.23,4,470.6,2.33,기한청산
SPY,12,위,-2.5,2022.12.16,383.27,2022.12.23,2022.12.23,5,382.91,-0.09,기한청산
SPY,12,위,-2.5,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-2.5,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-2.5,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-3,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-3,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-3,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-3,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-3,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-3,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-3,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-3,2000.12.15,130.9688,2000.12.22,2000.12.20,3,127.0397,-3,장중손절
SPY,12,위,-3,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-3,2002.12.20,89.99,2002.12.27,2002.12.27,4,87.38,-2.9,기한청산
SPY,12,위,-3,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-3,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-3,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-3,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-3,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-3,2008.12.19,88.19,2008.12.26,2008.12.22,1,85.5443,-3,장중손절
SPY,12,위,-3,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-3,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-3,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-3,2012.12.21,142.79,2012.12.28,2012.12.28,4,140.03,-1.93,기한청산
SPY,12,위,-3,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-3,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-3,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-3,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-3,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-3,2018.12.21,240.7,2018.12.28,2018.12.28,4,247.75,2.93,기한청산
SPY,12,위,-3,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-3,2020.12.18,369.18,2020.12.25,2020.12.24,4,369,-0.05,기한청산
SPY,12,위,-3,2021.12.17,459.87,2021.12.24,2021.12.23,4,470.6,2.33,기한청산
SPY,12,위,-3,2022.12.16,383.27,2022.12.23,2022.12.23,5,382.91,-0.09,기한청산
SPY,12,위,-3,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-3,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-3,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-3.5,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-3.5,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-3.5,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-3.5,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-3.5,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-3.5,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-3.5,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-3.5,2000.12.15,130.9688,2000.12.22,2000.12.20,3,126.3849,-3.5,장중손절
SPY,12,위,-3.5,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-3.5,2002.12.20,89.99,2002.12.27,2002.12.27,4,87.38,-2.9,기한청산
SPY,12,위,-3.5,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-3.5,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-3.5,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-3.5,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-3.5,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-3.5,2008.12.19,88.19,2008.12.26,2008.12.26,4,87.16,-1.17,기한청산
SPY,12,위,-3.5,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-3.5,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-3.5,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-3.5,2012.12.21,142.79,2012.12.28,2012.12.28,4,140.03,-1.93,기한청산
SPY,12,위,-3.5,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-3.5,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-3.5,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-3.5,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-3.5,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-3.5,2018.12.21,240.7,2018.12.28,2018.12.28,4,247.75,2.93,기한청산
SPY,12,위,-3.5,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-3.5,2020.12.18,369.18,2020.12.25,2020.12.24,4,369,-0.05,기한청산
SPY,12,위,-3.5,2021.12.17,459.87,2021.12.24,2021.12.23,4,470.6,2.33,기한청산
SPY,12,위,-3.5,2022.12.16,383.27,2022.12.23,2022.12.23,5,382.91,-0.09,기한청산
SPY,12,위,-3.5,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-3.5,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-3.5,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-4,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-4,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-4,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-4,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-4,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-4,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-4,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-4,2000.12.15,130.9688,2000.12.22,2000.12.21,4,125.73,-4,장중손절
SPY,12,위,-4,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-4,2002.12.20,89.99,2002.12.27,2002.12.27,4,87.38,-2.9,기한청산
SPY,12,위,-4,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-4,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-4,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-4,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-4,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-4,2008.12.19,88.19,2008.12.26,2008.12.26,4,87.16,-1.17,기한청산
SPY,12,위,-4,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-4,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-4,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-4,2012.12.21,142.79,2012.12.28,2012.12.28,4,140.03,-1.93,기한청산
SPY,12,위,-4,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-4,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-4,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-4,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-4,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-4,2018.12.21,240.7,2018.12.28,2018.12.28,4,247.75,2.93,기한청산
SPY,12,위,-4,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-4,2020.12.18,369.18,2020.12.25,2020.12.24,4,369,-0.05,기한청산
SPY,12,위,-4,2021.12.17,459.87,2021.12.24,2021.12.23,4,470.6,2.33,기한청산
SPY,12,위,-4,2022.12.16,383.27,2022.12.23,2022.12.23,5,382.91,-0.09,기한청산
SPY,12,위,-4,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-4,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-4,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-4.5,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-4.5,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-4.5,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-4.5,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-4.5,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-4.5,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-4.5,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-4.5,2000.12.15,130.9688,2000.12.22,2000.12.22,5,130.9375,-0.02,기한청산
SPY,12,위,-4.5,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-4.5,2002.12.20,89.99,2002.12.27,2002.12.27,4,87.38,-2.9,기한청산
SPY,12,위,-4.5,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-4.5,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-4.5,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-4.5,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-4.5,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-4.5,2008.12.19,88.19,2008.12.26,2008.12.26,4,87.16,-1.17,기한청산
SPY,12,위,-4.5,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-4.5,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-4.5,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-4.5,2012.12.21,142.79,2012.12.28,2012.12.28,4,140.03,-1.93,기한청산
SPY,12,위,-4.5,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-4.5,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-4.5,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-4.5,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-4.5,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-4.5,2018.12.21,240.7,2018.12.28,2018.12.28,4,247.75,2.93,기한청산
SPY,12,위,-4.5,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-4.5,2020.12.18,369.18,2020.12.25,2020.12.24,4,369,-0.05,기한청산
SPY,12,위,-4.5,2021.12.17,459.87,2021.12.24,2021.12.23,4,470.6,2.33,기한청산
SPY,12,위,-4.5,2022.12.16,383.27,2022.12.23,2022.12.23,5,382.91,-0.09,기한청산
SPY,12,위,-4.5,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-4.5,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-4.5,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-5,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-5,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-5,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-5,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-5,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-5,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-5,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-5,2000.12.15,130.9688,2000.12.22,2000.12.22,5,130.9375,-0.02,기한청산
SPY,12,위,-5,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
SPY,12,위,-5,2002.12.20,89.99,2002.12.27,2002.12.27,4,87.38,-2.9,기한청산
SPY,12,위,-5,2003.12.19,108.9,2003.12.26,2003.12.26,4,109.7,0.73,기한청산
SPY,12,위,-5,2004.12.17,119.44,2004.12.24,2004.12.23,4,120.77,1.11,기한청산
SPY,12,위,-5,2005.12.16,126.36,2005.12.23,2005.12.23,5,126.76,0.32,기한청산
SPY,12,위,-5,2006.12.15,142.34,2006.12.22,2006.12.22,5,140.75,-1.12,기한청산
SPY,12,위,-5,2007.12.21,148.13,2007.12.28,2007.12.28,4,147.3,-0.56,기한청산
SPY,12,위,-5,2008.12.19,88.19,2008.12.26,2008.12.26,4,87.16,-1.17,기한청산
SPY,12,위,-5,2009.12.18,110.21,2009.12.25,2009.12.24,4,112.48,2.06,기한청산
SPY,12,위,-5,2010.12.17,124.3,2010.12.24,2010.12.23,4,125.6,1.05,기한청산
SPY,12,위,-5,2011.12.16,121.59,2011.12.23,2011.12.23,5,126.39,3.95,기한청산
SPY,12,위,-5,2012.12.21,142.79,2012.12.28,2012.12.28,4,140.03,-1.93,기한청산
SPY,12,위,-5,2013.12.20,181.56,2013.12.27,2013.12.27,4,183.85,1.26,기한청산
SPY,12,위,-5,2014.12.19,206.52,2014.12.26,2014.12.26,4,208.44,0.93,기한청산
SPY,12,위,-5,2015.12.18,200.02,2015.12.25,2015.12.24,4,205.68,2.83,기한청산
SPY,12,위,-5,2016.12.16,225.04,2016.12.23,2016.12.23,5,225.71,0.3,기한청산
SPY,12,위,-5,2017.12.15,266.51,2017.12.22,2017.12.22,5,267.51,0.38,기한청산
SPY,12,위,-5,2018.12.21,240.7,2018.12.28,2018.12.28,4,247.75,2.93,기한청산
SPY,12,위,-5,2019.12.20,320.73,2019.12.27,2019.12.27,4,322.86,0.66,기한청산
SPY,12,위,-5,2020.12.18,369.18,2020.12.25,2020.12.24,4,369,-0.05,기한청산
SPY,12,위,-5,2021.12.17,459.87,2021.12.24,2021.12.23,4,470.6,2.33,기한청산
SPY,12,위,-5,2022.12.16,383.27,2022.12.23,2022.12.23,5,382.91,-0.09,기한청산
SPY,12,위,-5,2023.12.15,469.33,2023.12.22,2023.12.22,5,473.65,0.92,기한청산
SPY,12,위,-5,2024.12.20,591.15,2024.12.27,2024.12.27,4,595.01,0.65,기한청산
SPY,12,위,-5,2025.12.19,680.59,2025.12.26,2025.12.26,4,690.31,1.43,기한청산
SPY,12,위,-5.5,1993.12.17,46.5625,1993.12.24,1993.12.23,4,46.75,0.4,기한청산
SPY,12,위,-5.5,1994.12.16,45.75,1994.12.23,1994.12.23,5,46.0625,0.68,기한청산
SPY,12,위,-5.5,1995.12.15,61.8125,1995.12.22,1995.12.22,5,61.2031,-0.99,기한청산
SPY,12,위,-5.5,1996.12.20,74.8438,1996.12.27,1996.12.27,4,75.875,1.38,기한청산
SPY,12,위,-5.5,1997.12.19,94.7812,1997.12.26,1997.12.26,4,93.7812,-1.06,기한청산
SPY,12,위,-5.5,1998.12.18,118.5,1998.12.25,1998.12.24,4,122.6875,3.53,기한청산
SPY,12,위,-5.5,1999.12.17,142.6875,1999.12.24,1999.12.23,4,146.4844,2.66,기한청산
SPY,12,위,-5.5,2000.12.15,130.9688,2000.12.22,2000.12.22,5,130.9375,-0.02,기한청산
SPY,12,위,-5.5,2001.12.21,114.95,2001.12.28,2001.12.28,4,116,0.91,기한청산
