레벨,레벨가,목표가,매수일,매수 판정환율,매수 집행가,매도일,매도 판정환율,매도 집행가,투입액,매수비용,회수액,매도비용,매도과세,실현손익,이탈 보너스,보유일
30,1270.0358,1280.1961,2022-04-29,1255.9,1255.9,2022-05-12,1288.6,1288.6,3441430.0,6195.0,3518335.0,6344.0,0.0,76905.0,61962.0,13
27,1240.0362,1249.9565,2022-05-30,1238.6,1238.6,2022-06-02,1252.1,1252.1,3365175.0,6057.0,3389617.0,6112.0,0.0,24443.0,9739.0,3
28,1249.9565,1259.9562,2022-05-30,1238.6,1238.6,2022-06-10,1268.9,1268.9,3365175.0,6057.0,3435097.0,6194.0,0.0,69923.0,55301.0,11
29,1259.9562,1270.0358,2022-05-27,1256.2,1256.2,2022-06-13,1284.0,1284.0,3371316.0,6068.0,3433529.0,6191.0,0.0,62214.0,47552.0,17
30,1270.0358,1280.1961,2022-05-18,1266.6,1266.6,2022-06-13,1284.0,1284.0,3373477.0,6072.0,3407520.0,6145.0,0.0,34043.0,19321.0,26
31,1280.1961,1290.4377,2009-07-15,1278.5,1278.5,2022-06-15,1290.5,1290.5,1016007.0,1829.0,1021855.0,1843.0,0.0,5848.0,1406.0,4718
32,1290.4377,1300.7612,2009-07-15,1278.5,1278.5,2022-06-23,1301.8,1301.8,1016007.0,1829.0,1030803.0,1859.0,0.0,14795.0,10369.0,4726
32,1290.4377,1300.7612,2022-06-27,1286.5,1286.5,2022-07-06,1306.3,1306.3,3463269.0,6234.0,3503922.0,6318.0,0.0,40654.0,25550.0,9
33,1300.7612,1311.1672,2009-07-14,1293.0,1293.0,2022-07-12,1312.1,1312.1,1017194.0,1831.0,1028508.0,1855.0,0.0,11313.0,6876.0,4746
34,1311.1672,1321.6566,2009-04-30,1282.0,1282.0,2022-07-15,1326.1,1326.1,1011237.0,1820.0,1042260.0,1879.0,0.0,31024.0,26648.0,4824
33,1300.7612,1311.1672,2022-08-05,1298.3,1298.3,2022-08-18,1320.7,1320.7,3552448.0,6394.0,3600742.0,6493.0,0.0,48294.0,32813.0,13
35,1321.6566,1332.2298,2009-04-30,1282.0,1282.0,2022-08-22,1339.8,1339.8,1011237.0,1820.0,1053028.0,1899.0,0.0,41791.0,37435.0,4862
36,1332.2298,1342.8877,2009-04-30,1282.0,1282.0,2022-08-23,1345.5,1345.5,1011237.0,1820.0,1057508.0,1907.0,0.0,46271.0,41923.0,4863
37,1342.8877,1353.6308,2009-04-29,1340.7,1340.7,2022-09-01,1354.9,1354.9,1014578.0,1826.0,1021636.0,1842.0,0.0,7058.0,2625.0,4873
38,1353.6308,1364.4598,2009-04-02,1334.5,1334.5,2022-09-05,1371.4,1371.4,1011806.0,1821.0,1036043.0,1868.0,0.0,24237.0,19847.0,4904
39,1364.4598,1375.3755,2009-04-02,1334.5,1334.5,2022-09-07,1384.2,1384.2,1011806.0,1821.0,1045713.0,1886.0,0.0,33907.0,29534.0,4906
40,1375.3755,1386.3785,2009-04-02,1334.5,1334.5,2022-09-14,1390.9,1390.9,1011806.0,1821.0,1050775.0,1895.0,0.0,38969.0,34605.0,4913
41,1386.3785,1397.4695,2009-03-24,1383.5,1383.5,2022-09-22,1409.7,1409.7,1038636.0,1870.0,1054499.0,1902.0,0.0,15863.0,11340.0,4930
42,1397.4695,1408.6493,2009-03-23,1392.0,1392.0,2022-09-22,1409.7,1409.7,1038815.0,1870.0,1048240.0,1890.0,0.0,9425.0,4890.0,4931
43,1408.6493,1419.9185,2009-03-19,1396.0,1396.0,2022-09-26,1431.3,1431.3,1038598.0,1869.0,1061030.0,1913.0,0.0,22432.0,17921.0,4939
44,1419.9185,1431.2778,2009-03-17,1408.5,1408.5,2022-09-26,1431.3,1431.3,1038622.0,1870.0,1051639.0,1896.0,0.0,13016.0,8488.0,4941
35,1321.6566,1332.2298,2022-11-11,1318.4,1318.4,2022-11-17,1339.1,1339.1,2385586.0,4294.0,2414327.0,4354.0,0.0,28741.0,18338.0,6
36,1332.2298,1342.8877,2022-11-11,1318.4,1318.4,2022-11-21,1354.7,1354.7,2385586.0,4294.0,2442453.0,4404.0,0.0,56867.0,46515.0,10
37,1342.8877,1353.6308,2022-11-11,1318.4,1318.4,2022-11-21,1354.7,1354.7,2385586.0,4294.0,2442453.0,4404.0,0.0,56867.0,46515.0,10
33,1300.7612,1311.1672,2022-12-01,1299.7,1299.7,2022-12-06,1318.8,1318.8,4770602.0,8587.0,4823299.0,8698.0,0.0,52696.0,31885.0,5
34,1311.1672,1321.6566,2022-12-01,1299.7,1299.7,2022-12-07,1321.7,1321.7,2385301.0,4294.0,2416953.0,4358.0,0.0,31651.0,21255.0,6
25,1220.4312,1230.1947,2023-02-02,1220.3,1220.3,2023-02-06,1252.8,1252.8,4711107.0,8480.0,4819181.0,8690.0,0.0,108074.0,87623.0,4
26,1230.1947,1240.0362,2023-01-30,1227.4,1227.4,2023-02-06,1252.8,1252.8,4722956.0,8501.0,4803355.0,8662.0,0.0,80399.0,59846.0,7
27,1240.0362,1249.9565,2023-01-16,1235.3,1235.3,2023-02-06,1252.8,1252.8,4728152.0,8511.0,4777887.0,8616.0,0.0,49735.0,29104.0,21
28,1249.9565,1259.9562,2023-01-09,1243.5,1243.5,2023-02-08,1260.1,1260.1,4736093.0,8525.0,4782055.0,8623.0,0.0,45962.0,25290.0,30
29,1259.9562,1270.0358,2023-01-09,1243.5,1243.5,2023-02-13,1277.3,1277.3,4736093.0,8525.0,4847329.0,8741.0,0.0,111236.0,90681.0,35
30,1270.0358,1280.1961,2022-12-28,1267.0,1267.0,2023-02-15,1282.2,1282.2,4758025.0,8564.0,4797787.0,8652.0,0.0,39762.0,18983.0,49
31,1280.1961,1290.4377,2022-12-22,1276.2,1276.2,2023-02-17,1299.5,1299.5,4764220.0,8576.0,4833754.0,8716.0,0.0,69533.0,48780.0,57
32,1290.4377,1300.7612,2022-12-20,1289.6,1289.6,2023-02-22,1304.9,1304.9,4774755.0,8595.0,4814025.0,8681.0,0.0,39271.0,18417.0,64
33,1300.7612,1311.1672,2022-12-14,1296.3,1296.3,2023-02-27,1323.0,1323.0,4777028.0,8599.0,4857885.0,8760.0,0.0,80857.0,60068.0,75
34,1311.1672,1321.6566,2022-12-09,1301.3,1301.3,2023-02-27,1323.0,1323.0,2388918.0,4300.0,2420019.0,4364.0,0.0,31101.0,20688.0,80
33,1300.7612,1311.1672,2023-03-06,1296.9,1296.9,2023-03-08,1321.4,1321.4,4827853.0,8690.0,4901364.0,8838.0,0.0,73511.0,52486.0,2
34,1311.1672,1321.6566,2023-03-03,1301.6,1301.6,2023-03-09,1322.2,1322.2,2414764.0,4347.0,2444158.0,4407.0,0.0,29395.0,18866.0,6
31,1280.1961,1290.4377,2023-03-23,1278.3,1278.3,2023-03-24,1294.3,1294.3,4827118.0,8689.0,4869958.0,8782.0,0.0,42840.0,21763.0,1
32,1290.4377,1300.7612,2023-03-23,1278.3,1278.3,2023-03-27,1301.5,1301.5,4827118.0,8689.0,4897048.0,8831.0,0.0,69931.0,48903.0,4
33,1300.7612,1311.1672,2023-03-23,1278.3,1278.3,2023-04-03,1316.5,1316.5,4827118.0,8689.0,4953488.0,8932.0,0.0,126370.0,105444.0,11
34,1311.1672,1321.6566,2023-03-13,1301.8,1301.8,2023-04-11,1322.2,1322.2,2418609.0,4353.0,2447675.0,4414.0,0.0,29066.0,18519.0,29
33,1300.7612,1311.1672,2023-04-14,1298.9,1298.9,2023-04-18,1318.6,1318.6,4854954.0,8739.0,4910860.0,8855.0,0.0,55907.0,34731.0,4
34,1311.1672,1321.6566,2023-04-13,1310.4,1310.4,2023-04-19,1325.7,1325.7,2430853.0,4376.0,2450390.0,4419.0,0.0,19537.0,8919.0,6
35,1321.6566,1332.2298,2022-11-30,1318.8,1318.8,2023-04-24,1334.8,1334.8,2391542.0,4305.0,2411851.0,4349.0,0.0,20309.0,9865.0,145
35,1321.6566,1332.2298,2023-05-08,1321.4,1321.4,2023-05-12,1334.5,1334.5,2439927.0,4392.0,2455253.0,4427.0,0.0,15326.0,4661.0,4
31,1280.1961,1290.4377,2023-06-13,1271.4,1271.4,2023-06-21,1292.0,1292.0,4860396.0,8749.0,4921382.0,8874.0,0.0,60986.0,39796.0,8
32,1290.4377,1300.7612,2023-06-12,1288.3,1288.3,2023-06-23,1304.2,1304.2,4874449.0,8774.0,4916861.0,8866.0,0.0,42411.0,21126.0,11
33,1300.7612,1311.1672,2023-06-09,1291.5,1291.5,2023-06-29,1317.6,1317.6,4875629.0,8776.0,4956270.0,8937.0,0.0,80641.0,59420.0,20
30,1270.0358,1280.1961,2023-07-14,1265.8,1265.8,2023-07-21,1283.4,1283.4,4871709.0,8769.0,4921680.0,8875.0,0.0,49971.0,28712.0,7
31,1280.1961,1290.4377,2023-07-13,1274.0,1274.0,2023-08-02,1298.5,1298.5,4879371.0,8783.0,4955318.0,8936.0,0.0,75947.0,54700.0,20
32,1290.4377,1300.7612,2023-07-12,1288.7,1288.7,2023-08-04,1309.8,1309.8,4891567.0,8805.0,4953775.0,8933.0,0.0,62208.0,40884.0,23
33,1300.7612,1311.1672,2023-07-05,1298.6,1298.6,2023-08-08,1315.7,1315.7,4895683.0,8812.0,4942309.0,8912.0,0.0,46626.0,25255.0,34
34,1311.1672,1321.6566,2023-06-02,1305.7,1305.7,2023-08-11,1324.9,1324.9,2440576.0,4393.0,2467556.0,4450.0,0.0,26981.0,16334.0,70
35,1321.6566,1332.2298,2023-05-22,1318.1,1318.1,2023-08-16,1336.9,1336.9,2442547.0,4397.0,2468474.0,4451.0,0.0,25927.0,15270.0,86
35,1321.6566,1332.2298,2023-09-01,1318.8,1318.8,2023-09-07,1335.4,1335.4,2469874.0,4446.0,2491967.0,4494.0,0.0,22093.0,11309.0,6
36,1332.2298,1342.8877,2022-11-24,1328.2,1328.2,2023-09-26,1348.5,1348.5,2392600.0,4307.0,2420431.0,4365.0,0.0,27831.0,17396.0,306
37,1342.8877,1353.6308,2022-11-24,1328.2,1328.2,2023-10-04,1363.5,1363.5,2392600.0,4307.0,2447354.0,4413.0,0.0,54755.0,44368.0,314
37,1342.8877,1353.6308,2023-10-11,1338.7,1338.7,2023-10-16,1353.7,1353.7,2484543.0,4472.0,2503346.0,4514.0,0.0,18803.0,7948.0,5
33,1300.7612,1311.1672,2023-11-06,1297.3,1297.3,2023-11-10,1316.8,1316.8,4960944.0,8930.0,5017402.0,9048.0,0.0,56458.0,34819.0,4
34,1311.1672,1321.6566,2023-11-06,1297.3,1297.3,2023-11-13,1325.1,1325.1,2480472.0,4465.0,2524514.0,4552.0,0.0,44041.0,33251.0,7
32,1290.4377,1300.7612,2023-11-21,1289.2,1289.2,2023-11-24,1306.4,1306.4,4964711.0,8936.0,5012853.0,9039.0,0.0,48142.0,26472.0,3
32,1290.4377,1300.7612,2023-11-29,1289.6,1289.6,2023-12-01,1305.8,1305.8,4970453.0,8947.0,5014790.0,9043.0,0.0,44337.0,22635.0,2
33,1300.7612,1311.1672,2023-11-16,1296.9,1296.9,2023-12-05,1311.2,1311.2,4968193.0,8943.0,5004907.0,9025.0,0.0,36714.0,15008.0,19
34,1311.1672,1321.6566,2023-11-15,1300.8,1300.8,2023-12-07,1325.3,1325.3,2485135.0,4473.0,2522834.0,4549.0,0.0,37700.0,26877.0,22
32,1290.4377,1300.7612,2023-12-28,1288.0,1288.0,2024-01-03,1304.8,1304.8,4984876.0,8973.0,5031733.0,9073.0,0.0,46857.0,25096.0,6
33,1300.7612,1311.1672,2023-12-14,1295.4,1295.4,2024-01-05,1315.4,1315.4,4983641.0,8971.0,5042383.0,9093.0,0.0,58742.0,37008.0,22
34,1311.1672,1321.6566,2023-12-08,1306.8,1306.8,2024-01-16,1331.8,1331.8,2493944.0,4489.0,2532513.0,4567.0,0.0,38569.0,27709.0,39
35,1321.6566,1332.2298,2023-11-06,1297.3,1297.3,2024-01-17,1344.2,1344.2,2480472.0,4465.0,2560902.0,4618.0,0.0,80430.0,69705.0,72
36,1332.2298,1342.8877,2023-11-03,1322.4,1322.4,2024-01-17,1344.2,1344.2,2486227.0,4475.0,2518123.0,4541.0,0.0,31896.0,21058.0,75
34,1311.1672,1321.6566,2024-03-11,1310.3,1310.3,2024-03-15,1330.5,1330.5,5538091.0,9969.0,5603241.0,10104.0,0.0,65151.0,40998.0,4
35,1321.6566,1332.2298,2024-03-08,1319.8,1319.8,2024-03-18,1333.7,1333.7,2771316.0,4988.0,2790431.0,5032.0,0.0,19114.0,7004.0,10
36,1332.2298,1342.8877,2024-01-30,1329.4,1329.4,2024-03-27,1348.7,1348.7,2515037.0,4527.0,2542373.0,4585.0,0.0,27336.0,16363.0,57
37,1342.8877,1353.6308,2023-11-03,1322.4,1322.4,2024-04-09,1354.9,1354.9,2486227.0,4475.0,2538167.0,4577.0,0.0,51941.0,41139.0,158
38,1353.6308,1364.4598,2022-11-11,1318.4,1318.4,2024-04-12,1375.4,1375.4,2385586.0,4294.0,2479774.0,4472.0,0.0,94188.0,83903.0,518
39,1364.4598,1375.3755,2022-11-11,1318.4,1318.4,2024-04-12,1375.4,1375.4,2385586.0,4294.0,2479774.0,4472.0,0.0,94188.0,83903.0,518
40,1375.3755,1386.3785,2022-11-09,1364.8,1364.8,2024-04-16,1394.5,1394.5,2391740.0,4305.0,2434998.0,4391.0,0.0,43258.0,32855.0,524
38,1353.6308,1364.4598,2024-05-16,1345.0,1345.0,2024-05-24,1369.5,1369.5,2796882.0,5034.0,2837586.0,5117.0,0.0,40704.0,28520.0,8
39,1364.4598,1375.3755,2024-05-03,1362.8,1362.8,2024-05-30,1379.4,1379.4,2797071.0,5035.0,2820959.0,5087.0,0.0,23888.0,11673.0,27
40,1375.3755,1386.3785,2024-04-18,1372.9,1372.9,2024-06-21,1388.3,1388.3,2796167.0,5033.0,2817362.0,5080.0,0.0,21195.0,8979.0,64
36,1332.2298,1342.8877,2024-08-26,1326.8,1326.8,2024-09-10,1343.7,1343.7,3249634.0,5849.0,3279189.0,5913.0,0.0,29555.0,15367.0,15
34,1311.1672,1321.6566,2024-09-30,1307.8,1307.8,2024-10-04,1333.7,1333.7,6625720.0,11926.0,6732634.0,12141.0,0.0,106914.0,78071.0,4
35,1321.6566,1332.2298,2024-09-27,1318.6,1318.6,2024-10-04,1333.7,1333.7,6635973.0,11945.0,6687824.0,12060.0,0.0,51851.0,22863.0,7
36,1332.2298,1342.8877,2024-09-13,1329.5,1329.5,2024-10-07,1346.7,1346.7,6637615.0,11948.0,6699305.0,12080.0,0.0,61689.0,32712.0,24
37,1342.8877,1353.6308,2024-08-19,1334.0,1334.0,2024-10-14,1355.9,1355.9,3250194.0,5850.0,3291670.0,5936.0,0.0,41476.0,27307.0,56
38,1353.6308,1364.4598,2024-08-19,1334.0,1334.0,2024-10-17,1368.6,1368.6,3250194.0,5850.0,3322501.0,5991.0,0.0,72307.0,58194.0,59
39,1364.4598,1375.3755,2024-08-14,1360.6,1360.6,2024-10-22,1380.1,1380.1,3255171.0,5859.0,3289948.0,5933.0,0.0,34777.0,20574.0,69
40,1375.3755,1386.3785,2024-08-01,1366.2,1366.2,2024-10-25,1388.7,1388.7,3252603.0,5855.0,3294279.0,5940.0,0.0,41676.0,27497.0,85
40,1375.3755,1386.3785,2024-11-04,1370.9,1370.9,2024-11-06,1396.2,1396.2,3796176.0,6833.0,3852329.0,6947.0,0.0,56153.0,39618.0,2
41,1386.3785,1397.4695,2022-11-08,1384.9,1384.9,2024-11-12,1403.5,1403.5,2393948.0,4309.0,2417374.0,4359.0,0.0,23426.0,12977.0,735
42,1397.4695,1408.6493,2022-11-08,1384.9,1384.9,2024-12-04,1410.1,1410.1,2393948.0,4309.0,2428742.0,4380.0,0.0,34794.0,24365.0,757
43,1408.6493,1419.9185,2022-11-07,1401.2,1401.2,2024-12-09,1437.0,1437.0,2394797.0,4311.0,2447149.0,4413.0,0.0,52352.0,41952.0,763
44,1419.9185,1431.2778,2022-11-01,1417.2,1417.2,2024-12-09,1437.0,1437.0,2394013.0,4309.0,2418730.0,4362.0,0.0,24716.0,14269.0,769
45,1431.2778,1442.7281,2009-03-17,1408.5,1408.5,2024-12-19,1451.9,1451.9,1038622.0,1870.0,1066774.0,1924.0,0.0,28152.0,23651.0,5756
45,1431.2778,1442.7281,2025-02-24,1427.4,1427.4,2025-02-27,1443.0,1443.0,3520662.0,6337.0,3546338.0,6395.0,0.0,25676.0,10293.0,3
46,1442.7281,1454.2699,2025-02-17,1441.7,1441.7,2025-02-28,1463.4,1463.4,3520444.0,6337.0,3560579.0,6421.0,0.0,40136.0,24780.0,11
46,1442.7281,1454.2699,2025-03-06,1442.4,1442.4,2025-03-11,1458.2,1458.2,3754819.0,6759.0,3782296.0,6820.0,0.0,27477.0,11072.0,5
47,1454.2699,1465.904,2025-02-05,1444.3,1444.3,2025-03-24,1467.7,1467.7,3517594.0,6332.0,3561728.0,6423.0,0.0,44134.0,28798.0,47
46,1442.7281,1454.2699,2025-04-04,1434.1,1434.1,2025-04-07,1467.8,1467.8,3763082.0,6774.0,3837657.0,6920.0,0.0,74576.0,58219.0,3
47,1454.2699,1465.904,2025-04-04,1434.1,1434.1,2025-04-07,1467.8,1467.8,3763082.0,6774.0,3837657.0,6920.0,0.0,74576.0,58219.0,3
48,1465.904,1477.6313,2025-04-04,1434.1,1434.1,2025-04-09,1484.1,1484.1,3763082.0,6774.0,3880275.0,6997.0,0.0,117193.0,100913.0,5
44,1419.9185,1431.2778,2025-04-17,1418.9,1418.9,2025-04-24,1435.0,1435.0,3767089.0,6781.0,3796131.0,6845.0,0.0,29041.0,12585.0,7
42,1397.4695,1408.6493,2025-05-08,1396.6,1396.6,2025-05-13,1416.0,1416.0,3685418.0,6634.0,3723172.0,6714.0,0.0,37754.0,21671.0,5
43,1408.6493,1419.9185,2025-05-02,1405.3,1405.3,2025-05-14,1420.2,1420.2,3687099.0,6637.0,3712790.0,6695.0,0.0,25691.0,9579.0,12
39,1364.4598,1375.3755,2025-05-26,1364.4,1364.4,2025-05-28,1376.5,1376.5,7354164.0,13237.0,7392698.0,13331.0,0.0,38534.0,6375.0,2
39,1364.4598,1375.3755,2025-06-05,1358.4,1358.4,2025-06-19,1380.2,1380.2,7350463.0,13231.0,7441564.0,13419.0,0.0,91100.0,59052.0,14
38,1353.6308,1364.4598,2025-06-30,1350.0,1350.0,2025-07-07,1367.8,1367.8,7353635.0,13237.0,7423796.0,13387.0,0.0,70161.0,38061.0,7
39,1364.4598,1375.3755,2025-06-24,1360.2,1360.2,2025-07-11,1375.4,1375.4,7366173.0,13259.0,7421698.0,13383.0,0.0,55525.0,23344.0,17
40,1375.3755,1386.3785,2025-05-26,1364.4,1364.4,2025-07-17,1392.6,1392.6,7354164.0,13237.0,7479166.0,13487.0,0.0,125001.0,92998.0,52
40,1375.3755,1386.3785,2025-07-24,1367.2,1367.2,2025-07-29,1391.0,1391.0,7398140.0,13317.0,7499853.0,13524.0,0.0,101713.0,69475.0,5
41,1386.3785,1397.4695,2025-05-22,1381.3,1381.3,2025-08-01,1401.4,1401.4,7369774.0,13266.0,7450122.0,13434.0,0.0,80348.0,48196.0,71
41,1386.3785,1397.4695,2025-08-04,1385.2,1385.2,2025-08-20,1398.4,1398.4,7426773.0,13368.0,7470578.0,13471.0,0.0,43805.0,11337.0,16
41,1386.3785,1397.4695,2025-08-25,1384.7,1384.7,2025-09-24,1397.5,1397.5,7438365.0,13389.0,7480123.0,13489.0,0.0,41758.0,9236.0,30
42,1397.4695,1408.6493,2025-05-15,1394.5,1394.5,2025-09-26,1412.4,1412.4,3688567.0,6639.0,3722476.0,6713.0,0.0,33910.0,17806.0,134
43,1408.6493,1419.9185,2025-05-15,1394.5,1394.5,2025-10-10,1421.0,1421.0,3688567.0,6639.0,3745142.0,6753.0,0.0,56576.0,40513.0,148
44,1419.9185,1431.2778,2025-05-02,1405.3,1405.3,2025-10-23,1439.6,1439.6,3687099.0,6637.0,3763507.0,6787.0,0.0,76408.0,60388.0,174
45,1431.2778,1442.7281,2025-04-14,1424.1,1424.1,2025-11-05,1449.4,1449.4,3767813.0,6782.0,3820958.0,6890.0,0.0,53145.0,36729.0,205
46,1442.7281,1454.2699,2025-04-14,1424.1,1424.1,2025-11-07,1456.9,1456.9,3767813.0,6782.0,3840729.0,6926.0,0.0,72917.0,56536.0,207
47,1454.2699,1465.904,2025-04-11,1449.9,1449.9,2025-11-13,1467.7,1467.7,3770114.0,6786.0,3802672.0,6857.0,0.0,32558.0,16095.0,216
48,1465.904,1477.6313,2025-04-10,1456.4,1456.4,2025-12-17,1479.8,1479.8,3770383.0,6787.0,3817183.0,6883.0,0.0,46800.0,30361.0,251
45,1431.2778,1442.7281,2025-12-29,1429.8,1429.8,2026-01-05,1443.8,1443.8,4023442.0,7242.0,4048224.0,7300.0,0.0,24783.0,7195.0,7
46,1442.7281,1454.2699,2025-12-26,1440.3,1440.3,2026-01-09,1457.6,1457.6,4024746.0,7245.0,4058439.0,7318.0,0.0,33693.0,16116.0,14
47,1454.2699,1465.904,2025-12-24,1449.8,1449.8,2026-01-12,1468.4,1468.4,4025718.0,7246.0,4062700.0,7326.0,0.0,36982.0,19407.0,19
48,1465.904,1477.6313,2025-12-24,1449.8,1449.8,2026-01-20,1478.1,1478.1,4025718.0,7246.0,4089538.0,7374.0,0.0,63820.0,46293.0,27
45,1431.2778,1442.7281,2026-01-28,1422.5,1422.5,2026-02-02,1464.3,1464.3,3853902.0,6937.0,3952880.0,7128.0,0.0,98978.0,82267.0,5
46,1442.7281,1454.2699,2026-01-26,1440.6,1440.6,2026-02-02,1464.3,1464.3,3857873.0,6944.0,3907236.0,7046.0,0.0,49364.0,32546.0,7
47,1454.2699,1465.904,2026-01-26,1440.6,1440.6,2026-02-05,1469.0,1469.0,3857873.0,6944.0,3919777.0,7068.0,0.0,61905.0,45110.0,10
45,1431.2778,1442.7281,2026-02-25,1429.4,1429.4,2026-03-03,1466.1,1466.1,3783537.0,6810.0,3866722.0,6973.0,0.0,83185.0,66754.0,6
46,1442.7281,1454.2699,2026-02-12,1440.2,1440.2,2026-03-03,1466.1,1466.1,3782690.0,6809.0,3836866.0,6919.0,0.0,54176.0,37697.0,19
47,1454.2699,1465.904,2026-02-11,1450.1,1450.1,2026-03-03,1466.1,1466.1,3784236.0,6812.0,3812229.0,6874.0,0.0,27993.0,11460.0,20
48,1465.904,1477.6313,2026-01-23,1465.8,1465.8,2026-03-09,1495.5,1495.5,3860142.0,6948.0,3924191.0,7076.0,0.0,64049.0,47248.0,45
49,1477.6313,1489.4523,2026-01-21,1471.3,1471.3,2026-03-09,1495.5,1495.5,3860108.0,6948.0,3909487.0,7050.0,0.0,49379.0,32552.0,47
49,1477.6313,1489.4523,2026-03-10,1469.2,1469.2,2026-03-13,1493.7,1493.7,3967279.0,7141.0,4018929.0,7247.0,0.0,51650.0,34357.0,3
50,1489.4523,1501.3679,2026-03-10,1469.2,1469.2,2026-03-23,1517.3,1517.3,3967279.0,7141.0,4082427.0,7362.0,0.0,115148.0,97969.0,13
51,1501.3679,1513.3789,2026-03-24,1495.2,1495.2,2026-03-30,1515.7,1515.7,3974828.0,7155.0,4014833.0,7240.0,0.0,40005.0,22658.0,6
51,1501.3679,1513.3789,2026-04-01,1501.3,1501.3,2026-04-02,1519.7,1519.7,3976683.0,7158.0,4010943.0,7233.0,0.0,34260.0,16894.0,1
47,1454.2699,1465.904,2026-05-07,1454.0,1454.0,2026-05-08,1471.7,1471.7,3978917.0,7162.0,4012868.0,7236.0,0.0,33951.0,16575.0,1
48,1465.904,1477.6313,2026-05-04,1462.8,1462.8,2026-05-12,1489.9,1489.9,3980874.0,7166.0,4040041.0,7285.0,0.0,59167.0,41828.0,8
49,1477.6313,1489.4523,2026-04-08,1470.6,1470.6,2026-05-12,1489.9,1489.9,3977397.0,7159.0,4015102.0,7240.0,0.0,37705.0,20343.0,34
50,1489.4523,1501.3679,2026-04-08,1470.6,1470.6,2026-05-19,1507.8,1507.8,3977397.0,7159.0,4063341.0,7327.0,0.0,85944.0,68668.0,41
51,1501.3679,1513.3789,2026-04-08,1470.6,1470.6,2026-05-22,1517.2,1517.2,3977397.0,7159.0,4088673.0,7373.0,0.0,111276.0,94046.0,44
51,1501.3679,1513.3789,2026-05-27,1501.2,1501.2,2026-06-02,1516.4,1516.4,3998710.0,7198.0,4024670.0,7257.0,0.0,25960.0,8483.0,6
52,1513.3789,1525.4859,2026-04-01,1501.3,1501.3,2026-06-04,1529.7,1529.7,3976683.0,7158.0,4037336.0,7280.0,0.0,60653.0,43335.0,64
52,1513.3789,1525.4859,2026-06-09,1512.1,1512.1,2026-06-11,1528.9,1528.9,4003280.0,7206.0,4033199.0,7273.0,0.0,29919.0,12429.0,2
52,1513.3789,1525.4859,2026-06-15,1511.1,1511.1,2026-06-18,1527.1,1527.1,4005668.0,7210.0,4033521.0,7273.0,0.0,27853.0,10349.0,3
