종목,만기월,방향,손절선(%),구간,신호,제외,합계(%),평균(%),승률(%),최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능
SPY,12,위,-6.0,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-6.0,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-6.0,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-6.5,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-6.5,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-6.5,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-6.5,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-6.5,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-7.0,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-7.0,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-7.0,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-7.0,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-7.0,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-7.5,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-7.5,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-7.5,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-7.5,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-7.5,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-8.0,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-8.0,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-8.0,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-8.0,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-8.0,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-8.5,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-8.5,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-8.5,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-8.5,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-8.5,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-9.0,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-9.0,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-9.0,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-9.0,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-9.0,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-9.5,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-9.5,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-9.5,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-9.5,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-9.5,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
SPY,12,위,-10.0,전체,33,0,23.53,0.71,69.7,3.95,-2.9,1.53,0,0,4.3,예
SPY,12,위,-10.0,앞 절반,16,0,3.93,0.25,56.25,3.53,-2.9,1.58,0,0,4.31,예
SPY,12,위,-10.0,뒤 절반,17,0,19.6,1.15,82.35,3.95,-1.93,1.38,0,0,4.29,예
SPY,12,위,-10.0,최근 10년,10,0,9.46,0.95,80.0,2.93,-0.09,1.0,0,0,4.4,예
SPY,12,위,-10.0,최근 5년,5,0,5.24,1.05,80.0,2.33,-0.09,0.9,0,0,4.4,아니오
QQQ,9,아래,무손절,전체,27,0,29.84,1.11,66.67,5.78,-3.48,2.49,0,0,5.0,예
QQQ,9,아래,무손절,앞 절반,13,0,16.73,1.29,69.23,5.78,-3.48,3.08,0,0,5.0,예
QQQ,9,아래,무손절,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,무손절,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,무손절,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-1.0,전체,27,0,9.83,0.36,40.74,5.78,-3.16,2.2,3,12,3.44,예
QQQ,9,아래,-1.0,앞 절반,13,0,5.63,0.43,30.77,5.78,-3.16,2.83,1,8,2.85,예
QQQ,9,아래,-1.0,뒤 절반,14,0,4.2,0.3,50.0,3.48,-1.32,1.52,2,4,4.0,예
QQQ,9,아래,-1.0,최근 10년,10,0,1.85,0.19,50.0,3.48,-1.32,1.62,2,3,4.0,예
QQQ,9,아래,-1.0,최근 5년,5,0,2.18,0.44,60.0,3.48,-1.0,1.84,0,2,4.2,아니오
QQQ,9,아래,-1.5,전체,27,0,17.07,0.63,55.56,5.78,-3.16,2.47,3,8,4.04,예
QQQ,9,아래,-1.5,앞 절반,13,0,12.33,0.95,53.85,5.78,-3.16,3.08,2,4,3.62,예
QQQ,9,아래,-1.5,뒤 절반,14,0,4.74,0.34,57.14,3.48,-2.27,1.8,1,4,4.43,예
QQQ,9,아래,-1.5,최근 10년,10,0,-0.92,-0.09,50.0,3.48,-2.27,1.88,1,4,4.2,예
QQQ,9,아래,-1.5,최근 5년,5,0,0.41,0.08,60.0,3.48,-2.27,2.22,1,1,4.4,아니오
QQQ,9,아래,-2.0,전체,27,0,25.29,0.94,62.96,5.78,-3.16,2.58,3,4,4.37,예
QQQ,9,아래,-2.0,앞 절반,13,0,13.8,1.06,61.54,5.78,-3.16,3.13,2,3,4.0,예
QQQ,9,아래,-2.0,뒤 절반,14,0,11.49,0.82,64.29,4.77,-2.27,2.04,1,1,4.71,예
QQQ,9,아래,-2.0,최근 10년,10,0,5.83,0.58,60.0,4.77,-2.27,2.32,1,1,4.6,예
QQQ,9,아래,-2.0,최근 5년,5,0,6.68,1.34,80.0,4.77,-2.27,2.8,1,0,4.8,아니오
QQQ,9,아래,-2.5,전체,27,0,25.1,0.93,62.96,5.78,-3.16,2.6,3,2,4.67,예
QQQ,9,아래,-2.5,앞 절반,13,0,11.99,0.92,61.54,5.78,-3.16,3.29,3,2,4.31,예
QQQ,9,아래,-2.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-2.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-2.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-3.0,전체,27,0,24.08,0.89,62.96,5.78,-3.16,2.66,1,3,4.74,예
QQQ,9,아래,-3.0,앞 절반,13,0,10.97,0.84,61.54,5.78,-3.16,3.38,1,3,4.46,예
QQQ,9,아래,-3.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-3.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-3.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-3.5,전체,27,0,27.4,1.01,66.67,5.78,-3.5,2.63,0,3,4.78,예
QQQ,9,아래,-3.5,앞 절반,13,0,14.29,1.1,69.23,5.78,-3.5,3.34,0,3,4.54,예
QQQ,9,아래,-3.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-3.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-3.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-4.0,전체,27,0,26.42,0.98,66.67,5.78,-4.0,2.7,0,2,4.78,예
QQQ,9,아래,-4.0,앞 절반,13,0,13.31,1.02,69.23,5.78,-4.0,3.45,0,2,4.54,예
QQQ,9,아래,-4.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-4.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-4.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-4.5,전체,27,0,28.14,1.04,66.67,5.78,-4.5,2.61,0,1,4.85,예
QQQ,9,아래,-4.5,앞 절반,13,0,15.03,1.16,69.23,5.78,-4.5,3.3,0,1,4.69,예
QQQ,9,아래,-4.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-4.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-4.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-5.0,전체,27,0,27.64,1.02,66.67,5.78,-5.0,2.65,0,1,4.85,예
QQQ,9,아래,-5.0,앞 절반,13,0,14.53,1.12,69.23,5.78,-5.0,3.37,0,1,4.69,예
QQQ,9,아래,-5.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-5.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-5.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-5.5,전체,27,0,27.14,1.01,66.67,5.78,-5.5,2.7,0,1,4.85,예
QQQ,9,아래,-5.5,앞 절반,13,0,14.03,1.08,69.23,5.78,-5.5,3.45,0,1,4.69,예
QQQ,9,아래,-5.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-5.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-5.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-6.0,전체,27,0,26.64,0.99,66.67,5.78,-6.0,2.74,0,1,4.85,예
QQQ,9,아래,-6.0,앞 절반,13,0,13.53,1.04,69.23,5.78,-6.0,3.53,0,1,4.69,예
QQQ,9,아래,-6.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-6.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-6.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-6.5,전체,27,0,26.14,0.97,66.67,5.78,-6.5,2.79,0,1,4.89,예
QQQ,9,아래,-6.5,앞 절반,13,0,13.03,1.0,69.23,5.78,-6.5,3.62,0,1,4.77,예
QQQ,9,아래,-6.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-6.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-6.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-7.0,전체,27,0,25.64,0.95,66.67,5.78,-7.0,2.85,0,1,4.89,예
QQQ,9,아래,-7.0,앞 절반,13,0,12.53,0.96,69.23,5.78,-7.0,3.7,0,1,4.77,예
QQQ,9,아래,-7.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-7.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-7.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-7.5,전체,27,0,25.14,0.93,66.67,5.78,-7.5,2.9,0,1,4.89,예
QQQ,9,아래,-7.5,앞 절반,13,0,12.03,0.93,69.23,5.78,-7.5,3.8,0,1,4.77,예
QQQ,9,아래,-7.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-7.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-7.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-8.0,전체,27,0,29.84,1.11,66.67,5.78,-3.48,2.49,0,0,5.0,예
QQQ,9,아래,-8.0,앞 절반,13,0,16.73,1.29,69.23,5.78,-3.48,3.08,0,0,5.0,예
QQQ,9,아래,-8.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-8.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-8.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-8.5,전체,27,0,29.84,1.11,66.67,5.78,-3.48,2.49,0,0,5.0,예
QQQ,9,아래,-8.5,앞 절반,13,0,16.73,1.29,69.23,5.78,-3.48,3.08,0,0,5.0,예
QQQ,9,아래,-8.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-8.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-8.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-9.0,전체,27,0,29.84,1.11,66.67,5.78,-3.48,2.49,0,0,5.0,예
QQQ,9,아래,-9.0,앞 절반,13,0,16.73,1.29,69.23,5.78,-3.48,3.08,0,0,5.0,예
QQQ,9,아래,-9.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-9.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-9.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-9.5,전체,27,0,29.84,1.11,66.67,5.78,-3.48,2.49,0,0,5.0,예
QQQ,9,아래,-9.5,앞 절반,13,0,16.73,1.29,69.23,5.78,-3.48,3.08,0,0,5.0,예
QQQ,9,아래,-9.5,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-9.5,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-9.5,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,9,아래,-10.0,전체,27,0,29.84,1.11,66.67,5.78,-3.48,2.49,0,0,5.0,예
QQQ,9,아래,-10.0,앞 절반,13,0,16.73,1.29,69.23,5.78,-3.48,3.08,0,0,5.0,예
QQQ,9,아래,-10.0,뒤 절반,14,0,13.11,0.94,64.29,4.77,-1.76,1.88,0,0,5.0,예
QQQ,9,아래,-10.0,최근 10년,10,0,7.45,0.74,60.0,4.77,-1.76,2.13,0,0,5.0,예
QQQ,9,아래,-10.0,최근 5년,5,0,8.06,1.61,80.0,4.77,-0.89,2.4,0,0,5.0,아니오
QQQ,12,위,무손절,전체,27,0,14.29,0.53,62.96,7.68,-5.28,2.56,0,0,4.3,예
QQQ,12,위,무손절,앞 절반,13,0,4.15,0.32,53.85,7.68,-5.28,3.29,0,0,4.31,예
QQQ,12,위,무손절,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,무손절,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,무손절,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-1.0,전체,27,0,12.09,0.45,51.85,7.68,-1.39,1.92,3,8,3.04,예
QQQ,12,위,-1.0,앞 절반,13,0,9.44,0.73,46.15,7.68,-1.0,2.52,0,6,2.85,예
QQQ,12,위,-1.0,뒤 절반,14,0,2.66,0.19,57.14,2.51,-1.39,1.16,3,2,3.21,예
QQQ,12,위,-1.0,최근 10년,10,0,-0.73,-0.07,50.0,1.11,-1.39,0.98,3,1,3.1,예
QQQ,12,위,-1.0,최근 5년,5,0,0.22,0.04,60.0,1.11,-1.39,1.15,1,1,3.0,아니오
QQQ,12,위,-1.5,전체,27,0,10.62,0.39,55.56,7.68,-1.76,2.08,1,9,3.26,예
QQQ,12,위,-1.5,앞 절반,13,0,9.9,0.76,53.85,7.68,-1.76,2.69,1,4,3.23,예
QQQ,12,위,-1.5,뒤 절반,14,0,0.71,0.05,57.14,2.51,-1.5,1.33,0,5,3.29,예
QQQ,12,위,-1.5,최근 10년,10,0,-2.17,-0.22,50.0,1.11,-1.5,1.15,0,4,3.1,예
QQQ,12,위,-1.5,최근 5년,5,0,-0.39,-0.08,60.0,1.11,-1.5,1.31,0,2,3.0,아니오
QQQ,12,위,-2.0,전체,27,0,12.56,0.47,59.26,7.68,-2.0,2.24,0,8,3.52,예
QQQ,12,위,-2.0,앞 절반,13,0,9.23,0.71,53.85,7.68,-2.0,2.77,0,4,3.54,예
QQQ,12,위,-2.0,뒤 절반,14,0,3.33,0.24,64.29,3.12,-2.0,1.68,0,4,3.5,예
QQQ,12,위,-2.0,최근 10년,10,0,0.95,0.1,60.0,3.12,-2.0,1.67,0,3,3.4,예
QQQ,12,위,-2.0,최근 5년,5,0,3.73,0.75,80.0,3.12,-2.0,1.82,0,1,3.6,아니오
QQQ,12,위,-2.5,전체,27,0,11.75,0.44,59.26,7.68,-2.5,2.31,0,5,3.81,예
QQQ,12,위,-2.5,앞 절반,13,0,7.75,0.6,53.85,7.68,-2.5,2.89,0,3,3.77,예
QQQ,12,위,-2.5,뒤 절반,14,0,4.0,0.29,64.29,3.12,-2.5,1.7,0,2,3.86,예
QQQ,12,위,-2.5,최근 10년,10,0,1.79,0.18,60.0,3.12,-2.5,1.68,0,2,3.8,예
QQQ,12,위,-2.5,최근 5년,5,0,3.23,0.65,80.0,3.12,-2.5,2.02,0,1,3.8,아니오
QQQ,12,위,-3.0,전체,27,0,15.91,0.59,62.96,7.68,-3.0,2.42,0,4,4.04,예
QQQ,12,위,-3.0,앞 절반,13,0,6.25,0.48,53.85,7.68,-3.0,3.03,0,3,3.85,예
QQQ,12,위,-3.0,뒤 절반,14,0,9.65,0.69,71.43,3.66,-3.0,1.79,0,1,4.21,예
QQQ,12,위,-3.0,최근 10년,10,0,7.45,0.75,70.0,3.66,-3.0,1.83,0,1,4.3,예
QQQ,12,위,-3.0,최근 5년,5,0,2.73,0.55,80.0,3.12,-3.0,2.21,0,1,4.2,아니오
QQQ,12,위,-3.5,전체,27,0,14.03,0.52,62.96,7.68,-3.5,2.53,0,3,4.04,예
QQQ,12,위,-3.5,앞 절반,13,0,4.88,0.38,53.85,7.68,-3.5,3.17,0,2,3.85,예
QQQ,12,위,-3.5,뒤 절반,14,0,9.15,0.65,71.43,3.66,-3.5,1.88,0,1,4.21,예
QQQ,12,위,-3.5,최근 10년,10,0,6.95,0.7,70.0,3.66,-3.5,1.94,0,1,4.3,예
QQQ,12,위,-3.5,최근 5년,5,0,2.23,0.45,80.0,3.12,-3.5,2.42,0,1,4.2,아니오
QQQ,12,위,-4.0,전체,27,0,14.09,0.52,62.96,7.68,-4.0,2.54,0,2,4.15,예
QQQ,12,위,-4.0,앞 절반,13,0,5.43,0.42,53.85,7.68,-4.0,3.13,0,1,4.08,예
QQQ,12,위,-4.0,뒤 절반,14,0,8.65,0.62,71.43,3.66,-4.0,1.96,0,1,4.21,예
QQQ,12,위,-4.0,최근 10년,10,0,6.45,0.65,70.0,3.66,-4.0,2.07,0,1,4.3,예
QQQ,12,위,-4.0,최근 5년,5,0,1.73,0.35,80.0,3.12,-4.0,2.62,0,1,4.2,아니오
QQQ,12,위,-4.5,전체,27,0,15.07,0.56,62.96,7.68,-4.5,2.49,0,1,4.19,예
QQQ,12,위,-4.5,앞 절반,13,0,4.93,0.38,53.85,7.68,-4.5,3.19,0,1,4.08,예
QQQ,12,위,-4.5,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-4.5,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-4.5,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-5.0,전체,27,0,14.57,0.54,62.96,7.68,-5.0,2.53,0,1,4.19,예
QQQ,12,위,-5.0,앞 절반,13,0,4.43,0.34,53.85,7.68,-5.0,3.26,0,1,4.08,예
QQQ,12,위,-5.0,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-5.0,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-5.0,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-5.5,전체,27,0,14.07,0.52,62.96,7.68,-5.5,2.58,0,1,4.19,예
QQQ,12,위,-5.5,앞 절반,13,0,3.93,0.3,53.85,7.68,-5.5,3.33,0,1,4.08,예
QQQ,12,위,-5.5,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-5.5,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-5.5,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-6.0,전체,27,0,13.57,0.5,62.96,7.68,-6.0,2.62,0,1,4.19,예
QQQ,12,위,-6.0,앞 절반,13,0,3.43,0.26,53.85,7.68,-6.0,3.4,0,1,4.08,예
QQQ,12,위,-6.0,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-6.0,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-6.0,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-6.5,전체,27,0,13.07,0.48,62.96,7.68,-6.5,2.67,0,1,4.19,예
QQQ,12,위,-6.5,앞 절반,13,0,2.93,0.23,53.85,7.68,-6.5,3.48,0,1,4.08,예
QQQ,12,위,-6.5,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-6.5,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-6.5,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-7.0,전체,27,0,12.57,0.47,62.96,7.68,-7.0,2.72,0,1,4.19,예
QQQ,12,위,-7.0,앞 절반,13,0,2.43,0.19,53.85,7.68,-7.0,3.56,0,1,4.08,예
QQQ,12,위,-7.0,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-7.0,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-7.0,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-7.5,전체,27,0,12.07,0.45,62.96,7.68,-7.5,2.78,0,1,4.19,예
QQQ,12,위,-7.5,앞 절반,13,0,1.93,0.15,53.85,7.68,-7.5,3.65,0,1,4.08,예
QQQ,12,위,-7.5,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-7.5,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-7.5,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-8.0,전체,27,0,11.57,0.43,62.96,7.68,-8.0,2.83,0,1,4.19,예
QQQ,12,위,-8.0,앞 절반,13,0,1.43,0.11,53.85,7.68,-8.0,3.74,0,1,4.08,예
QQQ,12,위,-8.0,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-8.0,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-8.0,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-8.5,전체,27,0,9.3,0.34,62.96,7.68,-10.27,3.11,1,0,4.22,예
QQQ,12,위,-8.5,앞 절반,13,0,-0.84,-0.06,53.85,7.68,-10.27,4.18,1,0,4.15,예
QQQ,12,위,-8.5,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-8.5,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-8.5,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-9.0,전체,27,0,9.3,0.34,62.96,7.68,-10.27,3.11,1,0,4.22,예
QQQ,12,위,-9.0,앞 절반,13,0,-0.84,-0.06,53.85,7.68,-10.27,4.18,1,0,4.15,예
QQQ,12,위,-9.0,뒤 절반,14,0,10.14,0.72,71.43,3.66,-2.51,1.72,0,0,4.29,예
QQQ,12,위,-9.0,최근 10년,10,0,7.94,0.79,70.0,3.66,-2.51,1.72,0,0,4.4,예
QQQ,12,위,-9.0,최근 5년,5,0,3.22,0.64,80.0,3.12,-2.51,2.02,0,0,4.4,아니오
QQQ,12,위,-9.5,전체,27,0,9.3,0.34,62.96,7.68,-10.27,3.11,1,0,4.22,예
