날짜,시가,고가,저가,종가,거래량,등락률
2017-04-27,8785,8805,8745,8780,407918,0.9079416159062177
2017-04-28,8785,8889,8750,8874,385589,1.070615034168565
2017-05-02,8845,8879,8730,8775,425549,-1.1156186612576064
2017-05-04,8835,8840,8775,8800,471819,0.2849002849002849
2017-05-08,8835,8879,8765,8785,415634,-0.17045454545454544
2017-05-10,8874,8879,8800,8850,455011,0.7398975526465565
2017-05-11,8785,8835,8735,8750,426707,-1.1299435028248588
2017-05-12,8691,8780,8671,8755,412966,0.05714285714285715
2017-05-15,8701,8745,8681,8691,334161,-0.7310108509423187
2017-05-16,8611,8726,8577,8582,672571,-1.2541709814750892
2017-05-17,8572,8661,8572,8597,507110,0.17478443253320905
2017-05-18,8671,8735,8661,8701,418717,1.2097243224380598
2017-05-19,8735,8790,8701,8721,356460,0.22985863693828296
2017-05-22,8701,8701,8547,8606,529761,-1.3186561174177274
2017-05-23,8552,8676,8552,8676,419862,0.8133860097606322
2017-05-24,8691,8740,8676,8726,385658,0.5763024435223606
2017-05-25,8616,8641,8567,8577,1018020,-1.7075406830162732
2017-05-26,8626,8641,8582,8641,469856,0.7461816485950798
2017-05-29,8611,8641,8587,8636,437759,-0.05786367318597385
2017-05-30,8666,8701,8646,8701,422247,0.7526632700324224
2017-05-31,8691,8691,8621,8626,375349,-0.861969888518561
2017-06-01,8621,8651,8601,8651,440973,0.2898214699744957
2017-06-02,8641,8656,8616,8651,387655,0.0
2017-06-05,8646,8646,8562,8597,399794,-0.6242052941856433
2017-06-07,8601,8676,8597,8661,383396,0.74444573688496
2017-06-08,8691,8726,8651,8656,410224,-0.05773005426625101
2017-06-09,8661,8671,8611,8651,384320,-0.057763401109057304
2017-06-12,8696,8726,8681,8726,407412,0.8669517974800601
2017-06-13,8765,8780,8716,8730,446048,0.045840018336007336
2017-06-14,8726,8730,8676,8676,349451,-0.6185567010309279
2017-06-15,8626,8701,8597,8666,417918,-0.11526048870447211
2017-06-16,8775,8874,8691,8830,1007635,1.892453265635818
2017-06-19,8840,8840,8745,8810,421822,-0.22650056625141565
2017-06-20,8859,8889,8840,8859,536176,0.5561861520998865
2017-06-21,8929,9003,8894,8993,1092484,1.512586070662603
2017-06-22,8983,8983,8914,8954,469785,-0.4336706327143333
2017-06-23,8929,8964,8914,8929,439670,-0.27920482465937013
2017-06-26,8854,8894,8840,8884,248629,-0.5039758091611602
2017-06-27,8840,8909,8840,8889,190326,0.05628095452498874
2017-06-28,8939,8983,8924,8983,327770,1.0574867814152324
2017-06-29,8934,8949,8889,8944,211143,-0.43415340086830684
2017-06-30,9028,9043,8959,9008,314525,0.7155635062611807
2017-07-03,8621,9058,8621,9033,122105,0.2775310834813499
2017-07-04,9068,9122,9038,9098,134726,0.7195837484778036
2017-07-05,9117,9117,9058,9098,48700,0.0
2017-07-06,9142,9212,9098,9212,97725,1.2530226423389756
2017-07-07,9217,9222,9157,9177,66740,-0.3799392097264438
2017-07-10,9152,9152,9068,9088,60182,-0.9698158439577205
2017-07-11,9078,9127,9068,9112,28217,0.2640845070422535
2017-07-12,9053,9068,9008,9028,58409,-0.9218612818261633
2017-07-13,8909,8944,8874,8889,104004,-1.5396544085068675
2017-07-14,8889,8924,8850,8854,96146,-0.39374507818652266
2017-07-17,8780,8795,8745,8770,183937,-0.9487237406821775
2017-07-18,8790,8805,8686,8691,203649,-0.9007981755986317
2017-07-19,8701,8701,8641,8656,354295,-0.4027154527672305
2017-07-20,8691,8745,8676,8730,335635,0.8548983364140481
2017-07-21,8656,8706,8611,8621,475568,-1.2485681557846506
2017-07-24,8621,8626,8532,8557,686664,-0.7423732745621158
2017-07-25,8567,8621,8562,8582,476443,0.2921584667523665
2017-07-26,8636,8676,8616,8661,422966,0.9205313446749009
2017-07-27,8522,8552,8492,8537,1547576,-1.431705345803025
2017-07-28,8582,8671,8572,8671,653749,1.5696380461520438
2017-07-31,8716,8721,8626,8631,167889,-0.4613078076346442
2017-08-01,8606,8656,8572,8651,327696,0.23172285946008575
2017-08-02,8656,8721,8646,8701,262020,0.5779678649867067
2017-08-03,8696,8780,8696,8760,270652,0.6780829789679348
2017-08-04,8750,8765,8681,8706,172517,-0.6164383561643836
2017-08-07,8730,8775,8721,8740,93755,0.390535263036986
2017-08-08,8745,8745,8681,8726,95281,-0.16018306636155605
2017-08-09,8815,8904,8815,8859,1009452,1.524180609672244
2017-08-10,8914,9018,8904,8979,1333429,1.3545546901456147
2017-08-11,9018,9063,8993,8998,859156,0.21160485577458513
2017-08-14,8924,8944,8874,8939,276158,-0.6557012669482107
2017-08-16,8864,8983,8854,8964,324163,0.2796733415370847
2017-08-17,8874,8904,8845,8884,91555,-0.892458723784025
2017-08-18,8954,8988,8934,8964,303584,0.9004952723998199
2017-08-21,8899,8934,8889,8929,36905,-0.39045069165551094
2017-08-22,8924,8924,8840,8850,55100,-0.8847575316384814
2017-08-23,8825,8845,8765,8815,66028,-0.39548022598870053
2017-08-24,8745,8765,8730,8755,207991,-0.6806579693703914
2017-08-25,8750,8805,8745,8755,149414,0.0
2017-08-28,8666,8666,8626,8646,506209,-1.2450028555111365
2017-08-29,8691,8775,8681,8721,271720,0.8674531575294934
2017-08-30,8696,8706,8656,8706,102745,-0.1719986240110079
2017-08-31,8706,8760,8676,8755,84466,0.5628302320238916
2017-09-01,8681,8711,8656,8681,157205,-0.845231296402056
2017-09-04,8770,8845,8765,8840,331165,1.8315862227853932
2017-09-05,8795,8845,8780,8800,237849,-0.4524886877828055
2017-09-06,8825,8879,8795,8859,232676,0.6704545454545454
2017-09-07,8815,8815,8750,8770,80875,-1.0046280618579975
2017-09-08,8730,8770,8711,8735,113247,-0.3990877993158495
2017-09-11,8726,8810,8726,8805,72547,0.8013737836290785
2017-09-12,8770,8795,8760,8770,67178,-0.3975014196479273
2017-09-13,8765,8780,8721,8755,97329,-0.17103762827822122
2017-09-14,8800,8835,8800,8830,122356,0.8566533409480296
2017-09-15,8894,8894,8810,8815,140451,-0.16987542468856173
2017-09-18,8830,8830,8721,8740,112488,-0.8508224617129893
2017-09-19,8750,8805,8750,8800,79423,0.6864988558352403
2017-09-20,8800,8805,8750,8765,50809,-0.3977272727272727
2017-09-21,8845,8850,8805,8830,128443,0.7415858528237307
2017-09-22,8845,8934,8820,8884,350675,0.6115515288788221
2017-09-25,8859,8859,8780,8810,129916,-0.8329581269698334
2017-09-26,8859,8894,8850,8889,133788,0.8967082860385925
2017-09-27,8914,8944,8914,8944,152818,0.6187422657216785
2017-09-28,8998,9093,8979,9073,506324,1.4423076923076923
2017-09-29,9023,9048,9008,9033,119957,-0.4408685109666042
2017-10-10,8993,8993,8884,8884,208321,-1.649507361895273
2017-10-11,8864,8919,8820,8884,90727,0.0
2017-10-12,8820,8889,8815,8845,49356,-0.4389914452949122
2017-10-13,8820,8854,8775,8785,169588,-0.6783493499152063
2017-10-16,8745,8780,8735,8770,331050,-0.1707455890722823
2017-10-17,8790,8840,8785,8840,86292,0.798175598631699
2017-10-18,8815,8820,8770,8805,234276,-0.39592760180995473
2017-10-19,8815,8850,8800,8835,92813,0.34071550255536626
2017-10-20,8775,8854,8770,8815,120695,-0.22637238256932654
2017-10-23,8869,8869,8790,8800,101429,-0.17016449234259784
2017-10-24,8800,8805,8755,8760,299338,-0.45454545454545453
2017-10-25,8805,8805,8745,8760,128064,0.0
2017-10-26,8726,8740,8701,8721,424565,-0.4452054794520548
2017-10-27,8770,8820,8765,8800,212613,0.9058594197913084
2017-10-30,8730,8750,8691,8721,229093,-0.8977272727272728
2017-10-31,8696,8696,8641,8651,797116,-0.8026602453847035
2017-11-01,8611,8631,8567,8567,1209233,-0.9709860131776673
2017-11-02,8532,8562,8512,8557,1774941,-0.1167269756040621
2017-11-03,8527,8552,8502,8537,822357,-0.2337267734018932
2017-11-06,8577,8626,8562,8567,434532,0.3514115028698606
2017-11-07,8567,8567,8492,8512,604679,-0.6419983658223416
2017-11-08,8537,8572,8532,8567,374331,0.6461466165413533
2017-11-09,8542,8582,8527,8562,321646,-0.05836348780203105
2017-11-10,8621,8621,8577,8597,202146,0.40878299462742346
2017-11-13,8621,8666,8621,8641,296298,0.5118064441084099
2017-11-14,8641,8646,8592,8611,156735,-0.34718203911584306
2017-11-15,8567,8587,8527,8527,248978,-0.9754964580188131
2017-11-16,8438,8443,8329,8353,988092,-2.0405769907353113
2017-11-17,8279,8309,8224,8299,728765,-0.6464743206033761
2017-11-20,8299,8348,8254,8329,355903,0.3614893360645861
2017-11-21,8289,8324,8264,8274,364530,-0.6603433785568495
2017-11-22,8195,8244,8170,8170,493872,-1.256949480299734
2017-11-23,8135,8195,8046,8115,396770,-0.6731946144430845
2017-11-24,8110,8135,8076,8110,245196,-0.06161429451632779
2017-11-27,8100,8160,8100,8145,212070,0.43156596794081376
2017-11-28,8185,8190,8100,8100,202467,-0.5524861878453038
2017-11-29,8091,8105,7991,7991,406810,-1.345679012345679
2017-11-30,8051,8170,8036,8140,442937,1.864597672381429
2017-12-01,8140,8160,8095,8115,142031,-0.3071253071253071
2017-12-04,8115,8175,8105,8150,164220,0.43130006161429446
2017-12-05,8120,8155,8056,8105,129331,-0.5521472392638037
2017-12-06,8135,8244,8135,8234,234054,1.5916101172115975
2017-12-07,8259,8269,8190,8220,86224,-0.17002671848433326
2017-12-08,8244,8264,8200,8224,113326,0.04866180048661801
2017-12-11,8200,8229,8190,8205,131630,-0.23103112840466927
2017-12-12,8160,8215,8145,8215,84681,0.1218769043266301
2017-12-13,8239,8249,8185,8200,77066,-0.18259281801582472
2017-12-14,8105,8160,8095,8160,168701,-0.4878048780487805
2017-12-15,8175,8190,8140,8175,45616,0.1838235294117647
2017-12-18,8165,8200,8135,8155,95775,-0.24464831804281345
2017-12-19,8130,8160,8105,8105,77734,-0.6131207847946045
2017-12-20,8120,8125,8036,8041,124657,-0.7896360271437385
2017-12-21,8026,8066,8006,8056,196758,0.186543962193757
2017-12-22,8026,8051,7981,8026,115760,-0.3723932472691162
2017-12-26,7996,8006,7967,7976,131306,-0.622975330176925
2017-12-27,7971,7971,7937,7937,154552,-0.48896690070210636
2017-12-28,7947,7957,7892,7902,220169,-0.44097265969509886
2018-01-02,7842,7857,7758,7763,349099,-1.7590483421918501
2018-01-03,7773,7852,7768,7803,208490,0.5152647172484864
2018-01-04,7803,7862,7768,7768,145631,-0.44854543124439317
2018-01-05,7773,7798,7743,7783,104540,0.19309989701338826
2018-01-08,7768,7867,7723,7828,145625,0.5781832198381087
2018-01-09,7862,7872,7813,7833,121608,0.06387327542156361
2018-01-10,7907,7922,7872,7917,137469,1.0723860589812333
2018-01-11,7892,7937,7872,7922,113024,0.06315523556902868
2018-01-12,7833,7833,7788,7813,535228,-1.3759151729361272
2018-01-15,7763,7783,7728,7778,166850,-0.44797132983489063
2018-01-16,7783,7823,7773,7778,121759,0.0
2018-01-17,7798,7872,7788,7867,116426,1.1442530213422473
2018-01-18,7867,7907,7838,7887,350396,0.25422651582560063
2018-01-19,7887,7902,7803,7833,298993,-0.6846709775580069
2018-01-22,7833,7892,7818,7882,135961,0.6255585344057194
2018-01-23,7872,7912,7838,7882,210389,0.0
2018-01-24,7927,7932,7862,7882,249637,0.0
2018-01-25,7823,7828,7723,7733,387229,-1.8903831514843947
2018-01-26,7818,7842,7783,7808,191813,0.9698693909220225
2018-01-29,7808,7842,7768,7828,106626,0.25614754098360654
2018-01-30,7887,7947,7867,7942,283410,1.4563106796116505
2018-01-31,7947,7952,7857,7867,179221,-0.9443465122135483
2018-02-01,7887,7952,7867,7922,110458,0.6991229185204016
2018-02-02,7917,8056,7897,8031,390946,1.3759151729361272
2018-02-05,8190,8224,8150,8170,731444,1.73079317644129
2018-02-06,8284,8314,8155,8190,837750,0.24479804161566704
2018-02-07,8061,8150,8031,8150,319616,-0.4884004884004884
2018-02-08,8185,8205,8120,8150,301585,0.0
2018-02-09,8299,8299,8175,8210,499927,0.7361963190184049
2018-02-12,8120,8120,8061,8105,228566,-1.2789281364190013
2018-02-13,8076,8115,8046,8100,197575,-0.061690314620604564
2018-02-14,8110,8110,7986,7996,135222,-1.2839506172839505
2018-02-19,7887,7897,7842,7857,353281,-1.738369184592296
2018-02-20,7872,7942,7872,7942,172061,1.0818378515973017
2018-02-21,7952,7996,7927,7986,200499,0.554016620498615
2018-02-22,7996,8115,7996,8095,146510,1.3648885549711995
2018-02-23,8056,8061,7986,8031,100365,-0.7906114885731933
2018-02-26,7986,7986,7937,7952,163018,-0.9836882081932511
2018-02-27,7917,7952,7877,7927,290732,-0.3143863179074447
2018-02-28,8041,8105,8026,8095,350975,2.119338968083764
2018-03-02,8095,8095,8036,8056,354175,-0.4817788758492897
2018-03-05,8036,8086,7996,8076,243039,0.24826216484607747
2018-03-06,7996,8011,7962,7981,193210,-1.1763249133234275
2018-03-07,7838,7907,7838,7892,359977,-1.1151484776343816
2018-03-08,7857,7902,7847,7897,181224,0.06335529650278764
2018-03-09,7897,7917,7857,7892,251727,-0.06331518298087882
2018-03-12,7838,7852,7798,7833,383874,-0.7475924987328941
2018-03-13,7828,7857,7813,7852,126202,0.24256351334099321
2018-03-14,7857,7882,7798,7823,251100,-0.369332654100866
2018-03-15,7828,7872,7808,7833,178042,0.12782819890067748
2018-03-16,7882,7922,7852,7852,233742,0.24256351334099321
2018-03-19,7897,7927,7877,7922,175577,0.891492613346918
2018-03-20,7937,7942,7877,7877,160974,-0.5680383741479424
2018-03-21,7912,7927,7897,7922,153610,0.5712834835597308
2018-03-22,7838,7937,7818,7917,276690,-0.06311537490532694
2018-03-23,8051,8061,8011,8061,461545,1.8188707843880259
2018-03-26,8056,8061,8006,8046,187926,-0.18608113137327875
2018-03-27,7942,7976,7882,7887,474398,-1.97613721103654
2018-03-28,7947,7962,7833,7902,273127,0.1901863826550019
2018-03-29,7838,7882,7823,7842,222270,-0.759301442672741
2018-03-30,7803,7842,7798,7818,193497,-0.306044376434583
2018-04-02,7778,7788,7714,7714,514256,-1.3302634944998721
2018-04-03,7728,7748,7684,7689,264073,-0.3240860772621208
2018-04-04,7684,7758,7679,7743,168557,0.702301989855638
2018-04-05,7728,7803,7714,7753,178700,0.12914890869172155
2018-04-06,7813,7892,7803,7887,218454,1.728363214239649
2018-04-09,7897,7917,7833,7867,134939,-0.25358184354000257
2018-04-10,7897,7937,7818,7847,191371,-0.25422651582560063
2018-04-11,7833,7882,7823,7847,60941,0.0
2018-04-12,7852,7922,7847,7897,144093,0.6371861858034917
2018-04-13,7887,7927,7877,7912,58704,0.18994554894263643
2018-04-16,7902,7981,7902,7962,226023,0.6319514661274014
2018-04-17,7902,7917,7862,7867,38838,-1.193167545842753
2018-04-18,7847,7887,7823,7887,96978,0.25422651582560063
2018-04-19,7852,7877,7763,7798,103588,-1.1284392037530113
2018-04-20,7852,7892,7847,7867,95560,0.8848422672480124
2018-04-23,7927,7927,7872,7892,121768,0.31778314478200076
2018-04-24,8026,8046,7981,8011,483538,1.5078560567663457
2018-04-25,8016,8081,7991,8071,276792,0.7489701660217202
2018-04-26,8061,8081,8026,8076,260483,0.061950192045595334
2018-04-27,8021,8051,7976,8016,107107,-0.7429420505200593
2018-04-30,7907,7907,7862,7897,74649,-1.4845309381237526
2018-05-02,7971,8036,7957,8006,172702,1.3802709889831581
2018-05-03,8046,8056,7996,8011,92866,0.062453160129902575
2018-05-04,8006,8036,7991,8021,42529,0.12482836100362002
2018-05-08,8056,8066,8011,8016,80580,-0.06233636703652911
2018-05-09,8056,8115,8051,8081,261107,0.810878243512974
2018-05-10,8076,8091,7962,7971,50991,-1.3612176710803119
2018-05-11,7877,7937,7867,7932,108639,-0.48927361686112153
2018-05-14,7892,7917,7852,7907,127548,-0.3151790216843167
2018-05-15,7932,8006,7917,7991,95626,1.0623498166181864
2018-05-16,8076,8095,8016,8036,145820,0.5631335252158679
2018-05-17,8041,8086,8036,8086,122701,0.6222000995520159
2018-05-18,8100,8100,8031,8046,73263,-0.4946821667078902
2018-05-21,8071,8175,8071,8145,200784,1.2304250559284116
2018-05-23,8051,8086,8031,8076,72084,-0.847145488029466
2018-05-24,8031,8115,8031,8066,66064,-0.12382367508667656
2018-05-25,8135,8135,8026,8051,57560,-0.18596578229605754
2018-05-28,8016,8021,7957,7986,141922,-0.8073531238355482
2018-05-29,8006,8036,7986,8026,78600,0.5008765339343851
2018-05-30,8120,8120,8076,8081,197257,0.6852728631946174
2018-05-31,8026,8061,7996,8046,137586,-0.43311471352555375
2018-06-01,8076,8076,8001,8001,75542,-0.5592841163310962
2018-06-04,7971,7971,7927,7967,106851,-0.42494688163979505
2018-06-05,7942,7957,7907,7952,130152,-0.18827664114472198
2018-06-07,7907,7922,7892,7922,145913,-0.3772635814889336
2018-06-08,7957,8021,7947,8021,128252,1.2496844231254733
2018-06-11,7976,8016,7967,8006,64073,-0.18700910110958732
2018-06-12,8016,8051,7981,8036,106917,0.37471896077941547
2018-06-14,8135,8145,8100,8125,185576,1.1075161772025883
2018-06-15,8195,8334,8185,8334,531109,2.572307692307692
2018-06-18,8403,8487,8398,8473,1064620,1.667866570674346
2018-06-19,8477,8537,8428,8527,564957,0.6373185412486723
2018-06-20,8552,8562,8448,8463,576468,-0.7505570540635628
2018-06-21,8517,8577,8463,8572,389557,1.2879593524754815
2018-06-22,8547,8562,8507,8522,141324,-0.5832944470368642
2018-06-25,8592,8676,8592,8651,659738,1.5137291715559729
2018-06-26,8651,8676,8601,8626,271174,-0.28898393249335336
2018-06-27,8681,8706,8646,8671,364531,0.5216786459540923
2018-06-28,8740,8765,8696,8760,743572,1.0264098719870833
2018-06-29,8750,8750,8606,8631,296456,-1.4726027397260275
2018-07-02,8621,8711,8616,8711,200582,0.926891437840343
2018-07-03,8676,8785,8671,8696,466247,-0.17219607392951441
2018-07-04,8646,8691,8601,8636,281138,-0.6899724011039559
2018-07-05,8646,8726,8636,8701,93777,0.7526632700324224
2018-07-06,8726,8740,8626,8646,182140,-0.6321112515802781
2018-07-09,8631,8651,8552,8601,159355,-0.520471894517696
2018-07-10,8587,8666,8562,8661,113198,0.6975933031042902
2018-07-11,8711,8770,8701,8711,202563,0.5773005426625101
2018-07-12,8815,8869,8795,8815,949145,1.1938927792446332
2018-07-13,8780,8815,8755,8790,44301,-0.28360748723766305
2018-07-16,8869,8879,8825,8859,214901,0.7849829351535836
2018-07-17,8845,8854,8770,8780,124983,-0.8917485043458631
2018-07-18,8845,8914,8820,8914,308746,1.5261958997722096
2018-07-19,8889,8919,8854,8919,241415,0.05609154139555755
2018-07-20,8934,9018,8889,8929,723630,0.11212019284673169
2018-07-23,8835,8904,8820,8904,191717,-0.27998656064508903
2018-07-24,8944,8998,8924,8954,182498,0.5615453728661276
2018-07-25,8859,8879,8795,8820,144027,-1.4965378601742236
2018-07-26,8696,8750,8681,8726,114558,-1.0657596371882085
2018-07-27,8785,8800,8651,8696,82392,-0.343800137520055
2018-07-30,8681,8726,8631,8726,80663,0.34498620055197793
2018-07-31,8691,8721,8661,8711,47953,-0.1719000687600275
2018-08-01,8651,8755,8651,8750,75869,0.44770979221673746
2018-08-02,8716,8815,8701,8810,78573,0.6857142857142857
2018-08-03,8864,8879,8815,8854,94322,0.4994324631101022
2018-08-06,8805,8815,8760,8785,77782,-0.7793087869889316
2018-08-07,8810,8845,8785,8785,87090,0.0
2018-08-08,8706,8740,8691,8730,61842,-0.6260671599317018
2018-08-09,8711,8735,8676,8691,56735,-0.4467353951890034
2018-08-10,8780,8884,8780,8859,229767,1.9330341732827063
2018-08-13,8929,8979,8874,8939,278226,0.9030364600970764
2018-08-14,8993,8993,8864,8864,124742,-0.839020024611254
2018-08-16,8969,8979,8845,8879,135418,0.16922382671480143
2018-08-17,8859,8869,8810,8825,244742,-0.6081765964635657
2018-08-20,8745,8785,8735,8785,158617,-0.4532577903682719
2018-08-21,8711,8730,8691,8711,218671,-0.8423449060899261
2018-08-22,8676,8726,8676,8721,57862,0.11479738261967627
2018-08-23,8721,8775,8711,8755,72823,0.3898635477582846
2018-08-24,8815,8820,8701,8721,208513,-0.3883495145631068
2018-08-27,8641,8666,8631,8641,128596,-0.9173259947253756
2018-08-28,8582,8606,8562,8567,70658,-0.856382363152413
2018-08-29,8557,8592,8532,8582,119682,0.17509046340609316
2018-08-30,8582,8597,8537,8562,86326,-0.23304591004427874
2018-08-31,8651,8656,8611,8626,140682,0.7474889044615743
2018-09-03,8666,8696,8572,8597,238121,-0.336192905170415
2018-09-04,8616,8676,8611,8661,158359,0.74444573688496
2018-09-05,8711,8750,8641,8745,59675,0.9698649116730169
2018-09-06,8740,8810,8696,8790,150981,0.5145797598627788
2018-09-07,8800,8820,8755,8775,237970,-0.17064846416382254
2018-09-10,8845,8889,8825,8864,135008,1.0142450142450143
2018-09-11,8874,8904,8800,8815,118404,-0.552797833935018
2018-09-12,8810,8874,8810,8869,75307,0.6125921724333522
2018-09-13,8755,8800,8711,8785,66001,-0.9471191791633782
2018-09-14,8735,8760,8701,8701,209309,-0.9561752988047808
2018-09-17,8755,8884,8755,8845,117532,1.6549821859556373
2018-09-18,8879,8889,8775,8785,86612,-0.6783493499152063
2018-09-19,8765,8815,8740,8755,26345,-0.3414911781445646
2018-09-20,8726,8765,8711,8750,100566,-0.05711022272986865
2018-09-21,8696,8721,8666,8666,199889,-0.96
2018-09-27,8691,8691,8587,8626,255257,-0.4615739672282483
2018-09-28,8641,8651,8557,8577,112253,-0.5680500811500117
2018-10-01,8572,8626,8567,8606,36795,0.33811355951964556
2018-10-02,8631,8730,8631,8730,98586,1.4408552172902627
2018-10-04,8825,8904,8815,8889,279725,1.8213058419243988
2018-10-05,8939,8944,8879,8904,214447,0.16874789065136686
2018-10-08,8939,8954,8889,8949,192561,0.5053908355795148
2018-10-10,8904,8959,8904,8959,85094,0.1117443289753045
2018-10-11,9073,9127,9043,9122,481072,1.8193994865498382
2018-10-12,9033,9033,8894,8929,136527,-2.115764086823065
2018-10-15,8934,8988,8934,8983,27801,0.6047709709933924
2018-10-16,8934,8949,8840,8864,68193,-1.324724479572526
2018-10-17,8815,8874,8785,8859,90327,-0.056407942238267145
2018-10-18,8879,8979,8879,8979,107012,1.3545546901456147
2018-10-19,9033,9053,8904,8929,112955,-0.5568548836173294
2018-10-22,8939,8993,8859,8874,49945,-0.6159704334191959
2018-10-23,8959,9038,8959,9023,110600,1.679062429569529
2018-10-24,8979,9008,8889,8949,115015,-0.8201263437880971
2018-10-25,9053,9078,8998,9033,173551,0.9386523633925578
2018-10-26,9013,9122,8998,9088,281421,0.6088785564042954
