종목,만기월,방향,손절선(%),손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
QQQ,12,위,-5.0,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-5.0,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-5.5,가능,전체,27,0.0,14.07,0.52,62.96,1.028,49.3,10,7.68,-5.5,2.58,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-5.5,가능,앞 절반,13,,3.93,0.3,53.85,1.102,47.58,6,7.68,-5.5,3.33,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-5.5,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-5.5,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-5.5,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-6.0,가능,전체,27,0.0,13.57,0.5,62.96,1.002,49.96,10,7.68,-6.0,2.62,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-6.0,가능,앞 절반,13,,3.43,0.26,53.85,1.063,48.47,6,7.68,-6.0,3.4,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-6.0,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-6.0,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-6.0,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-6.5,가능,전체,27,0.0,13.07,0.48,62.96,0.976,50.6,10,7.68,-6.5,2.67,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-6.5,가능,앞 절반,13,,2.93,0.23,53.85,1.027,49.33,6,7.68,-6.5,3.48,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-6.5,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-6.5,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-6.5,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-7.0,가능,전체,27,0.0,12.57,0.47,62.96,0.952,51.22,10,7.68,-7.0,2.72,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-7.0,가능,앞 절반,13,,2.43,0.19,53.85,0.993,50.16,6,7.68,-7.0,3.56,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-7.0,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-7.0,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-7.0,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-7.5,가능,전체,27,0.0,12.07,0.45,62.96,0.929,51.83,10,7.68,-7.5,2.78,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-7.5,가능,앞 절반,13,,1.93,0.15,53.85,0.962,50.97,6,7.68,-7.5,3.65,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-7.5,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-7.5,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-7.5,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-8.0,가능,전체,27,0.0,11.57,0.43,62.96,0.908,52.42,10,7.68,-8.0,2.83,0,1,4.19,예,1999-12-17,2025-12-19
QQQ,12,위,-8.0,가능,앞 절반,13,,1.43,0.11,53.85,0.932,51.75,6,7.68,-8.0,3.74,0,1,4.08,예,1999-12-17,2011-12-16
QQQ,12,위,-8.0,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-8.0,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-8.0,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-8.5,가능,전체,27,0.0,9.3,0.34,62.96,0.82,54.94,10,7.68,-10.27,3.11,1,0,4.22,예,1999-12-17,2025-12-19
QQQ,12,위,-8.5,가능,앞 절반,13,,-0.84,-0.06,53.85,0.818,55.0,6,7.68,-10.27,4.18,1,0,4.15,예,1999-12-17,2011-12-16
QQQ,12,위,-8.5,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-8.5,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-8.5,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-9.0,가능,전체,27,0.0,9.3,0.34,62.96,0.82,54.94,10,7.68,-10.27,3.11,1,0,4.22,예,1999-12-17,2025-12-19
QQQ,12,위,-9.0,가능,앞 절반,13,,-0.84,-0.06,53.85,0.818,55.0,6,7.68,-10.27,4.18,1,0,4.15,예,1999-12-17,2011-12-16
QQQ,12,위,-9.0,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-9.0,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-9.0,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-9.5,가능,전체,27,0.0,9.3,0.34,62.96,0.82,54.94,10,7.68,-10.27,3.11,1,0,4.22,예,1999-12-17,2025-12-19
QQQ,12,위,-9.5,가능,앞 절반,13,,-0.84,-0.06,53.85,0.818,55.0,6,7.68,-10.27,4.18,1,0,4.15,예,1999-12-17,2011-12-16
QQQ,12,위,-9.5,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-9.5,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-9.5,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
QQQ,12,위,-10.0,가능,전체,27,0.0,9.3,0.34,62.96,0.82,54.94,10,7.68,-10.27,3.11,1,0,4.22,예,1999-12-17,2025-12-19
QQQ,12,위,-10.0,가능,앞 절반,13,,-0.84,-0.06,53.85,0.818,55.0,6,7.68,-10.27,4.18,1,0,4.15,예,1999-12-17,2011-12-16
QQQ,12,위,-10.0,가능,뒤 절반,14,,10.14,0.72,71.43,1.207,45.32,4,3.66,-2.51,1.72,0,0,4.29,예,2012-12-21,2025-12-19
QQQ,12,위,-10.0,가능,최근 10년,10,,7.94,0.79,70.0,1.622,38.14,3,3.66,-2.51,1.72,0,0,4.4,예,2016-12-16,2025-12-19
QQQ,12,위,-10.0,가능,최근 5년,5,,3.22,0.64,80.0,0.57,63.68,1,3.12,-2.51,2.02,0,0,4.4,아니오,2021-12-17,2025-12-19
