종목,테스트,파라미터,시작연도,방향,시대 구간,신호,사건,구간,표본,치우친 쪽,적중률(%),방향 기대값(%),합산 수익률(%),1차 판정
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,14,5,2주,14,위,85.71,4.73,66.26,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,전체,14,5,1개월,14,위,78.57,8.85,123.83,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,13,4,1일,13,위,76.92,2.3,29.94,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,13,4,2일,13,위,84.62,3.77,49.06,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,13,4,3일,13,위,84.62,3.32,43.2,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,13,4,1주,13,위,61.54,3.88,50.4,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,13,4,2주,13,위,69.23,4.73,61.5,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,전체,13,4,1개월,13,위,69.23,3.37,43.81,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,27,7,1일,27,위,74.07,1.87,50.6,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,27,7,2일,27,위,66.67,2.21,59.57,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,27,7,3일,27,위,70.37,0.86,23.15,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,27,7,1주,27,아래,51.85,-0.48,-12.93,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,27,7,2주,27,아래,59.26,0.18,4.76,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,전체,27,7,1개월,27,아래,55.56,2.96,80.03,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,22,6,1일,22,아래,63.64,0.99,21.72,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,22,6,2일,22,아래,59.09,1.18,25.93,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,22,6,3일,22,아래,68.18,0.46,10.08,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,22,6,1주,22,위,54.55,1.3,28.57,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,22,6,2주,22,위,68.18,0.76,16.7,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,전체,22,6,1개월,21,위,66.67,6.22,130.71,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,25,7,1일,25,위,64.0,1.67,41.82,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,25,7,2일,25,위,76.0,4.38,109.39,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,25,7,3일,25,위,80.0,3.52,87.88,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,25,7,1주,25,위,72.0,5.0,124.98,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,25,7,2주,25,위,76.0,6.65,166.14,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,전체,25,7,1개월,25,위,80.0,7.2,179.88,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,47,8,1일,47,위,63.83,1.35,63.54,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,47,8,2일,47,위,68.09,2.88,135.32,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,47,8,3일,47,위,74.47,2.08,97.96,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,47,8,1주,47,위,59.57,2.05,96.41,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,47,8,2주,47,위,55.32,3.18,149.44,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,전체,47,8,1개월,46,위,58.7,1.07,49.18,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1,1일,1,아래,100.0,1.08,1.08,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1,2일,1,위,100.0,1.76,1.76,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1,3일,1,위,100.0,1.85,1.85,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1,1주,1,아래,100.0,3.48,3.48,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1,2주,1,위,100.0,4.74,4.74,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2010년대,1,1,1개월,1,위,100.0,11.45,11.45,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1,1일,1,아래,100.0,1.8,1.8,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1,2일,1,위,100.0,1.87,1.87,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1,3일,1,위,100.0,0.73,0.73,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1,1주,1,위,100.0,2.34,2.34,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1,2주,1,위,100.0,7.07,7.07,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2010년대,1,1,1개월,1,위,100.0,7.36,7.36,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2,1일,2,위,50.0,-0.36,-0.72,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2,2일,2,위,50.0,0.05,0.11,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2,3일,2,위,50.0,-0.56,-1.12,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2,1주,2,위,100.0,2.91,5.82,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2,2주,2,위,50.0,1.17,2.34,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2010년대,2,2,1개월,2,위,50.0,-2.05,-4.09,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2,1,1일,2,위,50.0,-0.22,-0.44,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2,1,2일,2,위,50.0,0.18,0.36,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2,1,3일,2,위,50.0,-2.79,-5.58,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2,1,1주,2,아래,100.0,4.59,9.18,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2,1,2주,2,위,50.0,1.6,3.19,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2010년대,2,1,1개월,2,위,50.0,4.91,9.83,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,4,2,1일,4,아래,75.0,0.65,2.59,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,4,2,2일,4,위,100.0,3.13,12.52,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,4,2,3일,4,위,100.0,2.54,10.15,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,4,2,1주,4,위,75.0,2.3,9.18,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,4,2,2주,4,위,75.0,3.85,15.4,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2010년대,4,2,1개월,4,위,100.0,5.94,23.74,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,6,2,1일,6,아래,66.67,0.36,2.15,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,6,2,2일,6,위,83.33,2.03,12.16,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,6,2,3일,6,위,83.33,2.62,15.73,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,6,2,1주,6,위,83.33,3.06,18.37,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,6,2,2주,6,위,66.67,2.04,12.21,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2010년대,6,2,1개월,6,위,83.33,2.32,13.92,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,6,3,1일,6,아래,66.67,2.09,12.53,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,6,3,2일,6,아래,66.67,2.08,12.5,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,6,3,3일,6,아래,66.67,-0.92,-5.52,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,6,3,1주,6,위,66.67,2.47,14.84,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,6,3,2주,6,위,100.0,7.9,47.4,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭등,2020년대,6,3,1개월,6,위,66.67,9.05,54.32,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,8,4,1일,8,위,75.0,1.93,15.43,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,8,4,2일,8,위,75.0,3.14,25.15,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,8,4,3일,8,위,87.5,4.43,35.47,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,8,4,1주,8,위,75.0,6.31,50.45,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,8,4,2주,8,위,62.5,6.52,52.19,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,폭락,2020년대,8,4,1개월,8,위,62.5,3.29,26.36,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,14,4,1일,14,위,71.43,2.0,27.95,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,14,4,2일,14,위,71.43,2.69,37.65,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,14,4,3일,14,위,78.57,2.14,29.95,후보
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,14,4,1주,14,위,57.14,2.54,35.6,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,14,4,2주,14,아래,64.29,-0.34,-4.79,제외
KODEX 200,테스트 A(역대급 등락),K=5,2011,역방향 전체,2020년대,14,4,1개월,14,위,50.0,-2.0,-27.96,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,13,4,1일,13,아래,69.23,1.51,19.58,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,13,4,2일,13,아래,53.85,0.94,12.27,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,13,4,3일,13,아래,61.54,-1.4,-18.21,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,13,4,1주,13,위,69.23,3.15,40.95,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,13,4,2주,13,위,84.62,4.73,61.52,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭등,2020년대,13,4,1개월,13,위,76.92,8.64,112.38,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,12,3,1일,12,위,83.33,2.65,31.75,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,12,3,2일,12,위,83.33,3.93,47.19,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,12,3,3일,12,위,83.33,3.54,42.47,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,12,3,1주,12,위,58.33,4.01,48.06,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,12,3,2주,12,위,66.67,4.54,54.42,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,폭락,2020년대,12,3,1개월,12,위,66.67,3.04,36.44,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,25,5,1일,25,위,76.0,2.05,51.32,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,25,5,2일,25,위,68.0,2.38,59.46,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,25,5,3일,25,위,72.0,0.97,24.27,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,25,5,1주,25,아래,56.0,-0.28,-7.11,제외
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,25,5,2주,25,아래,60.0,0.28,7.1,후보
KODEX 200,테스트 A(역대급 등락),K=10,2011,역방향 전체,2020년대,25,5,1개월,25,아래,56.0,3.04,75.94,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,20,5,1일,20,아래,65.0,1.06,21.28,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,20,5,2일,20,아래,60.0,1.31,26.29,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,20,5,3일,20,아래,70.0,0.22,4.5,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,20,5,1주,20,위,60.0,1.89,37.76,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,20,5,2주,20,위,70.0,0.68,13.51,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭등,2020년대,20,5,1개월,19,위,68.42,6.36,120.88,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,21,5,1일,21,위,71.43,2.11,44.41,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,21,5,2일,21,위,71.43,4.61,96.86,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,21,5,3일,21,위,76.19,3.7,77.73,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,21,5,1주,21,위,71.43,5.51,115.8,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,21,5,2주,21,위,76.19,7.18,150.73,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,폭락,2020년대,21,5,1개월,21,위,76.19,7.44,156.14,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,41,6,1일,41,위,68.29,1.6,65.69,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,41,6,2일,41,위,65.85,3.0,123.15,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,41,6,3일,41,위,73.17,2.01,82.23,후보
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,41,6,1주,41,위,56.1,1.9,78.04,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,41,6,2주,41,위,53.66,3.35,137.23,제외
KODEX 200,테스트 A(역대급 등락),K=20,2011,역방향 전체,2020년대,41,6,1개월,40,위,55.0,0.88,35.26,제외
