대상,격자 칸,표본,방향,적중률(%),방향 기대값(%),합산 수익률(%),기준선(%),기준선 대비 차이(%p),우연확률,시기 구간,가장 약한 시기(%),1차 판정,뒷받침,미충족
코스닥150 지수,24일 → 말일+1,200,위,54.5,0.51,101.24,53.84,0.66,0.8981,2,53.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,24일 → 말일+2,200,아래,46.5,-0.54,-107.37,46.38,0.12,1.0,2,46.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,24일 → 말일+3,200,위,56.0,0.56,111.15,53.35,2.65,0.4476,2,54.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,24일 → 말일-1,199,위,54.77,0.17,33.71,50.45,4.33,0.2068,2,54.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,24일 → 말일-2,191,위,49.21,-0.14,-25.79,47.36,1.86,0.6054,2,48.42,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,24일 → 말일-3,170,아래,51.76,-0.01,-2.15,50.14,1.63,0.7023,2,49.41,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,25일 → 말일,200,위,54.5,0.33,66.81,51.86,2.64,0.4875,2,54.0,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,25일 → 말일+1,200,위,57.0,0.55,110.53,53.84,3.16,0.3886,2,56.0,제외,1/3,차이 · 우연확률
코스닥150 지수,25일 → 말일+2,200,위,58.5,0.58,116.81,53.62,4.88,0.1698,2,58.0,제외,1/3,차이 · 우연확률
코스닥150 지수,25일 → 말일+3,200,위,56.5,0.6,120.49,53.35,3.15,0.3666,2,55.0,제외,1/3,차이 · 우연확률
코스닥150 지수,25일 → 말일-1,194,위,55.67,0.22,42.46,50.45,5.22,0.1369,2,53.61,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,25일 → 말일-2,185,위,51.35,-0.05,-9.23,47.36,3.99,0.2657,2,49.46,제외,0/3,차이 · 우연확률 · 시기
코스닥150 지수,25일 → 말일-3,128,위,54.69,0.12,15.2,49.86,4.82,0.2867,2,50.0,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,15일 → 말일,362,아래,54.14,0.91,331.0,49.3,4.85,0.0689,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,15일 → 말일+1,362,아래,51.66,0.52,189.95,46.48,5.17,0.04,2,46.96,제외,1/3,차이 · 시기
코스닥 종합지수,15일 → 말일+2,362,아래,51.1,0.47,168.98,46.84,4.26,0.1049,2,46.41,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,15일 → 말일+3,362,아래,51.93,0.42,150.56,47.52,4.42,0.0779,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,15일 → 말일-1,362,아래,55.25,1.22,440.05,51.81,3.44,0.1798,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,15일 → 말일-2,362,아래,58.56,1.33,481.17,54.37,4.19,0.1049,2,53.59,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,15일 → 말일-3,362,아래,56.35,1.04,378.1,51.63,4.72,0.0639,2,50.83,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,16일 → 말일,362,아래,53.04,0.88,319.16,49.3,3.74,0.1538,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,16일 → 말일+1,362,아래,51.66,0.49,177.63,46.48,5.17,0.04,2,48.07,제외,1/3,차이 · 시기
코스닥 종합지수,16일 → 말일+2,362,아래,50.0,0.43,156.84,46.84,3.16,0.2348,2,46.96,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,16일 → 말일+3,362,아래,51.38,0.38,138.72,47.52,3.86,0.1299,2,46.41,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,16일 → 말일-1,362,아래,56.91,1.18,428.49,51.81,5.1,0.042,2,49.72,제외,1/3,차이 · 시기
코스닥 종합지수,16일 → 말일-2,362,아래,57.73,1.3,470.85,54.37,3.37,0.2018,2,53.04,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,16일 → 말일-3,362,아래,54.42,1.01,367.21,51.63,2.79,0.2408,2,50.28,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,17일 → 말일,362,아래,53.31,0.66,238.4,49.3,4.02,0.1269,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,17일 → 말일+1,362,아래,50.55,0.27,96.17,46.48,4.07,0.0979,2,46.41,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,17일 → 말일+2,362,아래,49.72,0.21,75.76,46.84,2.88,0.2687,2,46.41,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,17일 → 말일+3,362,아래,49.45,0.16,57.52,47.52,1.93,0.4505,2,45.86,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,17일 → 말일-1,362,아래,54.97,0.96,349.1,51.81,3.16,0.2088,2,46.96,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,17일 → 말일-2,362,아래,56.35,1.08,391.86,54.37,1.98,0.4545,2,51.93,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,17일 → 말일-3,362,아래,53.31,0.79,287.3,51.63,1.68,0.4755,2,48.07,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,18일 → 말일,362,아래,52.21,0.53,193.59,49.3,2.91,0.2907,2,48.62,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,18일 → 말일+1,362,아래,48.9,0.15,52.69,46.48,2.41,0.3337,2,44.75,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,18일 → 말일+2,362,아래,48.62,0.09,32.64,46.84,1.78,0.4935,2,45.3,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,18일 → 말일+3,362,아래,48.62,0.04,13.12,47.52,1.1,0.6693,2,45.3,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,18일 → 말일-1,362,아래,53.59,0.84,305.74,51.81,1.78,0.4845,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,18일 → 말일-2,362,아래,56.08,0.96,349.07,54.37,1.71,0.5175,2,51.93,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,18일 → 말일-3,362,아래,53.31,0.68,245.39,51.63,1.68,0.4755,2,51.93,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,19일 → 말일,362,아래,54.14,0.43,155.4,49.3,4.85,0.0689,2,50.83,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,19일 → 말일+1,362,아래,49.45,0.04,14.12,46.48,2.96,0.2258,2,48.07,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,19일 → 말일+2,362,아래,47.79,-0.02,-6.9,46.84,0.95,0.7622,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,19일 → 말일+3,362,아래,48.9,-0.08,-27.23,47.52,1.38,0.5874,2,46.96,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,19일 → 말일-1,362,아래,54.42,0.74,268.85,51.81,2.61,0.2917,2,47.51,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,19일 → 말일-2,362,아래,58.56,0.86,312.77,54.37,4.19,0.1049,2,54.7,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,19일 → 말일-3,362,아래,55.8,0.58,208.45,51.63,4.17,0.0939,2,54.14,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,20일 → 말일,362,아래,51.1,0.38,138.72,49.3,1.81,0.5375,2,49.17,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,20일 → 말일+1,362,아래,50.55,-0.0,-1.62,46.48,4.07,0.0979,2,48.62,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,20일 → 말일+2,362,아래,48.9,-0.06,-21.94,46.84,2.05,0.4376,2,46.41,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,20일 → 말일+3,362,위,53.04,0.12,42.88,52.48,0.56,0.8741,2,51.38,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,20일 → 말일-1,362,아래,56.08,0.7,251.81,51.81,4.27,0.0999,2,51.38,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,20일 → 말일-2,362,아래,58.01,0.82,295.32,54.37,3.64,0.1668,2,53.59,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,20일 → 말일-3,359,아래,53.76,0.53,189.75,51.63,2.13,0.3766,2,50.56,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,21일 → 말일,362,아래,52.49,0.36,132.08,49.3,3.19,0.2488,2,51.38,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,21일 → 말일+1,362,아래,49.17,-0.02,-7.01,46.48,2.69,0.2747,2,48.62,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,21일 → 말일+2,362,아래,48.9,-0.08,-27.49,46.84,2.05,0.4376,2,46.96,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,21일 → 말일+3,362,위,53.31,0.14,48.96,52.48,0.83,0.7962,2,50.83,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,21일 → 말일-1,362,아래,55.8,0.68,245.06,51.81,3.99,0.1229,2,51.38,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,21일 → 말일-2,359,아래,55.99,0.8,288.07,54.37,1.62,0.5485,2,53.89,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,21일 → 말일-3,359,아래,54.04,0.52,186.57,51.63,2.41,0.3127,2,50.56,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,22일 → 말일,362,아래,50.28,0.15,54.92,49.3,0.98,0.7682,2,49.17,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,22일 → 말일+1,362,위,53.59,0.24,86.06,53.46,0.13,1.0,2,51.93,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,22일 → 말일+2,362,위,53.59,0.3,107.8,53.12,0.47,0.8851,2,51.38,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,22일 → 말일+3,362,위,54.97,0.36,130.96,52.48,2.49,0.3536,2,53.59,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,22일 → 말일-1,361,아래,54.02,0.47,169.78,51.81,2.21,0.3806,2,50.28,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,22일 → 말일-2,359,아래,54.87,0.61,219.7,54.37,0.5,0.8761,2,53.89,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,22일 → 말일-3,352,아래,52.56,0.34,119.03,51.63,0.93,0.6853,2,52.27,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,23일 → 말일,362,위,54.14,0.16,57.51,50.63,3.51,0.1568,2,54.14,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,23일 → 말일+1,362,위,57.18,0.55,200.11,53.46,3.72,0.1499,2,55.25,제외,1/3,차이 · 우연확률
코스닥 종합지수,23일 → 말일+2,362,위,55.25,0.61,221.18,53.12,2.13,0.4046,2,53.59,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,23일 → 말일+3,362,위,56.91,0.68,245.01,52.48,4.42,0.0879,2,55.25,제외,1/3,차이 · 우연확률
코스닥 종합지수,23일 → 말일-1,361,위,52.08,-0.16,-57.08,48.1,3.97,0.1319,2,50.56,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,23일 → 말일-2,356,위,47.19,-0.31,-108.84,45.6,1.59,0.5504,2,47.19,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,23일 → 말일-3,334,위,50.0,-0.03,-9.68,48.32,1.68,0.5614,2,47.9,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,24일 → 말일,362,위,54.7,0.25,88.96,50.63,4.06,0.1019,2,53.59,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,24일 → 말일+1,362,위,56.91,0.64,233.48,53.46,3.44,0.1888,2,55.25,제외,1/3,차이 · 우연확률
코스닥 종합지수,24일 → 말일+2,362,위,57.73,0.71,255.62,53.12,4.62,0.0679,2,56.35,제외,1/3,차이 · 우연확률
코스닥 종합지수,24일 → 말일+3,362,위,56.35,0.77,279.63,52.48,3.87,0.1479,2,55.25,제외,1/3,차이 · 우연확률
코스닥 종합지수,24일 → 말일-1,358,위,51.96,-0.07,-26.14,48.1,3.85,0.1399,2,48.6,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,24일 → 말일-2,342,위,47.95,-0.22,-76.29,45.6,2.35,0.4206,2,46.2,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,24일 → 말일-3,307,위,50.49,0.05,13.86,48.32,2.17,0.4585,2,46.75,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,25일 → 말일,362,위,55.52,0.28,100.69,50.63,4.89,0.0509,2,55.25,제외,1/3,차이 · 우연확률
코스닥 종합지수,25일 → 말일+1,362,위,58.84,0.68,246.48,53.46,5.38,0.043,2,57.46,제외,2/3,차이
코스닥 종합지수,25일 → 말일+2,362,위,59.12,0.74,268.9,53.12,6.0,0.018,2,58.56,제외,2/3,차이
코스닥 종합지수,25일 → 말일+3,362,위,56.63,0.81,292.24,52.48,4.15,0.1129,2,56.35,제외,1/3,차이 · 우연확률
코스닥 종합지수,25일 → 말일-1,350,위,52.57,-0.04,-13.12,48.1,4.47,0.0909,2,49.71,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,25일 → 말일-2,333,위,49.25,-0.17,-57.8,45.6,3.65,0.2118,2,48.19,제외,0/3,차이 · 우연확률 · 시기
코스닥 종합지수,25일 → 말일-3,234,위,55.13,0.11,26.7,48.32,6.81,0.034,2,54.7,제외,1/3,차이 · 시기
