지수,롤 규칙,판정일,집행일,근월물,근월물 이름,차월물,차월물 이름,조정계수,근월물 미결제약정,차월물 미결제약정,규칙대로 못 한 롤
KOSPI200,미결제약정 역전,,1996-06-13,KR4101660000,KOSPI 200 선물 9606,KR4101690000,KOSPI 200 선물 9609,1.002729945401092,1174.0,1157.0,True
KOSPI200,미결제약정 역전,,1996-09-12,KR4101690000,KOSPI 200 선물 9609,KR41016C0000,KOSPI 200 선물 9612,1.0213776722090262,2140.0,2354.0,True
KOSPI200,미결제약정 역전,,1996-12-12,KR41016C0000,KOSPI 200 선물 9612,KR4101730000,KOSPI 200 선물 9703,1.0141610642254328,3841.0,2514.0,True
KOSPI200,미결제약정 역전,1997-03-12,1997-03-13,KR4101730000,KOSPI 200 선물 9703,KR4101760000,KOSPI 200 선물 9706,0.9674257276428895,3772.0,5921.0,False
KOSPI200,미결제약정 역전,,1997-06-12,KR4101760000,KOSPI 200 선물 9706,KR4101790000,KOSPI 200 선물 9709,1.0412746204993102,4798.0,3379.0,True
KOSPI200,미결제약정 역전,,1997-09-11,KR4101790000,KOSPI 200 선물 9709,KR41017C0000,KOSPI 200 선물 9712,1.0278551532033426,6953.0,4979.0,True
KOSPI200,미결제약정 역전,,1997-12-11,KR41017C0000,KOSPI 200 선물 9712,KR4101830000,KOSPI 200 선물 9803,0.9138134592680047,23323.0,11130.0,True
KOSPI200,미결제약정 역전,,1998-03-12,KR4101830000,KOSPI 200 선물 9803,KR4101860000,KOSPI 200 선물 9806,1.0239425379090186,25874.0,14715.0,True
KOSPI200,미결제약정 역전,,1998-06-11,KR4101860000,KOSPI 200 선물 9806,KR4101890000,KOSPI 200 선물 9809,0.9283783783783784,49646.0,21281.0,True
KOSPI200,미결제약정 역전,,1998-09-10,KR4101890000,KOSPI 200 선물 9809,KR41018C0000,KOSPI 200 선물 9812,0.9735799207397622,42493.0,23189.0,True
KOSPI200,미결제약정 역전,,1998-12-10,KR41018C0000,KOSPI 200 선물 9812,KR4101930000,KOSPI 200 선물 9903,1.0466004583651642,44273.0,17888.0,True
KOSPI200,미결제약정 역전,,1999-03-11,KR4101930000,KOSPI 200 선물 9903,KR4101960000,KOSPI 200 선물 9906,1.0288675055514434,34569.0,18075.0,True
KOSPI200,미결제약정 역전,,1999-06-10,KR4101960000,KOSPI 200 선물 9906,KR4101990000,KOSPI 200 선물 9909,1.013986013986014,30915.0,22965.0,True
KOSPI200,미결제약정 역전,,1999-09-09,KR4101990000,KOSPI 200 선물 9909,KR41019C0000,KOSPI 200 선물 9912,1.0047846889952152,0.0,17076.0,True
KOSPI200,미결제약정 역전,,1999-12-09,KR41019C0000,KOSPI 200 선물 9912,KR4101030000,KOSPI 200 선물 0003,1.0228198859005704,39065.0,22498.0,True
KOSPI200,미결제약정 역전,,2000-03-09,KR4101030000,KOSPI 200 선물 0003,KR4101060000,KOSPI 200 선물 0006,1.0044642857142858,32143.0,15003.0,True
KOSPI200,미결제약정 역전,,2000-06-08,KR4101060000,KOSPI 200 선물 0006,KR4101090000,KOSPI 200 선물 0009,0.9705738106915155,31627.0,14694.0,True
KOSPI200,미결제약정 역전,,2000-09-14,KR4101090000,KOSPI 200 선물 0009,KR41010C0000,KOSPI 200 선물 0012,1.0113065326633166,47455.0,21551.0,True
KOSPI200,미결제약정 역전,,2000-12-14,KR41010C0000,KOSPI 200 선물 0012,KR4101130000,KOSPI 200 선물 0103,0.9963530269876003,27379.0,18694.0,True
KOSPI200,미결제약정 역전,,2001-03-08,KR4101130000,KOSPI 200 선물 0103,KR4101160000,KOSPI 200 선물 0106,1.002090592334495,19617.0,23252.0,True
KOSPI200,미결제약정 역전,,2001-06-14,KR4101160000,KOSPI 200 선물 0106,KR4101190000,KOSPI 200 선물 0109,0.9908854166666666,30427.0,29796.0,True
KOSPI200,미결제약정 역전,,2001-09-13,KR4101190000,KOSPI 200 선물 0109,KR41011C0000,KOSPI 200 선물 0112,0.9884678747940692,35220.0,32814.0,True
KOSPI200,미결제약정 역전,,2001-12-13,KR41011C0000,KOSPI 200 선물 0112,KR4101230000,KOSPI 200 선물 0203,1.0041891083183723,41810.0,32844.0,True
KOSPI200,미결제약정 역전,,2002-03-14,KR4101230000,KOSPI 200 선물 0203,KR4101260000,KOSPI 200 선물 0206,0.996222851746931,31023.0,47670.0,True
KOSPI200,미결제약정 역전,,2002-06-12,KR4101260000,KOSPI 200 선물 0206,KR4101290000,KOSPI 200 선물 0209,1.0126891166422645,40921.0,49752.0,True
KOSPI200,미결제약정 역전,,2002-09-12,KR4101290000,KOSPI 200 선물 0209,KR41012C0000,KOSPI 200 선물 0212,1.0005382131324003,39983.0,61158.0,True
KOSPI200,미결제약정 역전,,2002-12-12,KR41012C0000,KOSPI 200 선물 0212,KR4101330000,KOSPI 200 선물 0303,0.9872434830837492,45325.0,57149.0,True
KOSPI200,미결제약정 역전,,2003-03-13,KR4101330000,KOSPI 200 선물 0303,KR4101360000,KOSPI 200 선물 0306,0.9992406985573273,49835.0,76525.0,True
KOSPI200,미결제약정 역전,,2003-06-12,KR4101360000,KOSPI 200 선물 0306,KR4101390000,KOSPI 200 선물 0309,0.9988123515439429,49248.0,70337.0,True
KOSPI200,미결제약정 역전,,2003-09-09,KR4101390000,KOSPI 200 선물 0309,KR41013C0000,KOSPI 200 선물 0312,1.013131313131313,45824.0,68006.0,True
KOSPI200,미결제약정 역전,,2003-12-11,KR41013C0000,KOSPI 200 선물 0312,KR4101430000,KOSPI 200 선물 0403,0.9849660523763337,46826.0,71286.0,True
KOSPI200,미결제약정 역전,,2004-03-11,KR4101430000,KOSPI 200 선물 0403,KR4101460000,KOSPI 200 선물 0406,1.0136383633963924,48389.0,76232.0,True
KOSPI200,미결제약정 역전,,2004-06-10,KR4101460000,KOSPI 200 선물 0406,KR4101490000,KOSPI 200 선물 0409,0.9793814432989691,42409.0,86884.0,True
KOSPI200,미결제약정 역전,2004-09-08,2004-09-09,KR4101490000,KOSPI 200 선물 0409,KR41014C0000,KOSPI 200 선물 0412,0.9933712121212123,36699.0,83376.0,False
KOSPI200,미결제약정 역전,,2004-12-09,KR41014C0000,KOSPI 200 선물 0412,KR4101530000,KOSPI 200 선물 0503,0.9721848362494392,45872.0,76099.0,True
KOSPI200,미결제약정 역전,,2005-03-10,KR4101530000,KOSPI 200 선물 0503,KR4101560000,KOSPI 200 선물 0506,0.9980724749421742,57916.0,80756.0,True
KOSPI200,미결제약정 역전,,2005-06-09,KR4101560000,KOSPI 200 선물 0506,KR4101590000,KOSPI 200 선물 0509,1.0055423594615993,59942.0,77809.0,True
KOSPI200,미결제약정 역전,,2005-09-08,KR4101590000,KOSPI 200 선물 0509,KR41015C0000,KOSPI 200 선물 0512,1.0084430935494766,54747.0,77287.0,True
KOSPI200,미결제약정 역전,,2005-12-08,KR41015C0000,KOSPI 200 선물 0512,KR4101A30000,KOSPI 200 선물 0603,0.987606963706108,50557.0,78763.0,True
KOSPI200,미결제약정 역전,2006-03-08,2006-03-09,KR4101A30000,KOSPI 200 선물 0603,KR4101A60000,KOSPI 200 선물 0606,0.9985311398354877,47109.0,80612.0,False
KOSPI200,미결제약정 역전,,2006-06-08,KR4101A60000,KOSPI 200 선물 0606,KR4101A90000,KOSPI 200 선물 0609,0.987460815047022,59228.0,99259.0,True
KOSPI200,미결제약정 역전,,2006-09-14,KR4101A90000,KOSPI 200 선물 0609,KR4101AC0000,KOSPI 200 선물 0612,1.008257403189066,56753.0,93639.0,True
KOSPI200,미결제약정 역전,,2006-12-14,KR4101AC0000,KOSPI 200 선물 0612,KR4101B30000,KOSPI 200 선물 0703,1.0010964912280702,71591.0,73775.0,True
KOSPI200,미결제약정 역전,,2007-03-08,KR4101B30000,KOSPI 200 선물 0703,KR4101B60000,KOSPI 200 선물 0706,1.0152796725784448,52957.0,78104.0,True
KOSPI200,미결제약정 역전,,2007-06-14,KR4101B60000,KOSPI 200 선물 0706,KR4101B90000,KOSPI 200 선물 0709,1.0112107623318385,68055.0,82857.0,True
KOSPI200,미결제약정 역전,,2007-09-13,KR4101B90000,KOSPI 200 선물 0709,KR4101BC0000,KOSPI 200 선물 0712,1.0079246091240095,57968.0,76478.0,True
KOSPI200,미결제약정 역전,,2007-12-13,KR4101BC0000,KOSPI 200 선물 0712,KR4101C30000,KOSPI 200 선물 0803,0.9903609515996717,57222.0,68524.0,True
KOSPI200,미결제약정 역전,,2008-03-13,KR4101C30000,KOSPI 200 선물 0803,KR4101C60000,KOSPI 200 선물 0806,1.0053684724255734,44729.0,84779.0,True
KOSPI200,미결제약정 역전,,2008-06-12,KR4101C60000,KOSPI 200 선물 0806,KR4101C90009,코스피200 F 200809,1.0067385444743935,60015.0,89024.0,True
KOSPI200,미결제약정 역전,,2008-09-11,KR4101C90009,코스피200 F 200809,KR4101CC0007,코스피200 F 200812,1.014228187919463,68349.0,92092.0,True
KOSPI200,미결제약정 역전,,2008-12-11,KR4101CC0007,코스피200 F 200812,KR4101D30003,코스피200 F 200903,0.9937684486716957,73758.0,95740.0,True
KOSPI200,미결제약정 역전,,2009-03-12,KR4101D30003,코스피200 F 200903,KR4101D60000,코스피200 F 200906,0.9884667571234734,72874.0,80773.0,True
KOSPI200,미결제약정 역전,,2009-06-11,KR4101D60000,코스피200 F 200906,KR4101D90007,코스피200 F 200909,0.9934336525307799,0.0,99821.0,True
KOSPI200,미결제약정 역전,2009-09-09,2009-09-10,KR4101D90007,코스피200 F 200909,KR4101DC0006,코스피200 F 200912,0.9986043265875786,0.0,101912.0,False
KOSPI200,미결제약정 역전,,2009-12-10,KR4101DC0006,코스피200 F 200912,KR4101E30001,코스피200 F 201003,0.9939800879833296,0.0,95576.0,True
KOSPI200,미결제약정 역전,,2010-03-11,KR4101E30001,코스피200 F 201003,KR4101E60008,코스피200 F 201006,1.000229990800368,0.0,83875.0,True
KOSPI200,미결제약정 역전,,2010-06-10,KR4101E60008,코스피200 F 201006,KR4101E90005,코스피200 F 201009,1.0018475750577367,0.0,85368.0,True
KOSPI200,미결제약정 역전,2010-09-08,2010-09-09,KR4101E90005,코스피200 F 201009,KR4101EC0005,코스피200 F 201012,1.0092892633398143,0.0,79844.0,False
KOSPI200,미결제약정 역전,,2010-12-09,KR4101EC0005,코스피200 F 201012,KR4101F30008,코스피200 F 201103,0.9975181366933945,0.0,78120.0,True
KOSPI200,미결제약정 역전,,2011-03-10,KR4101F30008,코스피200 F 201103,KR4101F60005,코스피200 F 201106,1.0044154348243426,0.0,79344.0,True
KOSPI200,미결제약정 역전,2011-06-08,2011-06-09,KR4101F60005,코스피200 F 201106,KR4101F90002,코스피200 F 201109,1.0025641025641026,0.0,89034.0,False
KOSPI200,미결제약정 역전,,2011-09-08,KR4101F90002,코스피200 F 201109,KR4101FC0004,코스피200 F 201112,0.9941176470588236,0.0,94348.0,True
KOSPI200,미결제약정 역전,,2011-12-08,KR4101FC0004,코스피200 F 201112,KR4101G30006,코스피200 F 201203,0.9976067012365377,0.0,72785.0,True
KOSPI200,미결제약정 역전,,2012-03-08,KR4101G30006,코스피200 F 201203,KR4101G60003,코스피200 F 201206,1.0171200304356096,0.0,89413.0,True
KOSPI200,미결제약정 역전,,2012-06-14,KR4101G60003,코스피200 F 201206,KR4101G90000,코스피200 F 201209,1.0103113627173472,0.0,77455.0,True
KOSPI200,미결제약정 역전,2012-09-12,2012-09-13,KR4101G90000,코스피200 F 201209,KR4101GC0003,코스피200 F 201212,1.0083787996882305,0.0,85245.0,False
KOSPI200,미결제약정 역전,2012-12-12,2012-12-13,KR4101GC0003,코스피200 F 201212,KR4101H30004,코스피200 F 201303,0.9975462438656097,0.0,94949.0,False
KOSPI200,미결제약정 역전,2013-03-13,2013-03-14,KR4101H30004,코스피200 F 201303,KR4101H60001,코스피200 F 201306,1.009503896597605,0.0,109016.0,False
KOSPI200,미결제약정 역전,2013-06-12,2013-06-13,KR4101H60001,코스피200 F 201306,KR4101H90008,코스피200 F 201309,0.9977601303196905,0.0,104384.0,False
KOSPI200,미결제약정 역전,2013-09-11,2013-09-12,KR4101H90008,코스피200 F 201309,KR4101HC0002,코스피200 F 201312,1.005716463414634,0.0,104714.0,False
KOSPI200,미결제약정 역전,2013-12-11,2013-12-12,KR4101HC0002,코스피200 F 201312,KR4101J30000,코스피200 F 201403,0.9934362934362935,0.0,100571.0,False
KOSPI200,미결제약정 역전,2014-03-12,2014-03-13,KR4101J30000,코스피200 F 201403,KR4101J60007,코스피200 F 201406,1.0027739251040222,0.0,101036.0,False
KOSPI200,미결제약정 역전,2014-06-11,2014-06-12,KR4101J60007,코스피200 F 201406,KR4101J90004,코스피200 F 201409,1.0049646744319265,0.0,97785.0,False
KOSPI200,미결제약정 역전,,2014-09-11,KR4101J90004,코스피200 F 201409,KR4101JC0000,코스피200 F 201412,1.0019157088122606,0.0,101673.0,True
KOSPI200,미결제약정 역전,2014-12-10,2014-12-11,KR4101JC0000,코스피200 F 201412,KR4101K30008,코스피200 F 201503,0.9961350691619202,0.0,101253.0,False
KOSPI200,미결제약정 역전,2015-03-11,2015-03-12,KR4101K30008,코스피200 F 201503,KR4101K60005,코스피200 F 201506,1.0065710872162486,0.0,97536.0,False
KOSPI200,미결제약정 역전,2015-06-10,2015-06-11,KR4101K60005,코스피200 F 201506,KR4101K90002,코스피200 F 201509,1.0045508508112386,0.0,98188.0,False
KOSPI200,미결제약정 역전,2015-09-09,2015-09-10,KR4101K90002,코스피200 F 201509,KR4101KC0007,코스피200 F 201512,0.9932217750476593,0.0,129664.0,False
KOSPI200,미결제약정 역전,2015-12-09,2015-12-10,KR4101KC0007,코스피200 F 201512,KR4101L30006,코스피200 F 201603,0.9849173553719008,0.0,88149.0,False
KOSPI200,미결제약정 역전,2016-03-09,2016-03-10,KR4101L30006,코스피200 F 201603,KR4101L60003,코스피200 F 201606,1.002467105263158,0.0,112065.0,False
KOSPI200,미결제약정 역전,2016-06-08,2016-06-09,KR4101L60003,코스피200 F 201606,KR4101L90000,코스피200 F 201609,1.0076152304609218,0.0,116444.0,False
KOSPI200,미결제약정 역전,2016-09-07,2016-09-08,KR4101L90000,코스피200 F 201609,KR4101LC0006,코스피200 F 201612,0.9973190348525467,0.0,131323.0,False
KOSPI200,미결제약정 역전,2016-12-07,2016-12-08,KR4101LC0006,코스피200 F 201612,KR4101M30004,코스피200 F 201703,0.9873466257668712,0.0,119094.0,False
KOSPI200,미결제약정 역전,2017-03-07,2017-03-08,KR4101M30004,코스피200 F 201703,KR4101M60001,코스피200 F 201706,1.0018368846436443,61582.0,116821.0,False
KOSPI200,미결제약정 역전,2017-06-07,2017-06-08,KR4101M60001,코스피200 F 201706,KR4101M90008,코스피200 F 201709,1.0040749796251018,0.0,260063.0,False
KOSPI200,미결제약정 역전,2017-09-13,2017-09-14,KR4101M90008,코스피200 F 201709,KR4101MC0005,코스피200 F 201712,1.006418485237484,0.0,263070.0,False
KOSPI200,미결제약정 역전,2017-12-13,2017-12-14,KR4101MC0005,코스피200 F 201712,KR4101N30002,코스피200 F 201803,0.9913016938806655,0.0,234287.0,False
KOSPI200,미결제약정 역전,2018-03-07,2018-03-08,KR4101N30002,코스피200 F 201803,KR4101N60009,코스피200 F 201806,1.002069404648201,0.0,225157.0,False
KOSPI200,미결제약정 역전,2018-06-12,2018-06-14,KR4101N60009,코스피200 F 201806,KR4101N90006,코스피200 F 201809,0.996308778687209,0.0,227985.0,False
KOSPI200,미결제약정 역전,2018-09-11,2018-09-12,KR4101N90006,코스피200 F 201809,KR4101NC0004,코스피200 F 201812,1.0008542627712285,139479.0,248616.0,False
KOSPI200,미결제약정 역전,2018-12-12,2018-12-13,KR4101NC0004,코스피200 F 201812,KR4101P30007,코스피200 F 201903,0.9916682095908165,0.0,270158.0,False
KOSPI200,미결제약정 역전,2019-03-13,2019-03-14,KR4101P30007,코스피200 F 201903,KR4101P60004,코스피200 F 201906,1.0045216133116295,0.0,306002.0,False
KOSPI200,미결제약정 역전,2019-06-11,2019-06-12,KR4101P60004,코스피200 F 201906,KR4101P90001,코스피200 F 201909,1.0011023332720927,151962.0,248273.0,False
KOSPI200,미결제약정 역전,2019-09-10,2019-09-11,KR4101P90001,코스피200 F 201909,KR4101PC0002,코스피200 F 201912,0.9996314043494285,0.0,308930.0,False
KOSPI200,미결제약정 역전,2019-12-11,2019-12-12,KR4101PC0002,코스피200 F 201912,KR4101Q30005,코스피200 F 202003,0.9924561403508773,0.0,299428.0,False
KOSPI200,미결제약정 역전,2020-03-11,2020-03-12,KR4101Q30005,코스피200 F 202003,KR4101Q60002,코스피200 F 202006,0.9926710097719871,0.0,304437.0,False
KOSPI200,미결제약정 역전,2020-06-10,2020-06-11,KR4101Q60002,코스피200 F 202006,KR4101Q90009,코스피200 F 202009,1.0021001050052503,0.0,269664.0,False
KOSPI200,미결제약정 역전,2020-09-09,2020-09-10,KR4101Q90009,코스피200 F 202009,KR4101QC0001,코스피200 F 202012,0.9938582677165355,0.0,273995.0,False
KOSPI200,미결제약정 역전,2020-12-09,2020-12-10,KR4101QC0001,코스피200 F 202012,KR4101R30003,코스피200 F 202103,0.9817715365919525,0.0,219855.0,False
KOSPI200,미결제약정 역전,2021-03-10,2021-03-11,KR4101R30003,코스피200 F 202103,KR4101R60000,코스피200 F 202106,1.0010952902519168,0.0,220506.0,False
KOSPI200,미결제약정 역전,2021-06-09,2021-06-10,KR4101R60000,코스피200 F 202106,KR4101R90007,코스피200 F 202109,0.9975575715282625,0.0,215183.0,False
KOSPI200,미결제약정 역전,2021-09-07,2021-09-08,KR4101R90007,코스피200 F 202109,KR4101RC0000,코스피200 F 202112,0.9980699638118214,94544.0,223141.0,False
KOSPI200,미결제약정 역전,2021-12-08,2021-12-09,KR4101RC0000,코스피200 F 202112,KR4101S30001,코스피200 F 202203,0.991362043064597,0.0,224026.0,False
KOSPI200,미결제약정 역전,2022-03-08,2022-03-10,KR4101S30001,코스피200 F 202203,KR4101S60008,코스피200 F 202206,1.0040793360528906,0.0,235785.0,False
KOSPI200,미결제약정 역전,2022-06-08,2022-06-09,KR4101S60008,코스피200 F 202206,KR4101S90005,코스피200 F 202209,0.9985528219971056,0.0,254784.0,False
KOSPI200,미결제약정 역전,2022-09-07,2022-09-08,KR4101S90005,코스피200 F 202209,KR4101SC0009,코스피200 F 202212,1.000808799741184,0.0,278105.0,False
KOSPI200,미결제약정 역전,2022-12-07,2022-12-08,KR4101SC0009,코스피200 F 202212,KR4101T30009,코스피200 F 202303,0.9980494148244473,0.0,268147.0,False
KOSPI200,미결제약정 역전,2023-03-07,2023-03-08,KR4101T30009,코스피200 F 202303,KR4101T60006,코스피200 F 202306,1.003337041156841,118144.0,256750.0,False
KOSPI200,미결제약정 역전,2023-06-07,2023-06-08,KR4101T60006,코스피200 F 202306,KR4101T90003,코스피200 F 202309,1.0062810400233713,0.0,270413.0,False
KOSPI200,미결제약정 역전,2023-09-12,2023-09-13,KR4101T90003,코스피200 F 202309,KR4101TC0008,코스피200 F 202312,1.004462957453139,111432.0,208633.0,False
KOSPI200,미결제약정 역전,2023-12-13,2023-12-14,KR4101TC0008,코스피200 F 202312,KR4101V30005,코스피200 F 202403,1.001320616287601,0.0,238686.0,False
KOSPI200,미결제약정 역전,2024-03-13,2024-03-14,KR4101V30005,코스피200 F 202403,KR4101V60002,코스피200 F 202406,1.0055957417769892,0.0,245792.0,False
KOSPI200,미결제약정 역전,2024-06-11,2024-06-12,KR4101V60002,코스피200 F 202406,KR4101V90009,코스피200 F 202409,1.0063223029324724,96110.0,218976.0,False
KOSPI200,미결제약정 역전,2024-09-11,2024-09-12,KR4101V90009,코스피200 F 202409,KR4101VC0004,코스피200 F 202412,1.008893424697478,0.0,231671.0,False
KOSPI200,미결제약정 역전,2024-12-11,2024-12-12,KR4101VC0004,코스피200 F 202412,KR4101W30003,코스피200 F 202503,0.9969678593086719,0.0,246782.0,False
KOSPI200,미결제약정 역전,2025-03-12,2025-03-13,KR4101W30003,코스피200 F 202503,KR4101W60000,코스피200 F 202506,0.9938144329896906,0.0,248263.0,False
KOSPI200,미결제약정 역전,2025-06-11,2025-06-12,KR4101W60000,코스피200 F 202506,KR4101W90007,코스피200 F 202509,1.0029464514476043,0.0,224699.0,False
KOSPI200,미결제약정 역전,2025-09-09,2025-09-10,KR4101W90007,코스피200 F 202509,KR4101WC0003,코스피200 F 202512,1.000777864207134,94469.0,208238.0,False
KOSPI200,미결제약정 역전,2025-12-10,2025-12-11,KR4101WC0003,코스피200 F 202512,KR4A01630008,코스피200 F 202603,0.9993968117190866,0.0,196378.0,False
KOSPI200,미결제약정 역전,2026-03-11,2026-03-12,KR4A01630008,코스피200 F 202603,KR4A01660005,코스피200 F 202606,1.00261033205852,0.0,187483.0,False
KOSPI200,미결제약정 역전,2026-06-10,2026-06-11,KR4A01660005,코스피200 F 202606,KR4A01690002,코스피200 F 202609,1.0084441543607734,0.0,144608.0,False
KOSPI200,만기 전 고정,,1996-06-07,KR4101660000,KOSPI 200 선물 9606,KR4101690000,KOSPI 200 선물 9609,1.029918864097363,2042.0,334.0,False
KOSPI200,만기 전 고정,,1996-09-06,KR4101690000,KOSPI 200 선물 9609,KR41016C0000,KOSPI 200 선물 9612,1.029940119760479,3425.0,1256.0,False
