지수,짝 종목,배수,방식,롤 규칙,구간,자기자본 소진 구간 수,잰 시작일 수,자기자본 소진일
KOSPI200,114800,-1.0,선물 월 1회,미결제약정 역전,3개월,0,4114,
KOSPI200,114800,-1.0,선물 그대로,미결제약정 역전,3개월,0,4114,
KOSPI200,114800,-1.0,선물 매일,미결제약정 역전,6개월,0,4051,
KOSPI200,114800,-1.0,선물 월 1회,미결제약정 역전,6개월,0,4051,
KOSPI200,114800,-1.0,선물 그대로,미결제약정 역전,6개월,45,4051,2025-08-14
KOSPI200,114800,-1.0,선물 매일,미결제약정 역전,1년,0,3925,
KOSPI200,114800,-1.0,선물 월 1회,미결제약정 역전,1년,0,3925,
KOSPI200,114800,-1.0,선물 그대로,미결제약정 역전,1년,164,3925,2020-03-19
KOSPI200,114800,-1.0,선물 매일,미결제약정 역전,3년,0,3421,
KOSPI200,114800,-1.0,선물 월 1회,미결제약정 역전,3년,0,3421,
KOSPI200,114800,-1.0,선물 그대로,미결제약정 역전,3년,165,3421,2022-09-27
KOSPI200,114800,-1.0,선물 매일,만기 전 고정,1주,0,4172,
KOSPI200,114800,-1.0,선물 월 1회,만기 전 고정,1주,0,4172,
KOSPI200,114800,-1.0,선물 그대로,만기 전 고정,1주,0,4172,
KOSPI200,114800,-1.0,선물 매일,만기 전 고정,2주,0,4167,
KOSPI200,114800,-1.0,선물 월 1회,만기 전 고정,2주,0,4167,
KOSPI200,114800,-1.0,선물 그대로,만기 전 고정,2주,0,4167,
KOSPI200,114800,-1.0,선물 매일,만기 전 고정,1개월,0,4156,
KOSPI200,114800,-1.0,선물 월 1회,만기 전 고정,1개월,0,4156,
KOSPI200,114800,-1.0,선물 그대로,만기 전 고정,1개월,0,4156,
KOSPI200,114800,-1.0,선물 매일,만기 전 고정,3개월,0,4114,
KOSPI200,114800,-1.0,선물 월 1회,만기 전 고정,3개월,0,4114,
KOSPI200,114800,-1.0,선물 그대로,만기 전 고정,3개월,0,4114,
KOSPI200,114800,-1.0,선물 매일,만기 전 고정,6개월,0,4051,
KOSPI200,114800,-1.0,선물 월 1회,만기 전 고정,6개월,0,4051,
KOSPI200,114800,-1.0,선물 그대로,만기 전 고정,6개월,45,4051,2025-08-14
KOSPI200,114800,-1.0,선물 매일,만기 전 고정,1년,0,3925,
KOSPI200,114800,-1.0,선물 월 1회,만기 전 고정,1년,0,3925,
KOSPI200,114800,-1.0,선물 그대로,만기 전 고정,1년,162,3925,2020-03-19
KOSPI200,114800,-1.0,선물 매일,만기 전 고정,3년,0,3421,
KOSPI200,114800,-1.0,선물 월 1회,만기 전 고정,3년,0,3421,
KOSPI200,114800,-1.0,선물 그대로,만기 전 고정,3년,166,3421,2022-09-27
KOSPI200,252670,-2.0,선물 매일,미결제약정 역전,1주,0,2435,
KOSPI200,252670,-2.0,선물 월 1회,미결제약정 역전,1주,0,2435,
KOSPI200,252670,-2.0,선물 그대로,미결제약정 역전,1주,0,2435,
KOSPI200,252670,-2.0,선물 매일,미결제약정 역전,2주,0,2430,
KOSPI200,252670,-2.0,선물 월 1회,미결제약정 역전,2주,0,2430,
KOSPI200,252670,-2.0,선물 그대로,미결제약정 역전,2주,0,2430,
KOSPI200,252670,-2.0,선물 매일,미결제약정 역전,1개월,0,2419,
KOSPI200,252670,-2.0,선물 월 1회,미결제약정 역전,1개월,0,2419,
KOSPI200,252670,-2.0,선물 그대로,미결제약정 역전,1개월,0,2419,
KOSPI200,252670,-2.0,선물 매일,미결제약정 역전,3개월,0,2377,
KOSPI200,252670,-2.0,선물 월 1회,미결제약정 역전,3개월,0,2377,
KOSPI200,252670,-2.0,선물 그대로,미결제약정 역전,3개월,34,2377,2025-11-18
KOSPI200,252670,-2.0,선물 매일,미결제약정 역전,6개월,0,2314,
KOSPI200,252670,-2.0,선물 월 1회,미결제약정 역전,6개월,0,2314,
KOSPI200,252670,-2.0,선물 그대로,미결제약정 역전,6개월,193,2314,2020-03-18
KOSPI200,252670,-2.0,선물 매일,미결제약정 역전,1년,0,2188,
KOSPI200,252670,-2.0,선물 월 1회,미결제약정 역전,1년,0,2188,
KOSPI200,252670,-2.0,선물 그대로,미결제약정 역전,1년,326,2188,2020-01-02
KOSPI200,252670,-2.0,선물 매일,미결제약정 역전,3년,0,1684,
KOSPI200,252670,-2.0,선물 월 1회,미결제약정 역전,3년,0,1684,
KOSPI200,252670,-2.0,선물 그대로,미결제약정 역전,3년,284,1684,2018-06-21
KOSPI200,252670,-2.0,선물 매일,만기 전 고정,1주,0,2435,
KOSPI200,252670,-2.0,선물 월 1회,만기 전 고정,1주,0,2435,
KOSPI200,252670,-2.0,선물 그대로,만기 전 고정,1주,0,2435,
KOSPI200,252670,-2.0,선물 매일,만기 전 고정,2주,0,2430,
KOSPI200,252670,-2.0,선물 월 1회,만기 전 고정,2주,0,2430,
KOSPI200,252670,-2.0,선물 그대로,만기 전 고정,2주,0,2430,
KOSPI200,252670,-2.0,선물 매일,만기 전 고정,1개월,0,2419,
KOSPI200,252670,-2.0,선물 월 1회,만기 전 고정,1개월,0,2419,
KOSPI200,252670,-2.0,선물 그대로,만기 전 고정,1개월,0,2419,
KOSPI200,252670,-2.0,선물 매일,만기 전 고정,3개월,0,2377,
KOSPI200,252670,-2.0,선물 월 1회,만기 전 고정,3개월,0,2377,
KOSPI200,252670,-2.0,선물 그대로,만기 전 고정,3개월,34,2377,2025-11-18
KOSPI200,252670,-2.0,선물 매일,만기 전 고정,6개월,0,2314,
KOSPI200,252670,-2.0,선물 월 1회,만기 전 고정,6개월,0,2314,
KOSPI200,252670,-2.0,선물 그대로,만기 전 고정,6개월,189,2314,2020-03-18
KOSPI200,252670,-2.0,선물 매일,만기 전 고정,1년,0,2188,
KOSPI200,252670,-2.0,선물 월 1회,만기 전 고정,1년,0,2188,
KOSPI200,252670,-2.0,선물 그대로,만기 전 고정,1년,317,2188,2020-01-02
KOSPI200,252670,-2.0,선물 매일,만기 전 고정,3년,0,1684,
KOSPI200,252670,-2.0,선물 월 1회,만기 전 고정,3년,0,1684,
KOSPI200,252670,-2.0,선물 그대로,만기 전 고정,3년,275,1684,2018-07-02
KOSDAQ150,233740,2.0,선물 매일,미결제약정 역전,1주,0,2620,
KOSDAQ150,233740,2.0,선물 월 1회,미결제약정 역전,1주,0,2620,
KOSDAQ150,233740,2.0,선물 그대로,미결제약정 역전,1주,0,2620,
KOSDAQ150,233740,2.0,선물 매일,미결제약정 역전,2주,0,2615,
KOSDAQ150,233740,2.0,선물 월 1회,미결제약정 역전,2주,0,2615,
KOSDAQ150,233740,2.0,선물 그대로,미결제약정 역전,2주,0,2615,
KOSDAQ150,233740,2.0,선물 매일,미결제약정 역전,1개월,0,2604,
KOSDAQ150,233740,2.0,선물 월 1회,미결제약정 역전,1개월,0,2604,
KOSDAQ150,233740,2.0,선물 그대로,미결제약정 역전,1개월,0,2604,
KOSDAQ150,233740,2.0,선물 매일,미결제약정 역전,3개월,0,2562,
KOSDAQ150,233740,2.0,선물 월 1회,미결제약정 역전,3개월,0,2562,
KOSDAQ150,233740,2.0,선물 그대로,미결제약정 역전,3개월,0,2562,
KOSDAQ150,233740,2.0,선물 매일,미결제약정 역전,6개월,0,2499,
KOSDAQ150,233740,2.0,선물 월 1회,미결제약정 역전,6개월,0,2499,
KOSDAQ150,233740,2.0,선물 그대로,미결제약정 역전,6개월,0,2499,
KOSDAQ150,233740,2.0,선물 매일,미결제약정 역전,1년,0,2373,
KOSDAQ150,233740,2.0,선물 월 1회,미결제약정 역전,1년,0,2373,
KOSDAQ150,233740,2.0,선물 그대로,미결제약정 역전,1년,0,2373,
KOSDAQ150,233740,2.0,선물 매일,미결제약정 역전,3년,0,1869,
KOSDAQ150,233740,2.0,선물 월 1회,미결제약정 역전,3년,0,1869,
KOSDAQ150,233740,2.0,선물 그대로,미결제약정 역전,3년,0,1869,
KOSDAQ150,233740,2.0,선물 매일,만기 전 고정,1주,0,2620,
KOSDAQ150,233740,2.0,선물 월 1회,만기 전 고정,1주,0,2620,
KOSDAQ150,233740,2.0,선물 그대로,만기 전 고정,1주,0,2620,
KOSDAQ150,233740,2.0,선물 매일,만기 전 고정,2주,0,2615,
KOSDAQ150,233740,2.0,선물 월 1회,만기 전 고정,2주,0,2615,
KOSDAQ150,233740,2.0,선물 그대로,만기 전 고정,2주,0,2615,
KOSDAQ150,233740,2.0,선물 매일,만기 전 고정,1개월,0,2604,
KOSDAQ150,233740,2.0,선물 월 1회,만기 전 고정,1개월,0,2604,
KOSDAQ150,233740,2.0,선물 그대로,만기 전 고정,1개월,0,2604,
KOSDAQ150,233740,2.0,선물 매일,만기 전 고정,3개월,0,2562,
KOSDAQ150,233740,2.0,선물 월 1회,만기 전 고정,3개월,0,2562,
KOSDAQ150,233740,2.0,선물 그대로,만기 전 고정,3개월,0,2562,
KOSDAQ150,233740,2.0,선물 매일,만기 전 고정,6개월,0,2499,
KOSDAQ150,233740,2.0,선물 월 1회,만기 전 고정,6개월,0,2499,
KOSDAQ150,233740,2.0,선물 그대로,만기 전 고정,6개월,0,2499,
KOSDAQ150,233740,2.0,선물 매일,만기 전 고정,1년,0,2373,
KOSDAQ150,233740,2.0,선물 월 1회,만기 전 고정,1년,0,2373,
KOSDAQ150,233740,2.0,선물 그대로,만기 전 고정,1년,0,2373,
KOSDAQ150,233740,2.0,선물 매일,만기 전 고정,3년,0,1869,
KOSDAQ150,233740,2.0,선물 월 1회,만기 전 고정,3년,0,1869,
KOSDAQ150,233740,2.0,선물 그대로,만기 전 고정,3년,0,1869,
KOSDAQ150,251340,-1.0,선물 매일,미결제약정 역전,1주,0,2462,
KOSDAQ150,251340,-1.0,선물 월 1회,미결제약정 역전,1주,0,2462,
KOSDAQ150,251340,-1.0,선물 그대로,미결제약정 역전,1주,0,2462,
KOSDAQ150,251340,-1.0,선물 매일,미결제약정 역전,2주,0,2457,
KOSDAQ150,251340,-1.0,선물 월 1회,미결제약정 역전,2주,0,2457,
KOSDAQ150,251340,-1.0,선물 그대로,미결제약정 역전,2주,0,2457,
KOSDAQ150,251340,-1.0,선물 매일,미결제약정 역전,1개월,0,2446,
KOSDAQ150,251340,-1.0,선물 월 1회,미결제약정 역전,1개월,0,2446,
KOSDAQ150,251340,-1.0,선물 그대로,미결제약정 역전,1개월,0,2446,
KOSDAQ150,251340,-1.0,선물 매일,미결제약정 역전,3개월,0,2404,
KOSDAQ150,251340,-1.0,선물 월 1회,미결제약정 역전,3개월,0,2404,
KOSDAQ150,251340,-1.0,선물 그대로,미결제약정 역전,3개월,0,2404,
KOSDAQ150,251340,-1.0,선물 매일,미결제약정 역전,6개월,0,2341,
KOSDAQ150,251340,-1.0,선물 월 1회,미결제약정 역전,6개월,0,2341,
KOSDAQ150,251340,-1.0,선물 그대로,미결제약정 역전,6개월,1,2341,2020-03-19
KOSDAQ150,251340,-1.0,선물 매일,미결제약정 역전,1년,0,2215,
KOSDAQ150,251340,-1.0,선물 월 1회,미결제약정 역전,1년,0,2215,
KOSDAQ150,251340,-1.0,선물 그대로,미결제약정 역전,1년,2,2215,2020-03-19
KOSDAQ150,251340,-1.0,선물 매일,미결제약정 역전,3년,0,1711,
KOSDAQ150,251340,-1.0,선물 월 1회,미결제약정 역전,3년,0,1711,
KOSDAQ150,251340,-1.0,선물 그대로,미결제약정 역전,3년,9,1711,2020-03-19
KOSDAQ150,251340,-1.0,선물 매일,만기 전 고정,1주,0,2462,
KOSDAQ150,251340,-1.0,선물 월 1회,만기 전 고정,1주,0,2462,
KOSDAQ150,251340,-1.0,선물 그대로,만기 전 고정,1주,0,2462,
KOSDAQ150,251340,-1.0,선물 매일,만기 전 고정,2주,0,2457,
KOSDAQ150,251340,-1.0,선물 월 1회,만기 전 고정,2주,0,2457,
KOSDAQ150,251340,-1.0,선물 그대로,만기 전 고정,2주,0,2457,
KOSDAQ150,251340,-1.0,선물 매일,만기 전 고정,1개월,0,2446,
KOSDAQ150,251340,-1.0,선물 월 1회,만기 전 고정,1개월,0,2446,
KOSDAQ150,251340,-1.0,선물 그대로,만기 전 고정,1개월,0,2446,
KOSDAQ150,251340,-1.0,선물 매일,만기 전 고정,3개월,0,2404,
KOSDAQ150,251340,-1.0,선물 월 1회,만기 전 고정,3개월,0,2404,
KOSDAQ150,251340,-1.0,선물 그대로,만기 전 고정,3개월,0,2404,
KOSDAQ150,251340,-1.0,선물 매일,만기 전 고정,6개월,0,2341,
KOSDAQ150,251340,-1.0,선물 월 1회,만기 전 고정,6개월,0,2341,
KOSDAQ150,251340,-1.0,선물 그대로,만기 전 고정,6개월,1,2341,2020-03-19
KOSDAQ150,251340,-1.0,선물 매일,만기 전 고정,1년,0,2215,
KOSDAQ150,251340,-1.0,선물 월 1회,만기 전 고정,1년,0,2215,
KOSDAQ150,251340,-1.0,선물 그대로,만기 전 고정,1년,2,2215,2020-03-19
KOSDAQ150,251340,-1.0,선물 매일,만기 전 고정,3년,0,1711,
KOSDAQ150,251340,-1.0,선물 월 1회,만기 전 고정,3년,0,1711,
KOSDAQ150,251340,-1.0,선물 그대로,만기 전 고정,3년,8,1711,2020-03-19
KOSDAQ150,530107,-2.0,선물 매일,미결제약정 역전,1주,0,944,
KOSDAQ150,530107,-2.0,선물 월 1회,미결제약정 역전,1주,0,944,
KOSDAQ150,530107,-2.0,선물 그대로,미결제약정 역전,1주,0,944,
KOSDAQ150,530107,-2.0,선물 매일,미결제약정 역전,2주,0,939,
KOSDAQ150,530107,-2.0,선물 월 1회,미결제약정 역전,2주,0,939,
KOSDAQ150,530107,-2.0,선물 그대로,미결제약정 역전,2주,0,939,
KOSDAQ150,530107,-2.0,선물 매일,미결제약정 역전,1개월,0,928,
KOSDAQ150,530107,-2.0,선물 월 1회,미결제약정 역전,1개월,0,928,
KOSDAQ150,530107,-2.0,선물 그대로,미결제약정 역전,1개월,0,928,
KOSDAQ150,530107,-2.0,선물 매일,미결제약정 역전,3개월,0,886,
KOSDAQ150,530107,-2.0,선물 월 1회,미결제약정 역전,3개월,0,886,
KOSDAQ150,530107,-2.0,선물 그대로,미결제약정 역전,3개월,0,886,
KOSDAQ150,530107,-2.0,선물 매일,미결제약정 역전,6개월,0,823,
KOSDAQ150,530107,-2.0,선물 월 1회,미결제약정 역전,6개월,0,823,
KOSDAQ150,530107,-2.0,선물 그대로,미결제약정 역전,6개월,13,823,2023-01-17
KOSDAQ150,530107,-2.0,선물 매일,미결제약정 역전,1년,0,697,
KOSDAQ150,530107,-2.0,선물 월 1회,미결제약정 역전,1년,0,697,
KOSDAQ150,530107,-2.0,선물 그대로,미결제약정 역전,1년,80,697,2025-01-10
KOSDAQ150,530107,-2.0,선물 매일,미결제약정 역전,3년,0,193,
KOSDAQ150,530107,-2.0,선물 월 1회,미결제약정 역전,3년,0,193,
KOSDAQ150,530107,-2.0,선물 그대로,미결제약정 역전,3년,102,193,2022-10-17
KOSDAQ150,530107,-2.0,선물 매일,만기 전 고정,1주,0,944,
KOSDAQ150,530107,-2.0,선물 월 1회,만기 전 고정,1주,0,944,
KOSDAQ150,530107,-2.0,선물 그대로,만기 전 고정,1주,0,944,
KOSDAQ150,530107,-2.0,선물 매일,만기 전 고정,2주,0,939,
KOSDAQ150,530107,-2.0,선물 월 1회,만기 전 고정,2주,0,939,
KOSDAQ150,530107,-2.0,선물 그대로,만기 전 고정,2주,0,939,
KOSDAQ150,530107,-2.0,선물 매일,만기 전 고정,1개월,0,928,
KOSDAQ150,530107,-2.0,선물 월 1회,만기 전 고정,1개월,0,928,
KOSDAQ150,530107,-2.0,선물 그대로,만기 전 고정,1개월,0,928,
KOSDAQ150,530107,-2.0,선물 매일,만기 전 고정,3개월,0,886,
KOSDAQ150,530107,-2.0,선물 월 1회,만기 전 고정,3개월,0,886,
KOSDAQ150,530107,-2.0,선물 그대로,만기 전 고정,3개월,0,886,
KOSDAQ150,530107,-2.0,선물 매일,만기 전 고정,6개월,0,823,
KOSDAQ150,530107,-2.0,선물 월 1회,만기 전 고정,6개월,0,823,
KOSDAQ150,530107,-2.0,선물 그대로,만기 전 고정,6개월,11,823,2023-01-17
KOSDAQ150,530107,-2.0,선물 매일,만기 전 고정,1년,0,697,
KOSDAQ150,530107,-2.0,선물 월 1회,만기 전 고정,1년,0,697,
KOSDAQ150,530107,-2.0,선물 그대로,만기 전 고정,1년,81,697,2025-01-10
KOSDAQ150,530107,-2.0,선물 매일,만기 전 고정,3년,0,193,
KOSDAQ150,530107,-2.0,선물 월 1회,만기 전 고정,3년,0,193,
KOSDAQ150,530107,-2.0,선물 그대로,만기 전 고정,3년,105,193,2022-10-17
