날짜,NAV,시가,고가,저가,종가,거래량,거래대금,기초지수
2017-04-21,9482.77,9510,9515,9455,9455,269809,2565044280,1149.65
2017-04-24,9448.77,9420,9470,9420,9440,227994,2150525155,1145.5
2017-04-25,9404.74,9480,9485,9390,9390,201479,1906904960,1140.13
2017-04-26,9417.53,9415,9425,9370,9400,233957,2201254845,1141.65
2017-04-27,9445.65,9460,9460,9415,9430,401206,3788282440,1144.99
2017-04-28,9503.41,9455,9485,9420,9485,207188,1955748655,1151.88
2017-05-02,9456.19,9495,9495,9415,9450,223460,2118731025,1146.11
2017-05-04,9476.46,9470,9470,9440,9455,249247,2358427330,1148.44
2017-05-08,9466.12,9480,9495,9440,9460,234897,2227217245,1147.12
2017-05-10,9504.28,9500,9500,9460,9480,164916,1565002775,1151.88
2017-05-11,9438.86,9470,9475,9420,9430,225711,2135153190,1143.94
2017-05-12,9428.72,9405,9430,9380,9420,156123,1467086320,1142.66
2017-05-15,9392.21,9410,9420,9390,9395,118959,1119839050,1138.2
2017-05-16,9332.36,9350,9355,9325,9330,144940,1353364205,1130.9
2017-05-17,9351.87,9320,9375,9315,9345,141141,1317495920,1133.23
2017-05-18,9407.43,9380,9425,9380,9405,125874,1182299600,1139.92
2017-05-19,9433.03,9420,9455,9400,9405,146660,1382187090,1142.96
2017-05-22,9347.92,9480,9480,9310,9350,138447,1292863505,1132.62
2017-05-23,9397.42,9325,9385,9325,9385,144231,1346961990,1138.6
2017-05-24,9417.63,9400,9425,9380,9420,131632,1237134770,1141.04
2017-05-25,9345.07,9355,9365,9325,9325,147638,1381303340,1132.22
2017-05-26,9370.79,9350,9370,9330,9355,137729,1289080275,1135.26
2017-05-29,9388.37,9355,9375,9335,9375,137319,1285249625,1137.39
2017-05-30,9407.03,9395,9400,9375,9395,144698,1358789525,1139.62
2017-05-31,9356.35,9375,9400,9360,9360,145356,1364686750,1133.43
2017-06-01,9393.67,9355,9385,9340,9375,126008,1178941605,1137.89
2017-06-02,9389.88,9380,9390,9355,9380,129358,1213154425,1137.39
2017-06-05,9356.82,9360,9365,9330,9350,153293,1432479850,1133.33
2017-06-07,9400.55,9355,9395,9355,9395,132451,1240408650,1138.6
2017-06-08,9392.52,9395,9425,9375,9375,115142,1084655630,1137.59
2017-06-09,9405.47,9385,9405,9350,9380,142630,1339186240,1139.11
2017-06-12,9438.2,9400,9430,9395,9425,124657,1172936045,1143.06
2017-06-13,9449.88,9440,9450,9425,9425,133661,1262445020,1144.48
2017-06-14,9406.77,9430,9430,9390,9390,113434,1069142745,1139.11
2017-06-15,9407.66,9370,9405,9355,9390,126559,1185292075,1139.11
2017-06-16,9497.79,9440,9520,9425,9490,123699,1169069670,1150.03
2017-06-19,9484.61,9490,9490,9435,9480,137298,1299962190,1148.4
2017-06-20,9506.58,9510,9515,9495,9505,118878,1130575060,1151.04
2017-06-21,9571.96,9535,9575,9530,9555,156947,1498272895,1158.95
2017-06-22,9551.48,9545,9555,9530,9540,112029,1069467720,1156.42
2017-06-23,9528.21,9535,9555,9520,9525,128795,1227442845,1153.58
2017-06-26,9512.48,9500,9510,9475,9510,143249,1359549215,1151.65
2017-06-27,9520.38,9500,9525,9480,9510,112983,1072677165,1152.56
2017-06-28,9580.46,9550,9560,9530,9555,120680,1151987245,1159.86
2017-06-29,9558.26,9540,9550,9520,9535,131749,1256501290,1157.13
2017-06-30,9585.01,9585,9595,9545,9575,138547,1328571860,1160.27
2017-07-03,9603.78,9560,9610,9555,9590,53848,515955550,1162.5
2017-07-04,9635.2,9625,9635,9595,9635,9079,87284890,1166.25
2017-07-05,9630.6,9635,9635,9595,9625,6250,60045415,1165.64
2017-07-06,9693.91,9640,9685,9620,9685,38835,375265785,1173.25
2017-07-07,9672.84,9685,9685,9650,9665,12226,118120925,1170.61
2017-07-10,9637.66,9650,9650,9605,9630,5654,54386730,1166.25
2017-07-11,9646.33,9625,9635,9610,9635,3580,34472850,1167.27
2017-07-12,9600.94,9620,9620,9580,9580,5625,53940610,1161.79
2017-07-13,9524.5,9530,9540,9510,9520,10017,95373880,1152.46
2017-07-14,9505.84,9505,9525,9490,9500,14347,136417455,1150.16
2017-07-17,9457.63,9465,9465,9435,9455,17811,168363265,1144.28
2017-07-18,9415.2,9455,9460,9405,9415,9104,85824655,1139.1
2017-07-19,9406.11,9410,9410,9375,9395,21658,203433145,1137.99
2017-07-20,9435.15,9420,9435,9400,9435,1587,14964055,1141.43
2017-07-21,9375.29,9390,9415,9370,9375,11277,105871950,1134.13
2017-07-24,9336.84,9375,9375,9325,9340,23457,219465620,1129.46
2017-07-25,9349.53,9355,9375,9340,9350,8061,75400480,1130.99
2017-07-26,9401.88,9370,9405,9365,9400,24160,226434630,1137.28
2017-07-27,9337.72,9320,9335,9310,9330,16537,154174375,1129.46
2017-07-28,9401.15,9345,9395,9345,9395,140945,1324407840,1137.07
2017-07-31,9389.7,9420,9420,9380,9385,14588,136948685,1135.65
2017-08-01,9395.07,9380,9385,9340,9380,44648,417808965,1136.26
2017-08-02,9422.23,9390,9430,9390,9425,2989,28147875,1139.51
2017-08-03,9467.2,9410,9460,9410,9460,13452,127086220,1144.88
2017-08-04,9439.05,9445,9450,9410,9420,3066,28882450,1141.43
2017-08-07,9465.17,9445,9465,9435,9455,2758,26073310,1144.58
2017-08-08,9445.88,9420,9440,9415,9440,3095,29156475,1142.25
2017-08-09,9517.81,9505,9520,9485,9515,34441,327595430,1150.97
2017-08-10,9584.05,9550,9580,9530,9555,35089,335052865,1158.99
2017-08-11,9599.74,9605,9615,9570,9570,15944,153063260,1160.81
2017-08-14,9552.19,9540,9560,9515,9560,9641,92031155,1155.03
2017-08-16,9578.42,9520,9565,9505,9555,4769,45457655,1158.17
2017-08-17,9542.69,9515,9540,9510,9520,2088,19863985,1153.85
2017-08-18,9574.62,9555,9575,9550,9570,5900,56400935,1157.6
2017-08-21,9558.1,9540,9555,9525,9555,4045,38604785,1155.57
2017-08-22,9519.89,9540,9540,9510,9510,1442,13726470,1150.9
2017-08-23,9497.39,9490,9490,9460,9490,1593,15086615,1148.16
2017-08-24,9471.02,9450,9465,9445,9465,540,5105125,1144.92
2017-08-25,9469.86,9465,9480,9460,9470,1901,17999250,1144.71
2017-08-28,9396.43,9410,9410,9385,9400,6092,57252655,1135.79
2017-08-29,9448.66,9460,9460,9430,9430,1776,16763545,1142.08
2017-08-30,9441.22,9430,9430,9405,9430,1027,9669750,1141.16
2017-08-31,9461.97,9430,9465,9425,9465,5574,52619250,1143.6
2017-09-01,9425.02,9430,9435,9415,9430,2294,21615055,1139.03
2017-09-04,9502.43,9480,9510,9470,9510,10947,103885060,1148.37
2017-09-05,9493.51,9495,9510,9480,9495,3917,37137735,1147.25
2017-09-06,9529.0,9495,9525,9490,9525,3557,33818725,1151.51
2017-09-07,9484.08,9475,9485,9465,9485,3012,28541915,1146.03
2017-09-08,9471.88,9460,9480,9445,9470,4530,42845580,1144.51
2017-09-11,9504.82,9470,9500,9450,9500,4350,41185615,1148.47
2017-09-12,9468.01,9480,9490,9460,9475,568,5386905,1144.0
2017-09-13,9475.58,9470,9470,9440,9465,1484,14032845,1144.92
2017-09-14,9512.43,9485,9510,9485,9495,2181,20737035,1149.38
2017-09-15,9497.36,9520,9530,9485,9485,1808,17188790,1147.56
2017-09-18,9457.34,9485,9485,9455,9460,967,9153525,1142.69
2017-09-19,9494.46,9455,9495,9455,9480,349,3304075,1147.15
2017-09-20,9472.65,9500,9500,9470,9475,1136,10771325,1144.51
2017-09-21,9510.14,9515,9515,9495,9510,2512,23876870,1148.98
2017-09-22,9540.7,9495,9555,9495,9545,10789,102978170,1152.63
2017-09-25,9506.44,9490,9505,9485,9505,9197,87313990,1148.47
2017-09-26,9553.58,9510,9550,9510,9550,2714,25886220,1154.15
2017-09-27,9579.91,9550,9570,9545,9560,376,3592640,1157.4
2017-09-28,9653.82,9585,9655,9585,9650,11897,114436430,1166.33
2017-09-29,9622.55,9625,9630,9600,9620,51829,498620075,1162.27
2017-10-10,9544.43,9600,9600,9540,9545,8291,79225345,1152.73
2017-10-11,9536.57,9520,9560,9500,9540,2787,26585085,1151.82
2017-10-12,9523.02,9505,9545,9500,9520,3811,36264570,1150.16
2017-10-13,9485.42,9525,9525,9480,9490,3603,34204380,1145.56
2017-10-16,9474.68,9450,9480,9450,9480,10206,96644400,1144.24
2017-10-17,9511.73,9490,9520,9490,9515,3530,33545910,1148.71
2017-10-18,9497.34,9505,9510,9480,9485,2049,19457270,1146.98
2017-10-19,9510.9,9510,9525,9490,9515,2519,23942980,1148.6
2017-10-20,9504.88,9490,9525,9465,9510,3722,35405950,1147.99
2017-10-23,9494.69,9510,9525,9480,9500,7345,69803635,1146.78
2017-10-24,9478.04,9480,9485,9470,9475,1396,13224975,1144.65
2017-10-25,9477.58,9480,9495,9470,9480,2249,21302130,1144.54
2017-10-26,9448.42,9460,9460,9445,9455,10638,100544480,1140.99
2017-10-27,9501.15,9485,9500,9480,9500,10183,96707260,1147.39
2017-10-30,9447.24,9465,9470,9445,9455,3326,31441315,1140.89
2017-10-31,9410.54,9440,9440,9415,9420,12493,117719750,1136.42
2017-11-01,9360.04,9400,9400,9355,9370,46382,434652505,1130.33
2017-11-02,9361.42,9325,9370,9325,9370,17801,166512470,1130.44
2017-11-03,9356.54,9350,9365,9335,9365,4189,39161960,1129.73
2017-11-06,9374.41,9370,9400,9370,9375,4918,46155250,1131.86
2017-11-07,9343.53,9370,9440,9330,9350,2148823,20089465195,1128.1
2017-11-08,9371.93,9350,9380,9350,9380,2127,19929855,1131.55
2017-11-09,9373.8,9360,9375,9350,9375,1218,11405135,1131.76
2017-11-10,9395.23,9380,9400,9380,9390,2875,27001415,1134.29
2017-11-13,9431.42,9395,9425,9395,9425,9741,91701020,1138.66
2017-11-14,9399.62,9415,9415,9390,9395,1503,14124075,1134.8
2017-11-15,9349.77,9360,9380,9350,9355,2182,20426990,1128.81
2017-11-16,9256.65,9305,9305,9245,9260,125368,1160660995,1117.65
2017-11-17,9225.32,9220,9235,9185,9225,24059,221545950,1113.79
2017-11-20,9253.64,9225,9255,9200,9250,10000,92324860,1117.14
2017-11-21,9213.56,9220,9240,9210,9215,5497,50682045,1112.27
2017-11-22,9139.84,9170,9200,9155,9155,11904,109119155,1103.34
2017-11-23,9125.76,9135,9160,9085,9130,17035,155607675,1101.61
2017-11-24,9133.89,9125,9130,9100,9125,29152,265986575,1102.53
2017-11-27,9156.74,9125,9155,9125,9155,21349,195183115,1105.27
2017-11-28,9120.73,9175,9175,9120,9120,5844,53399750,1100.8
2017-11-29,9044.97,9125,9125,9060,9060,9478,86183930,1091.56
2017-11-30,9148.69,9095,9150,9075,9150,11496,105038815,1104.05
2017-12-01,9136.69,9150,9155,9110,9125,15577,142399885,1102.53
2017-12-04,9153.04,9250,9250,9125,9160,24932,228373155,1104.45
2017-12-05,9128.05,9135,9140,9100,9115,26686,243423520,1101.41
2017-12-06,9194.74,9135,9195,9135,9195,4757,43659030,1109.43
2017-12-07,9207.79,9195,9210,9165,9200,9412,86520790,1110.95
2017-12-08,9194.12,9200,9210,9180,9195,3252,29920485,1109.22
2017-12-11,9186.01,9180,9195,9170,9190,1321,12137475,1108.21
2017-12-12,9180.43,9160,9190,9155,9190,6842,62720970,1107.5
2017-12-13,9167.68,9190,9200,9165,9180,12533,115257295,1105.98
2017-12-14,9151.8,9125,9150,9125,9145,6130,56003855,1103.24
2017-12-15,9167.09,9160,9175,9145,9165,7403,67819260,1104.89
2017-12-18,9159.7,9170,9170,9145,9160,9246,84638925,1103.98
2017-12-19,9123.78,9125,9155,9125,9130,4033,36853465,1099.62
2017-12-20,9088.72,9125,9130,9090,9095,26263,239194470,1095.36
2017-12-21,9104.23,9095,9110,9070,9110,44004,399715530,1097.18
2017-12-22,9084.69,9085,9090,9060,9070,16136,146380000,1094.75
2017-12-26,9057.93,9060,9065,9045,9055,23587,213639130,1091.5
2017-12-27,9032.25,9055,9055,9030,9035,7117,64353350,1088.36
2017-12-28,8999.5,9040,9045,9005,9010,11127,100408930,1084.3
2018-01-02,8932.59,8975,8985,8920,8920,59516,532311015,1076.18
2018-01-03,8961.08,8935,8985,8935,8960,8696,77971300,1079.53
2018-01-04,8942.19,8970,8990,8940,8940,13515,121224225,1077.2
2018-01-05,8950.31,8935,8950,8930,8940,8890,79459935,1078.11
2018-01-08,8980.93,8940,9000,8910,8975,1433726,12865504265,1081.76
2018-01-09,8987.85,8985,9000,8965,8985,11349,101989630,1082.57
2018-01-10,9031.03,9030,9030,9000,9030,260084,2348084185,1087.75
2018-01-11,9030.49,9015,9040,9005,9030,7890,71185285,1087.54
2018-01-12,8953.07,8985,8985,8955,8970,8777,78753230,1078.82
2018-01-15,8951.87,8940,8950,8925,8950,16167,144486090,1078.61
2018-01-16,8947.91,8955,8970,8945,8950,8574,76787130,1078.11
2018-01-17,9008.7,8975,9005,8955,9005,2863,25688915,1085.42
2018-01-18,9022.55,9005,9020,8995,9020,10501,94559455,1087.04
2018-01-19,8978.54,9020,9025,8970,8975,7834,70404015,1081.66
2018-01-22,9018.42,8995,9005,8975,9005,95417,858983830,1086.43
2018-01-23,9022.96,9005,9025,8985,9010,23188,208770695,1086.94
2018-01-24,9019.84,9045,9045,8995,9010,12402,111777295,1086.54
2018-01-25,8928.33,8975,8980,8920,8930,37855,338718940,1075.46
2018-01-26,8972.01,8970,8980,8955,8975,10359,92927880,1080.64
2018-01-29,8990.81,8970,8985,8955,8980,9756,87564225,1082.88
2018-01-30,9053.32,9015,9055,9015,9055,16287,147078925,1090.4
2018-01-31,9004.66,9050,9050,9005,9010,10481,94604000,1084.5
2018-02-01,9042.16,9020,9055,9010,9040,15272,137916690,1088.97
2018-02-02,9110.94,9035,9115,9035,9110,30862,280218500,1097.2
2018-02-05,9189.79,9180,9200,9170,9170,46692,428914470,1106.65
2018-02-06,9206.15,9240,9255,9170,9190,98641,910622830,1108.58
2018-02-07,9157.64,9130,9165,9100,9165,36106,329520540,1102.69
2018-02-08,9181.74,9175,9195,9155,9165,15195,139380730,1105.53
2018-02-09,9209.35,9245,9250,9185,9200,15408,141867125,1108.78
2018-02-12,9154.46,9150,9150,9120,9150,16647,152055870,1102.18
2018-02-13,9153.22,9115,9145,9110,9145,6169,56336175,1101.98
2018-02-14,9091.51,9140,9140,9085,9085,5306,48359615,1094.32
2018-02-19,8999.8,9020,9025,9000,9015,21844,196850680,1083.24
2018-02-20,9059.95,9020,9060,9015,9050,3506,31656645,1090.46
2018-02-21,9087.26,9065,9085,9050,9085,7123,64579160,1093.71
2018-02-22,9151.03,9090,9155,9090,9145,7520,68737085,1101.33
2018-02-23,9106.19,9135,9135,9090,9110,13293,120968605,1095.85
2018-02-26,9065.97,9095,9095,9060,9065,20503,185809365,1090.97
2018-02-27,9041.91,9040,9065,9025,9050,6712,60688675,1088.02
2018-02-28,9147.99,9115,9155,9105,9130,19953,182286015,1100.72
2018-03-02,9127.61,9150,9150,9110,9125,17119,156223440,1098.18
2018-03-05,9142.9,9115,9145,9100,9140,13733,125468715,1100.01
2018-03-06,9089.9,9100,9100,9065,9085,7926,71947775,1093.61
2018-03-07,9031.91,9010,9040,9010,9035,15339,138349450,1086.6
2018-03-08,9046.51,9010,9040,9010,9030,6177,55728560,1088.32
2018-03-09,9034.45,9050,9050,9020,9030,6910,62385630,1086.8
2018-03-12,8995.03,9000,9005,8975,8990,42334,380601690,1082.02
2018-03-13,9018.87,8990,9020,8985,9020,6154,55353945,1084.87
2018-03-14,8993.66,9015,9020,8980,8995,5738,51632625,1081.52
2018-03-15,8996.25,8995,9025,8995,9010,11407,102848250,1081.68
2018-03-16,9012.03,9035,9050,9010,9010,7757,70093055,1083.48
2018-03-19,9051.17,9025,9060,9025,9055,6755,60998785,1088.16
2018-03-20,9032.03,9070,9070,9020,9030,3926,35472015,1085.82
2018-03-21,9057.58,9035,9055,9035,9055,7381,66736000,1088.87
2018-03-22,9048.79,9000,9055,8990,9045,7926,71454580,1087.75
2018-03-23,9134.06,9120,9135,9100,9135,21085,192234115,1097.92
2018-03-26,9122.43,9140,9140,9100,9125,11616,105982410,1096.49
2018-03-27,9036.53,9065,9075,9030,9045,2306,20880090,1086.12
2018-03-28,9056.24,9075,9075,9000,9045,3633,32796340,1088.46
2018-03-29,9002.65,9005,9030,9000,9015,7659,69063775,1081.96
2018-03-30,8988.13,8985,9010,8985,8995,17306,155666125,1080.13
2018-04-02,8924.94,8980,8980,8925,8935,37879,338635775,1072.5
2018-04-03,8921.06,8935,8950,8905,8905,14766,131657170,1071.99
2018-04-04,8954.45,8910,8955,8910,8955,16889,150783385,1075.96
2018-04-05,8964.95,8955,8990,8940,8960,18951,169842600,1077.18
2018-04-06,9039.29,8990,9045,8990,9045,18678,168336375,1086.02
2018-04-09,9021.22,9035,9050,9010,9030,10041,90609900,1083.79
2018-04-10,9018.96,9050,9060,9005,9025,7155,64731710,1083.48
2018-04-11,9023.6,9000,9030,9000,9025,3111,28045425,1083.68
2018-04-12,9052.25,9020,9065,9010,9050,8670,78409275,1087.04
2018-04-13,9055.48,9040,9060,9040,9040,2410,21808795,1087.28
2018-04-16,9089.63,9055,9095,9055,9075,9630,87419390,1091.35
2018-04-17,9033.2,9050,9050,9030,9035,838,7574290,1084.53
2018-04-18,9041.95,9020,9035,9000,9035,1370,12346255,1085.55
2018-04-19,8992.37,9030,9030,8970,8985,7866,70754650,1079.54
2018-04-20,9039.58,9030,9040,9025,9035,1384,12503670,1085.14
2018-04-23,9051.8,9055,9060,9040,9055,3706,33542840,1086.56
2018-04-24,9130.9,9115,9140,9100,9120,14911,135882295,1096.03
2018-04-25,9164.24,9125,9150,9100,9140,25953,237140365,1100.0
2018-04-26,9149.31,9145,9160,9130,9160,10039,91789140,1098.16
2018-04-27,9118.88,9120,9135,9095,9120,1307,11916685,1094.4
2018-04-30,9052.37,9055,9055,9035,9055,10861,98234760,1086.36
2018-05-02,9121.46,9080,9130,9080,9110,19531,177654800,1094.6
2018-05-03,9123.52,9140,9140,9110,9120,1618,14757865,1094.81
2018-05-04,9136.36,9120,9135,9120,9125,6308,57558800,1096.23
2018-05-08,9125.52,9130,9150,9115,9115,9239,84455055,1094.91
2018-05-09,9173.32,9140,9175,9140,9165,4387,40195865,1100.61
2018-05-10,9093.19,9160,9160,9095,9100,5061,46136045,1090.94
2018-05-11,9071.77,9050,9080,9040,9070,7799,70627810,1088.29
2018-05-14,9060.98,9055,9055,9035,9045,8433,76228575,1086.97
2018-05-15,9108.82,9065,9115,9065,9110,26003,236753915,1092.67
2018-05-16,9144.08,9155,9165,9115,9135,10608,96935020,1096.84
2018-05-17,9169.46,9135,9160,9130,9160,14768,135090495,1099.79
2018-05-18,9143.46,9160,9170,9125,9145,14606,133674355,1096.5
2018-05-21,9201.75,9165,9210,9145,9205,14681,134839570,1103.42
2018-05-23,9161.15,9145,9165,9140,9165,16958,155142435,1098.54
2018-05-24,9157.41,9145,9185,9140,9165,16760,153620630,1098.03
2018-05-25,9144.57,9165,9175,9135,9150,6909,63194200,1096.4
2018-05-28,9115.99,9130,9130,9090,9115,31150,283694520,1092.94
2018-05-29,9145.81,9125,9140,9120,9140,1771,16171555,1096.5
2018-05-30,9169.91,9185,9185,9155,9160,13592,124668810,1099.35
2018-05-31,9143.11,9140,9150,9110,9145,5885,53770015,1096.09
2018-06-01,9130.27,9145,9145,9120,9135,2377,21706785,1094.47
2018-06-04,9103.46,9105,9105,9080,9100,6027,54778620,1091.21
2018-06-05,9091.28,9090,9095,9065,9090,4689,42580655,1089.68
2018-06-07,9078.05,9065,9075,9055,9075,2333,21141045,1088.05
2018-06-08,9132.23,9085,9130,9085,9130,2350,21392725,1094.47
2018-06-11,9133.43,9120,9125,9105,9125,3609,32885215,1094.57
2018-06-12,9153.8,9135,9155,9105,9155,5811,53014000,1096.91
2018-06-14,9207.13,9195,9200,9180,9190,15974,146793030,1103.05
2018-06-15,9318.5,9210,9325,9210,9325,29444,272585345,1116.26
2018-06-18,9385.88,9355,9395,9345,9385,100837,945692880,1124.31
2018-06-19,9434.59,9385,9420,9370,9415,49400,463720260,1130.12
2018-06-20,9394.86,9425,9435,9375,9395,25588,240870230,1125.33
2018-06-21,9445.48,9410,9445,9390,9445,4149,39065210,1131.35
2018-06-22,9410.4,9430,9430,9405,9410,20521,193297835,1127.07
2018-06-25,9497.39,9460,9500,9455,9500,11866,112552900,1137.46
2018-06-26,9481.45,9480,9500,9460,9470,14597,138310620,1135.52
2018-06-27,9507.98,9505,9520,9495,9500,9278,88154225,1138.68
2018-06-28,9565.32,9535,9555,9520,9555,24038,229167775,1145.51
2018-06-29,9485.44,9545,9545,9470,9470,16669,158453330,1135.83
2018-07-02,9523.01,9485,9520,9470,9520,44972,427124880,1140.31
2018-07-03,9511.55,9515,9565,9505,9515,11208,106931850,1138.89
2018-07-04,9489.62,9490,9510,9465,9485,11490,108918810,1136.24
2018-07-05,9514.87,9485,9540,9485,9505,27094,257746355,1139.19
2018-07-06,9496.75,9530,9540,9485,9485,21712,206614315,1136.95
2018-07-09,9469.52,9485,9490,9440,9455,17502,165592760,1133.59
2018-07-10,9500.43,9450,9500,9440,9500,8377,79272955,1137.26
2018-07-11,9532.95,9525,9550,9525,9525,10428,99437995,1141.33
2018-07-12,9589.67,9575,9615,9575,9585,9669,92783360,1147.75
2018-07-13,9572.06,9560,9580,9550,9575,3792,36254865,1145.65
2018-07-16,9605.49,9600,9625,9595,9610,44826,430566385,1149.62
2018-07-17,9575.17,9600,9605,9560,9575,8406,80556235,1145.95
2018-07-18,9642.04,9595,9635,9595,9635,9888,94986830,1153.91
2018-07-19,9650.99,9620,9645,9605,9645,6604,63616150,1154.93
2018-07-20,9661.97,9650,9690,9625,9640,12340,119156015,1156.15
2018-07-23,9632.42,9590,9635,9590,9635,13709,131578485,1152.58
