종목,월,방향,손절선(%),구간,신호,제외,합계(%),평균(%),승률(%),최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능
229200,6,아래,6.0,앞 절반,5,0,11.05,2.21,80.0,7.77,-0.17,3.23,0,0,7.2,아니오
229200,6,아래,6.0,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,6.0,최근 10년,10,0,20.49,2.05,80.0,7.77,-0.76,2.46,0,0,7.1,예
229200,6,아래,6.0,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,아래,7.0,전체,11,0,21.36,1.94,81.82,7.77,-0.76,2.36,0,0,7.18,예
229200,6,아래,7.0,앞 절반,5,0,11.05,2.21,80.0,7.77,-0.17,3.23,0,0,7.2,아니오
229200,6,아래,7.0,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,7.0,최근 10년,10,0,20.49,2.05,80.0,7.77,-0.76,2.46,0,0,7.1,예
229200,6,아래,7.0,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,아래,8.0,전체,11,0,21.36,1.94,81.82,7.77,-0.76,2.36,0,0,7.18,예
229200,6,아래,8.0,앞 절반,5,0,11.05,2.21,80.0,7.77,-0.17,3.23,0,0,7.2,아니오
229200,6,아래,8.0,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,8.0,최근 10년,10,0,20.49,2.05,80.0,7.77,-0.76,2.46,0,0,7.1,예
229200,6,아래,8.0,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,아래,9.0,전체,11,0,21.36,1.94,81.82,7.77,-0.76,2.36,0,0,7.18,예
229200,6,아래,9.0,앞 절반,5,0,11.05,2.21,80.0,7.77,-0.17,3.23,0,0,7.2,아니오
229200,6,아래,9.0,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,9.0,최근 10년,10,0,20.49,2.05,80.0,7.77,-0.76,2.46,0,0,7.1,예
229200,6,아래,9.0,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,아래,10.0,전체,11,0,21.36,1.94,81.82,7.77,-0.76,2.36,0,0,7.18,예
229200,6,아래,10.0,앞 절반,5,0,11.05,2.21,80.0,7.77,-0.17,3.23,0,0,7.2,아니오
229200,6,아래,10.0,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,10.0,최근 10년,10,0,20.49,2.05,80.0,7.77,-0.76,2.46,0,0,7.1,예
229200,6,아래,10.0,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,아래,무손절,전체,11,0,21.36,1.94,81.82,7.77,-0.76,2.36,0,0,7.18,예
229200,6,아래,무손절,앞 절반,5,0,11.05,2.21,80.0,7.77,-0.17,3.23,0,0,7.2,아니오
229200,6,아래,무손절,뒤 절반,6,0,10.31,1.72,83.33,4.12,-0.76,1.62,0,0,7.17,아니오
229200,6,아래,무손절,최근 10년,10,0,20.49,2.05,80.0,7.77,-0.76,2.46,0,0,7.1,예
229200,6,아래,무손절,최근 5년,5,0,11.07,2.21,100.0,4.12,1.13,1.2,0,0,7.0,아니오
229200,6,위,3.0,전체,11,0,-19.81,-1.8,18.18,0.76,-3.0,1.48,0,6,5.09,예
229200,6,위,3.0,앞 절반,5,0,-9.17,-1.83,20.0,0.17,-3.0,1.61,0,3,5.2,아니오
229200,6,위,3.0,뒤 절반,6,0,-10.64,-1.77,16.67,0.76,-3.0,1.52,0,3,5.0,아니오
229200,6,위,3.0,최근 10년,10,0,-16.81,-1.68,20.0,0.76,-3.0,1.5,0,5,5.2,예
229200,6,위,3.0,최근 5년,5,0,-11.4,-2.28,0.0,-1.13,-3.0,0.99,0,3,4.4,아니오
229200,6,위,4.0,전체,11,0,-25.81,-2.35,18.18,0.76,-4.0,1.98,0,6,5.73,예
229200,6,위,4.0,앞 절반,5,0,-12.17,-2.43,20.0,0.17,-4.0,2.15,0,3,6.2,아니오
229200,6,위,4.0,뒤 절반,6,0,-13.64,-2.27,16.67,0.76,-4.0,2.02,0,3,5.33,아니오
229200,6,위,4.0,최근 10년,10,0,-21.81,-2.18,20.0,0.76,-4.0,2.0,0,5,5.9,예
229200,6,위,4.0,최근 5년,5,0,-14.4,-2.88,0.0,-1.13,-4.0,1.53,0,3,4.8,아니오
229200,6,위,5.0,전체,11,0,-26.25,-2.39,18.18,0.76,-5.0,2.25,0,4,5.82,예
229200,6,위,5.0,앞 절반,5,0,-12.42,-2.48,20.0,0.17,-5.0,2.47,0,2,6.2,아니오
229200,6,위,5.0,뒤 절반,6,0,-13.83,-2.31,16.67,0.76,-5.0,2.3,0,2,5.5,아니오
229200,6,위,5.0,최근 10년,10,0,-21.25,-2.12,20.0,0.76,-5.0,2.19,0,3,6.0,예
229200,6,위,5.0,최근 5년,5,0,-14.59,-2.92,0.0,-1.13,-5.0,1.94,0,2,5.0,아니오
229200,6,위,6.0,전체,11,0,-30.25,-2.75,18.18,0.76,-6.0,2.73,0,4,5.91,예
229200,6,위,6.0,앞 절반,5,0,-14.42,-2.88,20.0,0.17,-6.0,2.99,0,2,6.4,아니오
229200,6,위,6.0,뒤 절반,6,0,-15.83,-2.64,16.67,0.76,-6.0,2.77,0,2,5.5,아니오
229200,6,위,6.0,최근 10년,10,0,-24.25,-2.42,20.0,0.76,-6.0,2.64,0,3,6.1,예
229200,6,위,6.0,최근 5년,5,0,-16.59,-3.32,0.0,-1.13,-6.0,2.48,0,2,5.0,아니오
229200,6,위,7.0,전체,11,0,-31.37,-2.85,18.18,0.76,-7.0,2.97,0,3,6.64,예
229200,6,위,7.0,앞 절반,5,0,-16.42,-3.28,20.0,0.17,-7.0,3.51,0,2,6.4,아니오
229200,6,위,7.0,뒤 절반,6,0,-14.95,-2.49,16.67,0.76,-7.0,2.72,0,1,6.83,아니오
229200,6,위,7.0,최근 10년,10,0,-24.37,-2.44,20.0,0.76,-7.0,2.77,0,2,6.9,예
229200,6,위,7.0,최근 5년,5,0,-15.71,-3.14,0.0,-1.13,-7.0,2.46,0,1,6.6,아니오
229200,6,위,8.0,전체,11,0,-34.63,-3.15,18.18,0.76,-8.5,3.43,1,1,6.73,예
229200,6,위,8.0,앞 절반,5,0,-18.68,-3.74,20.0,0.17,-8.5,4.12,1,0,6.6,아니오
229200,6,위,8.0,뒤 절반,6,0,-15.95,-2.66,16.67,0.76,-8.0,3.06,0,1,6.83,아니오
229200,6,위,8.0,최근 10년,10,0,-26.13,-2.61,20.0,0.76,-8.0,3.1,0,1,6.9,예
229200,6,위,8.0,최근 5년,5,0,-16.71,-3.34,0.0,-1.13,-8.0,2.86,0,1,6.6,아니오
229200,6,위,9.0,전체,11,0,-28.0,-2.55,18.18,0.76,-9.0,3.18,0,1,7.0,예
229200,6,위,9.0,앞 절반,5,0,-11.05,-2.21,20.0,0.17,-7.77,3.23,0,0,7.2,아니오
229200,6,위,9.0,뒤 절반,6,0,-16.95,-2.83,16.67,0.76,-9.0,3.42,0,1,6.83,아니오
229200,6,위,9.0,최근 10년,10,0,-27.13,-2.71,20.0,0.76,-9.0,3.3,0,1,6.9,예
229200,6,위,9.0,최근 5년,5,0,-17.71,-3.54,0.0,-1.13,-9.0,3.28,0,1,6.6,아니오
229200,6,위,10.0,전체,11,0,-29.0,-2.64,18.18,0.76,-10.0,3.39,0,1,7.0,예
229200,6,위,10.0,앞 절반,5,0,-11.05,-2.21,20.0,0.17,-7.77,3.23,0,0,7.2,아니오
229200,6,위,10.0,뒤 절반,6,0,-17.95,-2.99,16.67,0.76,-10.0,3.78,0,1,6.83,아니오
229200,6,위,10.0,최근 10년,10,0,-28.13,-2.81,20.0,0.76,-10.0,3.52,0,1,6.9,예
229200,6,위,10.0,최근 5년,5,0,-18.71,-3.74,0.0,-1.13,-10.0,3.7,0,1,6.6,아니오
229200,6,위,무손절,전체,11,0,-21.36,-1.94,18.18,0.76,-7.77,2.36,0,0,7.18,예
229200,6,위,무손절,앞 절반,5,0,-11.05,-2.21,20.0,0.17,-7.77,3.23,0,0,7.2,아니오
229200,6,위,무손절,뒤 절반,6,0,-10.31,-1.72,16.67,0.76,-4.12,1.62,0,0,7.17,아니오
229200,6,위,무손절,최근 10년,10,0,-20.49,-2.05,20.0,0.76,-7.77,2.46,0,0,7.1,예
229200,6,위,무손절,최근 5년,5,0,-11.07,-2.21,0.0,-1.13,-4.12,1.2,0,0,7.0,아니오
229200,7,아래,3.0,전체,11,0,9.09,0.83,54.55,6.1,-3.41,3.22,1,2,6.27,예
229200,7,아래,3.0,앞 절반,5,0,10.27,2.05,60.0,6.1,-3.0,3.62,0,1,6.4,아니오
229200,7,아래,3.0,뒤 절반,6,0,-1.19,-0.2,50.0,2.59,-3.41,2.74,1,1,6.17,아니오
229200,7,아래,3.0,최근 10년,10,0,9.18,0.92,60.0,6.1,-3.41,3.38,1,2,6.2,예
229200,7,아래,3.0,최근 5년,5,0,-3.35,-0.67,40.0,2.59,-3.41,2.77,1,1,5.8,아니오
229200,7,아래,4.0,전체,11,0,6.5,0.59,54.55,6.1,-4.0,3.54,0,3,6.55,예
229200,7,아래,4.0,앞 절반,5,0,9.27,1.85,60.0,6.1,-4.0,3.97,0,1,7.0,아니오
229200,7,아래,4.0,뒤 절반,6,0,-2.78,-0.46,50.0,2.59,-4.0,3.09,0,2,6.17,아니오
229200,7,아래,4.0,최근 10년,10,0,6.59,0.66,60.0,6.1,-4.0,3.73,0,3,6.5,예
229200,7,아래,4.0,최근 5년,5,0,-4.94,-0.99,40.0,2.59,-4.0,3.14,0,2,5.8,아니오
229200,7,아래,5.0,전체,11,0,4.02,0.37,54.55,6.1,-5.0,3.87,0,2,6.82,예
229200,7,아래,5.0,앞 절반,5,0,8.8,1.76,60.0,6.1,-4.48,4.15,0,0,7.6,아니오
229200,7,아래,5.0,뒤 절반,6,0,-4.78,-0.8,50.0,2.59,-5.0,3.56,0,2,6.17,아니오
229200,7,아래,5.0,최근 10년,10,0,4.12,0.41,60.0,6.1,-5.0,4.08,0,2,6.8,예
229200,7,아래,5.0,최근 5년,5,0,-6.94,-1.39,40.0,2.59,-5.0,3.63,0,2,5.8,아니오
229200,7,아래,6.0,전체,11,0,2.02,0.18,54.55,6.1,-6.0,4.16,0,2,6.91,예
229200,7,아래,6.0,앞 절반,5,0,8.8,1.76,60.0,6.1,-4.48,4.15,0,0,7.6,아니오
229200,7,아래,6.0,뒤 절반,6,0,-6.78,-1.13,50.0,2.59,-6.0,4.03,0,2,6.33,아니오
229200,7,아래,6.0,최근 10년,10,0,2.12,0.21,60.0,6.1,-6.0,4.38,0,2,6.9,예
229200,7,아래,6.0,최근 5년,5,0,-8.94,-1.79,40.0,2.59,-6.0,4.13,0,2,6.0,아니오
229200,7,아래,7.0,전체,11,0,11.07,1.01,63.64,6.1,-7.0,3.95,0,1,7.55,예
229200,7,아래,7.0,앞 절반,5,0,8.8,1.76,60.0,6.1,-4.48,4.15,0,0,7.6,아니오
229200,7,아래,7.0,뒤 절반,6,0,2.27,0.38,66.67,4.04,-7.0,4.04,0,1,7.5,아니오
229200,7,아래,7.0,최근 10년,10,0,11.16,1.12,70.0,6.1,-7.0,4.14,0,1,7.6,예
229200,7,아래,7.0,최근 5년,5,0,0.1,0.02,60.0,4.04,-7.0,4.41,0,1,7.4,아니오
229200,7,아래,8.0,전체,11,0,10.07,0.92,63.64,6.1,-8.0,4.15,0,1,7.55,예
229200,7,아래,8.0,앞 절반,5,0,8.8,1.76,60.0,6.1,-4.48,4.15,0,0,7.6,아니오
229200,7,아래,8.0,뒤 절반,6,0,1.27,0.21,66.67,4.04,-8.0,4.41,0,1,7.5,아니오
229200,7,아래,8.0,최근 10년,10,0,10.16,1.02,70.0,6.1,-8.0,4.36,0,1,7.6,예
229200,7,아래,8.0,최근 5년,5,0,-0.9,-0.18,60.0,4.04,-8.0,4.81,0,1,7.4,아니오
229200,7,아래,9.0,전체,11,0,9.07,0.82,63.64,6.1,-9.0,4.37,0,1,7.55,예
229200,7,아래,9.0,앞 절반,5,0,8.8,1.76,60.0,6.1,-4.48,4.15,0,0,7.6,아니오
229200,7,아래,9.0,뒤 절반,6,0,0.27,0.04,66.67,4.04,-9.0,4.78,0,1,7.5,아니오
229200,7,아래,9.0,최근 10년,10,0,9.16,0.92,70.0,6.1,-9.0,4.6,0,1,7.6,예
229200,7,아래,9.0,최근 5년,5,0,-1.9,-0.38,60.0,4.04,-9.0,5.22,0,1,7.4,아니오
229200,7,아래,10.0,전체,11,0,8.07,0.73,63.64,6.1,-10.0,4.6,0,1,7.55,예
229200,7,아래,10.0,앞 절반,5,0,8.8,1.76,60.0,6.1,-4.48,4.15,0,0,7.6,아니오
229200,7,아래,10.0,뒤 절반,6,0,-0.73,-0.12,66.67,4.04,-10.0,5.16,0,1,7.5,아니오
229200,7,아래,10.0,최근 10년,10,0,8.16,0.82,70.0,6.1,-10.0,4.84,0,1,7.6,예
229200,7,아래,10.0,최근 5년,5,0,-2.9,-0.58,60.0,4.04,-10.0,5.63,0,1,7.4,아니오
229200,7,아래,무손절,전체,11,0,14.03,1.28,63.64,6.1,-4.48,3.41,0,0,7.82,예
229200,7,아래,무손절,앞 절반,5,0,8.8,1.76,60.0,6.1,-4.48,4.15,0,0,7.6,아니오
229200,7,아래,무손절,뒤 절반,6,0,5.23,0.87,66.67,4.04,-4.04,3.0,0,0,8.0,아니오
229200,7,아래,무손절,최근 10년,10,0,14.12,1.41,70.0,6.1,-4.48,3.56,0,0,7.9,예
229200,7,아래,무손절,최근 5년,5,0,3.06,0.61,60.0,4.04,-4.04,3.28,0,0,8.0,아니오
229200,7,위,3.0,전체,11,0,-17.17,-1.56,27.27,4.48,-3.0,2.51,0,7,5.09,예
229200,7,위,3.0,앞 절반,5,0,-4.43,-0.89,40.0,4.48,-3.0,3.28,0,3,5.4,아니오
229200,7,위,3.0,뒤 절반,6,0,-12.74,-2.12,16.67,1.42,-3.0,1.77,0,4,4.83,아니오
229200,7,위,3.0,최근 10년,10,0,-17.27,-1.73,20.0,4.48,-3.0,2.58,0,7,4.9,예
229200,7,위,3.0,최근 5년,5,0,-10.58,-2.12,20.0,1.42,-3.0,1.98,0,4,4.2,아니오
229200,7,위,4.0,전체,11,0,-22.07,-2.01,27.27,4.48,-4.0,2.87,0,6,6.27,예
229200,7,위,4.0,앞 절반,5,0,-7.43,-1.49,40.0,4.48,-4.0,3.78,0,3,5.8,아니오
229200,7,위,4.0,뒤 절반,6,0,-14.64,-2.44,16.67,1.42,-4.0,2.13,0,3,6.67,아니오
229200,7,위,4.0,최근 10년,10,0,-22.16,-2.22,20.0,4.48,-4.0,2.93,0,6,6.2,예
229200,7,위,4.0,최근 5년,5,0,-12.47,-2.49,20.0,1.42,-4.0,2.37,0,3,6.4,아니오
229200,7,위,5.0,전체,11,0,-14.63,-1.33,36.36,4.48,-5.0,3.44,0,3,6.82,예
229200,7,위,5.0,앞 절반,5,0,-8.45,-1.69,40.0,4.48,-5.0,4.03,0,2,6.0,아니오
229200,7,위,5.0,뒤 절반,6,0,-6.19,-1.03,33.33,4.04,-5.0,3.22,0,1,7.5,아니오
229200,7,위,5.0,최근 10년,10,0,-14.73,-1.47,30.0,4.48,-5.0,3.59,0,3,6.8,예
229200,7,위,5.0,최근 5년,5,0,-4.02,-0.8,40.0,4.04,-5.0,3.55,0,1,7.4,아니오
229200,7,위,6.0,전체,11,0,-17.63,-1.6,36.36,4.48,-6.0,3.77,0,3,7.0,예
229200,7,위,6.0,앞 절반,5,0,-10.45,-2.09,40.0,4.48,-6.0,4.45,0,2,6.4,아니오
229200,7,위,6.0,뒤 절반,6,0,-7.19,-1.2,33.33,4.04,-6.0,3.48,0,1,7.5,아니오
229200,7,위,6.0,최근 10년,10,0,-17.73,-1.77,30.0,4.48,-6.0,3.93,0,3,7.0,예
229200,7,위,6.0,최근 5년,5,0,-5.02,-1.0,40.0,4.04,-6.0,3.86,0,1,7.4,아니오
229200,7,위,7.0,전체,11,0,-20.63,-1.88,36.36,4.48,-7.0,4.13,0,3,7.18,예
229200,7,위,7.0,앞 절반,5,0,-12.45,-2.49,40.0,4.48,-7.0,4.9,0,2,6.8,아니오
229200,7,위,7.0,뒤 절반,6,0,-8.19,-1.36,33.33,4.04,-7.0,3.77,0,1,7.5,아니오
229200,7,위,7.0,최근 10년,10,0,-20.73,-2.07,30.0,4.48,-7.0,4.3,0,3,7.2,예
229200,7,위,7.0,최근 5년,5,0,-6.02,-1.2,40.0,4.04,-7.0,4.19,0,1,7.4,아니오
229200,7,위,8.0,전체,11,0,-23.63,-2.15,36.36,4.48,-8.0,4.51,0,3,7.18,예
229200,7,위,8.0,앞 절반,5,0,-14.45,-2.89,40.0,4.48,-8.0,5.37,0,2,6.8,아니오
229200,7,위,8.0,뒤 절반,6,0,-9.19,-1.53,33.33,4.04,-8.0,4.08,0,1,7.5,아니오
229200,7,위,8.0,최근 10년,10,0,-23.73,-2.37,30.0,4.48,-8.0,4.69,0,3,7.2,예
229200,7,위,8.0,최근 5년,5,0,-7.02,-1.4,40.0,4.04,-8.0,4.55,0,1,7.4,아니오
229200,7,위,9.0,전체,11,0,-18.98,-1.73,36.36,4.48,-9.0,4.07,0,1,7.64,예
229200,7,위,9.0,앞 절반,5,0,-8.8,-1.76,40.0,4.48,-6.1,4.15,0,0,7.6,아니오
229200,7,위,9.0,뒤 절반,6,0,-10.19,-1.7,33.33,4.04,-9.0,4.41,0,1,7.67,아니오
229200,7,위,9.0,최근 10년,10,0,-19.08,-1.91,30.0,4.48,-9.0,4.25,0,1,7.7,예
229200,7,위,9.0,최근 5년,5,0,-8.02,-1.6,40.0,4.04,-9.0,4.92,0,1,7.6,아니오
229200,7,위,10.0,전체,11,0,-19.98,-1.82,36.36,4.48,-10.0,4.26,0,1,7.64,예
229200,7,위,10.0,앞 절반,5,0,-8.8,-1.76,40.0,4.48,-6.1,4.15,0,0,7.6,아니오
229200,7,위,10.0,뒤 절반,6,0,-11.19,-1.86,33.33,4.04,-10.0,4.74,0,1,7.67,아니오
229200,7,위,10.0,최근 10년,10,0,-20.08,-2.01,30.0,4.48,-10.0,4.44,0,1,7.7,예
229200,7,위,10.0,최근 5년,5,0,-9.02,-1.8,40.0,4.04,-10.0,5.3,0,1,7.6,아니오
229200,7,위,무손절,전체,11,0,-14.03,-1.28,36.36,4.48,-6.1,3.41,0,0,7.82,예
229200,7,위,무손절,앞 절반,5,0,-8.8,-1.76,40.0,4.48,-6.1,4.15,0,0,7.6,아니오
229200,7,위,무손절,뒤 절반,6,0,-5.23,-0.87,33.33,4.04,-4.04,3.0,0,0,8.0,아니오
229200,7,위,무손절,최근 10년,10,0,-14.12,-1.41,30.0,4.48,-6.1,3.56,0,0,7.9,예
229200,7,위,무손절,최근 5년,5,0,-3.06,-0.61,40.0,4.04,-4.04,3.28,0,0,8.0,아니오
229200,8,아래,3.0,전체,11,0,-7.79,-0.71,36.36,4.55,-3.0,2.62,0,4,5.45,예
229200,8,아래,3.0,앞 절반,5,0,-5.15,-1.03,20.0,4.55,-3.0,3.22,0,2,5.6,아니오
229200,8,아래,3.0,뒤 절반,6,0,-2.64,-0.44,50.0,1.9,-3.0,2.29,0,2,5.33,아니오
229200,8,아래,3.0,최근 10년,10,0,-12.34,-1.23,30.0,1.9,-3.0,2.06,0,4,5.2,예
229200,8,아래,3.0,최근 5년,5,0,0.36,0.07,60.0,1.9,-3.0,2.14,0,1,6.2,아니오
229200,8,아래,4.0,전체,11,0,-12.1,-1.1,36.36,4.55,-4.27,3.02,2,2,6.09,예
229200,8,아래,4.0,앞 절반,5,0,-7.2,-1.44,20.0,4.55,-4.05,3.56,1,1,5.8,아니오
229200,8,아래,4.0,뒤 절반,6,0,-4.9,-0.82,50.0,1.9,-4.27,2.81,1,1,6.33,아니오
229200,8,아래,4.0,최근 10년,10,0,-16.65,-1.67,30.0,1.9,-4.27,2.5,2,2,5.9,예
229200,8,아래,4.0,최근 5년,5,0,-0.9,-0.18,60.0,1.9,-4.27,2.61,1,0,7.2,아니오
229200,8,아래,5.0,전체,11,0,-15.92,-1.45,36.36,4.55,-5.14,3.41,1,3,6.55,예
229200,8,아래,5.0,앞 절반,5,0,-9.15,-1.83,20.0,4.55,-5.0,3.94,0,2,6.4,아니오
229200,8,아래,5.0,뒤 절반,6,0,-6.77,-1.13,50.0,1.9,-5.14,3.26,1,1,6.67,아니오
229200,8,아래,5.0,최근 10년,10,0,-20.48,-2.05,30.0,1.9,-5.14,2.92,1,3,6.4,예
229200,8,아래,5.0,최근 5년,5,0,-1.64,-0.33,60.0,1.9,-5.0,2.9,0,1,7.4,아니오
229200,8,아래,6.0,전체,11,0,-18.91,-1.72,36.36,4.55,-6.0,3.74,0,3,7.09,예
229200,8,아래,6.0,앞 절반,5,0,-11.15,-2.23,20.0,4.55,-6.0,4.36,0,2,6.8,아니오
229200,8,아래,6.0,뒤 절반,6,0,-7.76,-1.29,50.0,1.9,-6.0,3.51,0,1,7.33,아니오
229200,8,아래,6.0,최근 10년,10,0,-23.46,-2.35,30.0,1.9,-6.0,3.28,0,3,7.0,예
229200,8,아래,6.0,최근 5년,5,0,-1.76,-0.35,60.0,1.9,-5.12,2.95,0,0,7.8,아니오
229200,8,아래,7.0,전체,11,0,-21.91,-1.99,36.36,4.55,-7.0,4.09,0,3,7.45,예
229200,8,아래,7.0,앞 절반,5,0,-13.15,-2.63,20.0,4.55,-7.0,4.8,0,2,7.4,아니오
229200,8,아래,7.0,뒤 절반,6,0,-8.76,-1.46,50.0,1.9,-7.0,3.79,0,1,7.5,아니오
229200,8,아래,7.0,최근 10년,10,0,-26.46,-2.65,30.0,1.9,-7.0,3.66,0,3,7.4,예
229200,8,아래,7.0,최근 5년,5,0,-1.76,-0.35,60.0,1.9,-5.12,2.95,0,0,7.8,아니오
229200,8,아래,8.0,전체,11,0,-22.81,-2.07,36.36,4.55,-8.0,4.22,0,1,7.91,예
229200,8,아래,8.0,앞 절반,5,0,-13.73,-2.75,20.0,4.55,-8.0,4.96,0,1,8.2,아니오
229200,8,아래,8.0,뒤 절반,6,0,-9.07,-1.51,50.0,1.9,-7.31,3.88,0,0,7.67,아니오
229200,8,아래,8.0,최근 10년,10,0,-27.36,-2.74,30.0,1.9,-8.0,3.79,0,1,7.9,예
229200,8,아래,8.0,최근 5년,5,0,-1.76,-0.35,60.0,1.9,-5.12,2.95,0,0,7.8,아니오
229200,8,아래,9.0,전체,11,0,-23.81,-2.16,36.36,4.55,-9.0,4.37,0,1,7.91,예
229200,8,아래,9.0,앞 절반,5,0,-14.73,-2.95,20.0,4.55,-9.0,5.24,0,1,8.2,아니오
229200,8,아래,9.0,뒤 절반,6,0,-9.07,-1.51,50.0,1.9,-7.31,3.88,0,0,7.67,아니오
229200,8,아래,9.0,최근 10년,10,0,-28.36,-2.84,30.0,1.9,-9.0,3.96,0,1,7.9,예
229200,8,아래,9.0,최근 5년,5,0,-1.76,-0.35,60.0,1.9,-5.12,2.95,0,0,7.8,아니오
229200,8,아래,10.0,전체,11,0,-23.24,-2.11,36.36,4.55,-8.43,4.28,0,0,7.91,예
229200,8,아래,10.0,앞 절반,5,0,-14.17,-2.83,20.0,4.55,-8.43,5.08,0,0,8.2,아니오
229200,8,아래,10.0,뒤 절반,6,0,-9.07,-1.51,50.0,1.9,-7.31,3.88,0,0,7.67,아니오
229200,8,아래,10.0,최근 10년,10,0,-27.79,-2.78,30.0,1.9,-8.43,3.86,0,0,7.9,예
229200,8,아래,10.0,최근 5년,5,0,-1.76,-0.35,60.0,1.9,-5.12,2.95,0,0,7.8,아니오
229200,8,아래,무손절,전체,11,0,-23.24,-2.11,36.36,4.55,-8.43,4.28,0,0,7.91,예
229200,8,아래,무손절,앞 절반,5,0,-14.17,-2.83,20.0,4.55,-8.43,5.08,0,0,8.2,아니오
229200,8,아래,무손절,뒤 절반,6,0,-9.07,-1.51,50.0,1.9,-7.31,3.88,0,0,7.67,아니오
229200,8,아래,무손절,최근 10년,10,0,-27.79,-2.78,30.0,1.9,-8.43,3.86,0,0,7.9,예
229200,8,아래,무손절,최근 5년,5,0,-1.76,-0.35,60.0,1.9,-5.12,2.95,0,0,7.8,아니오
229200,8,위,3.0,전체,11,0,16.38,1.49,54.55,8.43,-3.0,4.73,0,5,5.82,예
229200,8,위,3.0,앞 절반,5,0,11.65,2.33,60.0,8.43,-3.0,5.3,0,2,7.0,아니오
229200,8,위,3.0,뒤 절반,6,0,4.73,0.79,50.0,7.31,-3.0,4.58,0,3,4.83,아니오
229200,8,위,3.0,최근 10년,10,0,19.38,1.94,60.0,8.43,-3.0,4.73,0,4,5.8,예
229200,8,위,3.0,최근 5년,5,0,-2.58,-0.52,40.0,5.12,-3.0,3.66,0,3,4.4,아니오
229200,8,위,4.0,전체,11,0,11.38,1.03,54.55,8.43,-4.0,5.21,0,5,6.18,예
229200,8,위,4.0,앞 절반,5,0,9.65,1.93,60.0,8.43,-4.0,5.8,0,2,7.0,아니오
229200,8,위,4.0,뒤 절반,6,0,1.73,0.29,50.0,7.31,-4.0,5.08,0,3,5.5,아니오
229200,8,위,4.0,최근 10년,10,0,15.38,1.54,60.0,8.43,-4.0,5.2,0,4,6.2,예
229200,8,위,4.0,최근 5년,5,0,-5.58,-1.12,40.0,5.12,-4.0,4.17,0,3,5.2,아니오
229200,8,위,5.0,전체,11,0,9.48,0.86,54.55,8.43,-5.0,5.46,0,4,6.82,예
229200,8,위,5.0,앞 절반,5,0,7.65,1.53,60.0,8.43,-5.0,6.32,0,2,7.4,아니오
229200,8,위,5.0,뒤 절반,6,0,1.83,0.31,50.0,7.31,-5.0,5.19,0,2,6.33,아니오
229200,8,위,5.0,최근 10년,10,0,14.48,1.45,60.0,8.43,-5.0,5.38,0,3,6.7,예
229200,8,위,5.0,최근 5년,5,0,-5.48,-1.1,40.0,5.12,-5.0,4.34,0,2,6.2,아니오
229200,8,위,6.0,전체,11,0,18.91,1.72,63.64,8.43,-6.0,4.83,0,1,7.36,예
229200,8,위,6.0,앞 절반,5,0,14.17,2.83,80.0,8.43,-4.55,5.08,0,0,8.2,아니오
229200,8,위,6.0,뒤 절반,6,0,4.75,0.79,50.0,7.31,-6.0,4.87,0,1,6.67,아니오
229200,8,위,6.0,최근 10년,10,0,23.47,2.35,70.0,8.43,-6.0,4.59,0,1,7.3,예
229200,8,위,6.0,최근 5년,5,0,-2.57,-0.51,40.0,5.12,-6.0,4.1,0,1,6.6,아니오
229200,8,위,7.0,전체,11,0,17.91,1.63,63.64,8.43,-7.0,4.99,0,1,7.55,예
229200,8,위,7.0,앞 절반,5,0,14.17,2.83,80.0,8.43,-4.55,5.08,0,0,8.2,아니오
229200,8,위,7.0,뒤 절반,6,0,3.75,0.62,50.0,7.31,-7.0,5.15,0,1,7.0,아니오
229200,8,위,7.0,최근 10년,10,0,22.47,2.25,70.0,8.43,-7.0,4.8,0,1,7.5,예
229200,8,위,7.0,최근 5년,5,0,-3.57,-0.71,40.0,5.12,-7.0,4.45,0,1,7.0,아니오
229200,8,위,8.0,전체,11,0,16.91,1.54,63.64,8.43,-8.0,5.17,0,1,7.55,예
229200,8,위,8.0,앞 절반,5,0,14.17,2.83,80.0,8.43,-4.55,5.08,0,0,8.2,아니오
229200,8,위,8.0,뒤 절반,6,0,2.75,0.46,50.0,7.31,-8.0,5.46,0,1,7.0,아니오
