종목,월,방향,손절적용,구간,신호,제외,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
코스닥 종합지수,9,아래,불가(고저가 없음),최근 10년,10,0,30.66,3.07,70.0,4.522,18.11,3,11.53,-2.08,3.85,0,0,6.3,예,2016-09-20,2025-09-19
코스닥 종합지수,9,아래,불가(고저가 없음),최근 5년,5,0,20.72,4.14,80.0,2.743,26.71,1,11.53,-2.08,4.91,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),전체,30,0,-65.03,-2.17,30.0,0.577,63.42,21,5.22,-12.98,4.29,0,0,6.43,예,1996-09-20,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),앞 절반,15,0,-27.59,-1.84,33.33,0.753,57.04,10,5.22,-12.98,5.15,0,0,6.47,예,1996-09-20,2010-09-20
코스닥 종합지수,9,위,불가(고저가 없음),뒤 절반,15,0,-37.44,-2.5,26.67,0.306,76.58,11,2.08,-11.53,3.39,0,0,6.4,예,2011-09-20,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),최근 10년,10,0,-30.66,-3.07,30.0,0.221,81.89,7,2.08,-11.53,3.85,0,0,6.3,예,2016-09-20,2025-09-19
코스닥 종합지수,9,위,불가(고저가 없음),최근 5년,5,0,-20.72,-4.14,20.0,0.365,73.29,4,2.08,-11.53,4.91,0,0,6.4,아니오,2021-09-17,2025-09-19
코스닥 종합지수,10,아래,불가(고저가 없음),전체,30,0,35.87,1.2,50.0,2.056,32.72,15,12.76,-4.64,4.52,0,0,8.07,예,1996-10-19,2025-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),앞 절반,15,0,21.32,1.42,46.67,2.512,28.47,8,12.76,-4.64,4.93,0,0,8.2,예,1996-10-19,2010-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),뒤 절반,15,0,14.55,0.97,53.33,1.663,37.56,7,12.4,-4.41,4.23,0,0,7.93,예,2011-10-20,2025-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),최근 10년,10,0,17.6,1.76,60.0,1.841,35.19,4,12.4,-3.16,4.8,0,0,7.8,예,2016-10-20,2025-10-20
코스닥 종합지수,10,아래,불가(고저가 없음),최근 5년,5,0,1.58,0.32,60.0,0.878,53.26,2,4.31,-2.81,2.89,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),전체,30,0,-35.87,-1.2,50.0,0.486,67.28,15,4.64,-12.76,4.52,0,0,8.07,예,1996-10-19,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),앞 절반,15,0,-21.32,-1.42,53.33,0.398,71.53,7,4.64,-12.76,4.93,0,0,8.2,예,1996-10-19,2010-10-20
코스닥 종합지수,10,위,불가(고저가 없음),뒤 절반,15,0,-14.55,-0.97,46.67,0.601,62.44,8,4.41,-12.4,4.23,0,0,7.93,예,2011-10-20,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),최근 10년,10,0,-17.6,-1.76,40.0,0.543,64.81,6,3.16,-12.4,4.8,0,0,7.8,예,2016-10-20,2025-10-20
코스닥 종합지수,10,위,불가(고저가 없음),최근 5년,5,0,-1.58,-0.32,40.0,1.139,46.74,3,2.81,-4.31,2.89,0,0,7.8,아니오,2021-10-20,2025-10-20
코스닥 종합지수,11,아래,불가(고저가 없음),전체,30,0,-4.58,-0.15,43.33,1.196,45.54,17,16.1,-12.61,5.14,0,0,7.27,예,1996-11-20,2025-11-20
코스닥 종합지수,11,아래,불가(고저가 없음),앞 절반,15,0,-11.54,-0.77,40.0,1.087,47.91,9,16.1,-12.61,6.82,0,0,7.33,예,1996-11-20,2010-11-19
코스닥 종합지수,11,아래,불가(고저가 없음),뒤 절반,15,0,6.96,0.46,46.67,1.823,35.42,8,7.32,-2.56,2.71,0,0,7.2,예,2011-11-18,2025-11-20
코스닥 종합지수,11,아래,불가(고저가 없음),최근 10년,10,0,9.44,0.94,60.0,1.546,39.28,4,7.32,-2.32,3.07,0,0,7.3,예,2016-11-18,2025-11-20
코스닥 종합지수,11,아래,불가(고저가 없음),최근 5년,5,0,3.73,0.75,60.0,1.205,45.34,2,7.32,-2.32,3.94,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),전체,30,0,4.58,0.15,56.67,0.836,54.46,13,12.61,-16.1,5.14,0,0,7.27,예,1996-11-20,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),앞 절반,15,0,11.54,0.77,60.0,0.92,52.09,6,12.61,-16.1,6.82,0,0,7.33,예,1996-11-20,2010-11-19
코스닥 종합지수,11,위,불가(고저가 없음),뒤 절반,15,0,-6.96,-0.46,53.33,0.549,64.58,7,2.56,-7.32,2.71,0,0,7.2,예,2011-11-18,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),최근 10년,10,0,-9.44,-0.94,40.0,0.647,60.72,6,2.32,-7.32,3.07,0,0,7.3,예,2016-11-18,2025-11-20
코스닥 종합지수,11,위,불가(고저가 없음),최근 5년,5,0,-3.73,-0.75,40.0,0.83,54.66,3,2.32,-7.32,3.94,0,0,7.2,아니오,2021-11-19,2025-11-20
코스닥 종합지수,12,아래,불가(고저가 없음),전체,30,0,-13.4,-0.45,36.67,1.284,43.79,19,14.3,-7.48,4.36,0,0,5.87,예,1996-12-20,2025-12-19
코스닥 종합지수,12,아래,불가(고저가 없음),앞 절반,15,0,16.68,1.11,66.67,0.946,51.39,5,14.3,-7.48,5.48,0,0,5.73,예,1996-12-20,2010-12-20
코스닥 종합지수,12,아래,불가(고저가 없음),뒤 절반,15,0,-30.08,-2.01,6.67,1.418,41.35,14,3.39,-5.71,2.02,0,0,6.0,예,2011-12-20,2025-12-19
코스닥 종합지수,12,아래,불가(고저가 없음),최근 10년,10,0,-18.35,-1.84,10.0,1.403,41.61,9,3.39,-5.71,2.45,0,0,6.0,예,2016-12-20,2025-12-19
코스닥 종합지수,12,아래,불가(고저가 없음),최근 5년,5,0,-4.01,-0.8,20.0,1.833,35.29,4,3.39,-4.39,2.79,0,0,6.2,아니오,2021-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),전체,30,0,13.4,0.45,63.33,0.779,56.21,11,7.48,-14.3,4.36,0,0,5.87,예,1996-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),앞 절반,15,0,-16.68,-1.11,33.33,1.057,48.61,10,7.48,-14.3,5.48,0,0,5.73,예,1996-12-20,2010-12-20
코스닥 종합지수,12,위,불가(고저가 없음),뒤 절반,15,0,30.08,2.01,93.33,0.705,58.65,1,5.71,-3.39,2.02,0,0,6.0,예,2011-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),최근 10년,10,0,18.35,1.84,90.0,0.713,58.39,1,5.71,-3.39,2.45,0,0,6.0,예,2016-12-20,2025-12-19
코스닥 종합지수,12,위,불가(고저가 없음),최근 5년,5,0,4.01,0.8,80.0,0.545,64.71,1,4.39,-3.39,2.79,0,0,6.2,아니오,2021-12-20,2025-12-19
