종목,사이클 위치,진입 연도,분할 방식,미체결 처리,진입일,진입가,2번째 몫 체결일,2번째 몫 체결가,2번째 몫 체결 사유,3번째 몫 체결일,3번째 몫 체결가,3번째 몫 체결 사유,4번째 몫 체결일,4번째 몫 체결가,4번째 몫 체결 사유,청산일,청산가,투자 비율(%),첫 몫 대비 평균 매수가(%),수익률(%),보유 중 최악(%)
나스닥 종합 지수,중간선거해,1994,B 사다리 10%,12월 말 일괄 매수,1994-09-30,764.29,1994-12-30,751.96,12월 말 일괄,1994-12-30,751.96,12월 말 일괄,,,,1995-06-30,933.45,100.0,-1.08,23.47,-1.97
나스닥 종합 지수,중간선거해,1998,B 사다리 10%,12월 말 일괄 매수,1998-09-30,1693.84,1998-10-07,1462.61,단계 도달,1998-12-31,2192.6899,12월 말 일괄,,,,1999-06-30,2686.1201,100.0,2.37,54.91,-6.4
나스닥 종합 지수,중간선거해,2002,B 사다리 10%,12월 말 일괄 매수,2002-09-30,1172.0601,2002-12-31,1335.51,12월 말 일괄,2002-12-31,1335.51,12월 말 일괄,,,,2003-06-30,1622.8,100.0,8.88,27.16,-1.65
나스닥 종합 지수,중간선거해,2006,B 사다리 10%,12월 말 일괄 매수,2006-09-29,2258.4299,2006-12-29,2415.29,12월 말 일괄,2006-12-29,2415.29,12월 말 일괄,,,,2007-06-29,2603.23,100.0,4.53,10.28,-0.85
나스닥 종합 지수,중간선거해,2010,B 사다리 10%,12월 말 일괄 매수,2010-09-30,2368.6201,2010-12-31,2652.8701,12월 말 일괄,2010-12-31,2652.8701,12월 말 일괄,,,,2011-06-30,2773.52,100.0,7.69,8.73,-0.34
나스닥 종합 지수,중간선거해,2014,B 사다리 10%,12월 말 일괄 매수,2014-09-30,4493.3901,2014-12-31,4736.0498,12월 말 일괄,2014-12-31,4736.0498,12월 말 일괄,,,,2015-06-30,4986.8701,100.0,3.54,7.19,-2.08
나스닥 종합 지수,중간선거해,2018,B 사다리 10%,12월 말 일괄 매수,2018-09-28,8046.3501,2018-10-25,7318.3398,단계 도달,2018-12-24,6192.9199,단계 도달,,,,2019-06-28,8006.2402,100.0,-11.73,12.73,-12.8
나스닥 종합 지수,중간선거해,2022,B 사다리 10%,12월 말 일괄 매수,2022-09-30,10575.6201,2022-12-30,10466.4805,12월 말 일괄,2022-12-30,10466.4805,12월 말 일괄,,,,2023-06-30,13787.9199,100.0,-0.69,31.28,-1.88
나스닥 종합 지수,중간선거해,1974,B 사다리 10%,현금 유지,1974-09-30,55.67,,,미체결,,,미체결,,,,1975-06-30,87.02,33.33,0.0,18.77,-0.48
나스닥 종합 지수,중간선거해,1978,B 사다리 10%,현금 유지,1978-09-29,132.89,1978-10-27,115.25,단계 도달,,,미체결,,,,1979-06-29,138.13,66.67,-7.11,7.93,-6.78
나스닥 종합 지수,중간선거해,1982,B 사다리 10%,현금 유지,1982-09-30,187.65,,,미체결,,,미체결,,,,1983-06-30,318.7,33.33,0.0,23.28,0.07
나스닥 종합 지수,중간선거해,1986,B 사다리 10%,현금 유지,1986-09-30,350.7,,,미체결,,,미체결,,,,1987-06-30,424.7,33.33,0.0,7.03,-0.32
나스닥 종합 지수,중간선거해,1990,B 사다리 10%,현금 유지,1990-09-28,344.5,,,미체결,,,미체결,,,,1991-06-28,475.92,33.33,0.0,12.72,-1.85
나스닥 종합 지수,중간선거해,1994,B 사다리 10%,현금 유지,1994-09-30,764.29,,,미체결,,,미체결,,,,1995-06-30,933.45,33.33,0.0,7.38,-1.97
나스닥 종합 지수,중간선거해,1998,B 사다리 10%,현금 유지,1998-09-30,1693.84,1998-10-07,1462.61,단계 도달,,,미체결,,,,1999-06-30,2686.1201,66.67,-7.33,47.41,-6.4
나스닥 종합 지수,중간선거해,2002,B 사다리 10%,현금 유지,2002-09-30,1172.0601,,,미체결,,,미체결,,,,2003-06-30,1622.8,33.33,0.0,12.82,-1.65
나스닥 종합 지수,중간선거해,2006,B 사다리 10%,현금 유지,2006-09-29,2258.4299,,,미체결,,,미체결,,,,2007-06-29,2603.23,33.33,0.0,5.09,-0.31
나스닥 종합 지수,중간선거해,2010,B 사다리 10%,현금 유지,2010-09-30,2368.6201,,,미체결,,,미체결,,,,2011-06-30,2773.52,33.33,0.0,5.7,-0.34
나스닥 종합 지수,중간선거해,2014,B 사다리 10%,현금 유지,2014-09-30,4493.3901,,,미체결,,,미체결,,,,2015-06-30,4986.8701,33.33,0.0,3.66,-2.08
나스닥 종합 지수,중간선거해,2018,B 사다리 10%,현금 유지,2018-09-28,8046.3501,2018-10-25,7318.3398,단계 도달,2018-12-24,6192.9199,단계 도달,,,,2019-06-28,8006.2402,100.0,-11.73,12.73,-12.8
나스닥 종합 지수,중간선거해,2022,B 사다리 10%,현금 유지,2022-09-30,10575.6201,,,미체결,,,미체결,,,,2023-06-30,13787.9199,33.33,0.0,10.12,-1.14
나스닥 종합 지수,중간선거해,1974,C1 RSI(14) 30 아래,12월 말 일괄 매수,1974-09-30,55.67,1974-12-09,57.91,지표 신호,1974-12-31,59.82,12월 말 일괄,,,,1975-06-30,87.02,100.0,3.74,50.68,-0.48
나스닥 종합 지수,중간선거해,1978,C1 RSI(14) 30 아래,12월 말 일괄 매수,1978-09-29,132.89,1978-10-19,127.22,지표 신호,1978-11-14,110.88,지표 신호,,,,1979-06-29,138.13,100.0,-7.5,12.36,-9.8
나스닥 종합 지수,중간선거해,1982,C1 RSI(14) 30 아래,12월 말 일괄 매수,1982-09-30,187.65,1982-12-31,232.41,12월 말 일괄,1982-12-31,232.41,12월 말 일괄,,,,1983-06-30,318.7,100.0,14.73,48.03,0.07
나스닥 종합 지수,중간선거해,1986,C1 RSI(14) 30 아래,12월 말 일괄 매수,1986-09-30,350.7,1986-11-20,352.2,지표 신호,1986-12-31,348.8,12월 말 일괄,,,,1987-06-30,424.7,100.0,-0.04,21.15,-0.79
나스닥 종합 지수,중간선거해,1990,C1 RSI(14) 30 아래,12월 말 일괄 매수,1990-09-28,344.5,1990-10-10,333.3,지표 신호,1990-12-31,373.8,12월 말 일괄,,,,1991-06-28,475.92,100.0,1.52,36.09,-2.64
나스닥 종합 지수,중간선거해,1994,C1 RSI(14) 30 아래,12월 말 일괄 매수,1994-09-30,764.29,1994-11-23,736.7,지표 신호,1994-12-09,719.05,지표 신호,,,,1995-06-30,933.45,100.0,-3.24,26.22,-2.77
나스닥 종합 지수,중간선거해,1998,C1 RSI(14) 30 아래,12월 말 일괄 매수,1998-09-30,1693.84,1998-10-08,1419.12,지표 신호,1998-12-31,2192.6899,12월 말 일괄,,,,1999-06-30,2686.1201,100.0,1.14,56.79,-5.41
나스닥 종합 지수,중간선거해,2002,C1 RSI(14) 30 아래,12월 말 일괄 매수,2002-09-30,1172.0601,2002-12-31,1335.51,12월 말 일괄,2002-12-31,1335.51,12월 말 일괄,,,,2003-06-30,1622.8,100.0,8.88,27.16,-1.65
나스닥 종합 지수,중간선거해,2006,C1 RSI(14) 30 아래,12월 말 일괄 매수,2006-09-29,2258.4299,2006-12-29,2415.29,12월 말 일괄,2006-12-29,2415.29,12월 말 일괄,,,,2007-06-29,2603.23,100.0,4.53,10.28,-0.85
나스닥 종합 지수,중간선거해,2010,C1 RSI(14) 30 아래,12월 말 일괄 매수,2010-09-30,2368.6201,2010-12-31,2652.8701,12월 말 일괄,2010-12-31,2652.8701,12월 말 일괄,,,,2011-06-30,2773.52,100.0,7.69,8.73,-0.34
나스닥 종합 지수,중간선거해,2014,C1 RSI(14) 30 아래,12월 말 일괄 매수,2014-09-30,4493.3901,2014-10-14,4227.1699,지표 신호,2014-12-31,4736.0498,12월 말 일괄,,,,2015-06-30,4986.8701,100.0,-0.39,11.42,-2.16
나스닥 종합 지수,중간선거해,2018,C1 RSI(14) 30 아래,12월 말 일괄 매수,2018-09-28,8046.3501,2018-10-11,7329.0601,지표 신호,2018-10-25,7318.3398,지표 신호,,,,2019-06-28,8006.2402,100.0,-6.17,6.05,-17.97
나스닥 종합 지수,중간선거해,2022,C1 RSI(14) 30 아래,12월 말 일괄 매수,2022-09-30,10575.6201,2022-12-30,10466.4805,12월 말 일괄,2022-12-30,10466.4805,12월 말 일괄,,,,2023-06-30,13787.9199,100.0,-0.69,31.28,-1.88
나스닥 종합 지수,중간선거해,1974,C1 RSI(14) 30 아래,현금 유지,1974-09-30,55.67,1974-12-09,57.91,지표 신호,,,미체결,,,,1975-06-30,87.02,66.67,1.97,35.53,-0.48
나스닥 종합 지수,중간선거해,1978,C1 RSI(14) 30 아래,현금 유지,1978-09-29,132.89,1978-10-19,127.22,지표 신호,1978-11-14,110.88,지표 신호,,,,1979-06-29,138.13,100.0,-7.5,12.36,-9.8
나스닥 종합 지수,중간선거해,1982,C1 RSI(14) 30 아래,현금 유지,1982-09-30,187.65,,,미체결,,,미체결,,,,1983-06-30,318.7,33.33,0.0,23.28,0.07
나스닥 종합 지수,중간선거해,1986,C1 RSI(14) 30 아래,현금 유지,1986-09-30,350.7,1986-11-20,352.2,지표 신호,,,미체결,,,,1987-06-30,424.7,66.67,0.21,13.9,-0.79
나스닥 종합 지수,중간선거해,1990,C1 RSI(14) 30 아래,현금 유지,1990-09-28,344.5,1990-10-10,333.3,지표 신호,,,미체결,,,,1991-06-28,475.92,66.67,-1.65,26.98,-2.64
나스닥 종합 지수,중간선거해,1994,C1 RSI(14) 30 아래,현금 유지,1994-09-30,764.29,1994-11-23,736.7,지표 신호,1994-12-09,719.05,지표 신호,,,,1995-06-30,933.45,100.0,-3.24,26.22,-2.77
나스닥 종합 지수,중간선거해,1998,C1 RSI(14) 30 아래,현금 유지,1998-09-30,1693.84,1998-10-08,1419.12,지표 신호,,,미체결,,,,1999-06-30,2686.1201,66.67,-8.83,49.29,-5.41
나스닥 종합 지수,중간선거해,2002,C1 RSI(14) 30 아래,현금 유지,2002-09-30,1172.0601,,,미체결,,,미체결,,,,2003-06-30,1622.8,33.33,0.0,12.82,-1.65
나스닥 종합 지수,중간선거해,2006,C1 RSI(14) 30 아래,현금 유지,2006-09-29,2258.4299,,,미체결,,,미체결,,,,2007-06-29,2603.23,33.33,0.0,5.09,-0.31
나스닥 종합 지수,중간선거해,2010,C1 RSI(14) 30 아래,현금 유지,2010-09-30,2368.6201,,,미체결,,,미체결,,,,2011-06-30,2773.52,33.33,0.0,5.7,-0.34
나스닥 종합 지수,중간선거해,2014,C1 RSI(14) 30 아래,현금 유지,2014-09-30,4493.3901,2014-10-14,4227.1699,지표 신호,,,미체결,,,,2015-06-30,4986.8701,66.67,-3.05,9.65,-2.16
나스닥 종합 지수,중간선거해,2018,C1 RSI(14) 30 아래,현금 유지,2018-09-28,8046.3501,2018-10-11,7329.0601,지표 신호,2018-10-25,7318.3398,지표 신호,,,,2019-06-28,8006.2402,100.0,-6.17,6.05,-17.97
나스닥 종합 지수,중간선거해,2022,C1 RSI(14) 30 아래,현금 유지,2022-09-30,10575.6201,,,미체결,,,미체결,,,,2023-06-30,13787.9199,33.33,0.0,10.12,-1.14
나스닥 종합 지수,중간선거해,1974,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1974-09-30,55.67,1974-10-04,55.16,지표 신호,1974-11-20,60.75,지표 신호,,,,1975-06-30,87.02,100.0,2.54,52.44,-0.48
나스닥 종합 지수,중간선거해,1978,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1978-09-29,132.89,1978-10-23,121.94,지표 신호,1978-11-15,111.44,지표 신호,,,,1979-06-29,138.13,100.0,-8.6,13.72,-8.54
나스닥 종합 지수,중간선거해,1982,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1982-09-30,187.65,1982-12-31,232.41,12월 말 일괄,1982-12-31,232.41,12월 말 일괄,,,,1983-06-30,318.7,100.0,14.73,48.03,0.07
나스닥 종합 지수,중간선거해,1986,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1986-09-30,350.7,1986-12-31,348.8,12월 말 일괄,1986-12-31,348.8,12월 말 일괄,,,,1987-06-30,424.7,100.0,-0.36,21.54,-0.32
나스닥 종합 지수,중간선거해,1990,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1990-09-28,344.5,1990-10-10,333.3,지표 신호,1990-12-31,373.8,12월 말 일괄,,,,1991-06-28,475.92,100.0,1.52,36.09,-2.64
나스닥 종합 지수,중간선거해,1994,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1994-09-30,764.29,1994-12-30,751.96,12월 말 일괄,1994-12-30,751.96,12월 말 일괄,,,,1995-06-30,933.45,100.0,-1.08,23.47,-1.97
나스닥 종합 지수,중간선거해,1998,C2 20일 이격도 95% 아래,12월 말 일괄 매수,1998-09-30,1693.84,1998-10-06,1510.89,지표 신호,1998-12-31,2192.6899,12월 말 일괄,,,,1999-06-30,2686.1201,100.0,3.68,52.96,-7.43
나스닥 종합 지수,중간선거해,2002,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2002-09-30,1172.0601,2002-10-04,1139.9,지표 신호,2002-12-31,1335.51,12월 말 일괄,,,,2003-06-30,1622.8,100.0,3.24,34.11,-2.4
나스닥 종합 지수,중간선거해,2006,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2006-09-29,2258.4299,2006-12-29,2415.29,12월 말 일괄,2006-12-29,2415.29,12월 말 일괄,,,,2007-06-29,2603.23,100.0,4.53,10.28,-0.85
나스닥 종합 지수,중간선거해,2010,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2010-09-30,2368.6201,2010-12-31,2652.8701,12월 말 일괄,2010-12-31,2652.8701,12월 말 일괄,,,,2011-06-30,2773.52,100.0,7.69,8.73,-0.34
나스닥 종합 지수,중간선거해,2014,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2014-09-30,4493.3901,2014-10-14,4227.1699,지표 신호,2014-12-31,4736.0498,12월 말 일괄,,,,2015-06-30,4986.8701,100.0,-0.39,11.42,-2.16
나스닥 종합 지수,중간선거해,2018,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2018-09-28,8046.3501,2018-10-11,7329.0601,지표 신호,2018-10-16,7645.4902,지표 신호,,,,2019-06-28,8006.2402,100.0,-4.77,4.49,-19.18
나스닥 종합 지수,중간선거해,2022,C2 20일 이격도 95% 아래,12월 말 일괄 매수,2022-09-30,10575.6201,2022-10-12,10417.0996,지표 신호,2022-10-17,10675.7998,지표 신호,,,,2023-06-30,13787.9199,100.0,-0.19,30.63,-3.24
나스닥 종합 지수,중간선거해,1974,C2 20일 이격도 95% 아래,현금 유지,1974-09-30,55.67,1974-10-04,55.16,지표 신호,1974-11-20,60.75,지표 신호,,,,1975-06-30,87.02,100.0,2.54,52.44,-0.48
나스닥 종합 지수,중간선거해,1978,C2 20일 이격도 95% 아래,현금 유지,1978-09-29,132.89,1978-10-23,121.94,지표 신호,1978-11-15,111.44,지표 신호,,,,1979-06-29,138.13,100.0,-8.6,13.72,-8.54
나스닥 종합 지수,중간선거해,1982,C2 20일 이격도 95% 아래,현금 유지,1982-09-30,187.65,,,미체결,,,미체결,,,,1983-06-30,318.7,33.33,0.0,23.28,0.07
나스닥 종합 지수,중간선거해,1986,C2 20일 이격도 95% 아래,현금 유지,1986-09-30,350.7,,,미체결,,,미체결,,,,1987-06-30,424.7,33.33,0.0,7.03,-0.32
나스닥 종합 지수,중간선거해,1990,C2 20일 이격도 95% 아래,현금 유지,1990-09-28,344.5,1990-10-10,333.3,지표 신호,,,미체결,,,,1991-06-28,475.92,66.67,-1.65,26.98,-2.64
나스닥 종합 지수,중간선거해,1994,C2 20일 이격도 95% 아래,현금 유지,1994-09-30,764.29,,,미체결,,,미체결,,,,1995-06-30,933.45,33.33,0.0,7.38,-1.97
나스닥 종합 지수,중간선거해,1998,C2 20일 이격도 95% 아래,현금 유지,1998-09-30,1693.84,1998-10-06,1510.89,지표 신호,,,미체결,,,,1999-06-30,2686.1201,66.67,-5.71,45.46,-7.43
나스닥 종합 지수,중간선거해,2002,C2 20일 이격도 95% 아래,현금 유지,2002-09-30,1172.0601,2002-10-04,1139.9,지표 신호,,,미체결,,,,2003-06-30,1622.8,66.67,-1.39,26.94,-2.4
나스닥 종합 지수,중간선거해,2006,C2 20일 이격도 95% 아래,현금 유지,2006-09-29,2258.4299,,,미체결,,,미체결,,,,2007-06-29,2603.23,33.33,0.0,5.09,-0.31
나스닥 종합 지수,중간선거해,2010,C2 20일 이격도 95% 아래,현금 유지,2010-09-30,2368.6201,,,미체결,,,미체결,,,,2011-06-30,2773.52,33.33,0.0,5.7,-0.34
나스닥 종합 지수,중간선거해,2014,C2 20일 이격도 95% 아래,현금 유지,2014-09-30,4493.3901,2014-10-14,4227.1699,지표 신호,,,미체결,,,,2015-06-30,4986.8701,66.67,-3.05,9.65,-2.16
나스닥 종합 지수,중간선거해,2018,C2 20일 이격도 95% 아래,현금 유지,2018-09-28,8046.3501,2018-10-11,7329.0601,지표 신호,2018-10-16,7645.4902,지표 신호,,,,2019-06-28,8006.2402,100.0,-4.77,4.49,-19.18
나스닥 종합 지수,중간선거해,2022,C2 20일 이격도 95% 아래,현금 유지,2022-09-30,10575.6201,2022-10-12,10417.0996,지표 신호,2022-10-17,10675.7998,지표 신호,,,,2023-06-30,13787.9199,100.0,-0.19,30.63,-3.24
