종목,사이클 위치,진입 연도,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),보유 중 최악(%),청산 사유
SPY,중간선거해,1994,위,무손절,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,무손절,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,무손절,2002-10-01,85.72,2003-06-30,187,97.63,13.89,-10.09,기한청산
SPY,중간선거해,2006,위,무손절,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,무손절,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,무손절,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,무손절,2018-10-01,291.73,2019-06-28,186,293.0,0.44,-19.87,기한청산
SPY,중간선거해,2022,위,무손절,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,중간선거해,1994,위,-5.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-5.0,1998-10-01,98.8125,1998-10-08,5,93.8719,-5.0,-5.0,장중손절
SPY,중간선거해,2002,위,-5.0,2002-10-01,85.72,2002-10-04,3,81.434,-5.0,-5.0,장중손절
SPY,중간선거해,2006,위,-5.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-5.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-5.0,2014-10-01,194.35,2014-10-15,10,184.6325,-5.0,-5.0,장중손절
SPY,중간선거해,2018,위,-5.0,2018-10-01,291.73,2018-10-11,8,277.08,-5.02,-5.02,갭손절
SPY,중간선거해,2022,위,-5.0,2022-10-03,366.61,2022-10-13,8,348.2795,-5.0,-5.0,장중손절
SPY,중간선거해,1994,위,-8.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-8.0,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,-8.0,2002-10-01,85.72,2002-10-07,4,78.8624,-8.0,-8.0,장중손절
SPY,중간선거해,2006,위,-8.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-8.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-8.0,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,-8.0,2018-10-01,291.73,2018-10-24,17,268.3916,-8.0,-8.0,장중손절
SPY,중간선거해,2022,위,-8.0,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,중간선거해,1994,위,-10.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-10.0,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,-10.0,2002-10-01,85.72,2002-10-10,7,77.148,-10.0,-10.0,장중손절
SPY,중간선거해,2006,위,-10.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-10.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-10.0,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,-10.0,2018-10-01,291.73,2018-10-26,19,262.557,-10.0,-10.0,장중손절
SPY,중간선거해,2022,위,-10.0,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,중간선거해,1994,위,-12.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-12.0,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,-12.0,2002-10-01,85.72,2003-06-30,187,97.63,13.89,-10.09,기한청산
SPY,중간선거해,2006,위,-12.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-12.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-12.0,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,-12.0,2018-10-01,291.73,2018-12-17,53,256.7224,-12.0,-12.0,장중손절
SPY,중간선거해,2022,위,-12.0,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,중간선거해,1994,위,-15.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-15.0,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,-15.0,2002-10-01,85.72,2003-06-30,187,97.63,13.89,-10.09,기한청산
SPY,중간선거해,2006,위,-15.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-15.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-15.0,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,-15.0,2018-10-01,291.73,2018-12-20,56,247.9705,-15.0,-15.0,장중손절
SPY,중간선거해,2022,위,-15.0,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,중간선거해,1994,위,-20.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-20.0,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,-20.0,2002-10-01,85.72,2003-06-30,187,97.63,13.89,-10.09,기한청산
SPY,중간선거해,2006,위,-20.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-20.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-20.0,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,-20.0,2018-10-01,291.73,2019-06-28,186,293.0,0.44,-19.87,기한청산
SPY,중간선거해,2022,위,-20.0,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,중간선거해,1994,위,-25.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-25.0,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,-25.0,2002-10-01,85.72,2003-06-30,187,97.63,13.89,-10.09,기한청산
SPY,중간선거해,2006,위,-25.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-25.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-25.0,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,-25.0,2018-10-01,291.73,2019-06-28,186,293.0,0.44,-19.87,기한청산
SPY,중간선거해,2022,위,-25.0,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,중간선거해,1994,위,-30.0,1994-10-03,46.0625,1995-06-30,188,54.4062,18.11,-3.15,기한청산
SPY,중간선거해,1998,위,-30.0,1998-10-01,98.8125,1999-06-30,187,137.0,38.65,-6.67,기한청산
SPY,중간선거해,2002,위,-30.0,2002-10-01,85.72,2003-06-30,187,97.63,13.89,-10.09,기한청산
SPY,중간선거해,2006,위,-30.0,2006-10-02,133.08,2007-06-29,186,150.43,13.04,-0.32,기한청산
SPY,중간선거해,2010,위,-30.0,2010-10-01,114.61,2011-06-30,188,131.97,15.15,-1.25,기한청산
SPY,중간선거해,2014,위,-30.0,2014-10-01,194.35,2015-06-30,187,205.85,5.92,-6.4,기한청산
SPY,중간선거해,2018,위,-30.0,2018-10-01,291.73,2019-06-28,186,293.0,0.44,-19.87,기한청산
SPY,중간선거해,2022,위,-30.0,2022-10-03,366.61,2023-06-30,186,443.28,20.91,-5.05,기한청산
SPY,대선전해,1995,위,무손절,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,무손절,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,무손절,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,무손절,2007-10-01,154.3,2008-06-30,188,127.98,-17.06,-18.34,기한청산
SPY,대선전해,2011,위,무손절,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,무손절,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,무손절,2019-10-01,293.24,2020-06-30,188,308.36,5.16,-25.57,기한청산
SPY,대선전해,2023,위,무손절,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-5.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-5.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-5.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-5.0,2007-10-01,154.3,2007-11-08,28,146.585,-5.0,-5.0,장중손절
SPY,대선전해,2011,위,-5.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-5.0,2015-10-01,192.13,2016-01-20,75,182.5235,-5.0,-5.0,장중손절
SPY,대선전해,2019,위,-5.0,2019-10-01,293.24,2020-03-09,109,275.3,-6.12,-6.12,갭손절
SPY,대선전해,2023,위,-5.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-8.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-8.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-8.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-8.0,2007-10-01,154.3,2007-11-21,37,141.956,-8.0,-8.0,장중손절
SPY,대선전해,2011,위,-8.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-8.0,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,-8.0,2019-10-01,293.24,2020-03-12,112,256.0,-12.7,-12.7,갭손절
SPY,대선전해,2023,위,-8.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-10.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-10.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-10.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-10.0,2007-10-01,154.3,2008-01-08,68,138.87,-10.0,-10.0,장중손절
SPY,대선전해,2011,위,-10.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-10.0,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,-10.0,2019-10-01,293.24,2020-03-12,112,256.0,-12.7,-12.7,갭손절
SPY,대선전해,2023,위,-10.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-12.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-12.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-12.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-12.0,2007-10-01,154.3,2008-01-17,75,135.784,-12.0,-12.0,장중손절
SPY,대선전해,2011,위,-12.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-12.0,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,-12.0,2019-10-01,293.24,2020-03-12,112,256.0,-12.7,-12.7,갭손절
SPY,대선전해,2023,위,-12.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-15.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-15.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-15.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-15.0,2007-10-01,154.3,2008-01-18,76,131.155,-15.0,-15.0,장중손절
SPY,대선전해,2011,위,-15.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-15.0,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,-15.0,2019-10-01,293.24,2020-03-12,112,249.254,-15.0,-15.0,장중손절
SPY,대선전해,2023,위,-15.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-20.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-20.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-20.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-20.0,2007-10-01,154.3,2008-06-30,188,127.98,-17.06,-18.34,기한청산
SPY,대선전해,2011,위,-20.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-20.0,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,-20.0,2019-10-01,293.24,2020-03-18,116,234.592,-20.0,-20.0,장중손절
SPY,대선전해,2023,위,-20.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-25.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-25.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-25.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-25.0,2007-10-01,154.3,2008-06-30,188,127.98,-17.06,-18.34,기한청산
SPY,대선전해,2011,위,-25.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-25.0,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,-25.0,2019-10-01,293.24,2020-03-23,119,219.93,-25.0,-25.0,장중손절
SPY,대선전해,2023,위,-25.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선전해,1995,위,-30.0,1995-10-02,58.1875,1996-06-28,188,67.1094,15.33,-1.58,기한청산
SPY,대선전해,1999,위,-30.0,1999-10-01,128.4688,2000-06-30,189,145.2812,13.09,-3.92,기한청산
SPY,대선전해,2003,위,-30.0,2003-10-01,102.08,2004-06-30,187,114.53,12.2,-0.44,기한청산
SPY,대선전해,2007,위,-30.0,2007-10-01,154.3,2008-06-30,188,127.98,-17.06,-18.34,기한청산
SPY,대선전해,2011,위,-30.0,2011-10-03,109.93,2012-06-29,187,136.1,23.81,-2.27,기한청산
SPY,대선전해,2015,위,-30.0,2015-10-01,192.13,2016-06-30,188,209.48,9.03,-5.78,기한청산
SPY,대선전해,2019,위,-30.0,2019-10-01,293.24,2020-06-30,188,308.36,5.16,-25.57,기한청산
SPY,대선전해,2023,위,-30.0,2023-10-02,427.31,2024-06-28,186,544.22,27.36,-4.24,기한청산
SPY,대선해,1996,위,무손절,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,무손절,2000-10-02,143.8438,2001-06-29,187,122.6,-14.77,-24.89,기한청산
SPY,대선해,2004,위,무손절,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,무손절,2008-10-01,116.06,2009-06-30,187,91.95,-20.77,-42.19,기한청산
SPY,대선해,2012,위,무손절,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,무손절,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,무손절,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,무손절,2024-10-01,568.62,2025-06-30,185,617.85,8.66,-15.27,기한청산
SPY,대선해,1996,위,-5.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-5.0,2000-10-02,143.8438,2000-10-11,7,136.6516,-5.0,-5.0,장중손절
SPY,대선해,2004,위,-5.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-5.0,2008-10-01,116.06,2008-10-03,2,110.257,-5.0,-5.0,장중손절
SPY,대선해,2012,위,-5.0,2012-10-01,144.35,2012-11-14,30,137.1325,-5.0,-5.0,장중손절
SPY,대선해,2016,위,-5.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-5.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-5.0,2024-10-01,568.62,2025-04-03,126,540.189,-5.0,-5.0,장중손절
SPY,대선해,1996,위,-8.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-8.0,2000-10-02,143.8438,2000-10-18,12,132.3363,-8.0,-8.0,장중손절
SPY,대선해,2004,위,-8.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-8.0,2008-10-01,116.06,2008-10-06,3,106.7752,-8.0,-8.0,장중손절
SPY,대선해,2012,위,-8.0,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,-8.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-8.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-8.0,2024-10-01,568.62,2025-04-04,127,523.1304,-8.0,-8.0,장중손절
SPY,대선해,1996,위,-10.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-10.0,2000-10-02,143.8438,2000-12-20,56,128.625,-10.58,-10.58,갭손절
SPY,대선해,2004,위,-10.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-10.0,2008-10-01,116.06,2008-10-06,3,104.454,-10.0,-10.0,장중손절
SPY,대선해,2012,위,-10.0,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,-10.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-10.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-10.0,2024-10-01,568.62,2025-04-04,127,511.758,-10.0,-10.0,장중손절
SPY,대선해,1996,위,-12.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-12.0,2000-10-02,143.8438,2000-12-20,56,126.5825,-12.0,-12.0,장중손절
SPY,대선해,2004,위,-12.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-12.0,2008-10-01,116.06,2008-10-06,3,102.1328,-12.0,-12.0,장중손절
SPY,대선해,2012,위,-12.0,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,-12.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-12.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-12.0,2024-10-01,568.62,2025-04-07,128,489.19,-13.97,-13.97,갭손절
SPY,대선해,1996,위,-15.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-15.0,2000-10-02,143.8438,2001-02-23,99,122.2672,-15.0,-15.0,장중손절
SPY,대선해,2004,위,-15.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-15.0,2008-10-01,116.06,2008-10-08,5,97.52,-15.97,-15.97,갭손절
SPY,대선해,2012,위,-15.0,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,-15.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-15.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-15.0,2024-10-01,568.62,2025-04-07,128,483.327,-15.0,-15.0,장중손절
SPY,대선해,1996,위,-20.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-20.0,2000-10-02,143.8438,2001-03-16,114,115.075,-20.0,-20.0,장중손절
SPY,대선해,2004,위,-20.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-20.0,2008-10-01,116.06,2008-10-09,6,92.848,-20.0,-20.0,장중손절
SPY,대선해,2012,위,-20.0,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,-20.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-20.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-20.0,2024-10-01,568.62,2025-06-30,185,617.85,8.66,-15.27,기한청산
SPY,대선해,1996,위,-25.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-25.0,2000-10-02,143.8438,2001-06-29,187,122.6,-14.77,-24.89,기한청산
SPY,대선해,2004,위,-25.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-25.0,2008-10-01,116.06,2008-10-10,7,86.76,-25.25,-25.25,갭손절
SPY,대선해,2012,위,-25.0,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,-25.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-25.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-25.0,2024-10-01,568.62,2025-06-30,185,617.85,8.66,-15.27,기한청산
SPY,대선해,1996,위,-30.0,1996-10-01,69.0,1997-06-30,188,88.3125,27.99,0.23,기한청산
SPY,대선해,2000,위,-30.0,2000-10-02,143.8438,2001-06-29,187,122.6,-14.77,-24.89,기한청산
SPY,대선해,2004,위,-30.0,2004-10-01,113.65,2005-06-30,188,119.18,4.87,-3.78,기한청산
SPY,대선해,2008,위,-30.0,2008-10-01,116.06,2008-11-19,35,81.242,-30.0,-30.0,장중손절
SPY,대선해,2012,위,-30.0,2012-10-01,144.35,2013-06-28,185,160.42,11.13,-6.69,기한청산
SPY,대선해,2016,위,-30.0,2016-10-03,215.78,2017-06-30,187,241.8,12.06,-3.43,기한청산
SPY,대선해,2020,위,-30.0,2020-10-01,337.04,2021-06-30,187,428.06,27.01,-4.28,기한청산
SPY,대선해,2024,위,-30.0,2024-10-01,568.62,2025-06-30,185,617.85,8.66,-15.27,기한청산
SPY,대선다음해,1993,위,무손절,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,무손절,1997-10-01,95.625,1998-06-30,187,113.3125,18.5,-11.76,기한청산
SPY,대선다음해,2001,위,무손절,2001-10-01,104.27,2002-06-28,187,98.96,-5.09,-8.71,기한청산
SPY,대선다음해,2005,위,무손절,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,무손절,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,무손절,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,무손절,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,무손절,2021-10-01,434.24,2022-06-30,187,377.25,-13.12,-16.6,기한청산
SPY,대선다음해,2025,위,무손절,2025-10-01,668.45,2026-06-30,186,746.77,11.72,-5.86,기한청산
SPY,대선다음해,1993,위,-5.0,1993-10-01,46.1562,1994-03-31,126,43.8484,-5.0,-5.0,장중손절
SPY,대선다음해,1997,위,-5.0,1997-10-01,95.625,1997-10-27,18,90.8438,-5.0,-5.0,장중손절
SPY,대선다음해,2001,위,-5.0,2001-10-01,104.27,2002-06-14,177,99.0565,-5.0,-5.0,장중손절
SPY,대선다음해,2005,위,-5.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-5.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-5.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-5.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
SPY,대선다음해,2021,위,-5.0,2021-10-01,434.24,2022-02-24,100,411.02,-5.35,-5.35,갭손절
SPY,대선다음해,2025,위,-5.0,2025-10-01,668.45,2026-03-27,122,635.0275,-5.0,-5.0,장중손절
SPY,대선다음해,1993,위,-8.0,1993-10-01,46.1562,1994-06-30,188,44.4688,-3.66,-6.09,기한청산
SPY,대선다음해,1997,위,-8.0,1997-10-01,95.625,1997-10-27,18,87.975,-8.0,-8.0,장중손절
SPY,대선다음해,2001,위,-8.0,2001-10-01,104.27,2002-06-26,185,95.2,-8.7,-8.7,갭손절
SPY,대선다음해,2005,위,-8.0,2005-10-03,122.6,2006-06-30,187,127.28,3.82,-4.67,기한청산
SPY,대선다음해,2009,위,-8.0,2009-10-01,102.97,2010-06-30,187,103.22,0.24,-0.95,기한청산
SPY,대선다음해,2013,위,-8.0,2013-10-01,169.34,2014-06-30,187,195.72,15.58,-2.84,기한청산
SPY,대선다음해,2017,위,-8.0,2017-10-02,252.32,2018-06-29,187,271.28,7.51,-0.04,기한청산
