종목,조합,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
DIA,20일→다음주금,9,위,-5.0,앞 절반,14,-13.47,-0.96,50.0,0.437,69.58,-19.58,1.5,-3.42,7,5.62,-5.22,-5.22,3.15,2,1,5.79,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→다음주금,9,위,-5.0,뒤 절반,14,-12.63,-0.9,21.43,0.633,61.25,-39.82,0.88,-1.39,11,1.11,-5.0,-5.0,1.59,0,1,5.86,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,위,-5.0,최근 10년,10,-8.46,-0.85,30.0,0.554,64.35,-34.35,0.88,-1.59,7,1.11,-5.0,-5.0,1.88,0,1,6.1,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,위,-5.0,최근 5년,5,-6.18,-1.24,40.0,0.32,75.74,-35.74,0.84,-2.62,3,1.11,-5.0,-5.0,2.57,0,1,6.0,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,위,무손절,전체,28,-23.61,-0.84,35.71,0.642,60.89,-25.18,1.31,-2.04,18,5.62,-6.42,-7.17,2.37,0,0,6.43,예,1998-09-18,2025-09-19,제외
DIA,20일→다음주금,9,위,무손절,앞 절반,14,-9.56,-0.68,50.0,0.523,65.67,-15.67,1.5,-2.86,7,5.62,-5.03,-7.17,2.84,0,0,6.71,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→다음주금,9,위,무손절,뒤 절반,14,-14.06,-1.0,21.43,0.579,63.34,-41.91,0.88,-1.52,11,1.11,-6.42,-6.51,1.89,0,0,6.14,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,위,무손절,최근 10년,10,-9.89,-0.99,30.0,0.491,67.07,-37.07,0.88,-1.79,7,1.11,-6.42,-6.51,2.25,0,0,6.5,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,위,무손절,최근 5년,5,-7.61,-1.52,40.0,0.271,78.66,-38.66,0.84,-3.1,3,1.11,-6.42,-6.51,3.11,0,0,6.8,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,아래,-5.0,전체,28,24.23,0.87,64.29,1.634,37.97,26.32,2.04,-1.25,10,6.42,-5.0,-5.0,2.31,0,1,6.43,예,1998-09-18,2025-09-19,제외
DIA,20일→다음주금,9,아래,-5.0,앞 절반,14,10.17,0.73,50.0,2.033,32.97,17.03,2.86,-1.41,7,5.03,-5.0,-5.0,2.73,0,1,6.71,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→다음주금,9,아래,-5.0,뒤 절반,14,14.06,1.0,78.57,1.728,36.66,41.91,1.52,-0.88,3,6.42,-1.11,-3.27,1.89,0,0,6.14,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,아래,-5.0,최근 10년,10,9.89,0.99,70.0,2.037,32.93,37.07,1.79,-0.88,3,6.42,-1.11,-3.27,2.25,0,0,6.5,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,아래,-5.0,최근 5년,5,7.61,1.52,60.0,3.686,21.34,38.66,3.1,-0.84,2,6.42,-1.11,-3.27,3.11,0,0,6.8,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,아래,무손절,전체,28,23.61,0.84,64.29,1.557,39.11,25.18,2.04,-1.31,10,6.42,-5.62,-6.08,2.37,0,0,6.43,예,1998-09-18,2025-09-19,제외
DIA,20일→다음주금,9,아래,무손절,앞 절반,14,9.56,0.68,50.0,1.913,34.33,15.67,2.86,-1.5,7,5.03,-5.62,-6.08,2.84,0,0,6.71,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→다음주금,9,아래,무손절,뒤 절반,14,14.06,1.0,78.57,1.728,36.66,41.91,1.52,-0.88,3,6.42,-1.11,-3.27,1.89,0,0,6.14,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,아래,무손절,최근 10년,10,9.89,0.99,70.0,2.037,32.93,37.07,1.79,-0.88,3,6.42,-1.11,-3.27,2.25,0,0,6.5,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,9,아래,무손절,최근 5년,5,7.61,1.52,60.0,3.686,21.34,38.66,3.1,-0.84,2,6.42,-1.11,-3.27,3.11,0,0,6.8,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→다음주금,12,위,-5.0,전체,28,18.54,0.66,75.0,0.806,55.36,19.64,1.51,-1.87,7,4.02,-5.0,-5.0,2.02,0,1,5.36,예,1998-12-18,2025-12-19,제외
DIA,20일→다음주금,12,위,-5.0,앞 절반,14,13.23,0.95,71.43,1.717,36.8,34.63,1.73,-1.0,4,3.8,-2.8,-2.87,1.81,0,0,5.71,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→다음주금,12,위,-5.0,뒤 절반,14,5.31,0.38,78.57,0.433,69.8,8.77,1.31,-3.02,3,4.02,-5.0,-5.0,2.25,0,1,5.0,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,위,-5.0,최근 10년,10,2.99,0.3,80.0,0.375,72.71,7.29,1.12,-2.98,2,4.02,-5.0,-5.0,2.28,0,1,5.3,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,위,-5.0,최근 5년,5,8.12,1.62,100.0,,,,1.62,,0,4.02,0.34,-0.83,1.42,0,0,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,위,무손절,전체,28,24.24,0.87,78.57,1.092,47.81,30.76,1.47,-1.35,6,4.02,-3.09,-5.21,1.69,0,0,5.43,예,1998-12-18,2025-12-19,제외
DIA,20일→다음주금,12,위,무손절,앞 절반,14,13.23,0.95,71.43,1.717,36.8,34.63,1.73,-1.0,4,3.8,-2.8,-2.87,1.81,0,0,5.71,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→다음주금,12,위,무손절,뒤 절반,14,11.0,0.79,85.71,0.619,61.75,23.96,1.25,-2.03,2,4.02,-3.09,-5.21,1.63,0,0,5.14,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,위,무손절,최근 10년,10,8.68,0.87,90.0,1.118,47.21,42.79,1.07,-0.96,1,4.02,-0.96,-5.21,1.32,0,0,5.5,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,위,무손절,최근 5년,5,8.12,1.62,100.0,,,,1.62,,0,4.02,0.34,-0.83,1.42,0,0,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,아래,-5.0,전체,28,-25.52,-0.91,21.43,0.881,53.16,-31.73,1.35,-1.53,22,3.09,-5.0,-5.0,1.79,0,1,5.36,예,1998-12-18,2025-12-19,제외
DIA,20일→다음주금,12,아래,-5.0,앞 절반,14,-14.52,-1.04,28.57,0.542,64.85,-36.28,1.0,-1.85,10,2.8,-5.0,-5.0,1.99,0,1,5.57,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→다음주금,12,아래,-5.0,뒤 절반,14,-11.0,-0.79,14.29,1.615,38.25,-23.96,2.03,-1.25,12,3.09,-4.02,-5.0,1.63,0,0,5.14,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,아래,-5.0,최근 10년,10,-8.68,-0.87,10.0,0.894,52.79,-42.79,0.96,-1.07,9,0.96,-4.02,-5.0,1.32,0,0,5.5,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,아래,-5.0,최근 5년,5,-8.12,-1.62,0.0,0.0,100.0,-100.0,,-1.62,5,-0.34,-4.02,-5.0,1.42,0,0,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,아래,무손절,전체,28,-24.24,-0.87,21.43,0.916,52.19,-30.76,1.35,-1.47,22,3.09,-4.02,-6.03,1.69,0,0,5.43,예,1998-12-18,2025-12-19,제외
DIA,20일→다음주금,12,아래,무손절,앞 절반,14,-13.23,-0.95,28.57,0.582,63.2,-34.63,1.0,-1.73,10,2.8,-3.8,-6.03,1.81,0,0,5.71,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→다음주금,12,아래,무손절,뒤 절반,14,-11.0,-0.79,14.29,1.615,38.25,-23.96,2.03,-1.25,12,3.09,-4.02,-5.0,1.63,0,0,5.14,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,아래,무손절,최근 10년,10,-8.68,-0.87,10.0,0.894,52.79,-42.79,0.96,-1.07,9,0.96,-4.02,-5.0,1.32,0,0,5.5,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→다음주금,12,아래,무손절,최근 5년,5,-8.12,-1.62,0.0,0.0,100.0,-100.0,,-1.62,5,-0.34,-4.02,-5.0,1.42,0,0,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
DIA,20일→말일,9,위,-5.0,전체,28,-31.34,-1.12,32.14,0.53,65.37,-33.23,1.17,-2.2,19,5.62,-5.22,-5.22,2.45,2,3,6.5,예,1998-09-18,2025-09-19,제외
DIA,20일→말일,9,위,-5.0,앞 절반,14,-18.86,-1.35,35.71,0.555,64.3,-28.59,1.68,-3.03,9,5.62,-5.22,-5.22,3.14,2,2,6.29,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→말일,9,위,-5.0,뒤 절반,14,-12.49,-0.89,28.57,0.358,73.62,-45.05,0.52,-1.46,10,0.96,-5.0,-5.0,1.58,0,1,6.71,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,위,-5.0,최근 10년,10,-7.01,-0.7,40.0,0.344,74.38,-34.38,0.52,-1.52,6,0.96,-5.0,-5.0,1.83,0,1,6.7,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,위,-5.0,최근 5년,5,-7.27,-1.45,40.0,0.145,87.32,-47.32,0.39,-2.68,3,0.61,-5.0,-5.0,2.36,0,1,6.4,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,위,무손절,전체,28,-29.96,-1.07,32.14,0.548,64.6,-32.46,1.17,-2.13,19,5.62,-6.42,-8.42,2.39,0,0,7.14,예,1998-09-18,2025-09-19,제외
DIA,20일→말일,9,위,무손절,앞 절반,14,-16.05,-1.15,35.71,0.619,61.76,-26.05,1.68,-2.72,9,5.62,-4.61,-8.42,2.89,0,0,7.29,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→말일,9,위,무손절,뒤 절반,14,-13.91,-0.99,28.57,0.326,75.39,-46.82,0.52,-1.6,10,0.96,-6.42,-6.51,1.88,0,0,7.0,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,위,무손절,최근 10년,10,-8.43,-0.84,40.0,0.298,77.05,-37.05,0.52,-1.75,6,0.96,-6.42,-6.51,2.21,0,0,7.1,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,위,무손절,최근 5년,5,-8.69,-1.74,40.0,0.123,89.02,-49.02,0.39,-3.16,3,0.61,-6.42,-6.51,2.92,0,0,7.2,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,아래,-5.0,전체,28,30.58,1.09,67.86,1.939,34.02,33.84,2.13,-1.1,9,6.42,-5.0,-5.0,2.33,0,1,7.14,예,1998-09-18,2025-09-19,후보
DIA,20일→말일,9,아래,-5.0,앞 절반,14,16.67,1.19,64.29,1.744,36.45,27.84,2.72,-1.56,5,4.61,-5.0,-5.0,2.78,0,1,7.29,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→말일,9,아래,-5.0,뒤 절반,14,13.91,0.99,71.43,3.064,24.61,46.82,1.6,-0.52,4,6.42,-0.96,-3.27,1.88,0,0,7.0,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,아래,-5.0,최근 10년,10,8.43,0.84,60.0,3.358,22.95,37.05,1.75,-0.52,4,6.42,-0.96,-3.27,2.21,0,0,7.1,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,아래,-5.0,최근 5년,5,8.69,1.74,60.0,8.104,10.98,49.02,3.16,-0.39,2,6.42,-0.61,-3.27,2.92,0,0,7.2,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,아래,무손절,전체,28,29.96,1.07,67.86,1.825,35.4,32.46,2.13,-1.17,9,6.42,-5.62,-6.08,2.39,0,0,7.14,예,1998-09-18,2025-09-19,후보
DIA,20일→말일,9,아래,무손절,앞 절반,14,16.05,1.15,64.29,1.615,38.24,26.05,2.72,-1.68,5,4.61,-5.62,-6.08,2.89,0,0,7.29,예,1998-09-18,2011-09-20,판정 안 함
DIA,20일→말일,9,아래,무손절,뒤 절반,14,13.91,0.99,71.43,3.064,24.61,46.82,1.6,-0.52,4,6.42,-0.96,-3.27,1.88,0,0,7.0,예,2012-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,아래,무손절,최근 10년,10,8.43,0.84,60.0,3.358,22.95,37.05,1.75,-0.52,4,6.42,-0.96,-3.27,2.21,0,0,7.1,예,2016-09-20,2025-09-19,판정 안 함
DIA,20일→말일,9,아래,무손절,최근 5년,5,8.69,1.74,60.0,8.104,10.98,49.02,3.16,-0.39,2,6.42,-0.61,-3.27,2.92,0,0,7.2,아니오,2021-09-20,2025-09-19,판정 안 함
DIA,20일→말일,12,위,-5.0,전체,28,17.94,0.64,64.29,1.365,42.29,22.0,1.68,-1.23,10,4.02,-5.0,-5.0,1.94,0,1,6.75,예,1998-12-18,2025-12-19,제외
DIA,20일→말일,12,위,-5.0,앞 절반,14,14.47,1.03,64.29,2.811,26.24,38.05,2.0,-0.71,5,3.72,-2.16,-3.36,1.72,0,0,7.0,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→말일,12,위,-5.0,뒤 절반,14,3.46,0.25,64.29,0.776,56.32,7.97,1.36,-1.75,5,4.02,-5.0,-5.0,2.12,0,1,6.5,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,위,-5.0,최근 10년,10,1.41,0.14,60.0,0.805,55.4,4.6,1.37,-1.7,4,4.02,-5.0,-5.0,2.3,0,1,6.4,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,위,-5.0,최근 5년,5,5.73,1.15,60.0,5.268,15.95,44.05,2.19,-0.41,2,4.02,-0.71,-1.4,1.85,0,0,6.8,아니오,2021-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,위,무손절,전체,28,24.82,0.89,67.86,2.081,32.45,35.41,1.69,-0.81,9,4.02,-2.16,-5.21,1.6,0,0,6.86,예,1998-12-18,2025-12-19,제외
DIA,20일→말일,12,위,무손절,앞 절반,14,14.47,1.03,64.29,2.811,26.24,38.05,2.0,-0.71,5,3.72,-2.16,-3.36,1.72,0,0,7.0,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→말일,12,위,무손절,뒤 절반,14,10.35,0.74,71.43,1.504,39.93,31.5,1.41,-0.94,4,4.02,-1.96,-5.21,1.52,0,0,6.71,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,위,무손절,최근 10년,10,8.29,0.83,70.0,2.417,29.27,40.73,1.44,-0.6,3,4.02,-0.96,-5.21,1.47,0,0,6.7,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,위,무손절,최근 5년,5,5.73,1.15,60.0,5.268,15.95,44.05,2.19,-0.41,2,4.02,-0.71,-1.4,1.85,0,0,6.8,아니오,2021-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,아래,-5.0,전체,28,-27.93,-1.0,32.14,0.438,69.54,-37.4,0.81,-1.85,19,2.16,-5.0,-5.0,1.82,0,2,6.71,예,1998-12-18,2025-12-19,제외
DIA,20일→말일,12,아래,-5.0,앞 절반,14,-17.58,-1.26,35.71,0.303,76.72,-41.01,0.71,-2.35,9,2.16,-5.0,-5.0,2.1,0,2,6.71,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→말일,12,아래,-5.0,뒤 절반,14,-10.35,-0.74,28.57,0.665,60.07,-31.5,0.94,-1.41,10,1.96,-4.02,-5.0,1.52,0,0,6.71,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,아래,-5.0,최근 10년,10,-8.29,-0.83,30.0,0.414,70.73,-40.73,0.6,-1.44,7,0.96,-4.02,-5.0,1.47,0,0,6.7,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,아래,-5.0,최근 5년,5,-5.73,-1.15,40.0,0.19,84.05,-44.05,0.41,-2.19,3,0.71,-4.02,-5.0,1.85,0,0,6.8,아니오,2021-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,아래,무손절,전체,28,-24.82,-0.89,32.14,0.48,67.55,-35.41,0.81,-1.69,19,2.16,-4.02,-6.03,1.6,0,0,6.86,예,1998-12-18,2025-12-19,제외
DIA,20일→말일,12,아래,무손절,앞 절반,14,-14.47,-1.03,35.71,0.356,73.76,-38.05,0.71,-2.0,9,2.16,-3.72,-6.03,1.72,0,0,7.0,예,1998-12-18,2011-12-20,판정 안 함
DIA,20일→말일,12,아래,무손절,뒤 절반,14,-10.35,-0.74,28.57,0.665,60.07,-31.5,0.94,-1.41,10,1.96,-4.02,-5.0,1.52,0,0,6.71,예,2012-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,아래,무손절,최근 10년,10,-8.29,-0.83,30.0,0.414,70.73,-40.73,0.6,-1.44,7,0.96,-4.02,-5.0,1.47,0,0,6.7,예,2016-12-20,2025-12-19,판정 안 함
DIA,20일→말일,12,아래,무손절,최근 5년,5,-5.73,-1.15,40.0,0.19,84.05,-44.05,0.41,-2.19,3,0.71,-4.02,-5.0,1.85,0,0,6.8,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,9,위,-5.0,전체,23,-24.79,-1.08,34.78,0.546,64.67,-29.89,1.27,-2.33,15,2.96,-5.88,-5.88,2.41,1,2,4.26,예,2003-09-19,2025-09-19,제외
KODEX 200,만기→다음주금,9,위,-5.0,앞 절반,11,-11.57,-1.05,36.36,0.405,71.16,-34.8,0.87,-2.15,7,1.5,-5.88,-5.88,2.39,1,1,4.09,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,만기→다음주금,9,위,-5.0,뒤 절반,12,-13.22,-1.1,33.33,0.673,59.78,-26.45,1.68,-2.49,8,2.96,-5.0,-5.0,2.53,0,1,4.42,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,위,-5.0,최근 10년,10,-8.66,-0.87,40.0,0.654,60.45,-20.45,1.68,-2.56,6,2.96,-5.0,-5.0,2.72,0,1,4.3,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,위,-5.0,최근 5년,5,-5.82,-1.16,20.0,1.347,42.61,-22.61,2.96,-2.19,4,2.96,-4.03,-4.81,2.82,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,위,무손절,전체,23,-27.58,-1.2,34.78,0.506,66.41,-31.63,1.27,-2.52,15,2.96,-7.77,-7.93,2.68,0,0,4.43,예,2003-09-19,2025-09-19,제외
KODEX 200,만기→다음주금,9,위,무손절,앞 절반,11,-14.74,-1.34,36.36,0.335,74.93,-38.57,0.87,-2.6,7,1.5,-7.77,-7.93,3.0,0,0,4.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,만기→다음주금,9,위,무손절,뒤 절반,12,-12.84,-1.07,33.33,0.686,59.31,-25.98,1.68,-2.44,8,2.96,-4.62,-5.09,2.48,0,0,4.5,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,위,무손절,최근 10년,10,-8.28,-0.83,40.0,0.671,59.85,-19.85,1.68,-2.5,6,2.96,-4.62,-5.09,2.66,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,위,무손절,최근 5년,5,-5.82,-1.16,20.0,1.347,42.61,-22.61,2.96,-2.19,4,2.96,-4.03,-4.81,2.82,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,아래,-5.0,전체,23,27.58,1.2,65.22,1.977,33.59,31.63,2.52,-1.27,8,7.77,-2.96,-4.37,2.68,0,0,4.43,예,2003-09-19,2025-09-19,후보
KODEX 200,만기→다음주금,9,아래,-5.0,앞 절반,11,14.74,1.34,63.64,2.988,25.07,38.57,2.6,-0.87,4,7.77,-1.5,-2.36,3.0,0,0,4.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,만기→다음주금,9,아래,-5.0,뒤 절반,12,12.84,1.07,66.67,1.458,40.69,25.98,2.44,-1.68,4,4.62,-2.96,-4.37,2.48,0,0,4.5,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,아래,-5.0,최근 10년,10,8.28,0.83,60.0,1.49,40.15,19.85,2.5,-1.68,4,4.62,-2.96,-4.37,2.66,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,아래,-5.0,최근 5년,5,5.82,1.16,80.0,0.742,57.39,22.61,2.19,-2.96,1,4.03,-2.96,-4.37,2.82,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,아래,무손절,전체,23,27.58,1.2,65.22,1.977,33.59,31.63,2.52,-1.27,8,7.77,-2.96,-4.37,2.68,0,0,4.43,예,2003-09-19,2025-09-19,후보
KODEX 200,만기→다음주금,9,아래,무손절,앞 절반,11,14.74,1.34,63.64,2.988,25.07,38.57,2.6,-0.87,4,7.77,-1.5,-2.36,3.0,0,0,4.36,예,2003-09-19,2013-09-17,판정 안 함
KODEX 200,만기→다음주금,9,아래,무손절,뒤 절반,12,12.84,1.07,66.67,1.458,40.69,25.98,2.44,-1.68,4,4.62,-2.96,-4.37,2.48,0,0,4.5,예,2014-09-19,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,아래,무손절,최근 10년,10,8.28,0.83,60.0,1.49,40.15,19.85,2.5,-1.68,4,4.62,-2.96,-4.37,2.66,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,9,아래,무손절,최근 5년,5,5.82,1.16,80.0,0.742,57.39,22.61,2.19,-2.96,1,4.03,-2.96,-4.37,2.82,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
KODEX 200,만기→다음주금,12,위,-5.0,전체,24,12.19,0.51,75.0,0.599,62.55,12.45,1.53,-2.55,6,3.48,-5.0,-5.0,2.18,0,2,4.33,예,2002-12-20,2025-12-19,제외
KODEX 200,만기→다음주금,12,위,-5.0,앞 절반,12,2.72,0.23,75.0,0.408,71.04,3.96,1.66,-4.07,3,3.21,-5.0,-5.0,2.79,0,2,4.25,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→다음주금,12,위,-5.0,뒤 절반,12,9.47,0.79,75.0,1.348,42.58,32.42,1.4,-1.04,3,3.48,-1.59,-2.07,1.41,0,0,4.42,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,위,-5.0,최근 10년,10,7.37,0.74,70.0,1.445,40.9,29.1,1.5,-1.04,3,3.48,-1.59,-2.07,1.56,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,위,-5.0,최근 5년,5,5.52,1.1,80.0,1.171,46.06,33.94,1.76,-1.5,1,3.48,-1.5,-2.02,1.84,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,위,무손절,전체,24,10.8,0.45,75.0,0.549,64.56,10.44,1.53,-2.78,6,3.48,-6.41,-6.52,2.35,0,0,4.42,예,2002-12-20,2025-12-19,제외
KODEX 200,만기→다음주금,12,위,무손절,앞 절반,12,1.33,0.11,75.0,0.366,73.21,1.79,1.66,-4.53,3,3.21,-6.41,-6.52,3.04,0,0,4.42,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→다음주금,12,위,무손절,뒤 절반,12,9.47,0.79,75.0,1.348,42.58,32.42,1.4,-1.04,3,3.48,-1.59,-2.07,1.41,0,0,4.42,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,위,무손절,최근 10년,10,7.37,0.74,70.0,1.445,40.9,29.1,1.5,-1.04,3,3.48,-1.59,-2.07,1.56,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,위,무손절,최근 5년,5,5.52,1.1,80.0,1.171,46.06,33.94,1.76,-1.5,1,3.48,-1.5,-2.02,1.84,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,아래,-5.0,전체,24,-10.8,-0.45,25.0,1.822,35.44,-10.44,2.78,-1.53,18,6.41,-3.48,-4.02,2.35,0,0,4.42,예,2002-12-20,2025-12-19,제외
KODEX 200,만기→다음주금,12,아래,-5.0,앞 절반,12,-1.33,-0.11,25.0,2.733,26.79,-1.79,4.53,-1.66,9,6.41,-3.21,-3.76,3.04,0,0,4.42,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→다음주금,12,아래,-5.0,뒤 절반,12,-9.47,-0.79,25.0,0.742,57.42,-32.42,1.04,-1.4,9,1.59,-3.48,-4.02,1.41,0,0,4.42,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,아래,-5.0,최근 10년,10,-7.37,-0.74,30.0,0.692,59.1,-29.1,1.04,-1.5,7,1.59,-3.48,-4.02,1.56,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,아래,-5.0,최근 5년,5,-5.52,-1.1,20.0,0.854,53.94,-33.94,1.5,-1.76,4,1.5,-3.48,-4.02,1.84,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,아래,무손절,전체,24,-10.8,-0.45,25.0,1.822,35.44,-10.44,2.78,-1.53,18,6.41,-3.48,-4.02,2.35,0,0,4.42,예,2002-12-20,2025-12-19,제외
KODEX 200,만기→다음주금,12,아래,무손절,앞 절반,12,-1.33,-0.11,25.0,2.733,26.79,-1.79,4.53,-1.66,9,6.41,-3.21,-3.76,3.04,0,0,4.42,예,2002-12-20,2013-12-20,판정 안 함
KODEX 200,만기→다음주금,12,아래,무손절,뒤 절반,12,-9.47,-0.79,25.0,0.742,57.42,-32.42,1.04,-1.4,9,1.59,-3.48,-4.02,1.41,0,0,4.42,예,2014-12-19,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,아래,무손절,최근 10년,10,-7.37,-0.74,30.0,0.692,59.1,-29.1,1.04,-1.5,7,1.59,-3.48,-4.02,1.56,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
KODEX 200,만기→다음주금,12,아래,무손절,최근 5년,5,-5.52,-1.1,20.0,0.854,53.94,-33.94,1.5,-1.76,4,1.5,-3.48,-4.02,1.84,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
KODEX 200,만기→말일,9,위,-5.0,전체,23,-28.32,-1.23,43.48,0.408,71.02,-27.54,1.3,-3.18,13,3.33,-6.53,-6.53,2.9,2,4,6.22,예,2003-09-19,2025-09-19,제외
KODEX 200,만기→말일,9,위,-5.0,앞 절반,11,-10.39,-0.94,45.45,0.542,64.85,-19.4,1.71,-3.16,6,3.33,-6.53,-6.53,3.36,2,1,6.0,예,2003-09-19,2013-09-17,판정 안 함
