종목,조합,월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),손익분기 대비(%p),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),보유 중 최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일,1차 판정
KODEX 코스닥150,20일→말일,12,아래,-5.0,뒤 절반,6,-9.88,-1.65,16.67,1.018,49.54,-32.87,2.53,-2.48,5,2.53,-5.0,-5.0,2.64,0,1,6.0,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,아래,-5.0,최근 10년,10,-28.27,-2.83,10.0,0.739,57.51,-47.51,2.53,-3.42,9,2.53,-5.14,-5.14,2.54,1,3,5.5,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,아래,-5.0,최근 5년,5,-6.57,-1.31,20.0,1.111,47.37,-27.37,2.53,-2.28,4,2.53,-5.0,-5.0,2.8,0,1,5.8,아니오,2021-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,아래,무손절,전체,11,-32.86,-2.99,9.09,0.714,58.33,-49.24,2.53,-3.54,10,2.53,-9.82,-9.82,3.11,0,0,6.09,예,2015-12-18,2025-12-19,제외
KODEX 코스닥150,20일→말일,12,아래,무손절,앞 절반,5,-24.4,-4.88,0.0,0.0,100.0,-100.0,,-4.88,5,-1.86,-9.82,-9.82,3.05,0,0,5.8,아니오,2015-12-18,2019-12-20,판정 안 함
KODEX 코스닥150,20일→말일,12,아래,무손절,뒤 절반,6,-8.46,-1.41,16.67,1.151,46.5,-29.83,2.53,-2.2,5,2.53,-3.57,-6.05,2.32,0,0,6.33,아니오,2020-12-18,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,아래,무손절,최근 10년,10,-28.85,-2.88,10.0,0.725,57.97,-47.97,2.53,-3.49,9,2.53,-9.82,-9.82,3.26,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
KODEX 코스닥150,20일→말일,12,아래,무손절,최근 5년,5,-5.15,-1.03,20.0,1.317,43.15,-23.15,2.53,-1.92,4,2.53,-3.57,-6.05,2.38,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,9,위,손절불가,전체,16,-30.06,-1.88,25.0,0.756,56.94,-31.94,2.53,-3.35,12,3.82,-10.11,-10.13,3.62,0,0,4.44,예,2010-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,9,위,손절불가,앞 절반,8,-4.72,-0.59,37.5,0.981,50.47,-12.97,2.25,-2.29,5,3.82,-4.53,-4.53,2.79,0,0,4.62,아니오,2010-09-17,2017-09-15,판정 안 함
코스닥150 지수,만기→다음주금,9,위,손절불가,뒤 절반,8,-25.34,-3.17,12.5,0.823,54.85,-42.35,3.38,-4.1,7,3.38,-10.11,-10.13,4.06,0,0,4.25,아니오,2018-09-21,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,9,위,손절불가,최근 10년,10,-23.33,-2.33,20.0,0.943,51.47,-31.47,3.6,-3.82,8,3.82,-10.11,-10.13,4.2,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,9,위,손절불가,최근 5년,5,-9.73,-1.95,20.0,1.031,49.23,-29.23,3.38,-3.28,4,3.38,-5.67,-5.67,3.51,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,9,아래,손절불가,전체,16,30.06,1.88,75.0,1.322,43.06,31.94,3.35,-2.53,4,10.11,-3.82,-4.53,3.62,0,0,4.44,예,2010-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,9,아래,손절불가,앞 절반,8,4.72,0.59,62.5,1.019,49.53,12.97,2.29,-2.25,3,4.53,-3.82,-3.82,2.79,0,0,4.62,아니오,2010-09-17,2017-09-15,판정 안 함
코스닥150 지수,만기→다음주금,9,아래,손절불가,뒤 절반,8,25.34,3.17,87.5,1.215,45.15,42.35,4.1,-3.38,1,10.11,-3.38,-4.53,4.06,0,0,4.25,아니오,2018-09-21,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,9,아래,손절불가,최근 10년,10,23.33,2.33,80.0,1.06,48.53,31.47,3.82,-3.6,2,10.11,-3.82,-4.53,4.2,0,0,4.4,예,2016-09-13,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,9,아래,손절불가,최근 5년,5,9.73,1.95,80.0,0.97,50.77,29.23,3.28,-3.38,1,5.67,-3.38,-4.53,3.51,0,0,4.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→다음주금,12,위,손절불가,전체,16,0.2,0.01,50.0,1.015,49.63,0.37,1.69,-1.67,8,4.26,-3.11,-5.74,2.11,0,0,4.44,예,2010-12-17,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,12,위,손절불가,앞 절반,8,-2.66,-0.33,25.0,2.106,32.2,-7.2,3.13,-1.49,6,4.26,-2.53,-5.74,2.36,0,0,4.5,아니오,2010-12-17,2017-12-15,판정 안 함
코스닥150 지수,만기→다음주금,12,위,손절불가,뒤 절반,8,2.86,0.36,75.0,0.549,64.56,10.44,1.21,-2.21,2,3.39,-3.11,-3.11,1.93,0,0,4.38,아니오,2018-12-21,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,12,위,손절불가,최근 10년,10,1.11,0.11,60.0,0.786,55.98,4.02,1.21,-1.54,4,3.39,-3.11,-4.55,1.8,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,12,위,손절불가,최근 5년,5,0.42,0.08,80.0,0.283,77.92,2.08,0.88,-3.11,1,1.69,-3.11,-3.11,1.85,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,12,아래,손절불가,전체,16,-0.2,-0.01,50.0,0.985,50.37,-0.37,1.67,-1.69,8,3.11,-4.26,-4.26,2.11,0,0,4.44,예,2010-12-17,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,12,아래,손절불가,앞 절반,8,2.66,0.33,75.0,0.475,67.8,7.2,1.49,-3.13,2,2.53,-4.26,-4.26,2.36,0,0,4.5,아니오,2010-12-17,2017-12-15,판정 안 함
코스닥150 지수,만기→다음주금,12,아래,손절불가,뒤 절반,8,-2.86,-0.36,25.0,1.822,35.44,-10.44,2.21,-1.21,6,3.11,-3.39,-3.59,1.93,0,0,4.38,아니오,2018-12-21,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,12,아래,손절불가,최근 10년,10,-1.11,-0.11,40.0,1.271,44.02,-4.02,1.54,-1.21,6,3.11,-3.39,-3.59,1.8,0,0,4.5,예,2016-12-16,2025-12-19,판정 안 함
코스닥150 지수,만기→다음주금,12,아래,손절불가,최근 5년,5,-0.42,-0.08,20.0,3.528,22.08,-2.08,3.11,-0.88,4,3.11,-1.69,-3.59,1.85,0,0,4.6,아니오,2021-12-17,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,9,위,손절불가,전체,16,-36.41,-2.28,25.0,0.568,63.78,-38.78,2.13,-3.74,12,2.84,-11.51,-12.47,3.73,0,0,7.0,예,2010-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,9,위,손절불가,앞 절반,8,-3.06,-0.38,37.5,1.142,46.69,-9.19,2.22,-1.95,5,2.84,-3.82,-12.47,2.39,0,0,7.5,아니오,2010-09-17,2017-09-15,판정 안 함
코스닥150 지수,만기→말일,9,위,손절불가,뒤 절반,8,-33.34,-4.17,12.5,0.366,73.21,-60.71,1.84,-5.03,7,1.84,-11.51,-11.51,3.98,0,0,6.5,아니오,2018-09-21,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,9,위,손절불가,최근 10년,10,-32.39,-3.24,20.0,0.384,72.25,-52.25,1.72,-4.48,8,1.84,-11.51,-11.51,4.06,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,9,위,손절불가,최근 5년,5,-21.81,-4.36,20.0,0.311,76.27,-56.27,1.84,-5.91,4,1.84,-11.51,-11.51,4.84,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,9,아래,손절불가,전체,16,36.41,2.28,75.0,1.761,36.22,38.78,3.74,-2.13,4,11.51,-2.84,-4.53,3.73,0,0,7.0,예,2010-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,9,아래,손절불가,앞 절반,8,3.06,0.38,62.5,0.876,53.31,9.19,1.95,-2.22,3,3.82,-2.84,-3.82,2.39,0,0,7.5,아니오,2010-09-17,2017-09-15,판정 안 함
코스닥150 지수,만기→말일,9,아래,손절불가,뒤 절반,8,33.34,4.17,87.5,2.732,26.79,60.71,5.03,-1.84,1,11.51,-1.84,-4.53,3.98,0,0,6.5,아니오,2018-09-21,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,9,아래,손절불가,최근 10년,10,32.39,3.24,80.0,2.603,27.75,52.25,4.48,-1.72,2,11.51,-1.84,-4.53,4.06,0,0,7.2,예,2016-09-13,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,9,아래,손절불가,최근 5년,5,21.81,4.36,80.0,3.214,23.73,56.27,5.91,-1.84,1,11.51,-1.84,-4.53,4.84,0,0,7.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,만기→말일,12,위,손절불가,전체,16,31.44,1.96,87.5,0.712,58.41,29.09,2.81,-3.95,2,6.87,-5.21,-5.74,2.92,0,0,6.88,예,2010-12-17,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,12,위,손절불가,앞 절반,8,17.92,2.24,87.5,1.099,47.64,39.86,2.94,-2.68,1,6.87,-2.68,-5.74,2.86,0,0,7.12,아니오,2010-12-17,2017-12-15,판정 안 함
코스닥150 지수,만기→말일,12,위,손절불가,뒤 절반,8,13.52,1.69,87.5,0.513,66.09,21.41,2.68,-5.21,1,5.04,-5.21,-5.21,3.16,0,0,6.62,아니오,2018-12-21,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,12,위,손절불가,최근 10년,10,21.8,2.18,90.0,0.576,63.47,26.53,3.0,-5.21,1,6.87,-5.21,-5.21,3.24,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,12,위,손절불가,최근 5년,5,5.42,1.08,80.0,0.51,66.24,13.76,2.66,-5.21,1,3.45,-5.21,-5.21,3.67,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,12,아래,손절불가,전체,16,-31.44,-1.96,12.5,1.405,41.59,-29.09,3.95,-2.81,14,5.21,-6.87,-6.87,2.92,0,0,6.88,예,2010-12-17,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,12,아래,손절불가,앞 절반,8,-17.92,-2.24,12.5,0.91,52.36,-39.86,2.68,-2.94,7,2.68,-6.87,-6.87,2.86,0,0,7.12,아니오,2010-12-17,2017-12-15,판정 안 함
코스닥150 지수,만기→말일,12,아래,손절불가,뒤 절반,8,-13.52,-1.69,12.5,1.949,33.91,-21.41,5.21,-2.68,7,5.21,-5.04,-5.04,3.16,0,0,6.62,아니오,2018-12-21,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,12,아래,손절불가,최근 10년,10,-21.8,-2.18,10.0,1.737,36.53,-26.53,5.21,-3.0,9,5.21,-6.87,-6.87,3.24,0,0,7.0,예,2016-12-16,2025-12-19,판정 안 함
코스닥150 지수,만기→말일,12,아래,손절불가,최근 5년,5,-5.42,-1.08,20.0,1.962,33.76,-13.76,5.21,-2.66,4,5.21,-3.45,-4.42,3.67,0,0,7.4,아니오,2021-12-17,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,9,위,손절불가,전체,16,-38.81,-2.43,25.0,0.587,63.02,-38.02,2.36,-4.02,12,3.39,-10.42,-12.76,4.17,0,0,5.81,예,2010-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,9,위,손절불가,앞 절반,8,-2.63,-0.33,25.0,2.082,32.44,-7.44,2.98,-1.43,6,3.39,-2.99,-12.76,2.3,0,0,6.25,아니오,2010-09-20,2017-09-20,판정 안 함
코스닥150 지수,20일→다음주금,9,위,손절불가,뒤 절반,8,-36.18,-4.52,25.0,0.263,79.16,-54.16,1.74,-6.61,6,3.38,-10.42,-10.42,4.68,0,0,5.38,아니오,2018-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,9,위,손절불가,최근 10년,10,-37.45,-3.75,20.0,0.34,74.62,-54.62,1.74,-5.12,8,3.38,-10.42,-10.42,4.45,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,9,위,손절불가,최근 5년,5,-21.18,-4.24,20.0,0.55,64.51,-44.51,3.38,-6.14,4,3.38,-10.42,-10.42,5.0,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,9,아래,손절불가,전체,16,38.81,2.43,75.0,1.704,36.98,38.02,4.02,-2.36,4,10.42,-3.39,-4.53,4.17,0,0,5.81,예,2010-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,9,아래,손절불가,앞 절반,8,2.63,0.33,75.0,0.48,67.56,7.44,1.43,-2.98,2,2.99,-3.39,-3.39,2.3,0,0,6.25,아니오,2010-09-20,2017-09-20,판정 안 함
코스닥150 지수,20일→다음주금,9,아래,손절불가,뒤 절반,8,36.18,4.52,75.0,3.799,20.84,54.16,6.61,-1.74,2,10.42,-3.38,-4.53,4.68,0,0,5.38,아니오,2018-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,9,아래,손절불가,최근 10년,10,37.45,3.75,80.0,2.94,25.38,54.62,5.12,-1.74,2,10.42,-3.38,-4.53,4.45,0,0,5.8,예,2016-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,9,아래,손절불가,최근 5년,5,21.18,4.24,80.0,1.818,35.49,44.51,6.14,-3.38,1,10.42,-3.38,-4.53,5.0,0,0,6.0,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,20일→다음주금,12,위,손절불가,전체,16,25.74,1.61,68.75,2.036,32.93,35.82,3.01,-1.48,5,9.94,-3.09,-3.09,3.11,0,0,5.31,예,2010-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,12,위,손절불가,앞 절반,8,20.47,2.56,75.0,2.72,26.88,48.12,3.89,-1.43,2,9.94,-2.38,-2.38,3.67,0,0,5.5,아니오,2010-12-20,2017-12-20,판정 안 함
코스닥150 지수,20일→다음주금,12,위,손절불가,뒤 절반,8,5.27,0.66,62.5,1.297,43.53,18.97,1.96,-1.51,3,3.78,-3.09,-3.09,2.28,0,0,5.12,아니오,2018-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,12,위,손절불가,최근 10년,10,18.34,1.83,70.0,2.161,31.64,38.36,3.27,-1.51,3,9.94,-3.09,-3.09,3.57,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,12,위,손절불가,최근 5년,5,1.73,0.35,60.0,1.024,49.42,10.58,1.65,-1.61,2,3.78,-3.09,-3.09,2.45,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,12,아래,손절불가,전체,16,-25.74,-1.61,31.25,0.491,67.07,-35.82,1.48,-3.01,11,3.09,-9.94,-9.94,3.11,0,0,5.31,예,2010-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,12,아래,손절불가,앞 절반,8,-20.47,-2.56,25.0,0.368,73.12,-48.12,1.43,-3.89,6,2.38,-9.94,-9.94,3.67,0,0,5.5,아니오,2010-12-20,2017-12-20,판정 안 함
코스닥150 지수,20일→다음주금,12,아래,손절불가,뒤 절반,8,-5.27,-0.66,37.5,0.771,56.47,-18.97,1.51,-1.96,5,3.09,-3.78,-4.82,2.28,0,0,5.12,아니오,2018-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,12,아래,손절불가,최근 10년,10,-18.34,-1.83,30.0,0.463,68.36,-38.36,1.51,-3.27,7,3.09,-9.94,-9.94,3.57,0,0,5.3,예,2016-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→다음주금,12,아래,손절불가,최근 5년,5,-1.73,-0.35,40.0,0.977,50.58,-10.58,1.61,-1.65,3,3.09,-3.78,-4.82,2.45,0,0,5.6,아니오,2021-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,9,위,손절불가,전체,16,-35.69,-2.23,25.0,0.495,66.9,-41.9,1.76,-3.56,12,2.89,-10.42,-12.76,3.44,0,0,6.31,예,2010-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,9,위,손절불가,앞 절반,8,-4.87,-0.61,25.0,1.536,39.43,-14.43,2.55,-1.66,6,2.89,-3.82,-12.76,2.28,0,0,6.62,아니오,2010-09-20,2017-09-20,판정 안 함
코스닥150 지수,20일→말일,9,위,손절불가,뒤 절반,8,-30.82,-3.85,25.0,0.178,84.9,-59.9,0.97,-5.46,6,1.84,-10.42,-10.42,3.76,0,0,6.0,아니오,2018-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,9,위,손절불가,최근 10년,10,-32.09,-3.21,20.0,0.228,81.41,-61.41,0.97,-4.25,8,1.84,-10.42,-10.42,3.59,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,9,위,손절불가,최근 5년,5,-19.9,-3.98,20.0,0.338,74.72,-54.72,1.84,-5.44,4,1.84,-10.42,-10.42,4.41,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,9,아래,손절불가,전체,16,35.69,2.23,75.0,2.021,33.1,41.9,3.56,-1.76,4,10.42,-2.89,-4.53,3.44,0,0,6.31,예,2010-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,9,아래,손절불가,앞 절반,8,4.87,0.61,75.0,0.651,60.57,14.43,1.66,-2.55,2,3.82,-2.89,-2.89,2.28,0,0,6.62,아니오,2010-09-20,2017-09-20,판정 안 함
코스닥150 지수,20일→말일,9,아래,손절불가,뒤 절반,8,30.82,3.85,75.0,5.623,15.1,59.9,5.46,-0.97,2,10.42,-1.84,-4.53,3.76,0,0,6.0,아니오,2018-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,9,아래,손절불가,최근 10년,10,32.09,3.21,80.0,4.38,18.59,61.41,4.25,-0.97,2,10.42,-1.84,-4.53,3.59,0,0,6.3,예,2016-09-20,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,9,아래,손절불가,최근 5년,5,19.9,3.98,80.0,2.955,25.28,54.72,5.44,-1.84,1,10.42,-1.84,-4.53,4.41,0,0,6.4,아니오,2021-09-17,2025-09-19,판정 안 함
코스닥150 지수,20일→말일,12,위,손절불가,전체,16,42.8,2.67,87.5,2.038,32.92,54.58,3.29,-1.61,2,9.94,-3.09,-3.09,2.75,0,0,6.12,예,2010-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,12,위,손절불가,앞 절반,8,29.25,3.66,100.0,,,,3.66,,0,9.94,1.13,-2.76,2.74,0,0,6.25,아니오,2010-12-20,2017-12-20,판정 안 함
코스닥150 지수,20일→말일,12,위,손절불가,뒤 절반,8,13.55,1.69,75.0,1.733,36.59,38.41,2.8,-1.61,2,5.04,-3.09,-3.09,2.54,0,0,6.0,아니오,2018-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,12,위,손절불가,최근 10년,10,26.62,2.66,80.0,2.312,30.19,49.81,3.73,-1.61,2,9.94,-3.09,-3.09,3.43,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,12,위,손절불가,최근 5년,5,4.35,0.87,60.0,1.565,38.98,21.02,2.53,-1.61,2,3.78,-3.09,-3.09,2.71,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,12,아래,손절불가,전체,16,-42.8,-2.67,12.5,0.491,67.08,-54.58,1.61,-3.29,14,3.09,-9.94,-9.94,2.75,0,0,6.12,예,2010-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,12,아래,손절불가,앞 절반,8,-29.25,-3.66,0.0,0.0,100.0,-100.0,,-3.66,8,-1.13,-9.94,-9.94,2.74,0,0,6.25,아니오,2010-12-20,2017-12-20,판정 안 함
코스닥150 지수,20일→말일,12,아래,손절불가,뒤 절반,8,-13.55,-1.69,25.0,0.577,63.41,-38.41,1.61,-2.8,6,3.09,-5.04,-5.04,2.54,0,0,6.0,아니오,2018-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,12,아래,손절불가,최근 10년,10,-26.62,-2.66,20.0,0.432,69.81,-49.81,1.61,-3.73,8,3.09,-9.94,-9.94,3.43,0,0,6.0,예,2016-12-20,2025-12-19,판정 안 함
코스닥150 지수,20일→말일,12,아래,손절불가,최근 5년,5,-4.35,-0.87,40.0,0.639,61.02,-21.02,1.61,-2.53,3,3.09,-3.78,-4.82,2.71,0,0,6.2,아니오,2021-12-20,2025-12-19,판정 안 함
