대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 인버스,25일 → 말일-3,25,-3,129,0,129,-0.1,-0.2,37.98,58.91,10.04,-3.77,1.49,1.13,0.89,49,76,3359,0,3359,-0.38,-0.41,41.38,56.71,33.55,-22.93,3.79,2.52,2.51,1390,1905,0.29,0.21,-3.4,2.2,0.3846,0.4016,0.4645,0.5844,,False,예
KODEX 인버스,25일 → 말일-2,25,-2,189,0,189,-0.12,-0.14,41.8,54.5,16.8,-5.81,2.0,1.3,1.23,79,103,3563,0,3563,-0.39,-0.39,41.62,57.14,41.75,-23.16,3.99,2.58,2.56,1483,2036,0.26,0.24,0.18,-2.65,0.3027,0.1628,0.9361,0.4545,,False,예
KODEX 인버스,25일 → 말일-1,25,-1,198,0,198,-0.19,-0.19,44.95,53.03,19.38,-5.47,2.44,1.49,1.62,89,105,3767,0,3767,-0.45,-0.44,41.33,57.05,44.88,-24.73,4.14,2.61,2.68,1557,2149,0.26,0.25,3.62,-4.02,0.3696,0.2058,0.3536,0.2657,,False,예
KODEX 인버스,25일 → 말일,25,0,204,0,204,-0.18,-0.26,42.16,54.9,11.83,-9.0,2.52,1.89,1.79,86,112,3971,0,3971,-0.45,-0.32,44.02,54.77,17.87,-24.02,3.78,2.43,2.77,1748,2175,0.27,0.07,-1.86,0.13,0.3417,0.7313,0.5784,0.9461,,False,예
KODEX 인버스,25일 → 말일+1,25,1,204,0,204,-0.3,-0.42,41.67,56.37,8.42,-13.5,2.66,1.98,1.99,85,115,4175,0,4175,-0.54,-0.44,42.4,56.26,23.62,-27.78,3.88,2.51,2.85,1770,2349,0.25,0.02,-0.73,0.11,0.3836,0.969,0.8521,1.0,,False,예
KODEX 인버스,25일 → 말일+2,25,2,204,0,204,-0.32,-0.32,44.12,54.9,17.08,-14.48,3.42,2.2,2.35,90,112,4175,0,4175,-0.6,-0.43,43.04,55.93,22.45,-32.48,4.24,2.64,3.1,1797,2335,0.27,0.11,1.08,-1.03,0.3856,0.6094,0.7902,0.7772,,False,예
KODEX 인버스,25일 → 말일+3,25,3,203,0,203,-0.4,-0.27,43.35,53.2,11.33,-16.29,3.37,2.27,2.6,88,108,4155,0,4155,-0.64,-0.37,44.09,54.58,22.26,-33.91,4.46,2.71,3.36,1832,2268,0.24,0.09,-0.74,-1.38,0.4096,0.6374,0.8751,0.6414,,False,예
코스피200 지수,15일 → 말일-3,15,-3,440,0,440,-0.14,0.05,50.68,49.09,12.85,-24.02,4.39,2.92,3.3,223,216,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.02,0.04,0.52,-0.63,0.9411,0.7872,0.8092,0.7812,,True,예
코스피200 지수,15일 → 말일-2,15,-2,440,0,440,-0.11,0.25,52.27,47.5,16.46,-26.16,4.67,3.05,3.57,230,209,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.02,0.21,1.87,-2.0,0.9341,0.1429,0.3976,0.3746,,True,예
코스피200 지수,15일 → 말일-1,15,-1,440,0,440,-0.02,0.17,52.5,47.5,17.63,-25.04,4.87,3.24,3.63,231,209,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.04,0.09,1.46,-1.36,0.8282,0.5934,0.5465,0.5764,,True,예
코스피200 지수,15일 → 말일,15,0,440,0,440,0.14,0.22,52.5,47.5,19.44,-20.64,4.96,3.5,3.57,231,209,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.05,0.09,0.91,-0.82,0.8651,0.5744,0.7163,0.7522,,False,예
코스피200 지수,15일 → 말일+1,15,1,440,0,440,0.49,0.5,56.14,43.86,23.38,-21.26,5.25,3.8,3.73,247,193,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.03,0.08,1.17,-1.14,0.8911,0.7363,0.6114,0.6094,,False,예
코스피200 지수,15일 → 말일+2,15,2,440,0,440,0.54,0.5,54.77,45.23,23.24,-24.31,5.58,4.16,3.83,241,199,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.03,0.07,-0.09,0.15,0.8961,0.7493,1.0,1.0,,False,예
코스피200 지수,15일 → 말일+3,15,3,440,0,440,0.65,0.47,53.86,46.14,25.45,-22.57,5.86,4.51,3.85,237,203,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.03,0.04,-0.15,0.19,0.9191,0.8501,1.0,0.962,,False,예
코스피200 지수,16일 → 말일-3,16,-3,440,0,440,-0.13,0.08,50.91,49.09,14.48,-15.99,4.16,2.8,3.18,224,216,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.02,0.06,0.75,-0.63,0.96,0.6933,0.7522,0.7812,,True,예
코스피200 지수,16일 → 말일-2,16,-2,440,0,440,-0.1,0.2,53.18,46.59,17.12,-18.37,4.44,2.9,3.53,234,205,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.02,0.16,2.78,-2.91,0.9421,0.2947,0.2138,0.1938,,True,예
코스피200 지수,16일 → 말일-1,16,-1,440,0,440,-0.02,0.14,51.36,48.41,18.3,-19.24,4.64,3.2,3.43,226,213,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.04,0.06,0.32,-0.45,0.8412,0.6843,0.8951,0.8631,,True,예
코스피200 지수,16일 → 말일,16,0,440,0,440,0.15,0.03,50.45,49.55,20.32,-18.38,4.76,3.52,3.29,222,218,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.04,-0.1,-1.14,1.23,0.8811,0.6444,0.6883,0.6543,,False,예
코스피200 지수,16일 → 말일+1,16,1,440,0,440,0.5,0.54,56.14,43.86,24.29,-21.26,5.04,3.71,3.61,247,193,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.03,0.12,1.17,-1.14,0.9011,0.5864,0.6114,0.6094,,False,예
코스피200 지수,16일 → 말일+2,16,2,440,0,440,0.55,0.41,55.23,44.55,23.41,-24.31,5.38,4.01,3.75,243,196,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.03,-0.02,0.37,-0.53,0.9091,0.8991,0.8841,0.8092,,False,예
코스피200 지수,16일 → 말일+3,16,3,440,0,440,0.65,0.5,54.32,45.68,23.45,-22.57,5.65,4.36,3.76,239,201,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.02,0.08,0.31,-0.26,0.9271,0.7433,0.8901,0.9211,,False,예
코스피200 지수,17일 → 말일-3,17,-3,440,0,440,-0.15,0.01,50.23,49.77,12.1,-14.75,4.03,2.66,2.98,221,219,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.03,-0.0,0.06,0.05,0.9181,0.987,0.967,1.0,,True,예
코스피200 지수,17일 → 말일-2,17,-2,440,0,440,-0.11,0.06,51.59,47.95,15.33,-17.88,4.26,2.8,3.26,227,211,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.03,0.02,1.19,-1.55,0.9071,0.8472,0.6014,0.5035,,True,예
코스피200 지수,17일 → 말일-1,17,-1,440,0,440,-0.03,0.05,51.14,48.86,18.14,-19.24,4.49,3.03,3.24,225,215,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.05,-0.03,0.09,0.0,0.8022,0.9091,0.957,1.0,,True,예
코스피200 지수,17일 → 말일,17,0,440,0,440,0.14,0.12,51.36,48.64,21.14,-17.79,4.69,3.36,3.27,226,214,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.05,-0.01,-0.23,0.32,0.8541,0.99,0.96,0.9251,,False,예
코스피200 지수,17일 → 말일+1,17,1,440,0,440,0.49,0.59,55.0,45.0,25.13,-17.83,5.0,3.74,3.48,242,198,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.03,0.16,0.04,-0.0,0.8841,0.4655,1.0,1.0,,False,예
코스피200 지수,17일 → 말일+2,17,2,440,0,440,0.54,0.4,54.55,45.45,24.25,-21.01,5.33,4.02,3.64,240,200,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.04,-0.04,-0.31,0.38,0.8841,0.8581,0.9221,0.9201,,False,예
코스피200 지수,17일 → 말일+3,17,3,440,0,440,0.65,0.57,54.55,45.45,24.29,-19.2,5.61,4.31,3.75,240,200,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.03,0.14,0.53,-0.49,0.9101,0.5215,0.8042,0.8452,,False,예
코스피200 지수,18일 → 말일-3,18,-3,440,0,440,-0.15,0.04,50.23,49.55,11.42,-14.77,3.85,2.57,2.9,221,218,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.04,0.02,0.06,-0.18,0.9031,0.8591,0.967,0.9271,,True,예
코스피200 지수,18일 → 말일-2,18,-2,440,0,440,-0.12,0.09,50.68,49.09,15.33,-17.88,4.1,2.79,3.12,223,216,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.04,0.05,0.28,-0.41,0.8891,0.6633,0.9091,0.8621,,True,예
코스피200 지수,18일 → 말일-1,18,-1,440,0,440,-0.03,0.07,51.14,48.86,16.49,-19.24,4.36,2.99,3.2,225,215,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.06,-0.01,0.09,0.0,0.7962,0.998,0.957,1.0,,True,예
코스피200 지수,18일 → 말일,18,0,440,0,440,0.13,0.1,51.14,48.86,20.07,-17.82,4.57,3.31,3.19,225,215,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.05,-0.03,-0.46,0.54,0.8501,0.9341,0.8951,0.8561,,False,예
코스피200 지수,18일 → 말일+1,18,1,440,0,440,0.48,0.5,55.91,44.09,20.93,-17.52,4.8,3.6,3.46,246,194,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.04,0.08,0.94,-0.91,0.8641,0.7383,0.6913,0.6953,,False,예
코스피200 지수,18일 → 말일+2,18,2,440,0,440,0.54,0.6,55.68,44.32,21.28,-20.72,5.18,3.85,3.63,245,195,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.04,0.17,0.82,-0.76,0.8701,0.4016,0.7502,0.7522,,False,예
코스피200 지수,18일 → 말일+3,18,3,440,0,440,0.64,0.53,54.77,45.23,23.45,-18.89,5.46,4.19,3.66,241,199,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.04,0.11,0.76,-0.72,0.8921,0.6314,0.7343,0.7632,,False,예
코스피200 지수,19일 → 말일-3,19,-3,440,0,440,-0.23,-0.08,48.41,51.59,15.08,-15.1,3.53,2.31,2.6,213,227,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.11,-0.1,-1.75,1.87,0.6464,0.5844,0.5035,0.4765,,False,예
코스피200 지수,19일 → 말일-2,19,-2,440,0,440,-0.2,0.0,49.77,49.77,17.32,-17.88,3.83,2.5,2.89,219,219,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.11,-0.04,-0.63,0.27,0.6474,0.8831,0.7832,0.9211,,False,예
코스피200 지수,19일 → 말일-1,19,-1,440,0,440,-0.11,-0.04,48.86,51.14,16.64,-19.24,4.07,2.83,2.92,215,225,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.13,-0.12,-2.18,2.27,0.5594,0.5295,0.3976,0.3606,,False,예
코스피200 지수,19일 → 말일,19,0,440,0,440,0.06,0.13,50.68,49.32,18.84,-17.82,4.33,3.11,3.07,223,217,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.13,-0.01,-0.91,1.0,0.6374,0.972,0.7522,0.7193,,False,예
코스피200 지수,19일 → 말일+1,19,1,440,0,440,0.41,0.32,53.41,46.59,23.62,-19.22,4.58,3.54,3.18,235,205,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.12,-0.1,-1.56,1.59,0.6294,0.5934,0.5075,0.5025,,False,예
코스피200 지수,19일 → 말일+2,19,2,440,0,440,0.46,0.33,53.86,46.14,24.27,-22.35,4.99,3.77,3.4,237,203,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.12,-0.1,-1.0,1.06,0.6703,0.6464,0.7133,0.7203,,False,예
코스피200 지수,19일 → 말일+3,19,3,440,0,440,0.56,0.38,53.86,46.14,23.45,-20.56,5.24,4.08,3.54,237,203,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.11,-0.04,-0.15,0.19,0.6853,0.8701,1.0,0.962,,False,예
코스피200 지수,20일 → 말일-3,20,-3,437,0,437,-0.33,-0.13,46.22,53.32,12.0,-16.29,3.36,2.22,2.54,202,233,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.21,-0.15,-3.94,3.6,0.3776,0.3626,0.1089,0.1389,,False,예
코스피200 지수,20일 → 말일-2,20,-2,440,0,440,-0.29,0.02,50.23,49.55,15.4,-18.3,3.65,2.32,2.94,221,218,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.21,-0.02,-0.17,0.04,0.3457,0.994,0.958,1.0,,True,예
코스피200 지수,20일 → 말일-1,20,-1,440,0,440,-0.21,-0.01,49.55,50.0,14.84,-15.5,3.88,2.62,3.01,218,220,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.23,-0.09,-1.5,1.14,0.3117,0.6344,0.5764,0.6793,,False,예
코스피200 지수,20일 → 말일,20,0,440,0,440,-0.04,0.02,50.45,49.55,19.37,-15.31,4.14,2.92,3.06,222,218,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.23,-0.11,-1.14,1.23,0.3896,0.5724,0.6883,0.6543,,True,예
코스피200 지수,20일 → 말일+1,20,1,440,0,440,0.31,0.3,54.09,45.91,24.38,-17.3,4.38,3.29,3.2,238,202,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.22,-0.12,-0.87,0.91,0.3946,0.5445,0.7413,0.7443,,False,예
코스피200 지수,20일 → 말일+2,20,2,440,0,440,0.36,0.28,54.09,45.91,25.03,-20.5,4.84,3.58,3.44,238,202,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.22,-0.15,-0.77,0.83,0.4226,0.4655,0.7822,0.7802,,False,예
코스피200 지수,20일 → 말일+3,20,3,440,0,440,0.46,0.26,52.27,47.73,22.88,-18.67,5.12,4.0,3.4,230,210,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.21,-0.16,-1.74,1.78,0.4695,0.4995,0.4845,0.4625,,False,예
코스피200 지수,21일 → 말일-3,21,-3,435,0,435,-0.32,-0.03,48.51,51.26,12.98,-15.01,3.11,1.87,2.39,211,223,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.21,-0.05,-1.66,1.54,0.3966,0.7972,0.5335,0.5644,,False,예
코스피200 지수,21일 → 말일-2,21,-2,437,0,437,-0.29,0.02,50.34,49.66,12.22,-17.41,3.41,2.08,2.69,220,217,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.21,-0.02,-0.06,0.15,0.3626,0.975,1.0,0.962,,True,예
코스피200 지수,21일 → 말일-1,21,-1,440,0,440,-0.2,0.11,52.05,47.95,16.73,-18.72,3.71,2.33,2.95,229,211,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.22,0.03,1.0,-0.91,0.3307,0.8412,0.6733,0.7103,,True,예
코스피200 지수,21일 → 말일,21,0,440,0,440,-0.03,0.08,50.91,48.86,21.86,-18.45,3.96,2.72,2.9,224,215,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.22,-0.05,-0.68,0.54,0.4056,0.8681,0.8252,0.8561,,True,예
코스피200 지수,21일 → 말일+1,21,1,440,0,440,0.31,0.42,55.0,45.0,21.05,-21.33,4.17,3.1,3.09,242,198,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.21,-0.0,0.04,-0.0,0.4066,0.952,1.0,1.0,,False,예
코스피200 지수,21일 → 말일+2,21,2,440,0,440,0.37,0.41,54.09,45.91,22.21,-24.38,4.66,3.5,3.32,238,202,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.21,-0.02,-0.77,0.83,0.4545,0.9211,0.7822,0.7802,,False,예
코스피200 지수,21일 → 말일+3,21,3,440,0,440,0.47,0.38,53.18,46.82,22.31,-22.64,4.97,3.87,3.39,234,206,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.2,-0.05,-0.83,0.87,0.4885,0.8621,0.7642,0.7283,,False,예
코스피200 지수,22일 → 말일-3,22,-3,427,0,427,-0.22,-0.11,46.14,53.4,10.07,-18.3,2.88,1.88,2.03,197,228,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,-0.1,-0.12,-4.03,3.68,0.6833,0.4845,0.1019,0.1359,,False,예
코스피200 지수,22일 → 말일-2,22,-2,436,0,436,-0.18,-0.02,49.31,50.69,10.55,-17.87,3.24,2.09,2.39,215,221,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,-0.1,-0.06,-1.09,1.19,0.6983,0.7423,0.6294,0.6014,,False,예
코스피200 지수,22일 → 말일-1,22,-1,439,0,439,-0.08,0.07,50.8,49.2,17.39,-19.23,3.64,2.38,2.62,223,216,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,-0.11,-0.01,-0.25,0.34,0.6444,0.988,0.967,0.9271,,True,예
코스피200 지수,22일 → 말일,22,0,440,0,440,0.09,0.16,51.82,48.18,19.15,-21.21,3.95,2.72,2.75,228,212,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,-0.1,0.02,0.23,-0.14,0.7273,0.8681,0.9271,0.957,,False,예
코스피200 지수,22일 → 말일+1,22,1,440,0,440,0.43,0.38,54.55,45.45,17.72,-18.62,4.1,3.17,2.84,240,200,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,-0.09,-0.04,-0.42,0.45,0.7113,0.8152,0.9061,0.9021,,False,예
코스피200 지수,22일 → 말일+2,22,2,440,0,440,0.49,0.38,56.36,43.64,18.85,-21.78,4.61,3.44,3.32,248,192,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,-0.09,-0.05,1.5,-1.44,0.7542,0.8132,0.5215,0.5185,,False,예
코스피200 지수,22일 → 말일+3,22,3,440,0,440,0.59,0.47,54.32,45.68,19.22,-19.98,4.93,3.91,3.35,239,201,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,-0.08,0.05,0.31,-0.26,0.7712,0.8412,0.8901,0.9211,,False,예
코스피200 지수,23일 → 말일-3,23,-3,407,0,407,-0.1,-0.07,47.67,52.33,13.61,-18.71,2.74,1.76,1.79,194,213,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,0.01,-0.09,-2.5,2.61,0.9221,0.6364,0.3327,0.3087,,False,예
코스피200 지수,23일 → 말일-2,23,-2,431,0,431,-0.06,0.0,49.88,49.88,15.81,-21.23,3.05,2.01,2.12,215,215,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,0.03,-0.04,-0.52,0.38,0.8801,0.8931,0.8182,0.8651,,False,예
코스피200 지수,23일 → 말일-1,23,-1,439,0,439,0.04,0.07,51.48,48.52,15.95,-22.54,3.59,2.33,2.38,226,213,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,0.02,-0.01,0.44,-0.34,0.9371,0.975,0.8651,0.8931,,False,예
코스피200 지수,23일 → 말일,23,0,440,0,440,0.21,0.23,52.05,47.73,18.51,-21.61,3.84,2.72,2.53,229,210,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,0.02,0.09,0.45,-0.59,0.9321,0.5594,0.8631,0.8232,,False,예
코스피200 지수,23일 → 말일+1,23,1,440,0,440,0.56,0.39,55.23,44.77,17.72,-18.62,4.0,3.17,2.66,243,197,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,0.03,-0.04,0.26,-0.23,0.9131,0.8382,0.9391,0.9391,,False,예
코스피200 지수,23일 → 말일+2,23,2,440,0,440,0.61,0.49,56.36,43.64,18.85,-21.78,4.49,3.47,3.08,248,192,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,0.03,0.05,1.5,-1.44,0.9101,0.8112,0.5215,0.5185,,False,예
코스피200 지수,23일 → 말일+3,23,3,440,0,440,0.72,0.5,55.68,44.32,18.95,-19.98,4.86,3.85,3.22,245,195,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,0.04,0.08,1.67,-1.63,0.8891,0.7512,0.4585,0.4845,,False,예
코스피200 지수,24일 → 말일-3,24,-3,374,0,374,-0.07,0.03,50.8,49.2,8.28,-13.47,2.31,1.46,1.66,190,184,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,0.04,0.01,0.64,-0.52,0.8372,0.9101,0.7632,0.8142,,True,예
코스피200 지수,24일 → 말일-2,24,-2,415,0,415,-0.01,0.08,50.6,49.4,9.25,-15.95,2.6,1.76,1.83,210,205,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,0.07,0.04,0.2,-0.1,0.7413,0.7083,0.958,0.956,,True,예
코스피200 지수,24일 → 말일-1,24,-1,434,0,434,0.08,0.03,50.69,49.31,17.16,-17.34,3.24,2.23,2.12,220,214,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,0.06,-0.05,-0.35,0.45,0.8182,0.8032,0.9281,0.8891,,False,예
코스피200 지수,24일 → 말일,24,0,440,0,440,0.25,0.23,53.18,46.36,19.66,-16.56,3.58,2.56,2.39,234,204,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,0.06,0.09,1.59,-1.96,0.8112,0.5584,0.5205,0.4266,,False,예
코스피200 지수,24일 → 말일+1,24,1,440,0,440,0.6,0.43,55.68,44.32,20.72,-12.0,3.81,3.07,2.5,245,195,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,0.08,0.01,0.72,-0.69,0.7992,0.996,0.7852,0.7822,,False,예
코스피200 지수,24일 → 말일+2,24,2,440,0,440,0.66,0.44,55.45,44.55,23.01,-15.41,4.37,3.48,2.86,244,196,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,0.08,0.0,0.6,-0.53,0.7782,0.989,0.8112,0.8092,,False,예
코스피200 지수,24일 → 말일+3,24,3,440,0,440,0.76,0.48,55.0,44.77,25.68,-16.04,4.78,3.84,3.01,242,197,9457,0,9457,0.68,0.42,54.01,45.94,48.44,-29.51,6.12,4.58,3.91,5108,4345,0.09,0.05,0.99,-1.17,0.7702,0.8202,0.6583,0.6114,,False,예
코스피200 지수,25일 → 말일-3,25,-3,298,0,298,0.02,0.12,54.03,45.64,9.39,-10.41,2.03,1.25,1.43,161,136,7697,0,7697,-0.11,0.02,50.16,49.72,34.14,-29.18,5.02,3.27,3.53,3861,3827,0.13,0.1,3.86,-4.08,0.5964,0.5784,0.1838,0.1718,,False,예
코스피200 지수,25일 → 말일-2,25,-2,402,0,402,0.07,0.08,51.99,48.01,10.37,-15.95,2.31,1.57,1.56,209,193,8137,0,8137,-0.08,0.04,50.4,49.5,37.23,-33.56,5.07,3.31,3.54,4101,4028,0.15,0.04,1.59,-1.49,0.5185,0.7263,0.5035,0.5395,,False,예
코스피200 지수,25일 → 말일-1,25,-1,426,0,426,0.14,0.01,50.23,49.77,17.16,-17.34,3.05,2.19,1.92,214,212,8577,0,8577,0.02,0.08,51.04,48.86,47.92,-34.66,5.27,3.47,3.58,4378,4191,0.12,-0.07,-0.81,0.9,0.6444,0.7273,0.7832,0.7512,,False,예
코스피200 지수,25일 → 말일,25,0,440,0,440,0.31,0.17,52.73,46.82,19.66,-12.88,3.33,2.47,2.13,232,206,9017,0,9017,0.19,0.13,51.59,48.32,50.15,-26.84,5.32,3.66,3.52,4652,4357,0.12,0.04,1.14,-1.5,0.6593,0.8052,0.6444,0.5504,,False,예
코스피200 지수,25일 → 말일+1,25,1,440,0,440,0.66,0.55,57.5,42.27,20.72,-10.94,3.67,2.91,2.4,253,186,9457,0,9457,0.53,0.42,54.96,45.0,43.04,-28.31,5.4,3.88,3.57,5198,4256,0.13,0.13,2.54,-2.73,0.6204,0.5604,0.2617,0.2138,,False,예
코스피200 지수,25일 → 말일+2,25,2,440,0,440,0.72,0.52,57.5,42.5,23.01,-16.27,4.25,3.27,2.75,253,187,9457,0,9457,0.58,0.43,54.86,45.08,45.83,-31.09,5.79,4.18,3.8,5188,4263,0.14,0.09,2.64,-2.58,0.6384,0.6833,0.2308,0.2338,,False,예
