대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),오른 평균(%),내린 평균(%),오른 건수,내린 건수,기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),기준선 오른 평균(%),기준선 내린 평균(%),기준선 오른 건수,기준선 내린 건수,평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스닥150 지수,16일 → 말일,16,0,200,0,200,-0.21,0.01,50.0,50.0,27.8,-11.51,5.01,3.55,3.97,100,100,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.32,-0.15,-1.86,1.86,0.3437,0.6114,0.6294,0.6294,,False,예
코스닥150 지수,16일 → 말일+1,16,1,200,0,200,0.0,0.2,51.5,48.5,20.78,-10.65,4.84,3.71,3.93,103,97,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.32,-0.11,-2.34,2.36,0.3746,0.7133,0.5255,0.5255,,False,예
코스닥150 지수,16일 → 말일+2,16,2,200,0,200,0.03,0.27,52.0,48.0,25.53,-14.22,5.28,3.96,4.22,104,96,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.33,-0.08,-1.62,1.62,0.3746,0.8492,0.6643,0.6643,,False,예
코스닥150 지수,16일 → 말일+3,16,3,200,0,200,0.06,0.15,51.5,48.5,25.08,-17.36,5.6,4.25,4.39,103,97,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.29,-0.28,-1.85,1.85,0.4486,0.4955,0.5914,0.5914,,False,예
코스닥150 지수,17일 → 말일-3,17,-3,200,0,200,-0.44,0.15,51.0,49.0,17.76,-12.76,3.9,2.42,3.43,102,98,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.29,0.16,1.14,-1.14,0.3866,0.4985,0.7612,0.7612,,True,예
코스닥150 지수,17일 → 말일-2,17,-2,200,0,200,-0.62,-0.08,48.5,51.5,26.57,-18.13,4.47,2.69,3.73,97,103,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.29,0.09,1.14,-1.11,0.4136,0.6763,0.7373,0.7383,,False,예
코스닥150 지수,17일 → 말일-1,17,-1,200,0,200,-0.32,0.01,50.0,50.0,30.52,-21.41,4.69,3.05,3.7,100,100,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.3,-0.05,-0.45,0.47,0.3896,0.9441,0.9451,0.9491,,False,예
코스닥150 지수,17일 → 말일,17,0,200,0,200,-0.21,-0.07,49.0,51.0,27.8,-11.51,4.81,3.44,3.71,98,102,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.31,-0.24,-2.86,2.86,0.3516,0.4655,0.4376,0.4376,,False,예
코스닥150 지수,17일 → 말일+1,17,1,200,0,200,0.01,0.06,50.5,49.5,20.78,-11.49,4.68,3.65,3.7,101,99,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.31,-0.25,-3.34,3.36,0.3826,0.3926,0.3457,0.3457,,False,예
코스닥150 지수,17일 → 말일+2,17,2,200,0,200,0.04,0.17,52.5,47.5,25.53,-15.78,5.14,3.8,4.13,105,95,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.32,-0.18,-1.12,1.12,0.3816,0.6034,0.7762,0.7762,,False,예
코스닥150 지수,17일 → 말일+3,17,3,200,0,200,0.06,0.35,53.0,47.0,25.08,-16.27,5.45,4.04,4.42,106,94,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.29,-0.08,-0.35,0.35,0.4515,0.8342,0.9441,0.9441,,False,예
코스닥150 지수,18일 → 말일-3,18,-3,200,0,200,-0.4,-0.03,49.5,50.5,17.76,-12.76,3.7,2.33,3.08,99,101,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.24,-0.03,-0.36,0.36,0.4825,0.99,0.9351,0.9351,,False,예
코스닥150 지수,18일 → 말일-2,18,-2,200,0,200,-0.57,-0.15,48.0,52.0,26.57,-18.13,4.31,2.58,3.49,96,104,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.24,0.02,0.64,-0.61,0.4895,0.8521,0.8472,0.8452,,False,예
코스닥150 지수,18일 → 말일-1,18,-1,200,0,200,-0.28,-0.09,49.5,50.5,30.52,-21.41,4.53,2.92,3.42,99,101,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.26,-0.15,-0.95,0.97,0.4545,0.6993,0.8312,0.8332,,False,예
코스닥150 지수,18일 → 말일,18,0,200,0,200,-0.16,-0.13,49.5,50.5,27.8,-11.72,4.72,3.27,3.52,99,101,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.27,-0.3,-2.36,2.36,0.4316,0.3467,0.5315,0.5315,,False,예
코스닥150 지수,18일 → 말일+1,18,1,200,0,200,0.05,0.07,51.5,48.5,20.78,-10.47,4.48,3.4,3.51,103,97,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.27,-0.24,-2.34,2.36,0.4675,0.4116,0.5255,0.5255,,False,예
코스닥150 지수,18일 → 말일+2,18,2,200,0,200,0.08,0.22,52.0,48.0,25.53,-13.23,5.01,3.65,3.78,104,96,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.28,-0.13,-1.62,1.62,0.4306,0.7203,0.6643,0.6643,,False,예
코스닥150 지수,18일 → 말일+3,18,3,200,0,200,0.11,0.35,51.5,48.5,25.08,-15.74,5.32,4.0,4.03,103,97,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.24,-0.08,-1.85,1.85,0.5355,0.8312,0.5914,0.5914,,False,예
코스닥150 지수,19일 → 말일-3,19,-3,200,0,200,-0.3,-0.28,46.0,54.0,19.92,-12.76,3.64,2.4,2.6,92,108,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.15,-0.28,-3.86,3.86,0.6803,0.3526,0.2697,0.2697,,False,예
코스닥150 지수,19일 → 말일-2,19,-2,200,0,200,-0.48,-0.36,44.0,56.0,25.35,-18.13,4.29,2.76,3.02,88,112,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.15,-0.19,-3.36,3.39,0.6643,0.4905,0.3786,0.3786,,False,예
코스닥150 지수,19일 → 말일-1,19,-1,200,0,200,-0.18,-0.19,49.0,51.0,29.26,-21.41,4.55,2.88,3.12,98,102,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.16,-0.25,-1.45,1.47,0.6474,0.4645,0.7303,0.7273,,False,예
코스닥150 지수,19일 → 말일,19,0,200,0,200,-0.06,0.07,51.0,49.0,31.42,-11.76,4.83,3.2,3.44,102,98,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.16,-0.09,-0.86,0.86,0.6264,0.7672,0.8372,0.8372,,True,예
코스닥150 지수,19일 → 말일+1,19,1,200,0,200,0.15,-0.07,49.5,50.5,25.56,-11.64,4.49,3.46,3.09,99,101,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.17,-0.39,-4.34,4.36,0.6334,0.1838,0.2338,0.2308,,True,예
코스닥150 지수,19일 → 말일+2,19,2,200,0,200,0.19,-0.04,50.0,50.0,30.02,-16.08,5.16,3.82,3.45,100,100,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.17,-0.39,-3.62,3.62,0.6354,0.2498,0.3057,0.3057,,False,예
코스닥150 지수,19일 → 말일+3,19,3,200,0,200,0.21,0.35,51.5,48.5,30.64,-17.44,5.35,3.93,3.75,103,97,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.14,-0.08,-1.85,1.85,0.7183,0.8312,0.5914,0.5914,,False,예
코스닥150 지수,20일 → 말일-3,20,-3,199,0,199,-0.33,-0.25,46.73,53.27,16.26,-10.13,3.34,2.25,2.58,93,106,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.17,-0.24,-3.13,3.13,0.6364,0.4146,0.3776,0.3776,,False,예
코스닥150 지수,20일 → 말일-2,20,-2,200,0,200,-0.5,-0.24,45.0,55.0,24.95,-12.52,3.95,2.51,2.97,90,110,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.17,-0.07,-2.36,2.39,0.6244,0.8242,0.5714,0.5654,,False,예
코스닥150 지수,20일 → 말일-1,20,-1,200,0,200,-0.21,-0.08,49.0,51.0,28.84,-15.87,4.17,2.69,2.99,98,102,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.19,-0.14,-1.45,1.47,0.5924,0.7193,0.7303,0.7273,,False,예
코스닥150 지수,20일 → 말일,20,0,200,0,200,-0.09,0.05,50.5,49.5,26.16,-11.76,4.38,3.0,3.24,101,99,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.19,-0.11,-1.36,1.36,0.5684,0.7133,0.7363,0.7363,,True,예
코스닥150 지수,20일 → 말일+1,20,1,200,0,200,0.12,0.12,52.5,47.5,19.24,-11.64,4.12,3.08,3.15,105,95,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.19,-0.19,-1.34,1.36,0.5924,0.5185,0.7273,0.7253,,False,예
코스닥150 지수,20일 → 말일+2,20,2,200,0,200,0.16,0.18,51.5,48.5,23.93,-15.41,4.84,3.6,3.49,103,97,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.2,-0.17,-2.12,2.12,0.5974,0.6304,0.5544,0.5544,,False,예
코스닥150 지수,20일 → 말일+3,20,3,200,0,200,0.18,0.63,55.0,45.0,23.47,-17.44,5.08,3.6,4.0,110,90,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.17,0.2,1.65,-1.65,0.6833,0.6064,0.6384,0.6384,,False,예
코스닥150 지수,21일 → 말일-3,21,-3,199,0,199,-0.27,-0.19,45.23,54.77,22.16,-9.88,3.22,2.11,2.24,90,109,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.12,-0.19,-4.64,4.64,0.7433,0.5514,0.1888,0.1888,,False,예
코스닥150 지수,21일 → 말일-2,21,-2,199,0,199,-0.45,-0.11,46.73,53.27,31.29,-12.52,3.98,2.31,2.87,93,106,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.12,0.06,-0.62,0.65,0.7213,0.7512,0.956,0.954,,False,예
코스닥150 지수,21일 → 말일-1,21,-1,200,0,200,-0.15,-0.11,49.5,50.5,35.38,-15.98,4.24,2.54,2.8,99,101,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.13,-0.17,-0.95,0.97,0.7043,0.6503,0.8312,0.8332,,False,예
코스닥150 지수,21일 → 말일,21,0,200,0,200,-0.03,0.01,50.0,50.0,32.56,-11.76,4.42,2.9,2.97,100,100,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.14,-0.16,-1.86,1.86,0.6673,0.6044,0.6294,0.6294,,False,예
코스닥150 지수,21일 → 말일+1,21,1,200,0,200,0.18,0.18,53.0,47.0,25.29,-11.64,4.11,2.96,2.96,106,94,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.14,-0.13,-0.84,0.86,0.6883,0.6703,0.8432,0.8432,,False,예
코스닥150 지수,21일 → 말일+2,21,2,200,0,200,0.21,0.27,52.0,48.0,30.22,-15.41,4.86,3.49,3.34,104,96,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.14,-0.07,-1.62,1.62,0.6933,0.8531,0.6643,0.6643,,False,예
코스닥150 지수,21일 → 말일+3,21,3,200,0,200,0.23,0.54,56.0,44.0,29.74,-17.44,5.07,3.45,3.87,112,88,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.11,0.11,2.65,-2.65,0.7652,0.7453,0.4476,0.4476,,False,예
코스닥150 지수,22일 → 말일-3,22,-3,195,0,195,-0.2,-0.19,48.21,51.79,18.67,-10.57,2.95,1.85,2.12,94,101,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,-0.05,-0.18,-1.66,1.66,0.9201,0.6004,0.6563,0.6563,,False,예
코스닥150 지수,22일 → 말일-2,22,-2,199,0,199,-0.38,-0.23,45.73,54.27,27.55,-13.18,3.66,2.17,2.53,91,108,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,-0.05,-0.06,-1.63,1.66,0.8961,0.8352,0.7323,0.7363,,False,예
코스닥150 지수,22일 → 말일-1,22,-1,200,0,200,-0.08,-0.05,49.5,50.5,31.52,-15.35,3.94,2.42,2.53,99,101,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,-0.06,-0.11,-0.95,0.97,0.8531,0.7882,0.8312,0.8332,,False,예
코스닥150 지수,22일 → 말일,22,0,200,0,200,0.04,-0.1,49.0,51.0,28.79,-12.43,4.14,2.85,2.66,98,102,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,-0.07,-0.27,-2.86,2.86,0.8202,0.4166,0.4376,0.4376,,True,예
코스닥150 지수,22일 → 말일+1,22,1,200,0,200,0.25,0.22,53.0,47.0,21.72,-12.31,3.85,2.86,2.7,106,94,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,-0.07,-0.09,-0.84,0.86,0.8821,0.7602,0.8432,0.8432,,False,예
코스닥150 지수,22일 → 말일+2,22,2,200,0,200,0.29,0.45,52.0,48.0,26.5,-15.41,4.64,3.5,3.19,104,96,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,-0.07,0.1,-1.62,1.62,0.8551,0.7672,0.6643,0.6643,,False,예
코스닥150 지수,22일 → 말일+3,22,3,200,0,200,0.3,0.54,56.5,43.5,26.04,-17.37,4.82,3.39,3.71,113,87,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,-0.04,0.11,3.15,-3.15,0.9131,0.7493,0.3666,0.3666,,False,예
코스닥150 지수,23일 → 말일-3,23,-3,187,0,187,0.03,-0.04,49.73,50.27,14.42,-11.67,2.81,1.88,1.81,93,94,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,0.18,-0.03,-0.13,0.13,0.5385,0.986,1.0,1.0,,True,예
코스닥150 지수,23일 → 말일-2,23,-2,198,0,198,-0.16,-0.06,47.98,52.02,22.65,-17.1,3.41,2.07,2.21,95,103,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,0.17,0.11,0.62,-0.59,0.6074,0.6264,0.8422,0.8392,,False,예
코스닥150 지수,23일 → 말일-1,23,-1,200,0,200,0.15,0.08,51.0,48.5,26.48,-20.42,3.79,2.38,2.2,102,97,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,0.17,0.03,0.55,-1.03,0.6324,0.8951,0.8931,0.7942,,False,예
코스닥150 지수,23일 → 말일,23,0,200,0,200,0.26,0.18,52.0,48.0,25.4,-9.87,3.95,2.69,2.36,104,96,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,0.16,0.02,0.14,-0.14,0.6543,0.9131,1.0,1.0,,False,예
코스닥150 지수,23일 → 말일+1,23,1,200,0,200,0.48,0.26,55.5,44.5,19.81,-8.98,3.65,2.77,2.38,111,89,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,0.16,-0.06,1.66,-1.64,0.6064,0.8452,0.6743,0.6713,,False,예
코스닥150 지수,23일 → 말일+2,23,2,200,0,200,0.5,0.5,55.0,45.0,24.06,-14.55,4.27,3.19,2.78,110,90,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,0.15,0.15,1.38,-1.38,0.6653,0.6603,0.7193,0.7193,,False,예
코스닥150 지수,23일 → 말일+3,23,3,200,0,200,0.52,0.68,58.5,41.5,24.65,-16.66,4.53,3.24,3.3,117,83,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,0.18,0.25,5.15,-5.15,0.6214,0.5405,0.1429,0.1429,,False,예
코스닥150 지수,24일 → 말일-3,24,-3,170,0,170,0.01,-0.17,48.24,51.76,14.12,-6.96,2.25,1.57,1.43,82,88,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,0.17,-0.17,-1.63,1.63,0.6154,0.6414,0.7023,0.7023,,True,예
코스닥150 지수,24일 → 말일-2,24,-2,191,0,191,-0.14,-0.02,49.21,50.79,22.65,-11.39,2.93,1.72,1.94,94,97,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,0.2,0.15,1.86,-1.83,0.5674,0.5355,0.6054,0.6024,,False,예
코스닥150 지수,24일 → 말일-1,24,-1,199,0,199,0.17,0.33,54.77,44.72,26.48,-14.95,3.35,2.06,2.14,109,89,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,0.19,0.28,4.33,-4.8,0.5914,0.3357,0.2068,0.1598,,False,예
코스닥150 지수,24일 → 말일,24,0,200,0,200,0.29,0.24,54.0,46.0,23.85,-9.34,3.54,2.49,2.29,108,92,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,0.18,0.08,2.14,-2.14,0.6094,0.7433,0.5844,0.5844,,False,예
코스닥150 지수,24일 → 말일+1,24,1,200,0,200,0.51,0.22,54.5,45.5,17.05,-9.06,3.4,2.73,2.16,109,91,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,0.19,-0.1,0.66,-0.64,0.5495,0.7562,0.8981,0.8991,,False,예
코스닥150 지수,24일 → 말일+2,24,2,200,0,200,0.54,0.44,53.5,46.5,21.65,-15.25,4.12,3.33,2.68,107,93,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,0.18,0.09,-0.12,0.12,0.6054,0.7972,1.0,1.0,,False,예
코스닥150 지수,24일 → 말일+3,24,3,200,0,200,0.56,0.4,56.0,44.0,21.21,-15.79,4.35,3.4,3.07,112,88,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,0.21,-0.03,2.65,-2.65,0.5714,0.954,0.4476,0.4476,,False,예
코스닥150 지수,25일 → 말일-3,25,-3,128,0,128,0.12,0.13,54.69,45.31,14.12,-5.59,2.08,1.34,1.35,70,58,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,3.15,3.45,1646,1655,0.27,0.13,4.82,-4.82,0.4695,0.6743,0.2867,0.2867,,False,예
코스닥150 지수,25일 → 말일-2,25,-2,185,0,185,-0.05,0.06,51.35,48.65,22.65,-11.39,2.75,1.55,1.74,95,90,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,3.31,3.61,1658,1842,0.28,0.23,3.99,-3.96,0.4396,0.3536,0.2657,0.2647,,True,예
코스닥150 지수,25일 → 말일-1,25,-1,194,0,194,0.22,0.37,55.67,43.81,26.48,-14.95,3.2,1.99,2.03,108,85,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,3.41,3.52,1867,1833,0.24,0.31,5.22,-5.71,0.5005,0.2687,0.1369,0.1059,,False,예
코스닥150 지수,25일 → 말일,25,0,200,0,200,0.33,0.34,54.5,45.5,23.85,-9.83,3.42,2.43,2.18,109,91,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,3.52,3.56,2023,1878,0.23,0.18,2.64,-2.64,0.5205,0.5285,0.4875,0.4875,,False,예
코스닥150 지수,25일 → 말일+1,25,1,200,0,200,0.55,0.49,57.0,43.0,17.05,-9.06,3.31,2.64,2.22,114,86,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,3.55,3.46,2208,1892,0.23,0.18,3.16,-3.14,0.4785,0.5455,0.3886,0.3886,,False,예
코스닥150 지수,25일 → 말일+2,25,2,200,0,200,0.58,0.71,58.5,41.5,21.65,-15.26,4.05,3.07,2.92,117,83,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,3.9,3.74,2199,1902,0.23,0.36,4.88,-4.88,0.5135,0.2687,0.1698,0.1698,,False,예
코스닥150 지수,25일 → 말일+3,25,3,200,0,200,0.6,0.52,56.5,43.5,21.21,-14.88,4.27,3.41,3.05,113,87,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,4.16,4.01,2188,1913,0.25,0.09,3.15,-3.15,0.4815,0.7802,0.3666,0.3666,,False,예
코스닥 종합지수,15일 → 말일-3,15,-3,362,0,362,-1.04,-0.77,43.65,56.35,13.82,-30.2,5.11,3.06,4.22,158,204,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,3.43,4.16,2949,3151,-0.55,-0.63,-4.67,4.72,0.0629,0.002,0.0679,0.0639,,False,예
코스닥 종합지수,15일 → 말일-2,15,-2,362,0,362,-1.33,-1.02,41.44,58.56,19.17,-31.95,5.48,3.23,4.56,150,212,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,3.45,4.29,2948,3515,-0.57,-0.66,-4.16,4.19,0.0649,0.002,0.1059,0.1049,,False,예
코스닥 종합지수,15일 → 말일-1,15,-1,362,0,362,-1.22,-0.68,44.75,55.25,22.42,-24.14,5.54,3.18,4.78,162,200,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,3.46,4.36,3284,3537,-0.62,-0.5,-3.35,3.44,0.032,0.02,0.1918,0.1798,,False,예
코스닥 종합지수,15일 → 말일,15,0,362,0,362,-0.91,-0.49,45.58,54.14,20.85,-22.61,5.71,3.66,4.77,165,196,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,3.71,4.33,3640,3544,-0.66,-0.54,-5.05,4.85,0.031,0.02,0.0569,0.0689,,False,예
코스닥 종합지수,15일 → 말일+1,15,1,362,0,362,-0.52,-0.15,48.34,51.66,25.43,-24.6,5.95,4.01,4.77,175,187,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,4.01,4.31,4037,3510,-0.66,-0.49,-5.12,5.17,0.027,0.03,0.047,0.04,,False,예
코스닥 종합지수,15일 → 말일+2,15,2,362,0,362,-0.47,-0.16,48.9,51.1,30.93,-28.65,6.29,4.28,5.01,177,185,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,4.37,4.52,4011,3537,-0.67,-0.48,-4.22,4.26,0.034,0.0639,0.1039,0.1049,,False,예
코스닥 종합지수,15일 → 말일+3,15,3,362,0,362,-0.42,-0.27,48.07,51.93,35.91,-29.44,6.5,4.52,4.98,174,188,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,4.69,4.7,3963,3588,-0.65,-0.58,-4.42,4.42,0.0519,0.0509,0.0779,0.0779,,False,예
코스닥 종합지수,16일 → 말일-3,16,-3,362,0,362,-1.01,-0.44,45.58,54.42,13.41,-23.62,4.81,2.77,4.18,165,197,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,3.43,4.16,2949,3151,-0.52,-0.3,-2.74,2.79,0.0799,0.1029,0.2697,0.2408,,False,예
코스닥 종합지수,16일 → 말일-2,16,-2,362,0,362,-1.3,-0.91,42.27,57.73,18.74,-25.07,5.18,3.03,4.47,153,209,6465,0,6465,-0.76,-0.36,45.6,54.37,46.1,-39.77,5.86,3.45,4.29,2948,3515,-0.54,-0.55,-3.33,3.37,0.0789,0.011,0.2048,0.2018,,False,예
코스닥 종합지수,16일 → 말일-1,16,-1,362,0,362,-1.18,-0.65,43.09,56.91,21.98,-22.48,5.3,3.18,4.48,156,206,6827,0,6827,-0.59,-0.17,48.1,51.81,48.58,-32.86,5.85,3.46,4.36,3284,3537,-0.59,-0.47,-5.01,5.1,0.0509,0.03,0.0519,0.042,,False,예
코스닥 종합지수,16일 → 말일,16,0,362,0,362,-0.88,-0.5,46.96,53.04,20.41,-22.61,5.47,3.42,4.69,170,192,7189,0,7189,-0.26,0.04,50.63,49.3,51.45,-30.14,5.97,3.71,4.33,3640,3544,-0.63,-0.54,-3.67,3.74,0.043,0.019,0.1728,0.1538,,False,예
코스닥 종합지수,16일 → 말일+1,16,1,362,0,362,-0.49,-0.15,48.34,51.66,25.32,-23.0,5.73,3.91,4.61,175,187,7551,0,7551,0.14,0.34,53.46,46.48,57.36,-27.88,6.13,4.01,4.31,4037,3510,-0.63,-0.49,-5.12,5.17,0.036,0.03,0.047,0.04,,False,예
코스닥 종합지수,16일 → 말일+2,16,2,362,0,362,-0.43,0.0,50.0,50.0,30.81,-27.13,6.08,4.05,4.92,181,181,7551,0,7551,0.2,0.32,53.12,46.84,64.26,-31.74,6.48,4.37,4.52,4011,3537,-0.64,-0.31,-3.12,3.16,0.046,0.2188,0.2348,0.2348,,False,예
코스닥 종합지수,16일 → 말일+3,16,3,362,0,362,-0.38,-0.19,48.62,51.38,35.79,-27.94,6.29,4.38,4.89,176,186,7551,0,7551,0.23,0.31,52.48,47.52,70.51,-32.5,6.77,4.69,4.7,3963,3588,-0.61,-0.5,-3.86,3.86,0.0719,0.0939,0.1299,0.1299,,False,예
코스닥 종합지수,17일 → 말일-3,17,-3,362,0,362,-0.79,-0.3,46.69,53.31,13.41,-22.64,4.63,2.73,3.88,169,193,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,3.43,4.16,2949,3151,-0.3,-0.17,-1.64,1.68,0.2967,0.3367,0.5045,0.4755,,False,예
