대상,월,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 코스닥150선물인버스,5,뒤 절반,5,0,5,-2.92,-3.11,20.0,80.0,1.1,-7.35,3.17,75,0,75,-0.23,-0.89,34.67,62.67,7.64,-7.35,3.73,-2.69,-2.22,-14.67,17.33,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,5,최근 10년,10,0,10,-1.94,-1.66,20.0,80.0,1.12,-7.35,2.52,186,0,186,-0.89,-1.37,27.42,71.51,11.86,-10.21,3.79,-1.05,-0.29,-7.42,8.49,0.3686,0.7952,0.7393,0.7333,,False,예
KODEX 코스닥150선물인버스,5,최근 5년,5,0,5,-2.92,-3.11,20.0,80.0,1.1,-7.35,3.17,93,0,93,-0.7,-1.19,32.26,65.59,7.64,-9.45,3.96,-2.22,-1.92,-12.26,14.41,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,6,앞 절반,5,0,5,1.94,0.17,60.0,20.0,8.39,-1.02,3.78,79,0,79,1.44,0.69,56.96,41.77,9.93,-6.76,4.35,0.5,-0.53,3.04,-21.77,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,6,뒤 절반,5,0,5,1.95,1.56,100.0,0.0,3.78,1.13,1.08,78,0,78,1.35,1.26,69.23,30.77,8.45,-7.99,2.91,0.6,0.3,30.77,-30.77,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,6,최근 10년,10,0,10,1.95,1.4,80.0,10.0,8.39,-1.02,2.62,193,0,193,1.57,0.83,58.55,40.93,16.92,-8.55,4.43,0.37,0.57,21.45,-30.93,0.7532,0.7353,0.1998,0.046,,False,예
KODEX 코스닥150선물인버스,6,최근 5년,5,0,5,1.95,1.56,100.0,0.0,3.78,1.13,1.08,95,0,95,2.28,1.41,70.53,29.47,16.92,-8.55,4.68,-0.33,0.14,29.47,-29.47,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,7,앞 절반,5,0,5,2.36,3.52,80.0,20.0,6.43,-4.33,4.04,86,0,86,1.96,2.25,66.28,32.56,9.99,-10.38,4.82,0.4,1.27,13.72,-12.56,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,7,뒤 절반,5,0,5,-0.16,0.88,60.0,40.0,2.68,-4.92,3.11,84,0,84,-0.05,0.0,47.62,48.81,29.15,-15.39,8.08,-0.11,0.88,12.38,-8.81,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,7,최근 10년,10,0,10,1.1,2.14,70.0,30.0,6.43,-4.92,3.65,211,0,211,0.4,0.53,54.5,43.6,29.15,-15.39,6.45,0.7,1.62,15.5,-13.6,0.7253,0.3516,0.3646,0.5105,,False,예
KODEX 코스닥150선물인버스,7,최근 5년,5,0,5,-0.16,0.88,60.0,40.0,2.68,-4.92,3.11,105,0,105,-0.97,-1.22,41.9,55.24,29.15,-15.39,7.78,0.81,2.1,18.1,-15.24,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,8,앞 절반,5,0,5,-2.95,-2.41,20.0,80.0,4.51,-8.26,4.99,83,0,83,-3.3,-3.25,15.66,83.13,4.51,-10.4,3.42,0.34,0.84,4.34,-3.13,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,8,뒤 절반,6,0,6,-1.53,-0.28,50.0,50.0,1.94,-7.18,3.73,101,0,101,-0.78,-0.71,41.58,56.44,4.65,-14.44,3.25,-0.75,0.43,8.42,-6.44,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,8,최근 10년,10,0,10,-2.85,-2.15,30.0,70.0,1.94,-8.26,3.73,201,0,201,-2.13,-1.75,24.88,73.63,4.65,-14.44,3.31,-0.72,-0.4,5.12,-3.63,0.5225,0.8292,0.7463,1.0,,False,예
KODEX 코스닥150선물인버스,8,최근 5년,5,0,5,-0.4,0.73,60.0,40.0,1.94,-4.88,2.79,100,0,100,-0.63,-0.5,44.0,54.0,4.65,-14.44,3.2,0.23,1.23,16.0,-14.0,,,,,표본 부족으로 검정 불가,True,아니오
KODEX 코스닥150선물인버스,9,앞 절반,5,0,5,2.3,0.54,80.0,20.0,5.5,-0.24,2.9,76,0,76,0.82,0.98,64.47,35.53,6.24,-5.8,3.04,1.48,-0.44,15.53,-15.53,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,9,뒤 절반,5,0,5,3.81,3.76,80.0,20.0,10.72,-2.39,4.7,75,0,75,2.78,1.97,66.67,32.0,18.51,-9.48,6.51,1.03,1.79,13.33,-12.0,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,9,최근 10년,10,0,10,3.05,3.13,80.0,20.0,10.72,-2.39,3.77,183,0,183,1.6,1.14,65.03,34.43,18.51,-9.48,4.8,1.45,1.99,14.97,-14.43,0.3087,0.1419,0.3487,0.5225,,False,예
KODEX 코스닥150선물인버스,9,최근 5년,5,0,5,3.81,3.76,80.0,20.0,10.72,-2.39,4.7,91,0,91,2.68,2.1,71.43,27.47,18.51,-9.48,5.94,1.12,1.66,8.57,-7.47,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,10,앞 절반,5,0,5,1.94,2.88,60.0,40.0,12.85,-5.3,7.33,73,0,73,2.14,1.32,54.79,45.21,23.03,-10.94,7.95,-0.2,1.56,5.21,-5.21,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,10,뒤 절반,5,0,5,-0.72,-0.27,40.0,60.0,5.46,-4.94,4.35,71,0,71,0.69,0.35,50.7,49.3,14.58,-9.73,5.91,-1.41,-0.61,-10.7,10.7,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,10,최근 10년,10,0,10,0.61,0.33,50.0,50.0,12.85,-5.3,5.85,182,0,182,1.22,0.41,53.85,46.15,23.03,-10.94,6.45,-0.62,-0.08,-3.85,3.85,0.7842,0.9141,1.0,1.0,,False,예
KODEX 코스닥150선물인버스,10,최근 5년,5,0,5,-0.72,-0.27,40.0,60.0,5.46,-4.94,4.35,90,0,90,0.1,-0.25,45.56,54.44,14.58,-9.73,5.46,-0.83,-0.02,-5.56,5.56,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,11,앞 절반,5,0,5,1.61,3.0,60.0,40.0,5.55,-2.43,3.35,85,0,85,-0.52,0.14,50.59,49.41,10.24,-12.15,5.59,2.13,2.87,9.41,-9.41,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,11,뒤 절반,5,0,5,1.04,0.97,60.0,40.0,5.94,-2.23,3.38,83,0,83,0.25,-1.17,48.19,51.81,14.78,-14.38,5.17,0.79,2.14,11.81,-11.81,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,11,최근 10년,10,0,10,1.33,1.72,60.0,40.0,5.94,-2.43,3.18,205,0,205,0.09,0.35,53.17,46.83,14.78,-14.38,5.14,1.23,1.37,6.83,-6.83,0.4436,0.4176,0.7642,0.7642,,False,예
KODEX 코스닥150선물인버스,11,최근 5년,5,0,5,1.04,0.97,60.0,40.0,5.94,-2.23,3.38,102,0,102,0.21,0.19,50.98,49.02,14.78,-14.38,4.98,0.83,0.78,9.02,-9.02,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,12,앞 절반,5,0,5,-4.68,-3.65,0.0,100.0,-1.63,-9.42,2.95,76,0,76,-5.18,-5.46,6.58,93.42,4.1,-12.65,3.66,0.5,1.81,-6.58,6.58,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,12,뒤 절반,5,0,5,-1.35,-1.35,20.0,80.0,2.02,-4.18,2.36,80,0,80,0.42,0.6,52.5,46.25,9.22,-8.86,4.06,-1.77,-1.95,-32.5,33.75,,,,,표본 부족으로 검정 불가,False,아니오
KODEX 코스닥150선물인버스,12,최근 10년,10,0,10,-3.01,-3.11,10.0,90.0,2.02,-9.42,3.07,193,0,193,-2.57,-2.9,24.87,74.61,9.22,-12.65,4.45,-0.45,-0.21,-14.87,15.39,0.7532,0.8232,0.4795,0.3307,,False,예
KODEX 코스닥150선물인버스,12,최근 5년,5,0,5,-1.35,-1.35,20.0,80.0,2.02,-4.18,2.36,98,0,98,-0.13,-0.45,43.88,55.1,9.22,-8.86,3.93,-1.21,-0.9,-23.88,24.9,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,1,앞 절반,8,0,8,-1.67,-0.92,25.0,75.0,1.22,-9.34,3.34,140,0,140,-0.71,-0.85,37.86,62.14,5.44,-10.23,2.56,-0.97,-0.07,-12.86,12.86,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,1,뒤 절반,9,0,9,1.34,1.35,55.56,44.44,26.16,-9.65,10.53,156,0,156,0.26,-1.33,48.08,51.92,30.2,-18.2,10.18,1.08,2.68,7.48,-7.48,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,1,최근 10년,10,0,10,1.1,0.11,50.0,50.0,26.16,-9.65,9.96,195,0,195,1.0,-0.77,47.69,52.31,32.56,-18.2,10.14,0.09,0.88,2.31,-2.31,0.994,0.8402,1.0,1.0,,False,예
코스닥150 지수,1,최근 5년,5,0,5,3.18,1.35,60.0,40.0,26.16,-9.65,13.8,96,0,96,2.7,1.24,56.25,43.75,32.56,-18.2,13.14,0.48,0.11,3.75,-3.75,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,2,앞 절반,8,0,8,0.41,0.57,75.0,25.0,2.07,-2.18,1.39,125,0,125,0.93,0.92,68.0,32.0,7.29,-8.33,3.13,-0.53,-0.34,7.0,-7.0,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,2,뒤 절반,9,0,9,-1.22,-0.61,33.33,66.67,4.52,-8.49,3.97,143,0,143,0.06,0.13,51.75,48.25,13.77,-10.38,5.54,-1.28,-0.74,-18.41,18.41,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,2,최근 10년,10,0,10,-1.17,-0.68,30.0,70.0,4.52,-8.49,3.74,177,0,177,0.15,0.35,52.54,47.46,13.77,-10.38,5.1,-1.32,-1.03,-22.54,22.54,0.3856,0.5055,0.2248,0.2248,,False,예
코스닥150 지수,2,최근 5년,5,0,5,1.0,1.01,60.0,40.0,4.52,-2.78,2.76,89,0,89,3.12,2.51,78.65,21.35,13.77,-4.37,4.26,-2.12,-1.5,-18.65,18.65,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,3,앞 절반,8,0,8,0.74,0.44,50.0,50.0,6.92,-2.31,3.06,143,0,143,0.49,0.38,58.04,41.96,8.18,-4.53,2.25,0.25,0.06,-8.04,8.04,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,3,뒤 절반,9,0,9,0.46,-0.52,44.44,55.56,19.09,-9.74,8.71,162,0,162,0.76,0.84,55.56,44.44,31.42,-12.43,7.18,-0.3,-1.37,-11.11,11.11,,,,,표본 부족으로 검정 불가,True,아니오
코스닥150 지수,3,최근 10년,10,0,10,0.7,0.09,50.0,50.0,19.09,-9.74,8.24,201,0,201,0.54,0.98,57.21,42.79,31.42,-12.43,6.64,0.17,-0.89,-7.21,7.21,0.9301,0.7972,0.7393,0.7393,,False,예
코스닥150 지수,3,최근 5년,5,0,5,-1.48,0.71,60.0,40.0,7.17,-9.74,7.21,99,0,99,-0.53,1.17,57.58,42.42,12.92,-12.43,6.87,-0.95,-0.46,2.42,-2.42,,,,,표본 부족으로 검정 불가,True,아니오
코스닥150 지수,4,앞 절반,8,0,8,-1.19,-1.78,25.0,75.0,3.27,-4.33,2.87,143,0,143,-0.97,-0.88,33.57,66.43,5.76,-8.53,2.48,-0.22,-0.89,-8.57,8.57,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,4,뒤 절반,9,0,9,-1.28,-0.94,33.33,66.67,3.76,-7.02,2.96,161,0,161,0.25,-0.24,46.58,53.42,13.37,-7.53,4.12,-1.52,-0.7,-13.25,13.25,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,4,최근 10년,10,0,10,-1.29,-1.18,30.0,70.0,3.76,-7.02,2.79,201,0,201,-0.13,-0.41,42.79,57.21,13.37,-7.53,3.87,-1.16,-0.77,-12.79,12.79,0.3716,0.5215,0.5375,0.5375,,False,예
코스닥150 지수,4,최근 5년,5,0,5,-0.3,-0.89,40.0,60.0,3.76,-2.61,2.68,101,0,101,0.62,0.11,52.48,47.52,12.08,-6.61,4.12,-0.92,-1.0,-12.48,12.48,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,5,앞 절반,8,0,8,1.64,1.94,87.5,12.5,5.17,-1.9,2.05,130,0,130,0.75,0.92,61.54,38.46,8.41,-5.87,2.5,0.9,1.02,25.96,-25.96,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,5,뒤 절반,9,0,9,1.92,1.07,77.78,22.22,6.2,-1.2,2.42,152,0,152,0.56,1.22,69.08,30.92,11.17,-11.15,3.98,1.35,-0.15,8.7,-8.7,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,5,최근 10년,10,0,10,1.92,1.51,80.0,20.0,6.2,-1.2,2.28,186,0,186,0.81,1.39,72.58,27.42,11.17,-11.15,3.88,1.11,0.12,7.42,-7.42,0.3457,0.8212,0.7323,0.7323,,False,예
코스닥150 지수,5,최근 5년,5,0,5,2.83,3.31,80.0,20.0,6.2,-0.75,2.74,93,0,93,0.51,1.03,66.67,33.33,9.69,-7.72,4.07,2.32,2.27,13.33,-13.33,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,6,앞 절반,8,0,8,0.66,0.15,62.5,37.5,5.62,-1.24,2.12,137,0,137,1.16,0.97,71.53,28.47,8.95,-7.9,2.95,-0.5,-0.82,-9.03,9.03,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,6,뒤 절반,9,0,9,-2.4,-1.97,22.22,77.78,1.11,-7.52,2.49,156,0,156,-2.12,-1.56,32.69,67.31,6.99,-15.97,4.52,-0.27,-0.41,-10.47,10.47,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,6,최근 10년,10,0,10,-2.14,-1.8,30.0,70.0,1.11,-7.52,2.48,193,0,193,-1.8,-1.2,38.34,61.66,7.93,-15.97,4.38,-0.34,-0.6,-8.34,8.34,0.7592,0.6324,0.7443,0.7443,,False,예
코스닥150 지수,6,최근 5년,5,0,5,-2.64,-2.62,0.0,100.0,-1.48,-4.02,1.11,95,0,95,-2.81,-1.74,25.26,74.74,7.93,-15.97,4.63,0.17,-0.88,-25.26,25.26,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,7,앞 절반,8,0,8,-2.18,-3.08,25.0,75.0,3.9,-8.22,3.78,149,0,149,-0.27,-0.68,37.58,62.42,11.27,-8.22,4.46,-1.91,-2.4,-12.58,12.58,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,7,뒤 절반,9,0,9,-1.37,-2.09,33.33,66.67,4.51,-6.23,3.89,169,0,169,-0.01,-0.13,49.11,50.89,16.74,-27.46,7.13,-1.36,-1.97,-15.78,15.78,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,7,최근 10년,10,0,10,-1.58,-2.61,30.0,70.0,4.51,-6.23,3.73,211,0,211,-0.65,-0.81,42.18,57.82,16.74,-27.46,6.83,-0.93,-1.8,-12.18,12.18,0.6553,0.3087,0.5135,0.5135,,False,예
코스닥150 지수,7,최근 5년,5,0,5,-0.86,-2.09,40.0,60.0,4.2,-4.72,3.62,105,0,105,0.46,1.23,54.29,45.71,16.74,-27.46,8.48,-1.32,-3.32,-14.29,14.29,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,8,앞 절반,8,0,8,0.4,1.95,62.5,37.5,4.89,-5.61,4.16,141,0,141,0.09,0.24,52.48,47.52,13.1,-9.19,5.28,0.31,1.7,10.02,-10.02,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,8,뒤 절반,9,0,9,2.99,1.85,66.67,33.33,8.65,-2.0,4.22,162,0,162,1.44,1.14,66.67,33.33,15.45,-4.81,3.39,1.54,0.71,0.0,0.0,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,8,최근 10년,10,0,10,2.97,2.32,70.0,30.0,8.65,-2.0,3.98,201,0,201,1.98,1.75,72.14,27.86,15.45,-4.81,3.49,0.99,0.57,-2.14,2.14,0.3866,0.6374,1.0,1.0,,False,예
코스닥150 지수,8,최근 5년,5,0,5,0.4,-1.15,40.0,60.0,5.46,-2.0,3.18,100,0,100,0.46,0.25,53.0,47.0,15.45,-4.81,3.33,-0.05,-1.4,-13.0,13.0,,,,,표본 부족으로 검정 불가,True,아니오
코스닥150 지수,9,앞 절반,8,0,8,-0.61,-1.02,25.0,75.0,2.89,-3.82,2.28,129,0,129,0.27,0.13,52.71,47.29,11.35,-7.58,2.49,-0.88,-1.14,-27.71,27.71,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,9,뒤 절반,8,0,8,-3.85,-4.34,25.0,75.0,1.84,-10.42,3.76,128,0,128,-2.79,-2.88,23.44,76.56,9.68,-16.26,5.04,-1.06,-1.46,1.56,-1.56,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,9,최근 10년,10,0,10,-3.21,-3.33,20.0,80.0,1.84,-10.42,3.59,183,0,183,-1.81,-1.5,31.69,68.31,9.68,-16.26,4.62,-1.4,-1.83,-11.69,11.69,0.3127,0.1598,0.4895,0.4895,,False,예
코스닥150 지수,9,최근 5년,5,0,5,-3.98,-4.01,20.0,80.0,1.84,-10.42,4.41,90,0,90,-2.74,-2.17,28.89,71.11,9.68,-16.26,5.77,-1.25,-1.84,-8.89,8.89,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,10,앞 절반,8,0,8,0.55,0.44,62.5,37.5,4.07,-3.18,2.48,134,0,134,-0.0,-0.39,42.54,57.46,15.14,-7.45,3.78,0.55,0.83,19.96,-19.96,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,10,뒤 절반,8,0,8,-0.94,-0.44,50.0,50.0,5.16,-11.76,5.96,128,0,128,-0.58,-0.11,48.44,51.56,11.98,-13.01,5.74,-0.36,-0.34,1.56,-1.56,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,10,최근 10년,10,0,10,-0.7,-0.44,50.0,50.0,5.16,-11.76,5.53,182,0,182,-1.17,-0.48,45.6,54.4,11.98,-19.74,6.19,0.48,0.04,4.4,-4.4,0.8292,0.9161,1.0,1.0,,False,예
코스닥150 지수,10,최근 5년,5,0,5,0.6,0.19,60.0,40.0,4.72,-5.5,4.3,90,0,90,-0.04,0.21,52.22,47.78,9.88,-13.01,5.25,0.64,-0.03,7.78,-7.78,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,11,앞 절반,8,0,8,-1.21,-0.87,50.0,50.0,2.96,-5.49,2.91,143,0,143,0.19,0.17,54.55,45.45,12.61,-5.74,3.62,-1.4,-1.04,-4.55,4.55,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,11,뒤 절반,8,0,8,-0.75,-0.04,50.0,50.0,2.82,-6.17,3.15,145,0,145,-0.5,-0.68,46.21,53.79,15.53,-13.13,4.97,-0.25,0.64,3.79,-3.79,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,11,최근 10년,10,0,10,-1.48,-1.9,40.0,60.0,2.82,-6.17,3.22,205,0,205,-0.17,-0.61,45.37,54.63,15.53,-13.13,5.09,-1.31,-1.3,-5.37,5.37,0.4086,0.4476,0.7722,0.7722,,False,예
코스닥150 지수,11,최근 5년,5,0,5,-1.17,-1.21,40.0,60.0,2.82,-6.17,3.5,102,0,102,-0.31,-0.7,47.06,52.94,15.53,-13.13,4.89,-0.85,-0.51,-7.06,7.06,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,12,앞 절반,8,0,8,3.66,2.92,100.0,0.0,9.94,1.13,2.74,138,0,138,2.28,2.16,75.36,24.64,10.15,-4.63,3.23,1.37,0.77,24.64,-24.64,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,12,뒤 절반,8,0,8,1.69,2.08,75.0,25.0,5.04,-3.09,2.54,137,0,137,1.57,1.73,66.42,33.58,12.62,-9.52,4.68,0.13,0.35,8.58,-8.58,,,,,표본 부족으로 검정 불가,False,아니오
코스닥150 지수,12,최근 10년,10,0,10,2.66,2.81,80.0,20.0,9.94,-3.09,3.43,193,0,193,2.22,2.69,72.54,27.46,12.62,-9.52,4.52,0.44,0.12,7.46,-7.46,0.7572,0.8112,0.7443,0.7443,,False,예
코스닥150 지수,12,최근 5년,5,0,5,0.87,0.87,60.0,40.0,3.78,-3.09,2.71,98,0,98,-0.29,0.2,52.04,47.96,7.91,-9.52,3.88,1.16,0.67,7.96,-7.96,,,,,표본 부족으로 검정 불가,False,아니오
코스닥 종합지수,1,앞 절반,15,0,15,0.1,0.39,60.0,40.0,9.26,-8.74,5.48,278,0,278,-0.02,-0.1,48.2,51.8,51.45,-28.43,9.6,0.12,0.49,11.8,-11.8,0.9421,0.7173,0.4276,0.4276,,False,예
코스닥 종합지수,1,뒤 절반,15,0,15,0.2,0.09,53.33,46.67,17.73,-8.95,6.13,272,0,272,0.41,0.13,51.47,48.53,22.0,-15.89,6.62,-0.21,-0.04,1.86,-1.86,0.9401,0.8851,1.0,1.0,,False,예
코스닥 종합지수,1,최근 10년,10,0,10,0.16,-0.44,50.0,50.0,17.73,-8.95,7.57,195,0,195,0.64,-0.06,49.74,50.26,22.0,-15.89,8.07,-0.47,-0.38,0.26,-0.26,0.8182,0.981,1.0,1.0,,False,예
코스닥 종합지수,1,최근 5년,5,0,5,1.37,0.09,60.0,40.0,17.73,-8.95,10.26,96,0,96,1.57,0.53,55.21,44.79,22.0,-15.89,10.23,-0.2,-0.44,4.79,-4.79,,,,,표본 부족으로 검정 불가,False,아니오
코스닥 종합지수,2,앞 절반,15,0,15,-1.11,-1.07,40.0,60.0,4.39,-12.42,4.14,256,0,256,0.13,-0.14,48.83,51.17,34.02,-12.42,5.43,-1.23,-0.93,-8.83,8.83,0.3746,0.5744,0.6154,0.6154,,False,예
코스닥 종합지수,2,뒤 절반,15,0,15,-0.92,-0.07,46.67,53.33,3.36,-10.41,3.45,250,0,250,0.04,0.35,56.8,43.2,10.36,-11.82,4.14,-0.96,-0.42,-10.13,10.13,0.3297,0.4905,0.4296,0.4296,,False,예
코스닥 종합지수,2,최근 10년,10,0,10,-2.03,-1.05,20.0,80.0,3.36,-10.41,3.74,177,0,177,-0.82,-0.36,44.63,55.37,10.36,-11.82,4.29,-1.22,-0.69,-24.63,24.63,0.3497,0.6613,0.2138,0.2138,,False,예
코스닥 종합지수,2,최근 5년,5,0,5,0.02,-0.07,40.0,60.0,3.36,-3.16,2.32,89,0,89,1.61,1.08,67.42,32.58,10.36,-4.41,3.28,-1.59,-1.15,-27.42,27.42,,,,,표본 부족으로 검정 불가,True,아니오
코스닥 종합지수,3,앞 절반,15,0,15,0.68,0.56,60.0,40.0,6.19,-4.14,3.51,293,0,293,0.29,0.56,57.0,43.0,21.19,-21.93,6.23,0.39,0.0,3.0,-3.0,0.8192,1.0,1.0,1.0,,False,예
코스닥 종합지수,3,뒤 절반,15,0,15,0.74,0.43,53.33,46.67,21.66,-9.4,6.92,284,0,284,0.89,1.02,64.44,35.21,32.85,-12.48,5.41,-0.15,-0.59,-11.1,11.46,0.9011,0.5345,0.4126,0.4156,,False,예
코스닥 종합지수,3,최근 10년,10,0,10,1.18,1.0,60.0,40.0,21.66,-9.4,8.5,201,0,201,0.61,1.04,61.19,38.81,32.85,-12.48,6.47,0.57,-0.04,-1.19,1.19,0.7792,0.8571,1.0,1.0,,False,예
코스닥 종합지수,3,최근 5년,5,0,5,-1.41,1.58,60.0,40.0,5.65,-9.4,6.52,99,0,99,-0.5,1.23,56.57,43.43,11.8,-9.92,5.98,-0.91,0.34,3.43,-3.43,,,,,표본 부족으로 검정 불가,True,아니오
