대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
KODEX 코스닥150선물인버스,23일 → 말일,23,0,121,0,121,-0.32,-0.32,45.45,54.55,9.93,-21.79,4.33,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,-0.12,0.03,-0.75,1.73,0.8052,0.981,0.9271,0.7043,,False,예
KODEX 코스닥150선물인버스,23일 → 말일+1,23,1,121,0,121,-0.69,-0.71,42.15,56.2,9.93,-18.6,4.11,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,-0.14,-0.02,-1.54,1.27,0.7463,0.9151,0.7782,0.7862,,False,예
KODEX 코스닥150선물인버스,23일 → 말일+2,23,2,121,0,121,-0.6,-0.69,43.8,54.55,15.44,-21.59,4.83,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,-0.12,-0.0,-0.7,-0.38,0.7922,0.976,0.9351,1.0,,False,예
KODEX 코스닥150선물인버스,23일 → 말일+3,23,3,120,0,120,-0.7,-1.12,40.0,58.33,20.11,-21.69,5.23,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,-0.16,-0.18,-2.82,1.93,0.8092,0.8162,0.5704,0.7163,,False,예
KODEX 코스닥150선물인버스,24일 → 말일-3,24,-3,102,0,102,-0.22,-0.03,49.02,50.0,7.34,-13.97,2.43,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,-0.08,0.32,3.03,-2.8,0.8601,0.5095,0.6074,0.5924,,False,예
KODEX 코스닥150선물인버스,24일 → 말일-2,24,-2,115,0,115,-0.02,-0.11,46.09,51.3,11.19,-20.4,3.22,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,-0.14,0.08,-0.92,-0.36,0.7932,0.8671,0.8392,1.0,,False,예
KODEX 코스닥150선물인버스,24일 → 말일-1,24,-1,120,0,120,-0.3,-0.43,40.0,57.5,16.78,-22.43,3.71,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,-0.13,-0.01,-5.7,4.24,0.8072,0.9321,0.2208,0.3437,,False,예
KODEX 코스닥150선물인버스,24일 → 말일,24,0,121,0,121,-0.29,-0.59,44.63,54.55,8.69,-20.59,3.8,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,-0.1,-0.23,-1.57,1.73,0.8501,0.5754,0.7732,0.7043,,False,예
KODEX 코스닥150선물인버스,24일 → 말일+1,24,1,121,0,121,-0.65,-0.55,40.5,55.37,8.94,-16.18,3.8,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,-0.11,0.14,-3.2,0.44,0.8072,0.8541,0.5055,0.9341,,False,예
KODEX 코스닥150선물인버스,24일 → 말일+2,24,2,121,0,121,-0.57,-0.58,47.11,52.89,16.51,-20.04,4.69,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,-0.08,0.11,2.6,-2.04,0.8521,0.8631,0.5604,0.7113,,False,예
KODEX 코스닥150선물인버스,24일 → 말일+3,24,3,120,0,120,-0.69,-0.73,44.17,53.33,18.96,-19.49,4.99,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,-0.15,0.21,1.34,-3.07,0.8282,0.7692,0.7832,0.5145,,False,예
KODEX 코스닥150선물인버스,25일 → 말일-3,25,-3,77,0,77,-0.23,-0.35,40.26,53.25,5.07,-13.97,2.43,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,-0.09,0.0,-5.73,0.45,0.8591,0.993,0.2837,1.0,,False,예
KODEX 코스닥150선물인버스,25일 → 말일-2,25,-2,111,0,111,0.0,-0.14,45.05,53.15,11.19,-20.4,3.08,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,-0.12,0.05,-1.96,1.49,0.8422,0.9341,0.6893,0.7772,,True,예
KODEX 코스닥150선물인버스,25일 → 말일-1,25,-1,118,0,118,-0.21,-0.45,43.22,55.93,16.78,-22.43,3.55,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,-0.04,-0.03,-2.48,2.67,0.9481,0.9011,0.6304,0.5824,,False,예
KODEX 코스닥150선물인버스,25일 → 말일,25,0,121,0,121,-0.2,-0.5,45.45,52.89,10.47,-20.59,3.7,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,-0.01,-0.15,-0.75,0.08,0.994,0.7323,0.9271,1.0,,False,예
KODEX 코스닥150선물인버스,25일 → 말일+1,25,1,121,0,121,-0.56,-0.61,42.15,54.55,8.91,-16.18,3.61,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,-0.02,0.08,-1.54,-0.38,0.956,0.964,0.7782,1.0,,False,예
KODEX 코스닥150선물인버스,25일 → 말일+2,25,2,121,0,121,-0.47,-0.69,42.98,55.37,16.51,-20.04,4.56,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.01,-0.0,-1.53,0.44,0.998,0.976,0.7892,0.9401,,False,예
KODEX 코스닥150선물인버스,25일 → 말일+3,25,3,120,0,120,-0.61,-0.62,41.67,57.5,17.83,-19.49,4.83,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,-0.07,0.31,-1.16,1.1,0.9301,0.6394,0.8631,0.8482,,False,예
코스닥150 지수,15일 → 말일-3,15,-3,200,0,200,-0.35,-0.25,48.0,52.0,19.03,-17.48,4.36,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.2,-0.24,-1.86,1.86,0.5904,0.4096,0.6044,0.6044,,False,예
코스닥150 지수,15일 → 말일-2,15,-2,200,0,200,-0.52,-0.34,47.0,53.0,27.93,-22.55,4.91,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.19,-0.17,-0.36,0.39,0.5754,0.5445,1.0,1.0,,False,예
코스닥150 지수,15일 → 말일-1,15,-1,200,0,200,-0.23,0.18,50.5,49.5,31.92,-25.65,5.09,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.21,0.13,0.05,-0.03,0.5534,0.6454,1.0,1.0,,True,예
코스닥150 지수,15일 → 말일,15,0,200,0,200,-0.11,-0.05,49.5,50.5,29.17,-15.8,5.22,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.22,-0.22,-2.36,2.36,0.5195,0.4975,0.5315,0.5315,,False,예
코스닥150 지수,15일 → 말일+1,15,1,200,0,200,0.1,0.26,53.5,46.5,22.08,-13.29,5.01,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.22,-0.06,-0.34,0.36,0.5355,0.8581,0.954,0.955,,False,예
코스닥150 지수,15일 → 말일+2,15,2,200,0,200,0.13,0.6,52.0,48.0,26.88,-16.05,5.48,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.23,0.25,-1.62,1.62,0.5275,0.4456,0.6643,0.6643,,False,예
코스닥150 지수,15일 → 말일+3,15,3,200,0,200,0.15,0.18,51.5,48.5,26.42,-19.02,5.78,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.19,-0.25,-1.85,1.85,0.6184,0.5504,0.5914,0.5914,,False,예
코스닥150 지수,16일 → 말일-3,16,-3,200,0,200,-0.45,-0.13,49.5,50.5,17.76,-12.76,4.08,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.29,-0.12,-0.36,0.36,0.3786,0.7003,0.9351,0.9351,,False,예
코스닥150 지수,16일 → 말일-2,16,-2,200,0,200,-0.62,-0.12,47.5,52.5,26.57,-18.13,4.65,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.29,0.05,0.14,-0.11,0.4036,0.7912,0.9391,0.9381,,False,예
코스닥150 지수,16일 → 말일-1,16,-1,200,0,200,-0.33,-0.35,48.5,51.5,30.52,-21.41,4.87,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.31,-0.41,-1.95,1.97,0.3866,0.2058,0.6294,0.6244,,False,예
코스닥150 지수,16일 → 말일,16,0,200,0,200,-0.21,0.01,50.0,50.0,27.8,-11.51,5.01,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.32,-0.15,-1.86,1.86,0.3437,0.6114,0.6294,0.6294,,False,예
코스닥150 지수,16일 → 말일+1,16,1,200,0,200,0.0,0.2,51.5,48.5,20.78,-10.65,4.84,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.32,-0.11,-2.34,2.36,0.3746,0.7133,0.5255,0.5255,,False,예
코스닥150 지수,16일 → 말일+2,16,2,200,0,200,0.03,0.27,52.0,48.0,25.53,-14.22,5.28,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.33,-0.08,-1.62,1.62,0.3746,0.8492,0.6643,0.6643,,False,예
코스닥150 지수,16일 → 말일+3,16,3,200,0,200,0.06,0.15,51.5,48.5,25.08,-17.36,5.6,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.29,-0.28,-1.85,1.85,0.4486,0.4955,0.5914,0.5914,,False,예
코스닥150 지수,17일 → 말일-3,17,-3,200,0,200,-0.44,0.15,51.0,49.0,17.76,-12.76,3.9,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.29,0.16,1.14,-1.14,0.3866,0.4985,0.7612,0.7612,,True,예
코스닥150 지수,17일 → 말일-2,17,-2,200,0,200,-0.62,-0.08,48.5,51.5,26.57,-18.13,4.47,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.29,0.09,1.14,-1.11,0.4136,0.6763,0.7373,0.7383,,False,예
코스닥150 지수,17일 → 말일-1,17,-1,200,0,200,-0.32,0.01,50.0,50.0,30.52,-21.41,4.69,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.3,-0.05,-0.45,0.47,0.3896,0.9441,0.9451,0.9491,,False,예
코스닥150 지수,17일 → 말일,17,0,200,0,200,-0.21,-0.07,49.0,51.0,27.8,-11.51,4.81,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.31,-0.24,-2.86,2.86,0.3516,0.4655,0.4376,0.4376,,False,예
코스닥150 지수,17일 → 말일+1,17,1,200,0,200,0.01,0.06,50.5,49.5,20.78,-11.49,4.68,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.31,-0.25,-3.34,3.36,0.3826,0.3926,0.3457,0.3457,,False,예
코스닥150 지수,17일 → 말일+2,17,2,200,0,200,0.04,0.17,52.5,47.5,25.53,-15.78,5.14,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.32,-0.18,-1.12,1.12,0.3816,0.6034,0.7762,0.7762,,False,예
코스닥150 지수,17일 → 말일+3,17,3,200,0,200,0.06,0.35,53.0,47.0,25.08,-16.27,5.45,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.29,-0.08,-0.35,0.35,0.4515,0.8342,0.9441,0.9441,,False,예
코스닥150 지수,18일 → 말일-3,18,-3,200,0,200,-0.4,-0.03,49.5,50.5,17.76,-12.76,3.7,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.24,-0.03,-0.36,0.36,0.4825,0.99,0.9351,0.9351,,False,예
코스닥150 지수,18일 → 말일-2,18,-2,200,0,200,-0.57,-0.15,48.0,52.0,26.57,-18.13,4.31,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.24,0.02,0.64,-0.61,0.4895,0.8521,0.8472,0.8452,,False,예
코스닥150 지수,18일 → 말일-1,18,-1,200,0,200,-0.28,-0.09,49.5,50.5,30.52,-21.41,4.53,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.26,-0.15,-0.95,0.97,0.4545,0.6993,0.8312,0.8332,,False,예
코스닥150 지수,18일 → 말일,18,0,200,0,200,-0.16,-0.13,49.5,50.5,27.8,-11.72,4.72,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.27,-0.3,-2.36,2.36,0.4316,0.3467,0.5315,0.5315,,False,예
코스닥150 지수,18일 → 말일+1,18,1,200,0,200,0.05,0.07,51.5,48.5,20.78,-10.47,4.48,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.27,-0.24,-2.34,2.36,0.4675,0.4116,0.5255,0.5255,,False,예
코스닥150 지수,18일 → 말일+2,18,2,200,0,200,0.08,0.22,52.0,48.0,25.53,-13.23,5.01,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.28,-0.13,-1.62,1.62,0.4306,0.7203,0.6643,0.6643,,False,예
코스닥150 지수,18일 → 말일+3,18,3,200,0,200,0.11,0.35,51.5,48.5,25.08,-15.74,5.32,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.24,-0.08,-1.85,1.85,0.5355,0.8312,0.5914,0.5914,,False,예
코스닥150 지수,19일 → 말일-3,19,-3,200,0,200,-0.3,-0.28,46.0,54.0,19.92,-12.76,3.64,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.15,-0.28,-3.86,3.86,0.6803,0.3526,0.2697,0.2697,,False,예
코스닥150 지수,19일 → 말일-2,19,-2,200,0,200,-0.48,-0.36,44.0,56.0,25.35,-18.13,4.29,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.15,-0.19,-3.36,3.39,0.6643,0.4905,0.3786,0.3786,,False,예
코스닥150 지수,19일 → 말일-1,19,-1,200,0,200,-0.18,-0.19,49.0,51.0,29.26,-21.41,4.55,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.16,-0.25,-1.45,1.47,0.6474,0.4645,0.7303,0.7273,,False,예
코스닥150 지수,19일 → 말일,19,0,200,0,200,-0.06,0.07,51.0,49.0,31.42,-11.76,4.83,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.16,-0.09,-0.86,0.86,0.6264,0.7672,0.8372,0.8372,,True,예
코스닥150 지수,19일 → 말일+1,19,1,200,0,200,0.15,-0.07,49.5,50.5,25.56,-11.64,4.49,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.17,-0.39,-4.34,4.36,0.6334,0.1838,0.2338,0.2308,,True,예
코스닥150 지수,19일 → 말일+2,19,2,200,0,200,0.19,-0.04,50.0,50.0,30.02,-16.08,5.16,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.17,-0.39,-3.62,3.62,0.6354,0.2498,0.3057,0.3057,,False,예
코스닥150 지수,19일 → 말일+3,19,3,200,0,200,0.21,0.35,51.5,48.5,30.64,-17.44,5.35,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.14,-0.08,-1.85,1.85,0.7183,0.8312,0.5914,0.5914,,False,예
코스닥150 지수,20일 → 말일-3,20,-3,199,0,199,-0.33,-0.25,46.73,53.27,16.26,-10.13,3.34,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.17,-0.24,-3.13,3.13,0.6364,0.4146,0.3776,0.3776,,False,예
코스닥150 지수,20일 → 말일-2,20,-2,200,0,200,-0.5,-0.24,45.0,55.0,24.95,-12.52,3.95,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.17,-0.07,-2.36,2.39,0.6244,0.8242,0.5714,0.5654,,False,예
코스닥150 지수,20일 → 말일-1,20,-1,200,0,200,-0.21,-0.08,49.0,51.0,28.84,-15.87,4.17,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.19,-0.14,-1.45,1.47,0.5924,0.7193,0.7303,0.7273,,False,예
코스닥150 지수,20일 → 말일,20,0,200,0,200,-0.09,0.05,50.5,49.5,26.16,-11.76,4.38,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.19,-0.11,-1.36,1.36,0.5684,0.7133,0.7363,0.7363,,True,예
코스닥150 지수,20일 → 말일+1,20,1,200,0,200,0.12,0.12,52.5,47.5,19.24,-11.64,4.12,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.19,-0.19,-1.34,1.36,0.5924,0.5185,0.7273,0.7253,,False,예
코스닥150 지수,20일 → 말일+2,20,2,200,0,200,0.16,0.18,51.5,48.5,23.93,-15.41,4.84,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.2,-0.17,-2.12,2.12,0.5974,0.6304,0.5544,0.5544,,False,예
코스닥150 지수,20일 → 말일+3,20,3,200,0,200,0.18,0.63,55.0,45.0,23.47,-17.44,5.08,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.17,0.2,1.65,-1.65,0.6833,0.6064,0.6384,0.6384,,False,예
코스닥150 지수,21일 → 말일-3,21,-3,199,0,199,-0.27,-0.19,45.23,54.77,22.16,-9.88,3.22,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.12,-0.19,-4.64,4.64,0.7433,0.5514,0.1888,0.1888,,False,예
코스닥150 지수,21일 → 말일-2,21,-2,199,0,199,-0.45,-0.11,46.73,53.27,31.29,-12.52,3.98,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.12,0.06,-0.62,0.65,0.7213,0.7512,0.956,0.954,,False,예
코스닥150 지수,21일 → 말일-1,21,-1,200,0,200,-0.15,-0.11,49.5,50.5,35.38,-15.98,4.24,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.13,-0.17,-0.95,0.97,0.7043,0.6503,0.8312,0.8332,,False,예
코스닥150 지수,21일 → 말일,21,0,200,0,200,-0.03,0.01,50.0,50.0,32.56,-11.76,4.42,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.14,-0.16,-1.86,1.86,0.6673,0.6044,0.6294,0.6294,,False,예
코스닥150 지수,21일 → 말일+1,21,1,200,0,200,0.18,0.18,53.0,47.0,25.29,-11.64,4.11,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.14,-0.13,-0.84,0.86,0.6883,0.6703,0.8432,0.8432,,False,예
코스닥150 지수,21일 → 말일+2,21,2,200,0,200,0.21,0.27,52.0,48.0,30.22,-15.41,4.86,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.14,-0.07,-1.62,1.62,0.6933,0.8531,0.6643,0.6643,,False,예
코스닥150 지수,21일 → 말일+3,21,3,200,0,200,0.23,0.54,56.0,44.0,29.74,-17.44,5.07,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.11,0.11,2.65,-2.65,0.7652,0.7453,0.4476,0.4476,,False,예
코스닥150 지수,22일 → 말일-3,22,-3,195,0,195,-0.2,-0.19,48.21,51.79,18.67,-10.57,2.95,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,-0.05,-0.18,-1.66,1.66,0.9201,0.6004,0.6563,0.6563,,False,예
코스닥150 지수,22일 → 말일-2,22,-2,199,0,199,-0.38,-0.23,45.73,54.27,27.55,-13.18,3.66,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,-0.05,-0.06,-1.63,1.66,0.8961,0.8352,0.7323,0.7363,,False,예
코스닥150 지수,22일 → 말일-1,22,-1,200,0,200,-0.08,-0.05,49.5,50.5,31.52,-15.35,3.94,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,-0.06,-0.11,-0.95,0.97,0.8531,0.7882,0.8312,0.8332,,False,예
코스닥150 지수,22일 → 말일,22,0,200,0,200,0.04,-0.1,49.0,51.0,28.79,-12.43,4.14,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,-0.07,-0.27,-2.86,2.86,0.8202,0.4166,0.4376,0.4376,,True,예
코스닥150 지수,22일 → 말일+1,22,1,200,0,200,0.25,0.22,53.0,47.0,21.72,-12.31,3.85,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,-0.07,-0.09,-0.84,0.86,0.8821,0.7602,0.8432,0.8432,,False,예
코스닥150 지수,22일 → 말일+2,22,2,200,0,200,0.29,0.45,52.0,48.0,26.5,-15.41,4.64,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,-0.07,0.1,-1.62,1.62,0.8551,0.7672,0.6643,0.6643,,False,예
코스닥150 지수,22일 → 말일+3,22,3,200,0,200,0.3,0.54,56.5,43.5,26.04,-17.37,4.82,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,-0.04,0.11,3.15,-3.15,0.9131,0.7493,0.3666,0.3666,,False,예
코스닥150 지수,23일 → 말일-3,23,-3,187,0,187,0.03,-0.04,49.73,50.27,14.42,-11.67,2.81,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,0.18,-0.03,-0.13,0.13,0.5385,0.986,1.0,1.0,,True,예
코스닥150 지수,23일 → 말일-2,23,-2,198,0,198,-0.16,-0.06,47.98,52.02,22.65,-17.1,3.41,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,0.17,0.11,0.62,-0.59,0.6074,0.6264,0.8422,0.8392,,False,예
코스닥150 지수,23일 → 말일-1,23,-1,200,0,200,0.15,0.08,51.0,48.5,26.48,-20.42,3.79,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,0.17,0.03,0.55,-1.03,0.6324,0.8951,0.8931,0.7942,,False,예
코스닥150 지수,23일 → 말일,23,0,200,0,200,0.26,0.18,52.0,48.0,25.4,-9.87,3.95,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,0.16,0.02,0.14,-0.14,0.6543,0.9131,1.0,1.0,,False,예
코스닥150 지수,23일 → 말일+1,23,1,200,0,200,0.48,0.26,55.5,44.5,19.81,-8.98,3.65,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,0.16,-0.06,1.66,-1.64,0.6064,0.8452,0.6743,0.6713,,False,예
코스닥150 지수,23일 → 말일+2,23,2,200,0,200,0.5,0.5,55.0,45.0,24.06,-14.55,4.27,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,0.15,0.15,1.38,-1.38,0.6653,0.6603,0.7193,0.7193,,False,예
코스닥150 지수,23일 → 말일+3,23,3,200,0,200,0.52,0.68,58.5,41.5,24.65,-16.66,4.53,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,0.18,0.25,5.15,-5.15,0.6214,0.5405,0.1429,0.1429,,False,예
코스닥150 지수,24일 → 말일-3,24,-3,170,0,170,0.01,-0.17,48.24,51.76,14.12,-6.96,2.25,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,0.17,-0.17,-1.63,1.63,0.6154,0.6414,0.7023,0.7023,,True,예
코스닥150 지수,24일 → 말일-2,24,-2,191,0,191,-0.14,-0.02,49.21,50.79,22.65,-11.39,2.93,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,0.2,0.15,1.86,-1.83,0.5674,0.5355,0.6054,0.6024,,False,예
코스닥150 지수,24일 → 말일-1,24,-1,199,0,199,0.17,0.33,54.77,44.72,26.48,-14.95,3.35,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,0.19,0.28,4.33,-4.8,0.5914,0.3357,0.2068,0.1598,,False,예
코스닥150 지수,24일 → 말일,24,0,200,0,200,0.29,0.24,54.0,46.0,23.85,-9.34,3.54,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,0.18,0.08,2.14,-2.14,0.6094,0.7433,0.5844,0.5844,,False,예
코스닥150 지수,24일 → 말일+1,24,1,200,0,200,0.51,0.22,54.5,45.5,17.05,-9.06,3.4,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,0.19,-0.1,0.66,-0.64,0.5495,0.7562,0.8981,0.8991,,False,예
코스닥150 지수,24일 → 말일+2,24,2,200,0,200,0.54,0.44,53.5,46.5,21.65,-15.25,4.12,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,0.18,0.09,-0.12,0.12,0.6054,0.7972,1.0,1.0,,False,예
코스닥150 지수,24일 → 말일+3,24,3,200,0,200,0.56,0.4,56.0,44.0,21.21,-15.79,4.35,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,0.21,-0.03,2.65,-2.65,0.5714,0.954,0.4476,0.4476,,False,예
코스닥150 지수,25일 → 말일-3,25,-3,128,0,128,0.12,0.13,54.69,45.31,14.12,-5.59,2.08,3301,0,3301,-0.16,-0.01,49.86,50.14,22.16,-28.91,4.62,0.27,0.13,4.82,-4.82,0.4695,0.6743,0.2867,0.2867,,False,예
코스닥150 지수,25일 → 말일-2,25,-2,185,0,185,-0.05,0.06,51.35,48.65,22.65,-11.39,2.75,3501,0,3501,-0.33,-0.17,47.36,52.61,31.29,-33.28,4.99,0.28,0.23,3.99,-3.96,0.4396,0.3536,0.2657,0.2647,,True,예
코스닥150 지수,25일 → 말일-1,25,-1,194,0,194,0.22,0.37,55.67,43.81,26.48,-14.95,3.2,3701,0,3701,-0.02,0.06,50.45,49.53,35.38,-35.95,5.05,0.24,0.31,5.22,-5.71,0.5005,0.2687,0.1369,0.1059,,False,예
코스닥150 지수,25일 → 말일,25,0,200,0,200,0.33,0.34,54.5,45.5,23.85,-9.83,3.42,3901,0,3901,0.11,0.17,51.86,48.14,32.56,-27.46,4.99,0.23,0.18,2.64,-2.64,0.5205,0.5285,0.4875,0.4875,,False,예
코스닥150 지수,25일 → 말일+1,25,1,200,0,200,0.55,0.49,57.0,43.0,17.05,-9.06,3.31,4101,0,4101,0.32,0.31,53.84,46.14,25.56,-25.3,4.78,0.23,0.18,3.16,-3.14,0.4785,0.5455,0.3886,0.3886,,False,예
코스닥150 지수,25일 → 말일+2,25,2,200,0,200,0.58,0.71,58.5,41.5,21.65,-15.26,4.05,4101,0,4101,0.36,0.35,53.62,46.38,30.22,-20.03,5.2,0.23,0.36,4.88,-4.88,0.5135,0.2687,0.1698,0.1698,,False,예
코스닥150 지수,25일 → 말일+3,25,3,200,0,200,0.6,0.52,56.5,43.5,21.21,-14.88,4.27,4101,0,4101,0.35,0.43,53.35,46.65,30.64,-20.24,5.47,0.25,0.09,3.15,-3.15,0.4815,0.7802,0.3666,0.3666,,False,예
코스닥 종합지수,15일 → 말일-3,15,-3,362,0,362,-1.04,-0.77,43.65,56.35,13.82,-30.2,5.11,6103,0,6103,-0.49,-0.14,48.32,51.63,43.7,-38.22,5.71,-0.55,-0.63,-4.67,4.72,0.0629,0.002,0.0679,0.0639,,False,예
