대상,격자 칸,진입 달력일,청산 상대 거래일,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
코스닥150 지수,15일 → 말일-2,15,-2,최근 10년,120,0,120,-0.45,0.13,50.83,49.17,27.93,-22.55,5.73,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,-0.25,0.15,1.31,-1.26,0.6354,0.7113,0.7692,0.7682,,True,예
코스닥150 지수,15일 → 말일-2,15,-2,최근 5년,60,0,60,-0.6,-0.22,48.33,51.67,27.93,-22.55,6.83,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,-0.34,-0.01,1.22,-1.13,0.6484,0.996,0.8951,0.8961,,False,예
코스닥150 지수,15일 → 말일-1,15,-1,앞 절반,100,0,100,-0.11,-0.22,49.0,51.0,6.7,-7.63,3.25,1840,0,1840,0.12,0.1,51.09,48.86,18.38,-10.23,3.53,-0.22,-0.32,-2.09,2.14,0.5275,0.3726,0.6863,0.6913,,False,예
코스닥150 지수,15일 → 말일-1,15,-1,뒤 절반,100,0,100,-0.35,0.69,52.0,48.0,31.92,-25.65,6.44,1827,0,1827,-0.16,-0.03,49.75,50.25,35.38,-35.95,6.24,-0.19,0.73,2.25,-2.25,0.6993,0.1768,0.6933,0.6933,,True,예
코스닥150 지수,15일 → 말일-1,15,-1,최근 10년,120,0,120,-0.18,0.39,52.5,47.5,31.92,-25.65,6.02,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,-0.27,0.21,0.69,-0.64,0.6374,0.5984,0.8501,0.8482,,True,예
코스닥150 지수,15일 → 말일-1,15,-1,최근 5년,60,0,60,-0.31,-0.44,50.0,50.0,31.92,-25.65,7.36,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,-0.36,-0.54,-1.0,1.0,0.6723,0.5125,0.9011,0.9011,,False,예
코스닥150 지수,15일 → 말일,15,0,앞 절반,100,0,100,0.08,0.06,51.0,49.0,7.98,-11.04,3.47,1939,0,1939,0.32,0.21,53.33,46.67,16.75,-11.38,3.5,-0.25,-0.15,-2.33,2.33,0.4196,0.5544,0.6034,0.6034,,False,예
코스닥150 지수,15일 → 말일,15,0,뒤 절반,100,0,100,-0.3,-0.35,48.0,52.0,29.17,-15.8,6.52,1926,0,1926,-0.08,0.05,50.52,49.48,32.56,-27.46,6.12,-0.23,-0.4,-2.52,2.52,0.6533,0.4625,0.6224,0.6224,,False,예
코스닥150 지수,15일 → 말일,15,0,최근 10년,120,0,120,-0.19,-0.09,49.17,50.83,29.17,-15.8,6.12,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,-0.28,-0.27,-2.55,2.55,0.5934,0.6204,0.6434,0.6434,,False,예
코스닥150 지수,15일 → 말일,15,0,최근 5년,60,0,60,-0.27,-0.75,45.0,55.0,29.17,-15.8,7.06,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,-0.37,-0.97,-6.99,6.99,0.6474,0.1728,0.2807,0.2807,,False,예
코스닥150 지수,15일 → 말일+1,15,1,앞 절반,100,0,100,0.27,0.21,54.0,46.0,9.41,-10.13,3.72,2038,0,2038,0.5,0.29,54.61,45.39,16.12,-10.47,3.59,-0.23,-0.08,-0.61,0.61,0.5245,0.8122,0.9291,0.9291,,False,예
코스닥150 지수,15일 → 말일+1,15,1,뒤 절반,100,0,100,-0.07,0.56,53.0,47.0,22.08,-13.29,6.04,2025,0,2025,0.19,0.41,53.63,46.32,25.56,-25.3,5.72,-0.26,0.15,-0.63,0.68,0.6693,0.7662,0.9351,0.9321,,True,예
코스닥150 지수,15일 → 말일+1,15,1,최근 10년,120,0,120,0.04,0.38,53.33,46.67,22.08,-13.29,5.74,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,-0.29,0.0,-0.22,0.26,0.5684,0.9131,1.0,1.0,,False,예
코스닥150 지수,15일 → 말일+1,15,1,최근 5년,60,0,60,-0.26,-0.04,50.0,50.0,22.08,-13.29,6.43,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,-0.4,-0.34,-3.12,3.2,0.5984,0.6414,0.6823,0.6803,,False,예
코스닥150 지수,15일 → 말일+2,15,2,앞 절반,100,0,100,0.29,0.65,53.0,47.0,10.64,-9.5,4.0,2038,0,2038,0.52,0.32,54.07,45.93,15.9,-13.81,3.85,-0.23,0.33,-1.07,1.07,0.5455,0.4086,0.8122,0.8122,,False,예
코스닥150 지수,15일 → 말일+2,15,2,뒤 절반,100,0,100,-0.04,0.48,51.0,49.0,26.88,-16.05,6.65,2025,0,2025,0.26,0.49,53.83,46.17,30.22,-20.03,6.27,-0.3,-0.01,-2.83,2.83,0.6344,0.971,0.6204,0.6204,,True,예
코스닥150 지수,15일 → 말일+2,15,2,최근 10년,120,0,120,0.03,0.48,51.67,48.33,26.88,-16.05,6.33,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,-0.31,0.06,-2.01,2.01,0.5884,0.8442,0.6993,0.6993,,False,예
코스닥150 지수,15일 → 말일+2,15,2,최근 5년,60,0,60,-0.42,0.13,50.0,50.0,26.88,-16.05,7.12,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,-0.43,-0.25,-3.12,3.12,0.5884,0.7972,0.7073,0.7073,,False,예
코스닥150 지수,15일 → 말일+3,15,3,앞 절반,100,0,100,0.19,0.18,52.0,48.0,10.41,-9.03,4.25,2038,0,2038,0.4,0.35,53.34,46.66,14.19,-11.54,4.0,-0.21,-0.17,-1.34,1.34,0.5684,0.7203,0.8152,0.8152,,False,예
코스닥150 지수,15일 → 말일+3,15,3,뒤 절반,100,0,100,0.11,0.1,51.0,49.0,26.42,-19.02,7.0,2025,0,2025,0.37,0.55,54.02,45.98,30.64,-20.24,6.62,-0.26,-0.45,-3.02,3.02,0.7113,0.5035,0.5984,0.5984,,False,예
코스닥150 지수,15일 → 말일+3,15,3,최근 10년,120,0,120,0.09,0.1,50.83,49.17,26.42,-19.02,6.72,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,-0.25,-0.41,-2.27,2.27,0.6863,0.5664,0.6863,0.6863,,False,예
코스닥150 지수,15일 → 말일+3,15,3,최근 5년,60,0,60,-0.24,-0.16,48.33,51.67,26.42,-19.02,7.39,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,-0.36,-0.6,-4.21,4.21,0.6863,0.5485,0.5814,0.5814,,False,예
코스닥150 지수,16일 → 말일-3,16,-3,앞 절반,100,0,100,-0.48,0.1,51.0,49.0,6.88,-10.52,3.27,1643,0,1643,-0.17,0.04,50.64,49.36,17.6,-15.0,3.77,-0.32,0.07,0.36,-0.36,0.3846,0.7992,1.0,1.0,,True,예
코스닥150 지수,16일 → 말일-3,16,-3,뒤 절반,100,0,100,-0.41,-0.39,48.0,52.0,17.76,-12.76,4.77,1628,0,1628,-0.14,-0.06,49.26,50.74,22.16,-28.91,5.35,-0.27,-0.33,-1.26,1.26,0.5894,0.5095,0.8442,0.8442,,False,예
코스닥150 지수,16일 → 말일-3,16,-3,최근 10년,120,0,120,-0.39,-0.32,48.33,51.67,17.76,-12.76,4.52,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,-0.4,-0.39,-2.78,2.78,0.3696,0.2827,0.5574,0.5574,,False,예
코스닥150 지수,16일 → 말일-3,16,-3,최근 5년,60,0,60,-0.18,-0.71,46.67,53.33,17.76,-12.76,5.18,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,-0.32,-0.72,-3.54,3.54,0.6583,0.2188,0.6014,0.6014,,False,예
코스닥150 지수,16일 → 말일-2,16,-2,앞 절반,100,0,100,-0.56,-0.34,44.0,56.0,6.56,-8.75,3.31,1742,0,1742,-0.24,-0.16,47.24,52.76,19.44,-12.61,3.69,-0.31,-0.18,-3.24,3.24,0.4116,0.5365,0.5195,0.5195,,False,예
코스닥150 지수,16일 → 말일-2,16,-2,뒤 절반,100,0,100,-0.69,0.25,51.0,49.0,26.57,-18.13,5.7,1727,0,1727,-0.41,-0.19,47.48,52.46,31.29,-33.28,6.04,-0.28,0.43,3.52,-3.46,0.6334,0.3506,0.4515,0.5255,,True,예
코스닥150 지수,16일 → 말일-2,16,-2,최근 10년,120,0,120,-0.59,0.13,50.83,49.17,26.57,-18.13,5.38,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,-0.39,0.16,1.31,-1.26,0.4515,0.7013,0.7692,0.7682,,True,예
코스닥150 지수,16일 → 말일-2,16,-2,최근 5년,60,0,60,-0.58,-0.16,48.33,51.67,26.57,-18.13,6.35,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,-0.32,0.05,1.22,-1.13,0.6743,0.9171,0.8951,0.8961,,False,예
코스닥150 지수,16일 → 말일-1,16,-1,앞 절반,100,0,100,-0.2,-0.6,47.0,53.0,6.7,-8.87,3.22,1841,0,1841,0.12,0.09,51.06,48.89,18.38,-10.23,3.53,-0.31,-0.69,-4.06,4.11,0.3846,0.0629,0.5005,0.4446,,False,예
코스닥150 지수,16일 → 말일-1,16,-1,뒤 절반,100,0,100,-0.46,0.06,50.0,50.0,30.52,-21.41,6.1,1826,0,1826,-0.16,-0.04,49.73,50.27,35.38,-35.95,6.24,-0.3,0.09,0.27,-0.27,0.6334,0.8352,1.0,1.0,,False,예
코스닥150 지수,16일 → 말일-1,16,-1,최근 10년,120,0,120,-0.32,0.3,50.83,49.17,30.52,-21.41,5.72,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,-0.4,0.11,-0.98,1.02,0.4555,0.7393,0.9321,0.9301,,True,예
코스닥150 지수,16일 → 말일-1,16,-1,최근 5년,60,0,60,-0.29,-0.63,48.33,51.67,30.52,-21.41,6.87,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,-0.34,-0.73,-2.67,2.67,0.6893,0.3656,0.6933,0.6933,,False,예
코스닥150 지수,16일 → 말일,16,0,앞 절반,100,0,100,-0.01,0.1,51.0,49.0,7.33,-11.04,3.4,1940,0,1940,0.32,0.21,53.3,46.7,16.75,-11.38,3.5,-0.33,-0.12,-2.3,2.3,0.3616,0.7023,0.6803,0.6803,,True,예
코스닥150 지수,16일 → 말일,16,0,뒤 절반,100,0,100,-0.41,-0.14,49.0,51.0,27.8,-11.51,6.23,1925,0,1925,-0.08,0.05,50.49,49.51,32.56,-27.46,6.12,-0.33,-0.19,-1.49,1.49,0.6024,0.7512,0.7762,0.7762,,False,예
코스닥150 지수,16일 → 말일,16,0,최근 10년,120,0,120,-0.32,0.07,50.0,50.0,27.8,-11.51,5.87,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,-0.42,-0.12,-1.72,1.72,0.4186,0.8222,0.7712,0.7712,,False,예
코스닥150 지수,16일 → 말일,16,0,최근 5년,60,0,60,-0.25,-0.5,48.33,51.67,27.8,-11.51,6.55,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,-0.35,-0.71,-3.65,3.65,0.6653,0.3097,0.5954,0.5954,,False,예
코스닥150 지수,16일 → 말일+1,16,1,앞 절반,100,0,100,0.18,0.22,54.0,46.0,8.94,-10.13,3.7,2039,0,2039,0.49,0.29,54.59,45.41,16.12,-10.47,3.6,-0.31,-0.07,-0.59,0.59,0.3596,0.8352,0.9211,0.9211,,False,예
코스닥150 지수,16일 → 말일+1,16,1,뒤 절반,100,0,100,-0.17,-0.44,49.0,51.0,20.78,-10.65,5.78,2024,0,2024,0.19,0.4,53.61,46.34,25.56,-25.3,5.72,-0.36,-0.85,-4.61,4.66,0.5305,0.1828,0.3986,0.4006,,False,예
코스닥150 지수,16일 → 말일+1,16,1,최근 10년,120,0,120,-0.09,-0.06,50.0,50.0,20.78,-10.65,5.51,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,-0.42,-0.44,-3.55,3.59,0.4216,0.3966,0.5135,0.5115,,False,예
코스닥150 지수,16일 → 말일+1,16,1,최근 5년,60,0,60,-0.24,-1.06,46.67,53.33,20.78,-10.65,5.98,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,-0.37,-1.36,-6.45,6.54,0.6254,0.0749,0.3666,0.3656,,False,예
코스닥150 지수,16일 → 말일+2,16,2,앞 절반,100,0,100,0.2,0.27,53.0,47.0,10.64,-9.5,3.98,2039,0,2039,0.51,0.32,54.05,45.95,15.9,-13.81,3.85,-0.31,-0.05,-1.05,1.05,0.3976,0.9391,0.9161,0.9161,,False,예
코스닥150 지수,16일 → 말일+2,16,2,뒤 절반,100,0,100,-0.14,0.23,51.0,49.0,25.53,-14.22,6.34,2024,0,2024,0.26,0.48,53.8,46.2,30.22,-20.03,6.27,-0.4,-0.25,-2.8,2.8,0.5584,0.7962,0.6244,0.6244,,True,예
코스닥150 지수,16일 → 말일+2,16,2,최근 10년,120,0,120,-0.1,0.4,51.67,48.33,25.53,-14.22,6.07,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,-0.44,-0.03,-2.01,2.01,0.4416,0.972,0.6993,0.6993,,True,예
코스닥150 지수,16일 → 말일+2,16,2,최근 5년,60,0,60,-0.4,0.23,51.67,48.33,25.53,-14.22,6.63,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,-0.41,-0.15,-1.45,1.45,0.6134,0.8921,0.8891,0.8891,,True,예
코스닥150 지수,16일 → 말일+3,16,3,앞 절반,100,0,100,0.1,0.09,51.0,49.0,9.8,-9.75,4.27,2039,0,2039,0.4,0.34,53.31,46.69,14.19,-11.54,4.01,-0.29,-0.25,-2.31,2.31,0.4456,0.5844,0.6903,0.6903,,False,예
코스닥150 지수,16일 → 말일+3,16,3,뒤 절반,100,0,100,0.01,0.71,52.0,48.0,25.08,-17.36,6.7,2024,0,2024,0.37,0.55,54.0,46.0,30.64,-20.24,6.62,-0.36,0.16,-2.0,2.0,0.6144,0.7493,0.7802,0.7802,,False,예
코스닥150 지수,16일 → 말일+3,16,3,최근 10년,120,0,120,-0.05,0.71,51.67,48.33,25.08,-17.36,6.49,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,-0.38,0.2,-1.44,1.44,0.5345,0.6913,0.8432,0.8432,,True,예
코스닥150 지수,16일 → 말일+3,16,3,최근 5년,60,0,60,-0.22,-0.09,48.33,51.67,25.08,-17.36,6.91,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,-0.34,-0.52,-4.21,4.21,0.6963,0.6154,0.5814,0.5814,,False,예
코스닥150 지수,17일 → 말일-3,17,-3,앞 절반,100,0,100,-0.45,0.27,54.0,46.0,6.74,-7.72,3.02,1644,0,1644,-0.17,0.04,50.61,49.39,17.6,-15.0,3.77,-0.28,0.24,3.39,-3.39,0.4535,0.4256,0.5405,0.5405,,True,예
코스닥150 지수,17일 → 말일-3,17,-3,뒤 절반,100,0,100,-0.44,-0.37,48.0,52.0,17.76,-12.76,4.63,1627,0,1627,-0.14,-0.06,49.23,50.77,22.16,-28.91,5.35,-0.3,-0.31,-1.23,1.23,0.5385,0.4915,0.8372,0.8372,,False,예
코스닥150 지수,17일 → 말일-3,17,-3,최근 10년,120,0,120,-0.42,-0.11,50.0,50.0,17.76,-12.76,4.34,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,-0.44,-0.19,-1.12,1.12,0.3267,0.5794,0.8442,0.8442,,False,예
코스닥150 지수,17일 → 말일-3,17,-3,최근 5년,60,0,60,-0.2,-0.05,50.0,50.0,17.76,-12.76,5.09,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,-0.34,-0.05,-0.2,0.2,0.6394,0.9151,1.0,1.0,,False,예
코스닥150 지수,17일 → 말일-2,17,-2,앞 절반,100,0,100,-0.52,-0.32,45.0,55.0,6.56,-7.61,3.07,1743,0,1743,-0.25,-0.16,47.22,52.78,19.44,-12.61,3.69,-0.27,-0.16,-2.22,2.22,0.4895,0.6843,0.7582,0.7582,,False,예
코스닥150 지수,17일 → 말일-2,17,-2,뒤 절반,100,0,100,-0.71,0.34,52.0,48.0,26.57,-18.13,5.54,1726,0,1726,-0.41,-0.19,47.45,52.49,31.29,-33.28,6.04,-0.3,0.53,4.55,-4.49,0.5405,0.2707,0.4146,0.4076,,True,예
코스닥150 지수,17일 → 말일-2,17,-2,최근 10년,120,0,120,-0.63,0.32,52.5,47.5,26.57,-18.13,5.19,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,-0.43,0.34,2.98,-2.93,0.4046,0.3736,0.5105,0.5075,,True,예
코스닥150 지수,17일 → 말일-2,17,-2,최근 5년,60,0,60,-0.59,0.11,50.0,50.0,26.57,-18.13,6.25,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,-0.33,0.32,2.89,-2.79,0.6593,0.5674,0.6853,0.6803,,False,예
코스닥150 지수,17일 → 말일-1,17,-1,앞 절반,100,0,100,-0.16,-0.41,48.0,52.0,6.99,-8.86,3.04,1842,0,1842,0.11,0.09,51.03,48.91,18.38,-10.23,3.53,-0.27,-0.5,-3.03,3.09,0.3856,0.1898,0.5564,0.5544,,False,예
코스닥150 지수,17일 → 말일-1,17,-1,뒤 절반,100,0,100,-0.49,0.38,52.0,48.0,30.52,-21.41,5.9,1825,0,1825,-0.17,-0.04,49.7,50.3,35.38,-35.95,6.24,-0.33,0.42,2.3,-2.3,0.5934,0.4825,0.7013,0.7013,,True,예
코스닥150 지수,17일 → 말일-1,17,-1,최근 10년,120,0,120,-0.36,0.36,52.5,47.5,30.52,-21.41,5.5,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,-0.44,0.17,0.69,-0.64,0.4196,0.6533,0.8501,0.8482,,True,예
코스닥150 지수,17일 → 말일-1,17,-1,최근 5년,60,0,60,-0.31,0.37,51.67,48.33,30.52,-21.41,6.73,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,-0.36,0.27,0.66,-0.66,0.6693,0.7512,1.0,1.0,,True,예
코스닥150 지수,17일 → 말일,17,0,앞 절반,100,0,100,0.03,0.07,51.0,49.0,8.18,-11.04,3.21,1941,0,1941,0.32,0.21,53.27,46.73,16.75,-11.38,3.5,-0.29,-0.14,-2.27,2.27,0.3886,0.6543,0.6833,0.6833,,False,예
코스닥150 지수,17일 → 말일,17,0,뒤 절반,100,0,100,-0.44,-0.15,47.0,53.0,27.8,-11.51,6.0,1924,0,1924,-0.08,0.05,50.47,49.53,32.56,-27.46,6.12,-0.36,-0.19,-3.47,3.47,0.5485,0.7323,0.4835,0.4835,,False,예
코스닥150 지수,17일 → 말일,17,0,최근 10년,120,0,120,-0.36,-0.15,47.5,52.5,27.8,-11.51,5.61,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,-0.46,-0.33,-4.22,4.22,0.3776,0.5405,0.4096,0.4096,,False,예
코스닥150 지수,17일 → 말일,17,0,최근 5년,60,0,60,-0.27,-0.79,46.67,53.33,27.8,-11.51,6.44,1158,0,1158,0.1,0.21,51.99,48.01,32.56,-27.46,6.5,-0.36,-1.0,-5.32,5.32,0.6494,0.1538,0.4146,0.4146,,False,예
코스닥150 지수,17일 → 말일+1,17,1,앞 절반,100,0,100,0.22,0.09,52.0,48.0,9.8,-10.13,3.54,2040,0,2040,0.49,0.29,54.56,45.44,16.12,-10.47,3.6,-0.27,-0.2,-2.56,2.56,0.3776,0.4835,0.5944,0.5944,,False,예
코스닥150 지수,17일 → 말일+1,17,1,뒤 절반,100,0,100,-0.2,-0.11,49.0,51.0,20.78,-11.49,5.6,2023,0,2023,0.18,0.4,53.58,46.37,25.56,-25.3,5.73,-0.38,-0.51,-4.58,4.63,0.4705,0.3576,0.3387,0.3377,,False,예
코스닥150 지수,17일 → 말일+1,17,1,최근 10년,120,0,120,-0.12,-0.11,49.17,50.83,20.78,-11.49,5.3,2448,0,2448,0.33,0.37,53.55,46.41,25.56,-25.3,5.5,-0.46,-0.49,-4.39,4.43,0.3896,0.3666,0.3816,0.3826,,False,예
코스닥150 지수,17일 → 말일+1,17,1,최근 5년,60,0,60,-0.25,-0.11,48.33,51.67,20.78,-11.49,5.88,1218,0,1218,0.14,0.3,53.12,46.8,25.29,-25.3,5.96,-0.39,-0.42,-4.79,4.87,0.6074,0.5824,0.5065,0.5015,,False,예
코스닥150 지수,17일 → 말일+2,17,2,앞 절반,100,0,100,0.24,0.05,52.0,48.0,10.64,-9.5,3.85,2040,0,2040,0.51,0.31,54.02,45.98,15.9,-13.81,3.86,-0.27,-0.26,-2.02,2.02,0.3936,0.4406,0.6743,0.6743,,False,예
코스닥150 지수,17일 → 말일+2,17,2,뒤 절반,100,0,100,-0.17,0.63,53.0,47.0,25.53,-15.78,6.18,2023,0,2023,0.26,0.48,53.78,46.22,30.22,-20.03,6.27,-0.43,0.16,-0.78,0.78,0.4775,0.7173,0.9301,0.9301,,True,예
코스닥150 지수,17일 → 말일+2,17,2,최근 10년,120,0,120,-0.14,0.48,52.5,47.5,25.53,-15.78,5.86,2448,0,2448,0.34,0.42,53.68,46.32,30.22,-20.03,6.02,-0.48,0.06,-1.18,1.18,0.4046,0.8442,0.8362,0.8362,,True,예
코스닥150 지수,17일 → 말일+2,17,2,최근 5년,60,0,60,-0.41,0.72,53.33,46.67,25.53,-15.78,6.61,1218,0,1218,0.01,0.38,53.12,46.88,30.22,-20.03,6.65,-0.42,0.33,0.21,-0.21,0.6024,0.5574,1.0,1.0,,True,예
코스닥150 지수,17일 → 말일+3,17,3,앞 절반,100,0,100,0.14,0.14,52.0,48.0,10.55,-8.96,4.12,2040,0,2040,0.39,0.34,53.28,46.72,14.19,-11.54,4.01,-0.25,-0.2,-1.28,1.28,0.4625,0.6214,0.7522,0.7522,,False,예
코스닥150 지수,17일 → 말일+3,17,3,뒤 절반,100,0,100,-0.02,0.62,54.0,46.0,25.08,-16.27,6.54,2023,0,2023,0.37,0.55,53.98,46.02,30.64,-20.24,6.62,-0.39,0.07,0.02,-0.02,0.5425,0.965,1.0,1.0,,True,예
코스닥150 지수,17일 → 말일+3,17,3,최근 10년,120,0,120,-0.09,0.62,53.33,46.67,25.08,-16.27,6.26,2448,0,2448,0.33,0.51,53.1,46.9,30.64,-20.24,6.36,-0.42,0.1,0.23,-0.23,0.4835,0.7892,0.9281,0.9281,,True,예
코스닥150 지수,17일 → 말일+3,17,3,최근 5년,60,0,60,-0.23,0.24,51.67,48.33,25.08,-16.27,6.88,1218,0,1218,0.12,0.43,52.55,47.45,29.74,-20.24,6.88,-0.35,-0.19,-0.88,0.88,0.6893,0.8871,1.0,1.0,,True,예
코스닥150 지수,18일 → 말일-3,18,-3,앞 절반,100,0,100,-0.51,0.25,54.0,46.0,4.44,-9.23,2.83,1644,0,1644,-0.17,0.04,50.61,49.39,17.6,-15.0,3.77,-0.34,0.21,3.39,-3.39,0.3576,0.4675,0.5435,0.5435,,True,예
코스닥150 지수,18일 → 말일-3,18,-3,뒤 절반,100,0,100,-0.28,-0.4,45.0,55.0,17.76,-12.76,4.41,1627,0,1627,-0.14,-0.08,49.17,50.83,22.16,-28.91,5.35,-0.14,-0.32,-4.17,4.17,0.7792,0.5015,0.4056,0.4056,,False,예
코스닥150 지수,18일 → 말일-3,18,-3,최근 10년,120,0,120,-0.3,-0.34,46.67,53.33,17.76,-12.76,4.14,1968,0,1968,0.01,0.08,51.12,48.88,22.16,-28.91,5.15,-0.32,-0.42,-4.45,4.45,0.5015,0.2478,0.3227,0.3227,,False,예
코스닥150 지수,18일 → 말일-3,18,-3,최근 5년,60,0,60,-0.22,-0.47,45.0,55.0,17.76,-12.76,4.74,978,0,978,0.14,0.01,50.2,49.8,22.16,-28.91,5.76,-0.36,-0.47,-5.2,5.2,0.6104,0.4176,0.4216,0.4216,,False,예
코스닥150 지수,18일 → 말일-2,18,-2,앞 절반,100,0,100,-0.59,-0.14,48.0,52.0,4.59,-7.95,2.91,1743,0,1743,-0.24,-0.16,47.22,52.78,19.44,-12.61,3.69,-0.34,0.02,0.78,-0.78,0.3766,0.8492,0.8312,0.8312,,False,예
코스닥150 지수,18일 → 말일-2,18,-2,뒤 절반,100,0,100,-0.56,-0.17,48.0,52.0,26.57,-18.13,5.38,1726,0,1726,-0.41,-0.19,47.45,52.49,31.29,-33.28,6.04,-0.15,0.02,0.55,-0.49,0.7622,0.96,0.9091,1.0,,False,예
코스닥150 지수,18일 → 말일-2,18,-2,최근 10년,120,0,120,-0.51,-0.07,49.17,50.83,26.57,-18.13,5.02,2088,0,2088,-0.2,-0.02,49.52,50.43,31.29,-33.28,5.74,-0.3,-0.04,-0.35,0.4,0.5405,0.8462,1.0,1.0,,False,예
코스닥150 지수,18일 → 말일-2,18,-2,최근 5년,60,0,60,-0.62,-0.17,46.67,53.33,26.57,-18.13,6.0,1038,0,1038,-0.26,-0.21,47.11,52.79,31.29,-33.28,6.62,-0.36,0.04,-0.44,0.54,0.6344,0.9211,1.0,1.0,,False,예
코스닥150 지수,18일 → 말일-1,18,-1,앞 절반,100,0,100,-0.22,-0.16,46.0,54.0,6.83,-8.86,2.91,1842,0,1842,0.12,0.09,51.03,48.91,18.38,-10.23,3.52,-0.34,-0.25,-5.03,5.09,0.2937,0.5095,0.3007,0.2997,,False,예
코스닥150 지수,18일 → 말일-1,18,-1,뒤 절반,100,0,100,-0.34,0.21,53.0,47.0,30.52,-21.41,5.73,1825,0,1825,-0.17,-0.04,49.7,50.3,35.38,-35.95,6.24,-0.17,0.25,3.3,-3.3,0.7722,0.6663,0.5405,0.5405,,True,예
코스닥150 지수,18일 → 말일-1,18,-1,최근 10년,120,0,120,-0.24,0.21,52.5,47.5,30.52,-21.41,5.34,2208,0,2208,0.08,0.18,51.81,48.14,35.38,-35.95,5.92,-0.32,0.03,0.69,-0.64,0.5594,0.8951,0.8501,0.8482,,True,예
코스닥150 지수,18일 → 말일-1,18,-1,최근 5년,60,0,60,-0.34,-0.16,50.0,50.0,30.52,-21.41,6.48,1098,0,1098,0.05,0.1,51.0,49.0,35.38,-35.95,6.97,-0.39,-0.27,-1.0,1.0,0.6454,0.7213,0.9011,0.9011,,False,예
코스닥150 지수,18일 → 말일,18,0,앞 절반,100,0,100,-0.04,-0.13,49.0,51.0,7.85,-11.38,3.11,1941,0,1941,0.32,0.21,53.27,46.73,16.75,-11.38,3.49,-0.36,-0.34,-4.27,4.27,0.2827,0.3097,0.4086,0.4086,,False,예
코스닥150 지수,18일 → 말일,18,0,뒤 절반,100,0,100,-0.28,-0.12,50.0,50.0,27.8,-11.72,5.92,1924,0,1924,-0.09,0.05,50.47,49.53,32.56,-27.46,6.12,-0.2,-0.16,-0.47,0.47,0.7413,0.7542,0.9111,0.9111,,False,예
코스닥150 지수,18일 → 말일,18,0,최근 10년,120,0,120,-0.24,-0.38,49.17,50.83,27.8,-11.72,5.54,2328,0,2328,0.09,0.18,51.72,48.28,32.56,-27.46,5.82,-0.33,-0.56,-2.55,2.55,0.5225,0.2717,0.6434,0.6434,,False,예
